POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
66;Campo Belo;MG;Privada;57;588.58;611.29;581.51;658.78;829.82;654.0
67;Tanhaçu;BA;Privada;4;563.78;613.1;569.08;718.78;805.0;653.94
68;Três Corações;MG;Privada;64;600.2;611.18;582.71;667.0;807.81;653.78
69;Patos de Minas;MG;Federal;51;597.9;613.39;585.85;652.49;817.25;653.38
70;Monte Sião;MG;Privada;27;602.86;606.94;568.36;699.07;789.63;653.37
71;Pombal;PB;Privada;15;593.23;630.41;558.27;614.49;869.33;653.15
72;Serro;MG;Privada;3;605.0;620.2;568.43;658.57;813.33;653.11
73;Monte Carmelo;MG;Privada;19;591.41;599.74;595.86;668.24;808.42;652.73
74;Conselheiro Pena;MG;Privada;11;577.77;601.26;592.05;685.22;807.27;652.72
75;Pinhalzinho;SC;Privada;11;608.64;621.35;581.65;660.34;790.91;652.58
76;Teresópolis;RJ;Privada;170;596.33;622.14;580.47;671.14;792.82;652.58
77;Santa Cecília do Sul;RS;Estadual;1;596.3;600.4;499.3;666.7;900.0;652.54
78;Milhã;CE;Privada;10;605.64;625.97;621.86;709.03;700.0;652.5
79;Paraisópolis;MG;Privada;41;595.37;616.42;587.65;701.01;761.95;652.48
80;Contagem;MG;Federal;68;608.3;623.29;594.36;667.6;767.94;652.3
81;Paracuru;CE;Privada;6;575.38;650.13;593.85;568.15;873.33;652.17
82;Nova Friburgo;RJ;Privada;289;599.17;611.18;570.6;654.75;824.64;652.07
83;Gramado;RS;Privada;9;625.69;641.06;630.99;661.24;700.0;651.8
84;Santa Cruz do Sul;RS;Privada;120;599.89;613.02;567.39;654.66;822.83;651.56
85;Juruti;PA;Privada;8;603.21;605.17;608.0;662.79;777.5;651.34
86;Divinópolis;MG;Privada;268;590.91;608.51;577.99;664.16;814.93;651.3
87;Serra do Ramalho;BA;Municipal;1;636.9;663.0;568.4;725.3;660.0;650.72
88;Venda Nova do Imigrante;ES;Privada;16;576.24;598.37;594.29;664.76;816.25;649.98
89;São Gonçalo do Sapucaí;MG;Privada;34;593.98;601.46;584.22;703.11;767.06;649.97
90;Aroeiras;PB;Privada;7;568.8;632.59;564.57;636.79;845.71;649.69
91;Lagoa da Prata;MG;Privada;41;583.6;597.76;568.95;655.14;842.44;649.58
92;Poços de Caldas;MG;Privada;198;597.38;614.22;578.56;656.27;800.4;649.37
93;Curvelo;MG;Federal;65;576.49;605.93;581.97;674.33;807.38;649.22
94;São Lourenço;MG;Privada;83;601.17;618.61;572.48;669.75;783.13;649.03
95;Itamogi;MG;Privada;6;588.25;630.55;569.18;666.97;790.0;648.99
96;Congonhas;MG;Federal;74;589.63;608.68;581.15;667.6;797.57;648.93
97;Sarandi;RS;Privada;9;580.58;631.59;582.6;700.94;748.89;648.92
98;Vitória;ES;Privada;929;590.59;608.83;582.41;657.95;803.77;648.71
99;Vespasiano;MG;Privada;20;598.06;613.62;595.26;689.34;747.0;648.66
100;Uberaba;MG;Privada;342;592.37;610.98;573.41;655.28;806.9;647.79
101;Guará;SP;Privada;14;581.8;597.94;567.29;683.19;808.57;647.76
102;Montes Claros;MG;Federal;41;600.49;603.36;573.95;669.7;790.24;647.55
103;Santa Teresa;ES;Privada;7;601.99;638.3;609.27;635.24;751.43;647.25
104;Viçosa;MG;Privada;211;578.72;595.1;572.29;659.03;829.0;646.83
105;Capelinha;MG;Privada;24;576.95;592.59;566.04;660.17;838.33;646.82
106;Nova Friburgo;RJ;Federal;25;600.62;599.84;553.86;662.68;816.8;646.76
107;Muriaé;MG;Federal;83;596.17;609.81;581.4;656.51;789.88;646.75
108;Ubajara;CE;Privada;11;603.73;604.57;576.77;665.67;781.82;646.51
109;Recife;PE;Federal;432;602.0;618.64;584.76;677.02;749.81;646.45
110;Aquidauana;MS;Privada;5;623.7;618.12;582.1;606.84;800.0;646.15
111;Santa Rosa;RS;Privada;96;591.81;605.42;573.92;641.28;817.92;646.07
112;Aracruz;ES;Federal;105;586.76;607.56;584.22;672.84;778.67;646.01
113;Mineiros;GO;Privada;44;584.32;589.34;575.17;614.3;866.82;645.99
114;Niterói;RJ;Federal;103;602.57;618.46;567.14;654.13;787.57;645.98
115;Gonçalves;MG;Estadual;1;559.5;609.6;608.6;530.9;920.0;645.72
116;Ubiretama;RS;Estadual;2;612.7;641.85;586.3;696.65;690.0;645.5
117;São João Nepomuceno;MG;Privada;46;583.49;596.07;561.84;653.89;831.74;645.41
118;Crateús;CE;Privada;48;578.83;585.18;547.37;640.62;874.58;645.32
119;Frederico Westphalen;RS;Privada;21;579.09;588.26;572.97;618.64;865.71;644.94
120;Governador Valadares;MG;Privada;256;588.92;605.33;565.06;648.36;816.56;644.85
121;Esperança;PB;Federal;23;569.49;603.55;559.07;627.85;862.61;644.51
122;Alto Araguaia;MT;Privada;1;636.7;661.4;633.2;611.2;680.0;644.5
123;Fernandes Tourinho;MG;Estadual;4;586.48;600.8;577.9;657.2;800.0;644.47
124;Patrocínio;MG;Federal;63;594.93;607.35;578.03;655.04;786.03;644.28
125;Porto Vera Cruz;RS;Estadual;2;556.4;600.95;608.55;655.4;800.0;644.26
126;Sete Lagoas;MG;Privada;327;588.51;610.48;571.94;654.86;794.68;644.1
127;Itaberá;SP;Privada;1;631.6;577.6;599.5;710.8;700.0;643.9
128;Urubici;SC;Privada;5;596.8;619.12;577.72;609.32;816.0;643.79
129;Patos de Minas;MG;Privada;163;589.83;605.54;578.32;652.63;791.66;643.6
130;Governador Valadares;MG;Federal;78;593.62;610.4;567.79;682.26;762.31;643.28
131;Nova Araçá;RS;Privada;4;598.72;626.8;607.9;650.5;730.0;642.79
132;Areado;MG;Privada;12;581.24;615.77;550.76;635.88;830.0;642.73
133;Lavras;MG;Privada;264;587.99;607.82;570.92;648.45;798.41;642.72
134;Ouro Preto do Oeste;RO;Privada;2;601.25;617.6;538.55;585.05;870.0;642.49
135;Mossoró;RN;Federal;135;597.78;603.79;567.41;656.97;786.52;642.49
136;Boa Esperança;MG;Privada;44;576.07;604.93;576.61;656.87;797.73;642.44
137;Juiz de Fora;MG;Privada;1028;589.78;607.67;573.62;654.07;786.87;642.4
138;Coroados;SP;Estadual;1;605.4;597.6;571.8;677.2;760.0;642.4
139;Granja;CE;Privada;8;591.11;621.67;553.94;642.04;802.5;642.25
140;Rio de Janeiro;RJ;Federal;1575;600.37;613.09;575.12;662.28;759.48;642.07
141;Valente;BA;Privada;16;597.23;597.34;579.09;630.21;805.0;641.78
142;São Miguel do Iguaçu;PR;Privada;25;595.17;603.75;581.87;611.82;816.0;641.72
143;Farroupilha;RS;Federal;16;612.27;625.04;576.69;691.48;702.5;641.6
144;São João del Rei;MG;Privada;135;586.3;602.17;573.33;662.77;782.96;641.51
145;Cerro Largo;RS;Privada;35;586.08;591.19;581.85;672.26;772.57;640.79
146;Leopoldina;MG;Federal;59;585.88;609.3;575.03;650.74;782.71;640.73
147;Lagoa Santa;MG;Privada;78;584.77;606.77;572.09;641.8;797.95;640.68
148;Floraí;PR;Estadual;2;581.8;623.45;574.65;702.7;720.0;640.52
149;Bela Vista do Paraíso;PR;Privada;5;594.34;553.86;587.7;688.76;776.0;640.13
150;Santa Luzia;MG;Federal;53;598.66;604.97;568.56;674.09;752.83;639.82
151;Amparo;SP;Privada;91;599.46;616.53;579.34;675.2;728.35;639.78
152;Cubatão;SP;Federal;96;607.39;620.04;568.86;668.49;733.75;639.71
153;Ouro Branco;MG;Privada;50;586.61;604.97;560.33;633.16;812.8;639.57
154;Cambuí;MG;Privada;13;572.75;632.09;587.53;642.25;763.08;639.54
155;Pouso Alegre;MG;Privada;209;589.74;599.24;567.66;647.55;791.96;639.23
156;Eldorado;MS;Privada;4;584.6;625.9;585.6;684.85;715.0;639.19
157;Petrópolis;RJ;Federal;18;608.54;626.01;591.73;645.8;723.33;639.08
158;Campo Mourão;PR;Federal;20;589.85;607.04;562.95;686.48;749.0;639.06
159;Veranópolis;RS;Privada;49;579.89;583.86;548.74;636.13;844.9;638.71
160;São Gonçalo;RJ;Federal;73;599.97;590.94;572.41;653.52;776.71;638.71
161;Nova Mutum;MT;Privada;15;589.6;591.77;568.33;658.16;785.33;638.64
162;Monte Formoso;MG;Estadual;1;608.2;606.3;604.8;653.6;720.0;638.58
163;Lajeado;RS;Privada;98;592.74;614.17;579.81;663.49;741.22;638.29
164;Varginha;MG;Privada;197;586.9;594.36;568.14;636.84;805.18;638.28
165;Rio Casca;MG;Privada;3;577.8;573.1;600.6;599.83;840.0;638.27
166;Salinópolis;PA;Privada;22;573.02;591.35;576.45;663.93;786.36;638.22
167;Jaraguá do Sul;SC;Federal;68;598.49;614.46;591.24;654.5;730.88;637.91
168;Forquilhinha;SC;Privada;1;653.0;668.0;624.0;584.4;660.0;637.88
169;Caçador;SC;Privada;27;590.16;611.01;579.86;673.53;734.81;637.87
170;João Monlevade;MG;Privada;89;587.33;592.34;563.46;647.9;797.08;637.62
171;Além Paraíba;MG;Privada;30;577.38;595.84;563.31;660.7;790.67;637.58
172;Uberlândia;MG;Privada;865;585.55;595.19;565.25;636.97;804.83;637.56
173;São José dos Campos;SP;Privada;1445;594.64;607.26;577.51;661.77;746.31;637.5
174;Caxambu;MG;Privada;60;586.71;606.75;576.29;645.35;772.33;637.49
175;Palmas;TO;Privada;374;583.89;605.91;569.58;637.04;790.91;637.47
176;Baependi;MG;Privada;23;601.96;595.54;571.18;629.28;788.7;637.33
177;Cajuru;SP;Privada;10;589.05;588.48;568.84;593.72;846.0;637.22
178;Ribeirão das Neves;MG;Federal;77;590.75;612.81;570.57;640.43;771.17;637.15
179;Barbacena;MG;Federal;97;595.05;607.79;571.64;665.2;745.98;637.13
180;Pouso Alegre;MG;Federal;45;606.83;612.06;564.4;637.77;763.56;636.92
181;Sabará;MG;Federal;64;598.55;590.62;553.5;639.93;801.56;636.83
182;Suzano;SP;Federal;96;601.89;613.18;572.61;653.6;742.5;636.76
183;Taquaritinga;SP;Privada;66;583.76;589.21;579.68;655.85;773.03;636.31
184;Marau;RS;Privada;29;602.35;608.65;586.35;637.55;746.21;636.22
185;Pará de Minas;MG;Privada;72;570.13;584.53;561.49;651.02;813.61;636.16
186;São João da Boa Vista;SP;Federal;40;591.86;599.84;564.35;663.25;761.5;636.16
187;Bom Jardim;RJ;Privada;33;578.41;584.08;566.59;626.17;825.45;636.14
188;General Salgado;SP;Privada;2;574.3;569.15;578.55;668.45;790.0;636.09
189;Sobrália;MG;Estadual;4;572.3;558.75;583.55;675.78;790.0;636.08
190;Alfenas;MG;Privada;133;585.5;595.02;570.1;646.19;783.16;635.99
191;Cariacica;ES;Federal;97;592.71;613.6;580.62;666.97;725.98;635.97
192;Vacaria;RS;Federal;19;590.5;611.16;575.09;637.2;765.26;635.84
193;Valença;RJ;Privada;21;601.25;586.02;538.56;629.1;823.81;635.75
194;Bom Sucesso;PR;Estadual;2;606.4;635.6;573.35;603.15;760.0;635.7
195;Itapetininga;SP;Federal;41;607.68;623.47;571.07;647.52;728.78;635.7
196;Turuçu;RS;Estadual;1;594.2;558.2;577.9;647.9;800.0;635.64
197;Colatina;ES;Federal;176;577.22;596.1;572.89;655.59;774.77;635.32
198;Correntina;BA;Privada;14;592.57;617.46;569.45;649.54;747.14;635.23
199;Itapecerica;MG;Privada;7;560.17;604.31;544.19;669.6;797.14;635.08
200;Miguel Pereira;RJ;Privada;27;590.21;579.7;564.93;656.25;783.7;634.96
201;Carmo de Minas;MG;Federal;18;583.21;612.89;559.23;628.33;791.11;634.95
202;Estrela;RS;Privada;25;583.15;603.05;584.12;653.0;750.4;634.75
203;Curitiba;PR;Federal;300;596.56;619.79;579.94;672.77;703.8;634.57
204;Sabinópolis;MG;Privada;14;579.61;565.85;554.86;655.31;817.14;634.55
205;Nova Venécia;ES;Federal;58;577.21;600.6;574.83;664.9;754.48;634.41
206;Cunha;SP;Privada;6;596.58;625.27;586.62;663.27;700.0;634.35
207;Ituverava;SP;Privada;71;585.53;595.43;560.01;632.27;798.03;634.25
208;Araras;SP;Privada;96;593.65;606.27;577.67;648.3;744.58;634.1
209;Piracuruca;PI;Privada;16;558.37;595.68;543.29;617.76;855.0;634.02
210;Medianeira;PR;Privada;22;588.13;593.67;573.75;653.36;760.91;633.96
211;Janaúba;MG;Privada;85;575.65;592.63;562.84;619.14;819.06;633.86
212;Niterói;RJ;Privada;1450;587.73;595.54;555.18;635.95;794.44;633.77
213;Tocantins;MG;Privada;9;565.03;584.43;566.72;612.46;840.0;633.73
214;Amargosa;BA;Privada;36;588.21;604.91;577.04;656.44;741.11;633.54
215;Raul Soares;MG;Privada;25;561.82;600.41;589.77;620.68;794.4;633.42
216;Caratinga;MG;Privada;55;584.69;587.87;554.61;623.54;815.64;633.27
217;Manhuaçu;MG;Privada;78;574.06;588.36;554.83;649.28;799.74;633.26
218;Juiz de Fora;MG;Federal;233;593.01;606.96;577.66;661.17;726.95;633.15
219;Barra Bonita;SP;Municipal;1;569.8;598.5;586.9;650.3;760.0;633.1
220;Salvador;BA;Federal;511;594.38;609.61;570.2;651.18;739.8;633.03
221;Itajobi;SP;Privada;15;589.61;592.96;555.0;627.18;800.0;632.95
222;Nilópolis;RJ;Federal;109;590.74;605.98;591.89;646.57;729.54;632.94
223;Guaxupé;MG;Privada;54;591.64;599.87;583.39;643.74;745.19;632.77
224;Criciúma;SC;Privada;287;587.3;587.64;571.2;646.0;771.57;632.74
225;Três de Maio;RS;Privada;43;585.09;606.8;552.1;639.99;779.07;632.61
226;Linhares;ES;Federal;116;589.95;602.02;575.16;651.51;744.31;632.59
227;Ponte Nova;MG;Federal;55;593.47;607.6;576.06;646.99;738.55;632.53
228;Três Pontas;MG;Privada;60;581.82;592.1;545.61;619.9;823.0;632.48
229;Jaú;SP;Privada;194;587.8;604.5;573.44;647.42;749.18;632.47
230;Vera Cruz;RS;Privada;20;583.28;602.02;558.31;644.66;774.0;632.45
231;Itabirito;MG;Federal;26;589.97;604.08;582.92;655.98;729.23;632.44
232;Itajubá;MG;Privada;217;583.54;591.23;569.68;650.09;767.19;632.35
233;Oliveira;MG;Privada;55;589.69;604.19;560.68;646.52;760.36;632.29
234;Paty do Alferes;RJ;Privada;11;582.88;591.7;537.98;637.92;810.91;632.28
235;Formiga;MG;Federal;80;584.72;584.78;556.41;644.99;790.0;632.18
236;Vassouras;RJ;Privada;25;581.24;585.55;564.64;628.62;800.8;632.17
237;Novo Horizonte;SP;Privada;31;570.0;561.92;550.87;606.31;871.61;632.14
238;Dracena;SP;Privada;61;583.25;607.53;580.58;683.17;705.57;632.02
239;São Leopoldo;RS;Privada;124;596.14;611.03;578.98;669.29;704.19;631.93
240;Eugenópolis;MG;Estadual;6;568.63;602.97;535.98;591.72;860.0;631.86
241;Paraty;RJ;Privada;38;585.07;610.88;576.81;649.02;735.26;631.41
242;Goiânia;GO;Privada;3566;580.98;594.56;567.49;632.01;781.97;631.4
243;Arapiraca;AL;Federal;131;583.84;599.93;556.32;651.62;764.27;631.2
244;Guarapari;ES;Privada;50;580.12;597.78;555.54;624.64;797.6;631.14
245;Passos;MG;Federal;59;581.63;598.36;553.75;634.83;784.41;630.6
246;Goianinha;RN;Privada;8;598.28;611.5;585.58;559.4;797.5;630.45
247;Quixadá;CE;Privada;30;583.82;589.92;556.04;629.64;792.67;630.42
248;Contagem;MG;Privada;460;586.98;595.6;571.25;643.07;754.39;630.26
249;Natal;RN;Federal;545;592.81;601.66;557.97;635.73;761.83;630.0
250;Barra do Piraí;RJ;Privada;84;586.52;592.18;563.13;634.2;773.81;629.97
251;Campo Grande;MS;Federal;222;595.32;600.9;575.35;657.97;720.09;629.93
252;Concórdia;SC;Privada;56;585.44;593.37;566.57;642.9;760.71;629.8
253;Volta Redonda;RJ;Privada;337;581.03;592.94;559.32;642.67;773.0;629.79
254;Cachoeiro de Itapemirim;ES;Privada;197;569.58;583.2;564.75;636.77;794.42;629.74
255;Carmópolis de Minas;MG;Privada;8;598.98;618.55;588.62;634.6;707.5;629.65
256;Roca Sales;RS;Privada;11;588.01;610.03;537.17;645.75;767.27;629.65
257;Barueri;SP;Privada;200;590.22;602.61;572.79;656.49;725.9;629.6
258;Juazeiro do Norte;CE;Privada;287;572.47;583.58;560.21;634.2;797.49;629.59
259;Sacramento;MG;Privada;7;585.41;619.66;576.77;622.49;742.86;629.44
260;Aguanil;MG;Estadual;2;590.15;620.8;594.15;661.3;680.0;629.28
261;Conselheiro Lafaiete;MG;Privada;53;588.91;594.35;566.64;630.65;764.91;629.09
262;Florianópolis;SC;Federal;298;589.17;601.07;576.07;672.32;706.85;629.09
263;Santa Rosa;RS;Federal;27;591.02;609.74;559.32;639.17;745.93;629.03
264;Montes Claros;MG;Privada;713;579.94;594.08;557.29;626.51;787.29;629.02
265;Caetanópolis;MG;Privada;8;546.4;583.76;565.55;686.71;762.5;628.98
266;Piumhi;MG;Privada;49;580.29;593.92;551.99;635.47;782.45;628.82
267;Santarém;PA;Privada;160;579.82;582.81;560.8;610.81;808.12;628.47
268;Betim;MG;Privada;124;583.35;585.84;555.47;618.22;799.35;628.45
269;Itabaiana;SE;Privada;185;572.71;592.56;552.83;601.98;821.41;628.3
270;Ervália;MG;Privada;12;559.58;573.57;544.13;626.68;836.67;628.12
271;Canoas;RS;Federal;43;604.79;602.41;576.44;672.77;683.72;628.03
272;Corinto;MG;Privada;7;615.13;620.3;571.66;578.59;754.29;627.99
273;Novo Horizonte do Oeste;RO;Privada;2;501.5;623.0;573.65;641.6;800.0;627.95
274;Bento Gonçalves;RS;Federal;79;593.85;600.3;566.69;643.88;734.94;627.93
275;Conceição do Coité;BA;Privada;37;586.55;590.31;569.18;617.97;774.05;627.61
276;Portão;RS;Privada;9;580.1;592.49;565.2;664.72;735.56;627.61
277;Santa Adélia;SP;Privada;8;611.05;625.42;569.34;689.5;642.5;627.56
278;Santa Rita do Passa Quatro;SP;Privada;50;582.76;602.51;578.13;637.52;736.8;627.54
279;Guaporé;RS;Privada;10;585.06;613.39;584.58;656.28;698.0;627.46
280;Guapimirim;RJ;Privada;19;583.81;584.01;575.75;661.9;730.53;627.2
281;Campo Largo;PR;Federal;43;589.58;614.79;575.35;656.0;700.0;627.14
282;Anchieta;ES;Privada;2;596.6;644.7;585.4;648.8;660.0;627.1
283;Bastos;SP;Privada;16;580.89;597.59;567.11;662.29;727.5;627.08
284;Jaguariúna;SP;Privada;37;586.6;606.41;572.08;645.89;723.24;626.84
285;Nova Iguaçu;RJ;Federal;77;585.12;599.17;558.41;665.01;724.16;626.37
286;Vacaria;RS;Privada;20;593.52;596.88;562.94;619.78;757.0;626.02
287;Junqueirópolis;SP;Privada;22;582.49;570.94;541.52;639.16;795.45;625.91
288;Ipaussu;SP;Privada;10;594.21;586.97;567.33;635.05;746.0;625.91
289;São Paulo;SP;Federal;263;593.25;613.79;572.31;660.71;689.43;625.9
290;Itanhandu;MG;Privada;25;589.72;596.54;560.54;639.88;742.4;625.81
291;Paraipaba;CE;Privada;10;578.45;586.84;551.81;585.94;826.0;625.81
292;Rio Brilhante;MS;Privada;7;568.83;581.76;568.29;604.37;805.71;625.79
293;Joinville;SC;Privada;643;586.52;591.66;565.65;643.79;741.28;625.78
294;Pau dos Ferros;RN;Federal;110;581.64;587.55;551.58;630.57;777.09;625.69
295;Realeza;PR;Privada;15;579.62;608.17;568.91;654.97;716.0;625.53
296;Fortaleza;CE;Privada;4548;574.12;586.26;562.05;636.61;768.16;625.44
297;Venâncio Aires;RS;Privada;39;566.99;563.48;525.18;626.93;844.62;625.44
298;São Carlos;SP;Privada;451;583.28;588.23;565.59;625.95;763.95;625.4
299;Aracaju;SE;Federal;98;587.15;596.83;571.84;624.19;746.73;625.35
300;Araxá;MG;Privada;76;581.18;585.97;551.32;621.97;785.79;625.25
301;São José do Rio Preto;SP;Privada;812;585.17;592.5;568.27;636.47;743.5;625.18
302;Brusque;SC;Privada;70;583.4;598.36;575.45;653.77;714.86;625.17
303;Passos;MG;Privada;122;576.32;584.8;550.58;624.66;789.34;625.14
304;Surubim;PE;Privada;80;570.28;583.07;548.66;607.32;815.5;624.97
305;Campos do Jordão;SP;Federal;17;588.07;599.07;548.92;659.03;729.41;624.9
306;Saldanha Marinho;RS;Estadual;4;617.52;622.62;568.02;626.22;690.0;624.88
307;Ijuí;RS;Privada;47;572.94;595.21;573.59;631.02;751.49;624.85
308;Santa Cruz das Palmeiras;SP;Privada;34;594.13;581.42;568.48;647.27;730.59;624.38
309;Morro Agudo;SP;Privada;8;578.38;600.78;572.72;607.25;762.5;624.33
310;Minaçu;GO;Privada;11;564.73;585.73;540.55;618.89;810.91;624.16
311;Lauro de Freitas;BA;Privada;431;576.6;586.54;560.97;621.35;775.27;624.15
312;Poços de Caldas;MG;Federal;34;595.22;594.09;561.82;644.62;724.71;624.09
313;Itabira;MG;Privada;107;578.62;584.54;551.72;632.85;772.52;624.05
314;Caicó;RN;Federal;163;575.22;582.64;547.03;622.42;792.88;624.04
315;Ibitinga;SP;Privada;22;592.5;602.53;575.65;634.95;714.55;624.03
316;Teófilo Otoni;MG;Privada;112;588.27;593.36;553.97;623.74;760.71;624.01
317;Itaparica;BA;Privada;2;617.8;622.9;545.15;643.55;690.0;623.88
318;Uruçuí;PI;Privada;6;606.87;570.12;567.5;631.55;743.33;623.87
319;Mucuri;BA;Privada;41;577.72;576.84;559.62;629.84;775.12;623.83
320;Alegrete;RS;Privada;35;582.38;571.15;542.59;618.44;804.57;623.83
321;Tapira;MG;Estadual;5;574.32;617.46;569.22;613.26;744.0;623.65
322;Sobral;CE;Privada;338;572.01;575.69;557.92;621.07;790.89;623.51
323;Caxias do Sul;RS;Privada;331;586.95;597.83;561.86;633.29;737.46;623.48
324;Carangola;MG;Privada;54;586.59;591.91;559.52;616.41;762.96;623.48
325;Volta Redonda;RJ;Federal;79;592.15;609.92;567.64;657.03;690.13;623.37
326;São Bento do Sul;SC;Privada;55;573.97;596.66;575.12;637.76;733.09;623.32
