POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
2319;Tunápolis;SC;Estadual;9;505.91;538.33;522.1;540.12;593.33;539.96
2320;Patos de Minas;MG;Estadual;249;538.64;515.34;495.75;529.32;620.72;539.95
2321;São João do Sabugi;RN;Estadual;13;503.05;517.73;474.35;516.77;687.69;539.92
2322;Ribeira;SP;Estadual;5;541.42;515.76;484.84;569.5;588.0;539.9
2323;Piraí;RJ;Estadual;13;538.91;483.21;486.88;517.91;672.31;539.84
2324;Carandaí;MG;Estadual;9;552.76;547.91;489.23;509.29;600.0;539.84
2325;Vicentinópolis;GO;Estadual;11;542.68;542.78;518.01;551.95;543.64;539.81
2326;Jenipapo de Minas;MG;Estadual;9;546.06;521.96;478.84;532.14;620.0;539.8
2327;Loanda;PR;Privada;62;536.1;523.93;521.18;532.9;584.84;539.79
2328;Serafina Corrêa;RS;Estadual;36;541.21;541.07;497.02;531.27;588.33;539.78
2329;Monte Azul;MG;Privada;9;508.47;496.81;497.08;523.16;673.33;539.77
2330;Pio XII;MA;Municipal;1;550.8;555.4;594.7;557.7;440.0;539.72
2331;Nova Friburgo;RJ;Municipal;1;534.7;584.3;481.2;438.3;660.0;539.7
2332;Guia Lopes da Laguna;MS;Estadual;12;514.02;512.16;515.3;525.34;631.67;539.7
2333;Bom Despacho;MG;Estadual;83;544.11;521.07;495.4;543.09;594.7;539.67
2334;São Miguel do Araguaia;GO;Estadual;64;528.53;522.15;489.42;504.84;653.12;539.61
2335;Carmópolis;SE;Privada;7;543.57;512.01;485.56;473.94;682.86;539.59
2336;Nova Petrópolis;RS;Estadual;8;544.89;550.19;513.51;574.29;515.0;539.58
2337;Siqueira Campos;PR;Estadual;11;534.45;519.53;509.74;556.02;578.18;539.58
2338;Lagoa dos Três Cantos;RS;Estadual;4;528.98;509.2;524.7;534.95;600.0;539.56
2339;Sangão;SC;Estadual;6;528.63;542.85;489.38;470.13;666.67;539.53
2340;Novo Machado;RS;Estadual;7;531.63;542.33;501.19;542.37;580.0;539.5
2341;Socorro;SP;Estadual;28;555.18;536.27;501.42;558.71;545.71;539.46
2342;Candeias;MG;Estadual;14;536.08;549.26;487.19;527.5;597.14;539.44
2343;Passa Tempo;MG;Estadual;5;517.56;519.2;470.12;518.3;672.0;539.44
2344;Cascavel;PR;Estadual;473;539.47;532.8;496.27;546.13;582.45;539.42
2345;Monte Alegre do Sul;SP;Estadual;31;544.45;544.53;486.79;538.72;582.58;539.41
2346;Mata;RS;Estadual;10;525.61;528.6;501.58;495.21;646.0;539.4
2347;Conselheiro Lafaiete;MG;Estadual;174;540.93;527.79;496.03;529.08;603.1;539.39
2348;Joaquim Távora;PR;Estadual;14;545.06;541.86;480.06;556.96;572.86;539.36
2349;Moreno;PE;Privada;28;526.91;527.97;493.35;516.4;632.14;539.35
2350;São João do Cariri;PB;Estadual;7;546.77;522.81;534.64;541.09;551.43;539.35
2351;Vazante;MG;Estadual;39;522.99;492.87;485.46;536.42;658.97;539.34
2352;Ribeirão Pires;SP;Estadual;283;546.83;523.37;490.77;542.72;592.86;539.31
2353;Santana do Garambéu;MG;Estadual;1;505.7;529.7;481.0;540.1;640.0;539.3
2354;Fátima;TO;Estadual;1;595.1;489.2;454.6;497.3;660.0;539.24
2355;Central;BA;Privada;9;525.11;518.99;478.98;497.4;675.56;539.21
2356;Malhador;SE;Estadual;10;512.44;520.23;497.74;441.52;724.0;539.19
2357;Naviraí;MS;Federal;61;530.33;515.36;501.8;532.7;615.74;539.19
2358;Maximiliano de Almeida;RS;Estadual;10;510.62;511.29;512.54;557.43;604.0;539.18
2359;Cabo de Santo Agostinho;PE;Privada;124;534.7;515.4;495.4;539.03;611.13;539.13
2360;Entre Rios do Sul;RS;Estadual;6;529.65;537.48;490.07;561.5;576.67;539.07
2361;Belo Horizonte;MG;Estadual;3513;542.67;525.65;495.72;537.16;594.11;539.06
2362;Dionísio;MG;Estadual;11;531.99;534.48;493.76;556.78;578.18;539.04
2363;Uberlândia;MG;Estadual;1131;540.07;521.68;492.58;530.92;609.87;539.02
2364;São José do Hortêncio;RS;Estadual;3;529.83;559.23;518.57;607.03;480.0;538.93
2365;Lavras;MG;Estadual;218;536.35;520.02;500.27;537.41;600.55;538.92
2366;São Joaquim da Barra;SP;Estadual;108;536.81;516.45;491.93;539.29;610.0;538.9
2367;Cairu;BA;Municipal;1;419.4;556.7;515.2;463.1;740.0;538.88
2368;Santa Rita de Minas;MG;Estadual;13;505.77;538.81;478.32;554.57;616.92;538.88
2369;Toropi;RS;Estadual;4;530.25;530.7;483.28;620.1;530.0;538.86
2370;Santana;AP;Federal;61;533.38;513.21;494.6;518.93;634.1;538.84
2371;Teodoro Sampaio;SP;Privada;12;551.68;524.38;490.38;524.32;603.33;538.82
2372;Japurá;PR;Estadual;14;541.17;527.56;507.23;526.7;591.43;538.82
2373;Governador Mangabeira;BA;Privada;6;523.0;499.18;523.75;468.12;680.0;538.81
2374;Caranaíba;MG;Estadual;5;548.66;553.6;505.84;473.84;612.0;538.79
2375;Ubatuba;SP;Municipal;30;539.11;515.9;481.5;570.02;587.33;538.77
2376;Rio Verde;GO;Municipal;2;553.75;466.45;481.6;481.8;710.0;538.72
2377;Garibaldi;RS;Estadual;22;540.3;549.9;513.44;527.05;562.73;538.68
2378;Congonhinhas;PR;Estadual;12;533.57;516.4;490.94;537.32;615.0;538.65
2379;Itanhaém;SP;Estadual;177;546.41;523.89;493.75;533.57;595.59;538.64
2380;Guajará-Mirim;RO;Federal;57;543.8;515.53;500.39;508.84;624.56;538.62
2381;Caratinga;MG;Estadual;148;531.57;521.75;491.17;537.55;610.95;538.6
2382;Arapoti;PR;Privada;21;543.69;535.48;507.61;549.04;557.14;538.59
2383;Três Corações;MG;Estadual;50;538.78;522.69;486.83;537.03;607.6;538.59
2384;Lamim;MG;Estadual;3;502.17;508.53;451.37;464.13;766.67;538.57
2385;Araçatuba;SP;Estadual;217;538.82;514.54;496.51;545.18;597.7;538.55
2386;Mercedes;PR;Estadual;10;532.03;512.97;488.93;544.79;614.0;538.54
2387;Adolfo;SP;Estadual;2;557.1;522.95;484.45;498.15;630.0;538.53
2388;Ampére;PR;Estadual;36;536.74;535.88;495.48;565.66;558.89;538.53
2389;Prudente de Morais;MG;Estadual;7;529.41;549.89;504.21;543.24;565.71;538.49
2390;Segredo;RS;Estadual;5;549.9;549.7;509.88;530.9;552.0;538.48
2391;Guaraciaba;MG;Estadual;8;522.35;496.72;495.81;494.98;682.5;538.47
2392;Sete Lagoas;MG;Estadual;281;539.78;517.02;497.66;526.62;611.17;538.45
2393;Quixadá;CE;Federal;38;538.18;525.0;503.32;540.96;584.74;538.44
2394;São Felipe;BA;Privada;11;528.67;538.59;501.17;509.18;614.55;538.43
2395;Oscar Bressane;SP;Estadual;1;558.4;503.3;442.0;468.3;720.0;538.4
2396;Avanhandava;SP;Estadual;8;560.22;536.2;516.81;523.7;555.0;538.39
2397;Cajamar;SP;Privada;40;544.6;519.98;489.62;543.94;593.5;538.33
2398;Cotriguaçu;MT;Estadual;10;503.84;525.25;482.56;549.88;630.0;538.31
2399;Ubiratã;PR;Estadual;43;535.6;519.77;498.75;553.65;583.72;538.3
2400;Belford Roxo;RJ;Privada;55;546.12;525.82;511.11;507.91;600.36;538.27
2401;Arraial do Cabo;RJ;Privada;6;535.52;531.15;499.15;552.18;573.33;538.27
2402;Capelinha;MG;Estadual;57;534.28;516.82;500.3;546.43;593.33;538.23
2403;Nordestina;BA;Estadual;3;565.07;531.43;523.5;577.73;493.33;538.21
2404;São Luiz Gonzaga;RS;Estadual;96;543.38;538.55;488.43;526.5;594.17;538.21
2405;Morro do Chapéu;BA;Privada;7;545.5;516.04;510.09;527.91;591.43;538.19
2406;Riachão do Dantas;SE;Estadual;18;519.68;503.98;480.88;493.51;692.22;538.06
2407;Cruzília;MG;Estadual;31;525.04;520.42;499.95;548.08;596.77;538.05
2408;São Domingos das Dores;MG;Estadual;10;527.08;517.26;503.61;534.25;608.0;538.04
2409;Valparaíso de Goiás;GO;Privada;112;544.31;528.43;512.75;517.7;586.96;538.03
2410;Alagoa Grande;PB;Privada;18;513.55;533.01;513.68;495.37;634.44;538.01
2411;Bom Jesus;SC;Estadual;5;539.9;528.54;487.98;489.6;644.0;538.0
2412;Ouro Branco;MG;Estadual;59;541.33;518.08;494.44;546.57;589.49;537.98
2413;Toritama;PE;Privada;24;526.78;535.05;499.66;524.18;604.17;537.97
2414;Cáceres;MT;Federal;53;514.29;506.09;509.81;526.02;633.58;537.96
2415;Rio das Pedras;SP;Estadual;32;544.89;519.48;485.73;557.83;581.88;537.96
2416;Várzea Grande;MT;Privada;91;529.39;513.26;488.67;510.04;648.35;537.94
2417;Porteirinha;MG;Estadual;110;522.02;503.12;480.42;529.68;654.36;537.92
2418;Marabá;PA;Federal;108;530.44;518.43;490.48;520.45;629.63;537.89
2419;Augusto Pestana;RS;Estadual;6;519.53;501.2;529.38;542.57;596.67;537.87
2420;Feliz Natal;MT;Estadual;7;513.43;487.43;513.91;560.1;614.29;537.83
2421;Maravilha;SC;Estadual;53;528.64;533.47;498.83;524.8;603.4;537.83
2422;Atibaia;SP;Estadual;153;541.69;524.76;500.8;540.31;581.18;537.75
2423;Campos Novos;SC;Privada;8;518.91;543.09;526.26;545.5;555.0;537.75
2424;Caeté;MG;Estadual;24;538.13;509.9;476.86;547.15;616.67;537.74
2425;Valinhos;SP;Estadual;149;550.56;526.14;494.21;535.34;582.42;537.73
2426;Montes Claros;MG;Estadual;698;537.55;522.21;493.31;529.43;606.16;537.73
2427;Barra do Rio Azul;RS;Estadual;7;530.39;521.49;513.11;552.19;571.43;537.72
2428;Marinópolis;SP;Estadual;9;531.01;514.01;507.73;540.14;595.56;537.69
2429;Ubaporanga;MG;Estadual;22;516.31;516.58;480.29;553.95;620.91;537.61
2430;Santa Cecília;PB;Estadual;4;494.08;498.12;524.65;526.12;645.0;537.6
2431;Jaguarão;RS;Privada;3;563.23;532.47;519.93;545.67;526.67;537.59
2432;São Sebastião da Vargem Alegre;MG;Estadual;6;550.78;523.1;495.85;521.33;596.67;537.55
2433;Central de Minas;MG;Estadual;2;542.65;514.25;538.3;542.2;550.0;537.48
2434;Heitoraí;GO;Estadual;7;509.6;506.49;474.36;525.33;671.43;537.44
2435;Quatro Pontes;PR;Estadual;8;515.4;532.71;526.42;535.15;577.5;537.44
2436;Severiano Melo;RN;Estadual;4;506.02;549.52;512.25;504.2;615.0;537.4
2437;Monte Azul;MG;Estadual;21;506.52;514.38;490.53;552.5;622.86;537.36
2438;Mogi das Cruzes;SP;Estadual;804;540.64;522.79;497.23;541.57;584.58;537.36
2439;São Pedro dos Ferros;MG;Estadual;11;511.27;525.55;497.77;521.0;630.91;537.3
2440;Potim;SP;Estadual;3;578.17;501.1;485.0;508.77;613.33;537.27
2441;Balneário Gaivota;SC;Estadual;3;542.1;538.77;535.33;496.67;573.33;537.24
2442;Coromandel;MG;Estadual;60;531.98;511.7;495.15;535.67;611.67;537.23
2443;Baldim;MG;Estadual;8;564.0;525.78;474.29;524.54;597.5;537.22
2444;Piraúba;MG;Estadual;22;545.35;516.6;495.58;536.7;591.82;537.21
2445;Jales;SP;Estadual;73;542.84;512.94;489.76;558.03;582.47;537.21
2446;Lambari;MG;Estadual;34;531.6;529.42;494.38;543.57;587.06;537.21
2447;Encruzilhada do Sul;RS;Estadual;41;539.05;526.32;482.97;530.74;606.83;537.18
2448;Arvorezinha;RS;Estadual;15;538.47;538.85;482.76;534.97;590.67;537.14
2449;Curvelo;MG;Estadual;109;527.2;511.91;501.76;515.17;629.54;537.12
2450;Várzea;PB;Estadual;8;531.67;520.09;497.01;564.33;572.5;537.12
2451;Nova Resende;MG;Estadual;11;543.35;488.01;483.89;528.45;641.82;537.11
2452;Prado;BA;Privada;7;480.04;515.03;516.51;513.96;660.0;537.11
2453;Ervália;MG;Estadual;32;526.41;525.64;497.84;531.24;604.38;537.1
2454;Chiapetta;RS;Estadual;9;512.03;510.56;520.14;509.28;633.33;537.07
2455;Sousa;PB;Federal;48;514.6;522.38;490.72;507.54;650.0;537.05
2456;Blumenau;SC;Estadual;321;543.6;534.04;494.43;539.2;573.83;537.02
2457;Iguatu;CE;Federal;40;532.24;504.68;477.46;511.19;659.5;537.01
2458;Paula Cândido;MG;Estadual;12;516.78;527.47;483.32;539.06;618.33;536.99
2459;Londrina;PR;Estadual;733;548.34;531.65;498.48;542.4;564.04;536.98
2460;Serranópolis do Iguaçu;PR;Estadual;13;522.09;536.62;501.27;577.18;547.69;536.97
2461;Valença;BA;Federal;200;541.93;513.11;493.09;503.12;633.4;536.93
2462;Monte Belo do Sul;RS;Estadual;7;514.0;517.07;480.77;529.69;642.86;536.88
2463;Novo Gama;GO;Privada;20;533.46;532.86;497.88;502.2;618.0;536.88
2464;Alfredo Wagner;SC;Estadual;14;544.78;542.9;517.5;559.88;518.57;536.73
2465;Florianópolis;SC;Estadual;506;538.76;523.32;496.22;535.24;589.96;536.7
2466;Arcos;MG;Estadual;51;553.41;520.19;481.88;533.13;594.9;536.7
2467;Novo Horizonte;SC;Estadual;16;516.69;513.59;510.87;544.48;597.5;536.62
2468;Santo Amaro da Imperatriz;SC;Estadual;43;540.88;517.49;494.65;558.47;571.63;536.62
2469;Nova Guataporanga;SP;Estadual;2;532.4;527.0;561.95;581.7;480.0;536.61
2470;Urussanga;SC;Privada;7;567.99;556.11;501.57;591.63;465.71;536.6
2471;Bananeiras;PB;Federal;16;539.74;511.96;502.42;539.91;588.75;536.56
2472;Viçosa;AL;Privada;26;526.03;521.25;506.5;518.2;610.77;536.55
2473;Santo André;SP;Estadual;1128;544.15;522.82;491.79;539.52;584.18;536.49
2474;Engenheiro Caldas;MG;Estadual;15;532.58;531.27;486.45;497.41;634.67;536.48
2475;Aratiba;RS;Estadual;14;524.07;532.54;493.89;559.03;572.86;536.48
2476;Rodeio Bonito;RS;Estadual;24;538.57;528.58;489.42;496.48;629.17;536.44
2477;Quaraí;RS;Estadual;39;547.98;525.57;481.41;534.38;592.82;536.43
2478;Capela;SE;Privada;23;506.91;490.56;468.48;498.83;717.39;536.43
2479;Viradouro;SP;Privada;16;535.88;495.29;506.09;543.59;601.25;536.42
2480;São Francisco de Paula;RS;Privada;5;537.18;558.14;469.68;476.98;640.0;536.4
2481;Santa Tereza de Goiás;GO;Estadual;9;520.54;509.6;491.66;497.98;662.22;536.4
2482;Mimoso do Sul;ES;Privada;1;501.7;568.9;447.1;564.2;600.0;536.38
2483;Catanduvas;SC;Privada;6;560.75;529.8;500.58;450.58;640.0;536.34
2484;Caxias do Sul;RS;Estadual;426;543.1;531.09;486.06;532.04;589.3;536.32
2485;Boa Esperança;ES;Privada;1;549.5;548.3;580.9;642.9;360.0;536.32
2486;Pacatuba;CE;Estadual;313;523.08;507.01;475.35;511.31;664.86;536.32
2487;Caetité;BA;Estadual;126;524.86;531.67;493.22;516.61;615.24;536.32
2488;Governador Mangabeira;BA;Federal;34;526.99;514.85;517.11;520.79;601.76;536.3
2489;Rio Claro;SP;Estadual;276;544.24;527.35;495.97;540.77;573.19;536.3
2490;Satuba;AL;Federal;63;525.64;505.95;488.96;521.42;639.37;536.27
2491;Ipaussu;SP;Estadual;33;546.72;527.45;487.77;538.06;581.21;536.24
2492;Paraíso das Águas;MS;Estadual;3;525.77;511.2;476.8;507.23;660.0;536.2
2493;Dias d'Ávila;BA;Municipal;2;583.5;599.3;499.3;458.85;540.0;536.19
2494;Governador Celso Ramos;SC;Estadual;22;547.32;536.68;487.29;533.12;576.36;536.15
2495;Espírito Santo do Pinhal;SP;Estadual;65;538.66;539.3;499.08;549.12;554.46;536.13
2496;Pouso Alegre;MG;Estadual;122;540.34;525.89;494.14;543.54;576.56;536.1
2497;Virmond;PR;Estadual;7;532.84;523.69;505.69;529.66;588.57;536.09
2498;Monte Alegre dos Campos;RS;Estadual;1;534.3;404.4;525.7;556.0;660.0;536.08
2499;Itatiba;SP;Estadual;163;547.19;526.82;497.42;553.72;555.09;536.05
2500;São Caitano;PE;Privada;5;553.26;533.86;510.36;486.7;596.0;536.04
2501;Roncador;PR;Estadual;14;541.33;541.86;493.64;510.51;592.86;536.04
2502;Itacoatiara;AM;Federal;34;537.58;550.19;494.89;519.74;577.65;536.01
2503;Penedo;AL;Privada;38;516.45;521.65;487.35;531.37;623.16;536.0
2504;Areado;MG;Estadual;14;534.32;523.39;506.01;533.11;582.86;535.94
2505;Matelândia;PR;Privada;2;527.7;526.5;492.25;493.15;640.0;535.92
2506;Hortolândia;SP;Estadual;316;545.27;520.3;494.02;538.76;581.08;535.89
2507;Anta Gorda;RS;Estadual;3;546.3;534.27;486.2;539.3;573.33;535.88
2508;Colíder;MT;Estadual;63;523.53;518.47;482.26;515.41;639.68;535.87
2509;Itarema;CE;Privada;17;537.01;497.38;480.84;541.65;622.35;535.84
2510;São Bento do Sapucaí;SP;Estadual;2;552.2;533.1;512.35;561.45;520.0;535.82
2511;Braço do Trombudo;SC;Estadual;4;560.35;535.75;465.5;542.48;575.0;535.82
2512;Bom Conselho;PE;Privada;5;515.72;520.02;534.14;545.12;564.0;535.8
2513;Aurora do Tocantins;TO;Estadual;6;536.38;544.2;481.72;510.03;606.67;535.8
2514;São Paulo;SP;Estadual;9440;544.53;525.96;492.26;536.59;579.61;535.79
2515;Varjão de Minas;MG;Estadual;6;551.68;538.45;461.25;504.1;623.33;535.76
2516;Piumhi;MG;Estadual;47;522.92;515.91;486.66;535.74;617.45;535.73
2517;Prados;MG;Estadual;11;532.65;503.9;499.63;540.66;601.82;535.73
2518;Santo Antônio;RN;Privada;18;529.97;514.34;490.77;539.01;604.44;535.71
2519;Palmeira das Missões;RS;Estadual;87;532.76;525.73;497.83;544.5;577.47;535.66
2520;Betim;MG;Estadual;495;540.85;523.25;494.67;537.77;581.37;535.58
2521;Dores do Indaiá;MG;Estadual;12;540.15;489.75;486.7;541.22;620.0;535.56
2522;Capinzal;SC;Estadual;44;536.99;519.06;485.87;527.32;608.18;535.49
2523;Braço do Norte;SC;Estadual;41;531.54;516.17;494.93;540.64;594.15;535.49
2524;Três Passos;RS;Estadual;33;525.64;516.97;499.38;537.11;598.18;535.46
2525;Formiga;MG;Estadual;84;531.68;509.78;488.65;546.87;600.24;535.44
2526;Pedrinhas Paulista;SP;Estadual;8;527.24;498.36;483.04;520.71;647.5;535.37
2527;São Francisco de Paula;MG;Estadual;4;556.08;532.98;479.22;543.4;565.0;535.34
2528;Barroso;MG;Estadual;23;533.29;519.64;475.78;530.6;617.39;535.34
2529;Jaguari;RS;Estadual;18;524.18;515.9;493.23;535.47;607.78;535.31
2530;Ribeirão;PE;Privada;24;519.0;494.53;500.38;530.86;631.67;535.29
2531;Cacimbinhas;AL;Privada;1;531.2;510.6;424.3;410.3;800.0;535.28
2532;Francisco Alves;PR;Estadual;12;523.17;547.32;479.98;520.81;605.0;535.26
2533;Terra Boa;PR;Privada;7;543.14;520.21;517.31;518.39;577.14;535.24
2534;Tambaú;SP;Estadual;19;521.65;525.49;503.41;562.46;563.16;535.24
2535;Salgadinho;PB;Estadual;2;462.25;483.95;527.7;522.2;680.0;535.22
2536;Sorocaba;SP;Estadual;809;546.0;520.9;492.97;539.14;577.11;535.22
2537;Santa Rosa;RS;Estadual;118;536.08;526.62;492.6;532.23;588.47;535.2
2538;Ribeirão Preto;SP;Estadual;690;543.99;520.18;493.07;529.0;589.74;535.2
2539;Cachoeira da Prata;MG;Estadual;13;541.98;491.28;498.62;533.27;610.77;535.19
2540;Sanclerlândia;GO;Estadual;5;519.06;514.38;510.26;524.16;608.0;535.17
2541;Rio Espera;MG;Estadual;13;535.27;511.94;491.62;509.14;627.69;535.13
2542;Mogi Guaçu;SP;Estadual;114;545.37;522.64;502.13;553.94;551.4;535.1
2543;Santos;SP;Estadual;516;546.95;524.33;493.8;536.64;573.76;535.09
2544;Curitiba;PR;Estadual;2471;537.77;527.83;495.85;540.71;573.29;535.09
2545;Tatuí;SP;Estadual;180;538.13;522.91;505.76;546.39;562.11;535.06
2546;Igaporã;BA;Estadual;4;509.67;511.52;495.25;518.75;640.0;535.04
2547;Monte das Gameleiras;RN;Estadual;4;502.33;520.83;468.92;492.92;690.0;535.0
2548;São Francisco de Paula;RS;Estadual;5;528.04;556.48;481.62;520.86;588.0;535.0
2549;Perdigão;MG;Estadual;20;539.54;519.22;501.78;523.43;591.0;535.0
2550;Bertioga;SP;Privada;29;549.66;536.53;507.18;554.99;526.21;534.91
2551;Mogeiro;PB;Estadual;14;502.5;486.97;493.57;501.19;690.0;534.85
2552;Passo de Torres;SC;Municipal;1;549.2;588.0;565.8;631.1;340.0;534.82
2553;Bezerros;PE;Estadual;171;520.01;494.18;481.75;525.35;652.75;534.81
2554;Nova Brasilândia D'Oeste;RO;Estadual;32;518.56;521.94;493.37;524.52;615.62;534.8
2555;Ipojuca;PE;Privada;6;554.08;515.08;496.28;498.47;610.0;534.78
2556;Palmeira dos Índios;AL;Privada;88;516.2;491.78;489.92;508.23;667.73;534.77
2557;Sardoá;MG;Estadual;10;517.67;535.17;484.66;562.3;574.0;534.76
2558;Passo do Sobrado;RS;Estadual;11;525.73;528.26;487.84;566.3;565.45;534.72
2559;Paraíso do Sul;RS;Estadual;10;513.3;533.49;494.46;520.11;612.0;534.67
2560;Iracemápolis;SP;Estadual;19;550.2;499.09;497.64;536.69;589.47;534.62
2561;Chapadinha;MA;Privada;50;521.62;508.72;483.77;499.74;659.2;534.61
2562;Bom Jesus da Lapa;BA;Federal;42;520.2;525.4;492.63;516.74;618.1;534.61
2563;Morrinhos do Sul;RS;Estadual;16;517.79;531.39;485.09;511.24;627.5;534.6
2564;Ilópolis;RS;Estadual;2;533.5;565.3;563.9;540.25;470.0;534.59
2565;Peixoto de Azevedo;MT;Privada;5;563.54;531.76;501.08;528.46;548.0;534.57
2566;Araraquara;SP;Estadual;237;542.08;519.01;496.19;540.79;574.6;534.53
2567;Bituruna;PR;Estadual;19;529.59;523.37;512.59;572.35;534.74;534.53
2568;Porto Feliz;SP;Estadual;57;545.55;532.77;479.46;541.74;572.63;534.43
2569;Conceição do Araguaia;PA;Privada;56;528.07;509.15;498.56;527.1;609.29;534.43
2570;Coronel Freitas;SC;Estadual;13;548.02;540.81;500.35;507.35;575.38;534.38
2571;Entre Rios;BA;Privada;4;508.62;515.08;497.08;541.07;610.0;534.37
2572;Santa Helena;SC;Estadual;3;506.9;512.3;526.73;639.17;486.67;534.35
2573;Uru;SP;Estadual;3;521.87;528.17;459.23;469.1;693.33;534.34
2574;São João Batista;SC;Estadual;20;549.04;518.14;501.28;509.26;594.0;534.34
2575;Cedro do Abaeté;MG;Estadual;2;540.95;469.15;496.45;535.15;630.0;534.34
2576;Canguaretama;RN;Privada;7;523.31;520.17;500.3;544.87;582.86;534.3
2577;Maués;AM;Federal;38;527.05;537.61;486.63;519.56;600.53;534.28
2578;Muçum;RS;Estadual;5;524.56;556.96;531.64;566.06;492.0;534.24
2579;Sapucaia;RJ;Estadual;25;524.47;505.67;476.54;500.53;664.0;534.24
2580;Santiago;RS;Estadual;96;534.03;530.14;491.04;526.88;588.96;534.21
2581;Marechal Deodoro;AL;Federal;78;528.53;509.19;489.18;495.3;648.72;534.19
2582;Cristais;MG;Estadual;14;532.77;540.51;510.67;554.08;532.86;534.18
2583;Olivença;AL;Estadual;7;535.51;495.51;440.63;479.2;720.0;534.17
2584;Pedro II;PI;Privada;19;518.13;503.93;496.69;524.51;627.37;534.12
2585;Glaucilândia;MG;Estadual;2;524.15;564.7;527.45;474.15;580.0;534.09
2586;Jaguariaíva;PR;Privada;38;548.93;539.73;496.89;532.57;552.11;534.05
2587;Franco da Rocha;SP;Estadual;161;542.69;528.43;495.84;537.79;565.47;534.04
2588;Santo Antônio do Tauá;PA;Privada;15;496.41;490.46;505.83;468.13;709.33;534.03
2589;Franca;SP;Estadual;530;538.79;514.5;493.55;537.48;585.85;534.03
2590;Jarinu;SP;Estadual;34;540.84;520.39;507.04;528.15;573.53;533.99
2591;Porto dos Gaúchos;MT;Estadual;6;502.38;534.87;495.57;510.37;626.67;533.97
2592;Nova Lima;MG;Estadual;64;542.92;526.77;492.51;525.35;582.19;533.95
2593;Itaberaí;GO;Estadual;92;528.95;502.55;491.38;535.05;611.74;533.93
2594;Lagoa da Prata;MG;Estadual;58;531.38;516.01;496.95;538.67;586.21;533.84
2595;Tapejara;RS;Estadual;37;525.15;517.56;491.16;525.52;609.73;533.82
2596;Nova Monte Verde;MT;Estadual;12;551.67;495.81;515.71;520.88;585.0;533.81
2597;Cerro Largo;RS;Estadual;9;511.21;534.53;486.97;536.13;600.0;533.77
2598;Alta Floresta D'Oeste;RO;Estadual;60;524.94;505.81;492.13;513.23;632.67;533.76
2599;Araripina;PE;Estadual;117;512.58;501.93;484.94;516.99;652.14;533.72
2600;Propriá;SE;Privada;59;523.76;515.57;488.85;507.52;632.88;533.72
2601;Guaramirim;SC;Estadual;48;534.74;519.11;478.44;550.68;585.42;533.68
2602;Peruíbe;SP;Estadual;113;537.42;527.86;495.09;526.0;581.95;533.66
2603;Castelo;ES;Estadual;73;529.07;516.38;493.08;529.61;600.0;533.63
2604;Conselheiro Pena;MG;Estadual;30;525.99;510.75;498.74;542.39;590.0;533.57
2605;Panelas;PE;Estadual;68;510.74;488.49;480.44;490.72;697.35;533.55
2606;Santa Bárbara;MG;Estadual;40;537.84;526.34;497.1;523.94;582.5;533.54
2607;São José dos Campos;SP;Estadual;892;541.72;519.7;492.37;540.57;573.3;533.53
2608;Chapada;RS;Estadual;8;520.03;531.21;493.79;567.44;555.0;533.49
2609;Botelhos;MG;Estadual;9;520.04;522.69;503.38;490.07;631.11;533.46
2610;Descanso;SC;Estadual;12;523.97;521.15;498.59;538.54;585.0;533.45
2611;Bela Cruz;CE;Privada;5;538.58;517.72;496.7;534.06;580.0;533.41
2612;Botucatu;SP;Estadual;125;539.78;514.27;490.9;549.89;571.84;533.34
2613;Praia Grande;SC;Estadual;11;530.93;506.73;474.88;532.25;621.82;533.32
2614;Campo Azul;MG;Estadual;6;558.4;540.02;507.07;527.38;533.33;533.24
2615;Jaboticatubas;MG;Estadual;29;539.05;502.75;490.72;532.89;600.69;533.22
2616;Itabaiana;PB;Federal;46;525.58;500.21;480.06;496.17;663.91;533.19
2617;Turmalina;MG;Estadual;53;540.66;529.38;495.43;516.67;583.4;533.11
2618;Balsa Nova;PR;Estadual;15;541.48;534.8;500.55;528.69;560.0;533.1
2619;Extremoz;RN;Privada;12;544.32;517.36;484.75;510.75;608.33;533.1
2620;Quedas do Iguaçu;PR;Estadual;19;534.52;525.96;501.11;544.99;558.95;533.1
2621;Paço do Lumiar;MA;Privada;15;514.38;529.37;486.41;492.61;642.67;533.09
2622;Dom Basílio;BA;Estadual;21;525.57;505.84;490.63;510.08;633.33;533.09
2623;Guapiaçu;SP;Estadual;24;539.88;519.9;497.1;525.82;582.5;533.04
2624;Ijuí;RS;Municipal;13;515.13;532.06;494.35;534.36;589.23;533.03
2625;Nova Veneza;SC;Estadual;15;552.55;539.0;506.89;536.01;530.67;533.02
2626;Passo Fundo;RS;Estadual;262;542.13;522.85;489.62;526.89;583.44;532.99
2627;Mafra;SC;Estadual;70;525.2;539.45;496.29;536.27;567.71;532.99
2628;Conchal;SP;Estadual;18;543.31;519.23;489.03;547.69;565.56;532.96
2629;Passos;MG;Estadual;196;531.7;518.8;495.46;524.56;594.18;532.94
2630;Vicente Dutra;RS;Estadual;3;496.4;540.1;517.73;537.1;573.33;532.93
2631;Constantina;RS;Estadual;5;546.68;487.28;494.04;556.28;580.0;532.86
