POSICAO;CO_ESCOLA;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
1;23246871.0;Fortaleza;CE;Privada;Urbana;32;693.97;739.75;767.16;897.45;908.12;801.29
2;23246847.0;Fortaleza;CE;Privada;Urbana;30;683.6;725.76;744.18;906.97;906.0;793.3
3;23246880.0;Fortaleza;CE;Privada;Urbana;34;674.04;714.28;745.97;880.02;882.35;779.33
4;22144714.0;Teresina;PI;Privada;Urbana;22;681.97;689.63;738.5;865.42;893.64;773.83
5;23235543.0;Fortaleza;CE;Privada;Urbana;31;675.91;713.6;714.36;844.79;880.0;765.73
6;35399197.0;São Paulo;SP;Privada;Urbana;42;670.7;692.73;723.09;871.56;861.43;763.9
7;35563006.0;São Paulo;SP;Privada;Urbana;30;665.38;689.16;717.46;870.74;868.67;762.28
8;60006573.0;João Pessoa;PB;Privada;Urbana;1;670.1;660.3;676.1;863.8;940.0;762.06
9;15167275.0;Belém;PA;Privada;Urbana;38;658.84;679.53;704.02;843.12;915.26;760.15
10;33184739.0;Rio de Janeiro;RJ;Privada;Urbana;14;662.29;679.42;694.68;875.88;884.29;759.31
11;33165920.0;Niterói;RJ;Privada;Urbana;29;665.21;688.54;698.86;833.4;908.28;758.86
12;22025740.0;Teresina;PI;Privada;Urbana;188;663.09;681.97;696.9;847.35;871.28;752.12
13;31004812.0;Belo Horizonte;MG;Privada;Urbana;177;661.3;685.37;692.7;845.37;872.32;751.41
14;23272333.0;Fortaleza;CE;Privada;Urbana;33;669.21;684.8;688.65;828.95;882.42;750.81
15;23245573.0;Fortaleza;CE;Privada;Urbana;37;657.74;675.6;702.84;850.62;856.76;748.71
16;15181081.0;Belém;PA;Privada;Urbana;26;647.09;681.7;675.7;834.47;898.46;747.48
17;53020570.0;Brasília;DF;Privada;Urbana;179;658.61;677.0;693.73;828.97;877.32;747.13
18;31349720.0;Ipatinga;MG;Privada;Urbana;48;646.61;674.88;697.49;819.46;894.17;746.52
19;31351725.0;Belo Horizonte;MG;Privada;Urbana;30;665.71;697.55;692.7;819.45;856.0;746.28
20;15172287.0;Belém;PA;Privada;Urbana;34;660.22;685.73;680.44;807.93;874.12;741.69
21;33135827.0;Rio de Janeiro;RJ;Privada;Urbana;31;655.57;672.95;687.33;819.8;867.74;740.68
22;22164219.0;Teresina;PI;Privada;Urbana;33;643.68;663.79;663.01;793.17;922.42;737.22
23;26189569.0;Recife;PE;Privada;Urbana;70;656.48;667.2;674.67;806.36;878.29;736.6
24;26534711.0;Recife;PE;Privada;Urbana;132;653.4;669.61;670.32;811.59;877.12;736.41
25;50032895.0;Dourados;MS;Privada;Urbana;15;639.39;666.72;690.53;803.71;881.33;736.34
26;31350664.0;Belo Horizonte;MG;Privada;Urbana;311;653.57;674.17;677.55;805.75;866.62;735.53
27;35286187.0;Valinhos;SP;Privada;Urbana;129;648.79;669.05;682.77;814.04;860.0;734.93
28;15535282.0;Xinguara;PA;Estadual;Urbana;1;660.8;686.6;698.5;784.0;840.0;733.98
29;31354562.0;Uberaba;MG;Privada;Urbana;31;646.01;673.95;683.05;783.49;882.58;733.82
30;35141240.0;São Paulo;SP;Privada;Urbana;61;653.79;684.54;687.71;787.07;850.82;732.79
31;29485541.0;Salvador;BA;Privada;Urbana;168;650.83;672.6;685.41;793.66;857.62;732.02
32;22129529.0;Teresina;PI;Privada;Urbana;34;643.35;643.66;670.28;807.44;894.12;731.77
33;35126974.0;Mogi das Cruzes;SP;Privada;Urbana;35;652.39;671.27;682.63;805.77;839.43;730.3
34;31004031.0;Belo Horizonte;MG;Privada;Urbana;68;650.09;652.66;654.92;815.59;875.88;729.83
35;22209603.0;Picos;PI;Privada;Urbana;18;645.53;671.89;671.23;800.77;855.56;729.0
36;26137631.0;Recife;PE;Privada;Urbana;153;646.05;651.99;664.52;805.51;876.08;728.83
37;33062633.0;Rio de Janeiro;RJ;Privada;Urbana;68;646.19;675.39;670.37;808.83;842.06;728.57
38;53056000.0;Brasília;DF;Privada;Urbana;90;653.31;673.98;663.37;775.68;876.22;728.51
39;33055866.0;Niterói;RJ;Privada;Urbana;10;628.43;648.61;656.17;777.25;932.0;728.49
40;22027173.0;Teresina;PI;Privada;Urbana;13;642.12;672.73;665.71;772.35;889.23;728.43
41;31128074.0;Viçosa;MG;Federal;Urbana;159;641.1;658.99;668.89;802.64;868.68;728.06
42;23272430.0;Fortaleza;CE;Privada;Urbana;132;637.0;661.61;670.56;807.15;861.82;727.63
43;26118165.0;Recife;PE;Privada;Urbana;59;659.1;657.41;652.85;785.79;882.03;727.44
44;24097004.0;Natal;RN;Privada;Urbana;54;649.45;652.0;674.39;772.05;884.07;726.39
45;31004651.0;Belo Horizonte;MG;Privada;Urbana;311;649.79;658.79;657.14;797.49;865.08;725.66
46;35290804.0;Ribeirão Preto;SP;Privada;Urbana;69;633.89;662.44;675.82;781.9;873.33;725.48
47;35165347.0;São Paulo;SP;Privada;Urbana;207;653.31;668.3;662.65;807.29;828.41;723.99
48;23076208.0;Fortaleza;CE;Privada;Urbana;14;634.88;670.87;641.62;784.54;878.57;722.1
49;22142363.0;Teresina;PI;Privada;Urbana;15;640.87;657.45;652.03;812.04;846.67;721.81
50;35463279.0;São Paulo;SP;Privada;Urbana;136;638.57;658.25;670.36;788.58;852.35;721.62
51;33145237.0;Nova Friburgo;RJ;Privada;Urbana;32;652.14;661.02;644.16;769.08;879.38;721.15
52;43121926.0;Santa Maria;RS;Federal;Urbana;31;646.97;656.04;669.15;785.52;846.45;720.82
53;33040516.0;Petrópolis;RJ;Privada;Urbana;29;629.23;649.59;657.95;797.96;867.59;720.46
54;52068986.0;Goiânia;GO;Privada;Urbana;198;643.12;664.62;660.43;763.52;865.05;719.35
55;60025834.0;Itajaí;SC;Privada;Urbana;5;645.0;636.6;627.18;843.96;844.0;719.35
56;31333921.0;Nova Lima;MG;Privada;Urbana;83;641.52;646.46;646.3;802.29;858.07;718.93
57;35173186.0;Santo André;SP;Privada;Urbana;173;647.76;661.8;672.07;786.36;822.89;718.18
58;50031163.0;Campo Grande;MS;Privada;Urbana;15;648.77;660.29;660.02;782.17;838.67;717.98
59;22022481.0;Teresina;PI;Privada;Urbana;82;636.86;657.14;653.32;763.91;878.54;717.95
60;52020517.0;Anápolis;GO;Privada;Urbana;57;631.28;642.52;647.64;767.08;900.7;717.84
61;35561320.0;São José dos Campos;SP;Privada;Urbana;43;640.23;658.93;637.78;806.43;843.26;717.33
62;50030590.0;Dourados;MS;Privada;Urbana;20;642.96;659.34;660.71;795.16;828.0;717.23
63;22022406.0;Teresina;PI;Privada;Urbana;41;628.71;653.31;630.05;778.9;894.15;717.02
64;43166407.0;Veranópolis;RS;Privada;Urbana;16;629.48;651.19;629.37;742.51;932.5;717.01
65;35805555.0;São José dos Campos;SP;Privada;Urbana;152;644.02;657.65;652.29;796.15;834.74;716.97
66;33085846.0;Rio de Janeiro;RJ;Privada;Urbana;29;634.01;654.56;647.34;761.46;883.45;716.16
67;53015789.0;Brasília;DF;Privada;Urbana;75;642.52;664.75;654.56;763.18;855.2;716.04
68;22144919.0;Teresina;PI;Privada;Urbana;14;636.78;641.76;670.61;820.78;810.0;715.98
69;33065403.0;Rio de Janeiro;RJ;Privada;Urbana;125;642.41;651.2;647.26;772.16;866.4;715.88
70;29342880.0;Feira de Santana;BA;Privada;Urbana;36;642.51;646.96;660.69;773.71;855.0;715.77
71;43139108.0;São Leopoldo;RS;Privada;Urbana;70;643.5;655.4;647.64;756.51;874.86;715.58
72;33188092.0;Rio de Janeiro;RJ;Privada;Urbana;25;636.05;645.9;617.44;798.14;879.2;715.35
73;29437261.0;Feira de Santana;BA;Privada;Urbana;83;642.2;654.45;647.11;779.41;852.29;715.09
74;33036667.0;Angra dos Reis;RJ;Federal;Urbana;33;660.46;672.52;662.33;827.72;752.12;715.03
75;60020060.0;São Paulo;SP;Privada;Urbana;1;661.5;657.5;648.0;826.3;780.0;714.66
76;33057206.0;Niterói;RJ;Privada;Urbana;99;642.17;653.39;619.82;782.27;874.95;714.52
77;33196214.0;Niterói;RJ;Privada;Urbana;93;646.62;648.35;635.73;776.94;864.3;714.39
78;31260908.0;Sete Lagoas;MG;Privada;Urbana;19;628.15;660.79;655.62;762.61;863.16;714.07
79;32041152.0;Vitória;ES;Privada;Urbana;73;639.49;640.58;637.89;775.7;875.89;713.91
80;33184720.0;Rio de Janeiro;RJ;Privada;Urbana;16;648.84;652.58;619.1;777.19;871.25;713.79
81;52096785.0;Goiânia;GO;Privada;Urbana;60;636.12;651.07;637.33;754.22;887.67;713.28
82;26119730.0;Recife;PE;Estadual;Urbana;36;643.8;654.4;648.24;791.63;828.33;713.28
83;35134806.0;São Paulo;SP;Privada;Urbana;404;638.49;653.54;671.09;797.7;804.5;713.07
84;33176825.0;Rio de Janeiro;RJ;Privada;Urbana;179;641.64;645.7;638.58;782.63;856.65;713.04
85;60021323.0;São Paulo;SP;Privada;Urbana;1;692.8;653.0;720.3;814.9;680.0;712.2
86;60023983.0;Curitiba;PR;Privada;Urbana;2;656.05;660.25;639.55;793.4;810.0;711.85
87;22146636.0;Teresina;PI;Privada;Urbana;10;652.5;614.12;618.62;833.08;840.0;711.66
88;32083882.0;Vitória;ES;Privada;Urbana;52;632.05;651.19;653.4;774.76;845.0;711.28
89;42160383.0;Florianópolis;SC;Privada;Urbana;56;638.63;643.41;646.76;770.78;853.21;710.56
90;26187353.0;Recife;PE;Privada;Urbana;72;630.28;638.4;645.77;774.71;863.06;710.44
91;33195340.0;Rio de Janeiro;RJ;Privada;Urbana;12;635.78;650.38;646.69;775.5;843.33;710.34
92;43082564.0;Lajeado;RS;Privada;Urbana;68;633.87;637.74;638.28;765.11;876.47;710.29
93;31317101.0;Juiz de Fora;MG;Privada;Urbana;38;623.15;646.45;642.16;753.88;884.74;710.08
94;35104985.0;São Paulo;SP;Privada;Urbana;362;647.96;658.29;653.43;786.66;802.76;709.82
95;31004731.0;Belo Horizonte;MG;Privada;Urbana;159;629.27;648.4;637.77;774.08;855.72;709.05
96;23077557.0;Fortaleza;CE;Privada;Urbana;111;626.54;643.96;636.12;767.92;869.91;708.89
97;50032100.0;Campo Grande;MS;Privada;Urbana;28;622.44;651.82;654.98;758.4;856.43;708.81
98;15103080.0;Marabá;PA;Privada;Urbana;13;620.31;642.11;629.28;743.67;907.69;708.61
99;29488591.0;Salvador;BA;Privada;Urbana;12;632.43;648.72;655.74;736.7;868.33;708.39
100;35136050.0;Jundiaí;SP;Privada;Urbana;110;637.63;651.39;667.02;766.23;818.91;708.24
101;31274852.0;São Lourenço;MG;Privada;Urbana;12;635.68;658.33;633.22;752.58;860.0;707.96
102;33185590.0;Rio de Janeiro;RJ;Privada;Urbana;15;627.67;667.03;633.95;746.79;864.0;707.89
103;32040032.0;Vitória;ES;Privada;Urbana;48;629.35;641.24;646.74;774.94;842.08;706.87
104;24088846.0;Natal;RN;Privada;Urbana;96;637.01;641.78;642.73;747.49;865.21;706.85
105;33135371.0;Rio de Janeiro;RJ;Privada;Urbana;93;639.03;639.81;647.98;760.45;846.67;706.79
106;35449003.0;Ribeirão Preto;SP;Privada;Urbana;153;634.0;644.67;652.06;754.02;847.19;706.39
107;35004369.0;São José dos Campos;SP;Privada;Urbana;88;631.84;638.55;646.68;757.68;854.32;705.81
108;43361340.0;Ijuí;RS;Estadual;Urbana;60;624.33;641.2;642.37;762.8;858.0;705.74
109;31291030.0;Belo Horizonte;MG;Federal;Urbana;104;633.36;646.06;654.38;786.75;807.31;705.57
110;60016695.0;São Paulo;SP;Privada;Urbana;6;648.87;643.07;630.55;744.28;860.0;705.35
111;31006238.0;Belo Horizonte;MG;Privada;Urbana;138;637.9;640.33;627.18;760.92;860.14;705.3
112;21273456.0;São Luís;MA;Privada;Urbana;13;626.31;643.9;606.7;766.21;883.08;705.24
113;25133454.0;João Pessoa;PB;Privada;Urbana;126;625.82;643.25;636.32;758.06;862.54;705.2
114;33062609.0;Rio de Janeiro;RJ;Privada;Urbana;103;637.55;640.14;643.94;764.44;838.64;704.94
115;31014630.0;Barbacena;MG;Federal;Urbana;30;633.49;658.52;638.23;827.57;763.33;704.23
116;31384909.0;Uberlândia;MG;Privada;Urbana;88;630.53;638.65;636.23;766.54;848.86;704.16
117;60017054.0;Santos;SP;Privada;Urbana;3;682.23;666.57;581.73;735.9;853.33;703.95
118;33063729.0;Rio de Janeiro;RJ;Privada;Urbana;204;635.89;635.74;624.3;766.51;856.18;703.72
119;26124297.0;Recife;PE;Federal;Urbana;59;635.79;637.4;647.87;764.26;832.88;703.64
120;32040075.0;Vitória;ES;Privada;Urbana;26;643.63;646.02;619.28;750.27;856.92;703.22
121;33078866.0;Rio de Janeiro;RJ;Privada;Urbana;21;635.8;654.91;612.66;746.98;865.71;703.21
122;31006394.0;Belo Horizonte;MG;Privada;Urbana;98;630.33;639.5;631.11;761.68;853.06;703.14
123;31032531.0;Carmo do Cajuru;MG;Estadual;Urbana;1;636.3;632.7;542.3;764.3;940.0;703.12
124;41148142.0;Curitiba;PR;Privada;Urbana;20;629.51;659.74;649.83;768.4;808.0;703.1
125;31193097.0;Ipatinga;MG;Privada;Urbana;114;622.52;633.61;647.89;747.66;862.11;702.76
126;26163039.0;Recife;PE;Privada;Urbana;143;633.48;633.47;628.48;767.42;850.21;702.61
127;32040040.0;Vitória;ES;Privada;Urbana;29;638.22;634.53;645.79;745.63;846.9;702.22
128;35583224.0;São Bernardo do Campo;SP;Privada;Urbana;14;652.28;648.99;645.31;756.16;807.14;701.98
129;25097539.0;João Pessoa;PB;Privada;Urbana;89;627.41;632.79;630.02;750.22;867.42;701.57
130;60007458.0;Recife;PE;Privada;Urbana;2;636.65;588.5;616.55;795.55;870.0;701.45
131;51036169.0;Cuiabá;MT;Privada;Urbana;17;631.04;643.2;600.58;754.89;875.29;701.0
132;29365023.0;Salvador;BA;Privada;Urbana;61;636.51;644.57;629.7;738.71;855.41;700.98
133;28032322.0;Aracaju;SE;Privada;Urbana;190;626.29;635.67;645.28;753.17;844.11;700.9
134;53012860.0;Brasília;DF;Privada;Urbana;100;634.28;642.93;648.01;773.54;805.2;700.79
135;31339989.0;Conselheiro Lafaiete;MG;Privada;Urbana;15;639.57;640.3;621.48;747.89;853.33;700.51
136;60020462.0;São Paulo;SP;Privada;Urbana;8;632.31;650.3;626.41;725.99;867.5;700.5
137;17056446.0;Palmas;TO;Privada;Urbana;61;632.24;641.92;624.7;720.92;882.3;700.41
138;35468400.0;Guarulhos;SP;Privada;Urbana;26;646.61;638.1;619.04;755.56;841.54;700.17
139;35009757.0;Campinas;SP;Privada;Urbana;16;631.41;641.15;645.2;734.19;848.75;700.14
140;35141392.0;Ourinhos;SP;Privada;Urbana;24;644.08;642.28;624.06;768.5;821.67;700.12
141;35139178.0;Santo André;SP;Privada;Urbana;54;631.06;631.8;625.95;765.81;841.85;699.3
142;33057109.0;Niterói;RJ;Privada;Urbana;161;628.45;631.59;620.76;739.31;873.91;698.8
143;31205265.0;Lavras;MG;Privada;Urbana;61;617.86;616.61;604.75;744.8;909.84;698.77
144;25133519.0;Campina Grande;PB;Privada;Urbana;152;615.48;638.37;638.16;753.98;846.71;698.54
145;13031457.0;Manaus;AM;Privada;Urbana;18;626.67;655.26;651.02;739.72;820.0;698.53
146;33180385.0;Niterói;RJ;Privada;Urbana;136;630.53;636.2;622.88;744.58;857.5;698.34
147;35104620.0;São Paulo;SP;Privada;Urbana;194;647.05;658.64;642.73;782.77;760.52;698.34
148;24069191.0;Natal;RN;Privada;Urbana;139;624.62;629.77;629.12;734.91;873.09;698.3
149;25120298.0;João Pessoa;PB;Privada;Urbana;346;626.51;639.21;636.57;752.24;836.3;698.17
150;52103137.0;Goiânia;GO;Privada;Urbana;336;632.31;636.66;631.99;753.45;836.43;698.17
151;24084263.0;Natal;RN;Privada;Urbana;15;630.76;632.92;643.88;747.95;834.67;698.03
152;31014061.0;Contagem;MG;Privada;Urbana;77;628.92;625.93;619.56;742.37;872.21;697.8
153;43092020.0;Nova Prata;RS;Privada;Urbana;12;616.07;640.61;600.03;720.71;910.0;697.48
154;22025715.0;Teresina;PI;Privada;Urbana;26;639.93;629.81;627.63;732.35;857.69;697.48
155;33156913.0;Angra dos Reis;RJ;Privada;Urbana;13;610.83;636.43;641.94;760.9;836.92;697.4
156;35154775.0;São Caetano do Sul;SP;Privada;Urbana;59;640.21;631.0;640.2;772.79;802.71;697.38
157;35103421.0;São Paulo;SP;Privada;Urbana;108;634.95;645.24;619.48;742.87;843.7;697.25
158;43173330.0;Porto Alegre;RS;Privada;Urbana;34;649.21;645.36;651.96;784.83;754.12;697.1
159;35140065.0;São José dos Campos;SP;Privada;Urbana;31;623.88;625.94;623.36;762.31;849.68;697.03
160;24057134.0;Natal;RN;Privada;Urbana;171;623.04;629.71;619.66;745.35;867.25;697.0
161;29422272.0;Salvador;BA;Privada;Urbana;52;637.11;630.6;623.62;735.93;857.69;696.99
162;35115712.0;Jaú;SP;Privada;Urbana;36;624.89;645.52;620.34;749.25;844.44;696.89
163;32038178.0;Vila Velha;ES;Privada;Urbana;93;626.0;633.74;632.9;728.19;862.37;696.64
164;35140995.0;Taubaté;SP;Privada;Urbana;31;631.88;633.72;653.76;746.75;815.48;696.32
165;33178879.0;Rio de Janeiro;RJ;Privada;Urbana;27;616.89;625.49;616.13;742.84;880.0;696.27
166;60020848.0;São José dos Campos;SP;Privada;Urbana;7;641.49;635.29;592.44;751.99;860.0;696.24
167;43215050.0;Porto Alegre;RS;Privada;Urbana;12;632.74;642.76;630.62;733.43;841.67;696.24
168;27220885.0;Maceió;AL;Privada;Urbana;155;624.56;632.56;625.15;748.42;850.06;696.15
169;23071036.0;Fortaleza;CE;Privada;Urbana;92;624.77;635.85;626.16;749.37;842.83;695.8
170;35136931.0;São Paulo;SP;Privada;Urbana;262;627.37;642.09;643.65;768.39;797.1;695.72
171;24057169.0;Natal;RN;Privada;Urbana;46;615.41;635.95;634.85;733.17;858.7;695.61
172;43321054.0;Portão;RS;Privada;Urbana;17;636.89;656.12;596.11;711.26;877.65;695.61
173;13313231.0;Manaus;AM;Privada;Urbana;25;643.04;655.13;619.84;752.86;806.4;695.45
174;31193216.0;Ipatinga;MG;Privada;Urbana;109;623.73;621.62;618.09;735.44;877.98;695.37
175;31000019.0;Belo Horizonte;MG;Federal;Urbana;180;634.83;621.43;623.56;763.98;832.33;695.23
176;26194236.0;Recife;PE;Privada;Urbana;26;622.43;633.41;647.63;725.65;844.62;694.75
177;31387860.0;Belo Horizonte;MG;Privada;Urbana;11;618.45;632.94;621.55;733.09;867.27;694.66
178;31041327.0;Itaúna;MG;Privada;Urbana;79;631.21;622.98;614.76;736.67;867.34;694.59
179;25306936.0;João Pessoa;PB;Privada;Urbana;31;623.67;636.06;607.03;733.52;872.26;694.51
180;29480620.0;Camaçari;BA;Privada;Urbana;13;627.12;632.68;623.4;716.38;872.31;694.38
181;32078498.0;Vila Velha;ES;Federal;Urbana;70;633.89;629.67;642.22;737.78;828.0;694.31
182;52101363.0;Goiânia;GO;Privada;Urbana;199;630.81;627.31;637.62;726.65;848.14;694.11
183;60017132.0;São Paulo;SP;Privada;Urbana;1;644.6;659.3;616.2;650.0;900.0;694.02
184;31006157.0;Belo Horizonte;MG;Privada;Urbana;45;629.14;637.83;627.97;745.82;828.44;693.84
185;60012922.0;Barroso;MG;Privada;Urbana;9;637.7;581.13;620.69;717.77;911.11;693.68
186;31320536.0;Uberaba;MG;Privada;Urbana;41;630.09;635.4;629.5;714.56;858.54;693.62
187;43123988.0;Santa Maria;RS;Privada;Urbana;62;626.16;637.65;621.6;738.35;844.19;693.59
188;35124199.0;São Paulo;SP;Privada;Urbana;168;627.02;642.86;645.1;759.55;792.98;693.5
189;31205231.0;Lavras;MG;Privada;Urbana;69;619.62;627.37;613.47;726.81;880.0;693.45
190;33116784.0;Rio de Janeiro;RJ;Privada;Urbana;12;630.56;629.99;602.64;724.58;878.33;693.22
191;33077029.0;Rio de Janeiro;RJ;Privada;Urbana;39;611.67;627.12;615.76;728.22;882.56;693.07
192;60022357.0;Socorro;SP;Estadual;Rural;1;574.9;696.2;662.5;811.6;720.0;693.04
193;60029565.0;Anápolis;GO;Privada;Urbana;7;626.8;613.63;642.27;699.37;882.86;692.99
194;35140193.0;Taubaté;SP;Privada;Urbana;20;627.35;636.26;629.08;742.82;829.0;692.9
195;53001087.0;Brasília;DF;Privada;Urbana;156;627.67;631.94;622.25;730.54;852.05;692.89
196;43104975.0;Porto Alegre;RS;Privada;Urbana;177;634.12;637.57;620.15;753.62;818.98;692.89
197;60012609.0;Lavras;MG;Privada;Urbana;3;617.87;633.57;648.83;769.47;793.33;692.61
198;33063656.0;Rio de Janeiro;RJ;Privada;Urbana;15;618.01;647.49;642.57;753.74;800.0;692.36
199;23067071.0;Fortaleza;CE;Privada;Urbana;101;613.26;648.31;639.63;750.82;809.7;692.34
200;33179999.0;Niterói;RJ;Privada;Urbana;45;619.08;638.68;613.12;747.88;842.67;692.29
201;52109585.0;Anápolis;GO;Privada;Urbana;28;629.55;631.94;636.13;720.01;842.86;692.1
202;60019359.0;São Paulo;SP;Privada;Urbana;3;645.27;643.23;589.27;788.93;793.33;692.01
203;42141036.0;Chapecó;SC;Privada;Urbana;70;624.11;632.15;631.86;738.77;832.57;691.89
204;33182108.0;Petrópolis;RJ;Privada;Urbana;42;617.36;615.52;620.75;730.41;875.24;691.86
205;35007592.0;São Paulo;SP;Privada;Urbana;73;632.69;646.48;643.8;763.24;772.88;691.82
206;43172423.0;Porto Alegre;RS;Privada;Urbana;63;629.73;627.48;625.14;751.75;824.44;691.71
207;33075425.0;Rio de Janeiro;RJ;Privada;Urbana;68;627.43;624.65;624.62;745.26;836.47;691.68
208;35175572.0;São José dos Campos;SP;Privada;Urbana;298;627.28;638.01;640.56;744.3;808.05;691.64
209;31342327.0;Pará de Minas;MG;Privada;Urbana;63;617.26;632.54;613.55;734.73;860.0;691.62
210;43173845.0;Santa Maria;RS;Privada;Urbana;9;611.74;618.4;626.6;726.92;873.33;691.4
211;32082797.0;Vitória;ES;Privada;Urbana;7;642.23;655.03;585.84;716.04;857.14;691.26
212;43039731.0;Carazinho;RS;Privada;Urbana;29;627.82;644.55;628.75;724.47;829.66;691.05
213;33063419.0;Rio de Janeiro;RJ;Privada;Urbana;110;626.64;634.69;607.01;756.1;829.09;690.71
214;24089214.0;Natal;RN;Privada;Urbana;70;618.73;613.35;639.15;719.39;862.86;690.7
215;33065837.0;Rio de Janeiro;RJ;Privada;Urbana;79;627.92;639.61;600.88;750.42;832.66;690.3
216;31354910.0;Juiz de Fora;MG;Privada;Urbana;118;625.2;627.19;623.73;719.59;855.76;690.29
217;31180211.0;Alfenas;MG;Privada;Urbana;29;631.49;629.81;621.18;740.05;827.59;690.02
218;33149780.0;Rio de Janeiro;RJ;Privada;Urbana;12;641.45;628.27;633.46;708.54;838.33;690.01
219;33104220.0;Rio de Janeiro;RJ;Privada;Urbana;90;628.02;636.73;616.9;754.67;812.89;689.84
220;53001095.0;Brasília;DF;Privada;Urbana;198;626.84;636.24;624.79;723.76;837.47;689.82
221;52033210.0;Goiânia;GO;Privada;Urbana;117;627.05;633.62;643.59;726.22;817.78;689.65
222;31281883.0;São Sebastião do Paraíso;MG;Privada;Urbana;15;620.71;627.03;624.85;726.3;849.33;689.64
223;60021223.0;Rincão;SP;Privada;Urbana;5;616.56;657.06;623.06;794.78;756.0;689.49
224;43105009.0;Porto Alegre;RS;Federal;Urbana;96;631.76;644.89;630.51;754.93;785.21;689.46
225;35103524.0;São Paulo;SP;Privada;Urbana;203;636.13;645.55;637.06;739.68;788.77;689.44
226;32074964.0;Vitória;ES;Privada;Urbana;57;623.35;616.51;605.95;746.58;854.74;689.42
227;33100713.0;Rio de Janeiro;RJ;Privada;Urbana;24;626.29;635.5;587.92;702.73;894.17;689.32
228;31184331.0;Ubá;MG;Privada;Urbana;24;616.38;632.07;622.85;741.5;833.33;689.23
229;31367672.0;Sete Lagoas;MG;Privada;Urbana;57;616.01;629.86;626.32;723.06;850.18;689.08
230;35142967.0;São Bernardo do Campo;SP;Privada;Urbana;189;635.49;632.47;614.79;735.98;826.35;689.01
231;31004871.0;Belo Horizonte;MG;Privada;Urbana;32;615.72;626.13;614.08;727.15;861.88;688.99
232;21009902.0;São Luís;MA;Privada;Urbana;64;621.76;630.94;602.51;735.17;854.06;688.89
233;53016726.0;Brasília;DF;Privada;Urbana;316;632.57;640.35;627.6;728.74;813.23;688.5
234;35579403.0;Campinas;SP;Privada;Urbana;75;628.26;649.63;648.74;759.02;756.8;688.49
235;29530210.0;Lauro de Freitas;BA;Privada;Urbana;171;615.34;637.1;626.5;726.55;836.14;688.33
236;26197405.0;Recife;PE;Privada;Urbana;42;620.14;613.76;606.51;756.25;844.76;688.28
237;60020054.0;Campinas;SP;Privada;Urbana;4;616.65;617.45;618.92;737.7;850.0;688.14
238;33064369.0;Rio de Janeiro;RJ;Privada;Urbana;46;618.59;627.16;618.33;729.94;846.52;688.11
239;35154295.0;Santos;SP;Privada;Urbana;126;616.58;619.43;610.52;741.08;852.86;688.09
240;23498994.0;Fortaleza;CE;Privada;Urbana;37;611.41;631.59;624.45;733.14;838.92;687.9
241;21290229.0;São Luís;MA;Privada;Urbana;178;609.67;620.09;611.9;733.25;864.16;687.81
242;42103894.0;Florianópolis;SC;Privada;Urbana;11;615.68;638.31;622.71;751.36;810.91;687.79
243;23334266.0;Fortaleza;CE;Privada;Urbana;255;624.83;629.46;628.09;752.48;803.14;687.6
244;32041411.0;Vitória;ES;Privada;Urbana;229;612.11;623.65;625.4;723.02;852.84;687.4
245;35112562.0;Campinas;SP;Privada;Urbana;120;632.37;637.3;621.86;749.07;796.33;687.39
246;35802578.0;São Bernardo do Campo;SP;Privada;Urbana;33;623.46;620.13;607.82;724.81;860.61;687.37
247;29200091.0;Salvador;BA;Privada;Urbana;323;608.95;630.87;622.86;725.1;848.36;687.23
248;33064040.0;Rio de Janeiro;RJ;Privada;Urbana;24;612.48;612.61;623.72;731.9;855.0;687.14
249;15168344.0;Belém;PA;Privada;Urbana;56;610.34;620.68;624.79;715.67;863.57;687.01
250;13099981.0;Manaus;AM;Privada;Urbana;38;626.33;641.13;638.63;727.81;801.05;686.99
251;35143406.0;São Paulo;SP;Privada;Urbana;21;617.8;634.35;606.72;711.89;863.81;686.91
252;43119930.0;Santa Cruz do Sul;RS;Privada;Urbana;93;623.39;633.18;621.35;736.62;819.78;686.87
253;31118311.0;Formiga;MG;Privada;Urbana;36;611.71;617.39;617.69;717.37;870.0;686.83
254;31074373.0;Juiz de Fora;MG;Privada;Urbana;130;628.13;631.12;610.58;729.55;834.46;686.77
255;32036671.0;Serra;ES;Privada;Urbana;37;608.65;620.51;621.65;707.89;874.59;686.66
256;33165998.0;Niterói;RJ;Privada;Urbana;28;620.32;621.37;610.66;697.75;882.14;686.45
257;33163863.0;Volta Redonda;RJ;Privada;Urbana;35;618.38;628.92;623.01;711.98;849.71;686.4
258;41150392.0;Cascavel;PR;Privada;Urbana;15;618.04;615.03;616.23;747.79;834.67;686.35
259;52088308.0;Inhumas;GO;Privada;Urbana;34;613.12;616.01;627.43;706.29;868.82;686.34
260;28037723.0;Aracaju;SE;Privada;Urbana;36;620.95;632.3;625.28;715.24;837.78;686.31
261;33063311.0;Rio de Janeiro;RJ;Privada;Urbana;44;624.18;631.2;604.01;738.83;832.73;686.19
262;60029382.0;Itapuranga;GO;Privada;Urbana;4;621.67;652.0;629.12;721.9;805.0;685.94
