POSICAO;CO_ESCOLA;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
15040;53003594.0;Brasília;DF;Estadual;Urbana;127;529.33;504.85;470.41;493.84;574.65;514.61
15041;51118815.0;Cuiabá;MT;Privada;Urbana;10;509.7;508.52;480.64;484.17;590.0;514.61
15042;35009210.0;São Bernardo do Campo;SP;Estadual;Urbana;70;539.59;498.22;486.49;490.49;558.29;514.61
15043;35910387.0;Santa Isabel;SP;Estadual;Urbana;11;533.8;506.75;488.52;509.41;534.55;514.61
15044;31019372.0;Caratinga;MG;Estadual;Urbana;26;535.04;492.05;469.75;508.51;567.69;514.61
15045;23185287.0;Sobral;CE;Estadual;Urbana;89;528.08;484.51;474.06;482.28;604.04;514.6
15046;35002471.0;São Paulo;SP;Estadual;Urbana;72;516.64;492.78;470.89;501.58;591.11;514.6
15047;35006154.0;Guarulhos;SP;Estadual;Urbana;47;541.49;499.34;481.4;505.67;545.11;514.6
15048;42010179.0;Sangão;SC;Estadual;Urbana;19;532.65;519.82;469.67;508.69;542.11;514.59
15049;23259639.0;Fortaleza;CE;Estadual;Urbana;53;518.98;505.42;465.41;479.75;603.4;514.59
15050;31008192.0;Brumadinho;MG;Estadual;Urbana;40;509.67;475.84;467.56;499.85;620.0;514.58
15051;31009237.0;Igarapé;MG;Estadual;Urbana;37;523.82;493.11;471.61;494.64;589.73;514.58
15052;35901830.0;Guarulhos;SP;Estadual;Urbana;114;537.05;500.37;477.26;507.26;550.88;514.57
15053;50006045.0;Campo Grande;MS;Estadual;Urbana;22;524.24;490.56;491.91;490.68;575.45;514.57
15054;31024571.0;Monjolos;MG;Estadual;Urbana;14;497.7;484.49;459.28;474.24;657.14;514.57
15055;41091221.0;Chopinzinho;PR;Estadual;Urbana;55;532.78;504.89;482.39;512.37;540.36;514.56
15056;35914009.0;Monte Mor;SP;Estadual;Urbana;35;535.9;502.55;469.01;504.21;561.14;514.56
15057;35020230.0;Artur Nogueira;SP;Estadual;Urbana;72;542.05;498.21;471.05;504.83;556.67;514.56
15058;43099866.0;Cerrito;RS;Estadual;Urbana;13;508.47;489.19;475.62;453.38;646.15;514.56
15059;25094742.0;João Pessoa;PB;Estadual;Urbana;65;520.92;487.86;488.58;479.73;595.69;514.56
15060;31069973.0;Santos Dumont;MG;Estadual;Urbana;149;527.91;497.68;478.2;489.92;579.06;514.55
15061;41078900.0;São Miguel do Iguaçu;PR;Estadual;Urbana;24;529.48;505.6;484.28;523.39;530.0;514.55
15062;33059152.0;Nova Iguaçu;RJ;Estadual;Urbana;33;520.19;498.18;468.69;503.86;581.82;514.55
15063;52051102.0;Planaltina;GO;Estadual;Urbana;20;539.69;495.88;483.2;490.94;563.0;514.54
15064;35042067.0;Taboão da Serra;SP;Estadual;Urbana;34;530.86;482.6;484.55;489.38;585.29;514.54
15065;41056361.0;Telêmaco Borba;PR;Estadual;Urbana;5;528.18;511.08;497.08;448.34;588.0;514.54
15066;31119521.0;Varjão de Minas;MG;Estadual;Urbana;33;509.28;505.07;488.38;483.84;586.06;514.53
15067;35002811.0;São Paulo;SP;Estadual;Urbana;51;535.02;491.71;475.97;491.15;578.82;514.53
15068;60000394.0;Senador Guiomard;AC;Estadual;Rural;1;525.1;543.3;550.0;354.2;600.0;514.52
15069;31266655.0;Nova Lima;MG;Privada;Urbana;15;532.13;486.67;482.27;492.85;578.67;514.52
15070;41134915.0;Itaperuçu;PR;Estadual;Urbana;29;534.57;494.46;471.24;496.45;575.86;514.52
15071;43068596.0;Gramado;RS;Estadual;Urbana;16;529.01;510.6;469.82;498.14;565.0;514.51
15072;50021370.0;Naviraí;MS;Estadual;Urbana;20;534.51;507.63;491.52;465.82;573.0;514.5
15073;43097715.0;Parobé;RS;Estadual;Urbana;29;520.71;499.3;477.56;509.42;565.52;514.5
15074;35042286.0;Jacareí;SP;Estadual;Urbana;33;536.01;517.68;468.79;479.1;570.91;514.5
15075;29443113.0;Santa Terezinha;BA;Estadual;Urbana;92;514.36;485.11;485.12;489.36;598.48;514.49
15076;60012185.0;Uberlândia;MG;Estadual;Urbana;5;527.16;474.1;451.08;528.04;592.0;514.48
15077;31124079.0;Cabo Verde;MG;Estadual;Urbana;54;528.86;508.83;466.89;480.04;587.78;514.48
15078;31196550.0;Ituiutaba;MG;Estadual;Urbana;16;526.38;483.06;494.98;497.98;570.0;514.48
15079;60023141.0;Arapuã;PR;Estadual;Urbana;3;519.8;483.9;483.97;478.07;606.67;514.48
15080;33054215.0;Maricá;RJ;Estadual;Urbana;55;527.76;496.9;485.18;467.27;595.27;514.48
15081;26088282.0;Carpina;PE;Estadual;Urbana;127;514.53;493.98;470.42;488.56;604.88;514.47
15082;41032446.0;Londrina;PR;Estadual;Urbana;39;521.33;499.11;501.16;496.38;554.36;514.47
15083;26116413.0;Paulista;PE;Estadual;Urbana;65;521.9;483.46;487.13;466.62;613.23;514.47
15084;31108995.0;Unaí;MG;Estadual;Urbana;70;522.31;491.17;479.07;477.25;602.57;514.47
15085;25072030.0;Campina Grande;PB;Estadual;Urbana;23;515.0;494.06;469.98;488.02;605.22;514.46
15086;35980080.0;Santos;SP;Estadual;Urbana;25;542.66;512.56;496.09;496.19;524.8;514.46
15087;35906232.0;Francisco Morato;SP;Estadual;Urbana;12;543.94;494.24;496.25;491.15;546.67;514.45
15088;26067803.0;Cumaru;PE;Estadual;Urbana;68;503.75;485.75;475.06;479.15;628.53;514.45
15089;33008868.0;Campos dos Goytacazes;RJ;Estadual;Urbana;44;524.23;496.92;478.72;510.51;561.82;514.44
15090;35036663.0;Vargem Grande Paulista;SP;Estadual;Urbana;60;525.91;499.03;474.88;499.72;572.67;514.44
15091;35901027.0;Dois Córregos;SP;Estadual;Urbana;19;534.19;511.21;487.98;519.86;518.95;514.44
15092;60018926.0;São Paulo;SP;Estadual;Urbana;7;539.9;508.81;488.17;472.4;562.86;514.43
15093;60023276.0;Ortigueira;PR;Estadual;Rural;7;525.37;492.31;467.07;507.39;580.0;514.43
15094;35031100.0;Adamantina;SP;Estadual;Rural;12;518.01;511.16;519.44;495.23;528.33;514.43
15095;60021057.0;Osasco;SP;Privada;Urbana;9;528.84;489.47;487.36;517.59;548.89;514.43
15096;42027896.0;Pouso Redondo;SC;Estadual;Urbana;21;511.73;504.9;482.3;512.2;560.95;514.42
15097;52059944.0;Joviânia;GO;Estadual;Urbana;14;515.2;442.08;462.86;479.1;672.86;514.42
15098;31079936.0;Coração de Jesus;MG;Estadual;Urbana;3;547.0;555.5;465.6;424.0;580.0;514.42
15099;26123576.0;Recife;PE;Estadual;Urbana;146;518.13;490.41;482.08;486.0;595.48;514.42
15100;60025284.0;São José do Cedro;SC;Estadual;Rural;1;525.5;541.5;487.6;357.5;660.0;514.42
15101;35025197.0;Iacanga;SP;Estadual;Urbana;37;526.49;508.28;463.93;523.08;550.27;514.41
15102;15555186.0;Abaetetuba;PA;Estadual;Urbana;45;508.01;487.15;473.03;465.17;638.67;514.41
15103;23166185.0;Missão Velha;CE;Estadual;Urbana;84;499.79;493.08;472.78;488.07;618.33;514.41
15104;41069609.0;Tupãssi;PR;Estadual;Urbana;9;538.71;512.09;493.52;529.88;497.78;514.4
15105;35576475.0;Ribeirão Preto;SP;Estadual;Urbana;20;530.34;518.16;473.98;495.5;554.0;514.4
15106;35009039.0;São Bernardo do Campo;SP;Estadual;Urbana;10;531.47;490.39;489.99;494.15;566.0;514.4
15107;13030680.0;Manaus;AM;Estadual;Urbana;45;520.75;500.67;477.18;471.64;601.78;514.4
15108;41023536.0;Maringá;PR;Estadual;Urbana;46;529.4;499.86;488.24;488.77;565.65;514.39
15109;15045471.0;Castanhal;PA;Estadual;Urbana;86;511.23;497.0;474.62;480.51;608.6;514.39
15110;29327695.0;Teixeira de Freitas;BA;Estadual;Urbana;83;523.11;500.38;485.13;474.37;588.92;514.38
15111;43045723.0;Charqueadas;RS;Estadual;Urbana;58;517.49;480.66;483.7;487.62;602.41;514.38
15112;24013307.0;Encanto;RN;Estadual;Urbana;38;520.77;484.66;487.73;486.07;592.63;514.37
15113;28032080.0;Tomar do Geru;SE;Estadual;Urbana;49;508.28;477.69;467.24;461.91;656.73;514.37
15114;35006269.0;Guarulhos;SP;Estadual;Urbana;74;532.57;496.11;479.36;501.89;561.89;514.36
15115;41022742.0;Floraí;PR;Estadual;Urbana;19;527.35;495.88;495.52;510.96;542.11;514.36
15116;25117254.0;João Pessoa;PB;Privada;Urbana;10;522.28;484.81;480.21;480.51;604.0;514.36
15117;35026591.0;Pindorama;SP;Estadual;Urbana;33;535.77;484.68;473.05;496.43;581.82;514.35
15118;35019483.0;Várzea Paulista;SP;Estadual;Urbana;33;533.15;490.2;478.98;519.15;550.3;514.35
15119;41062450.0;Ponta Grossa;PR;Estadual;Urbana;99;531.56;496.04;487.31;495.8;561.01;514.35
15120;29024579.0;Juazeiro;BA;Estadual;Urbana;55;519.07;487.34;487.24;486.46;591.64;514.35
15121;60023737.0;Quedas do Iguaçu;PR;Estadual;Rural;4;517.55;475.08;461.05;513.05;605.0;514.34
15122;31032883.0;Cláudio;MG;Estadual;Urbana;7;530.89;487.37;491.26;459.34;602.86;514.34
15123;35002297.0;São Paulo;SP;Estadual;Urbana;57;534.9;507.46;473.18;503.55;552.63;514.34
15124;41015703.0;Campo Mourão;PR;Estadual;Urbana;59;536.25;503.44;474.36;481.98;575.59;514.32
15125;35037977.0;Piracicaba;SP;Estadual;Urbana;35;535.57;499.91;472.12;505.16;558.86;514.32
15126;26064030.0;Santa Cruz do Capibaribe;PE;Estadual;Urbana;6;561.33;494.6;517.23;451.73;546.67;514.31
15127;21021872.0;São Luís;MA;Estadual;Urbana;67;524.97;497.79;481.33;472.49;594.93;514.3
15128;35046361.0;São Paulo;SP;Estadual;Urbana;24;541.04;498.22;488.3;503.92;540.0;514.3
15129;29322480.0;Itanhém;BA;Estadual;Urbana;70;514.2;486.02;484.65;470.59;616.0;514.29
15130;41080190.0;Capanema;PR;Estadual;Urbana;13;510.89;514.31;469.23;513.94;563.08;514.29
15131;29015227.0;Santa Maria da Vitória;BA;Estadual;Urbana;114;517.72;488.0;477.05;479.02;609.65;514.29
15132;15034640.0;Ananindeua;PA;Estadual;Urbana;177;496.92;483.95;488.12;477.35;625.08;514.28
15133;41025717.0;Apucarana;PR;Estadual;Urbana;14;539.82;516.28;517.56;517.72;480.0;514.28
15134;26095335.0;Vitória de Santo Antão;PE;Estadual;Urbana;106;516.36;492.26;490.4;481.07;591.32;514.28
15135;35921130.0;Diadema;SP;Estadual;Urbana;107;530.18;500.07;471.17;497.99;571.96;514.27
15136;25134841.0;Campina Grande;PB;Estadual;Urbana;43;525.7;497.43;476.08;480.52;591.63;514.27
15137;29124484.0;Uauá;BA;Estadual;Urbana;132;513.48;485.32;488.04;472.78;611.67;514.26
15138;43086187.0;Mariano Moro;RS;Estadual;Urbana;6;538.92;487.92;477.0;480.82;586.67;514.26
15139;41112644.0;Teixeira Soares;PR;Estadual;Urbana;9;512.94;497.5;450.84;516.63;593.33;514.25
15140;60017789.0;Charqueada;SP;Estadual;Rural;5;540.34;507.92;459.84;475.14;588.0;514.25
15141;60015781.0;Nova Iguaçu;RJ;Privada;Urbana;9;520.26;463.7;476.98;459.19;651.11;514.25
15142;43109950.0;Porto Xavier;RS;Estadual;Rural;6;517.45;494.57;468.77;527.07;563.33;514.24
15143;52101398.0;Formosa;GO;Privada;Urbana;10;523.45;498.95;478.58;482.1;588.0;514.22
15144;42109213.0;Joinville;SC;Estadual;Urbana;40;536.93;506.38;488.64;477.66;561.5;514.22
15145;35495529.0;São José dos Campos;SP;Estadual;Urbana;36;533.62;510.52;476.87;508.94;541.11;514.21
15146;17014751.0;Miracema do Tocantins;TO;Estadual;Urbana;9;510.56;493.06;473.46;498.42;595.56;514.21
15147;22061258.0;São Miguel do Fidalgo;PI;Estadual;Urbana;22;499.71;449.45;467.29;463.62;690.91;514.2
15148;60025600.0;Fraiburgo;SC;Estadual;Rural;2;550.65;527.55;523.15;419.65;550.0;514.2
15149;29095999.0;Feira de Santana;BA;Estadual;Urbana;71;519.85;500.99;481.36;482.84;585.92;514.19
15150;15104907.0;Altamira;PA;Estadual;Urbana;223;514.93;489.08;481.64;486.12;599.19;514.19
15151;35461295.0;São Paulo;SP;Estadual;Urbana;24;547.61;508.52;460.93;493.06;560.83;514.19
15152;31097641.0;Orizânia;MG;Estadual;Rural;15;536.52;485.08;466.01;471.35;612.0;514.19
15153;43016146.0;Capitão;RS;Estadual;Urbana;7;505.46;509.94;463.01;529.7;562.86;514.19
15154;42015715.0;Blumenau;SC;Estadual;Urbana;32;527.38;509.65;484.55;491.82;557.5;514.18
15155;35918763.0;Cotia;SP;Estadual;Urbana;21;533.18;507.52;462.08;488.08;580.0;514.17
15156;31190683.0;Antônio Dias;MG;Estadual;Urbana;26;529.38;508.58;490.97;469.59;572.31;514.16
15157;31010391.0;Sabará;MG;Estadual;Urbana;50;524.32;504.48;479.64;481.56;580.8;514.16
15158;52046281.0;Formosa;GO;Estadual;Urbana;106;520.66;498.74;486.68;493.2;571.51;514.16
15159;35043953.0;São Paulo;SP;Estadual;Urbana;37;531.45;488.09;480.8;504.47;565.95;514.15
15160;13101153.0;Eirunepé;AM;Federal;Urbana;72;518.47;483.53;474.13;468.11;626.39;514.13
15161;41078624.0;Santa Terezinha de Itaipu;PR;Estadual;Urbana;58;522.35;494.95;485.08;492.72;575.52;514.12
15162;35007274.0;Ferraz de Vasconcelos;SP;Estadual;Urbana;19;536.78;489.82;477.04;498.55;568.42;514.12
15163;60027409.0;Piratini;RS;Estadual;Rural;5;511.0;486.58;506.36;510.56;556.0;514.1
15164;35000620.0;São Paulo;SP;Estadual;Urbana;19;511.39;492.33;493.5;511.2;562.11;514.1
15165;60029903.0;Brasília;DF;Privada;Urbana;6;520.05;496.12;500.78;453.48;600.0;514.09
15166;33076502.0;Rio de Janeiro;RJ;Estadual;Urbana;87;527.94;498.51;487.96;511.22;544.83;514.09
15167;31055492.0;Itajubá;MG;Estadual;Urbana;9;507.07;491.0;471.12;527.8;573.33;514.06
15168;60025351.0;Luiz Alves;SC;Estadual;Urbana;3;524.8;477.63;458.0;509.87;600.0;514.06
15169;31081639.0;Montes Claros;MG;Estadual;Urbana;18;540.21;485.04;493.35;470.61;581.11;514.06
15170;26063530.0;Frei Miguelinho;PE;Estadual;Urbana;54;504.46;475.98;473.98;498.43;617.41;514.05
15171;35027492.0;Sebastianópolis do Sul;SP;Estadual;Urbana;23;525.3;497.61;491.72;519.89;535.65;514.04
15172;41132220.0;Curitiba;PR;Estadual;Urbana;199;532.44;500.2;486.13;496.81;554.57;514.03
15173;35006836.0;Mogi das Cruzes;SP;Estadual;Urbana;41;528.74;503.19;475.89;518.92;543.41;514.03
15174;31193828.0;Cristiano Otoni;MG;Estadual;Urbana;18;533.26;506.81;442.41;466.53;621.11;514.02
15175;31063100.0;São Francisco;MG;Estadual;Urbana;86;521.27;485.46;477.88;493.77;591.63;514.0
15176;35905227.0;Itapeva;SP;Estadual;Rural;6;525.48;494.6;453.87;529.32;566.67;513.99
15177;33040400.0;Petrópolis;RJ;Estadual;Urbana;76;524.86;495.75;470.11;494.44;584.74;513.98
15178;22132902.0;Queimada Nova;PI;Estadual;Urbana;48;496.81;468.9;465.09;492.34;646.67;513.96
15179;28018397.0;Aracaju;SE;Estadual;Urbana;16;494.65;494.18;492.03;461.41;627.5;513.96
15180;35007535.0;Diadema;SP;Estadual;Urbana;75;532.82;499.8;476.59;490.45;570.13;513.96
15181;29433517.0;Senhor do Bonfim;BA;Estadual;Urbana;82;505.13;474.89;478.73;470.02;640.98;513.95
15182;52017109.0;Hidrolina;GO;Estadual;Urbana;21;495.44;484.08;462.96;516.78;610.48;513.95
15183;43124003.0;Santa Maria;RS;Estadual;Urbana;31;542.03;508.38;469.03;485.79;564.52;513.95
15184;42051169.0;Ipira;SC;Estadual;Urbana;20;535.92;498.42;469.98;483.39;582.0;513.94
15185;35012359.0;Praia Grande;SP;Estadual;Urbana;84;537.18;501.76;477.42;501.66;551.67;513.94
15186;33041326.0;Petrópolis;RJ;Estadual;Rural;27;521.34;490.9;464.43;489.34;603.7;513.94
15187;31353205.0;Paracatu;MG;Estadual;Urbana;39;521.82;488.17;479.61;490.26;589.74;513.92
15188;31173088.0;Machado;MG;Estadual;Urbana;24;525.9;498.09;463.22;513.23;569.17;513.92
15189;52005500.0;Montes Claros de Goiás;GO;Estadual;Urbana;51;513.74;484.94;477.05;486.35;607.45;513.91
15190;15167160.0;Tucumã;PA;Estadual;Urbana;27;513.15;492.47;476.57;505.9;581.48;513.91
15191;35001442.0;São Paulo;SP;Estadual;Urbana;27;537.4;493.59;479.03;524.73;534.81;513.91
15192;25114433.0;Campina Grande;PB;Estadual;Urbana;158;512.41;478.66;470.35;484.93;623.16;513.9
15193;25055852.0;Cuité;PB;Estadual;Urbana;45;503.19;487.95;497.67;463.39;617.33;513.9
15194;35047843.0;Marília;SP;Estadual;Urbana;9;556.28;515.34;466.59;480.11;551.11;513.89
15195;17000360.0;Araguatins;TO;Estadual;Rural;3;541.13;467.8;465.07;435.43;660.0;513.89
15196;23254068.0;Trairi;CE;Estadual;Urbana;130;507.69;476.11;474.97;489.08;621.54;513.88
15197;50017608.0;Itaporã;MS;Estadual;Urbana;54;532.05;499.1;488.97;474.82;574.44;513.88
15198;23071087.0;Fortaleza;CE;Estadual;Urbana;71;511.71;478.93;478.9;475.87;623.94;513.87
15199;31171026.0;Baependi;MG;Estadual;Rural;10;518.81;498.97;475.39;548.16;528.0;513.87
15200;50012169.0;Três Lagoas;MS;Estadual;Urbana;71;530.43;513.08;480.62;487.97;557.18;513.86
15201;31009571.0;Nova Lima;MG;Estadual;Urbana;32;519.56;504.12;486.29;512.45;546.88;513.86
15202;26062410.0;São Caitano;PE;Estadual;Urbana;123;506.66;486.98;488.28;473.51;613.82;513.85
15203;11024437.0;Alto Alegre dos Parecis;RO;Estadual;Urbana;74;509.63;498.22;478.26;496.91;586.22;513.85
15204;35903188.0;Itaí;SP;Estadual;Urbana;30;535.18;507.0;480.4;537.31;509.33;513.85
15205;32026846.0;Brejetuba;ES;Estadual;Urbana;10;517.36;490.37;484.45;493.01;584.0;513.84
15206;60009305.0;Retirolândia;BA;Privada;Urbana;5;508.58;463.88;408.12;480.64;708.0;513.84
15207;43038875.0;Capão da Canoa;RS;Estadual;Urbana;17;525.89;509.06;492.04;525.66;516.47;513.83
15208;41109813.0;Guamiranga;PR;Estadual;Urbana;43;519.25;501.24;482.76;488.24;577.67;513.83
15209;35906475.0;Embu das Artes;SP;Estadual;Urbana;19;529.26;498.18;474.68;474.41;592.63;513.83
15210;41072626.0;Corbélia;PR;Estadual;Urbana;52;515.21;487.33;474.64;511.97;580.0;513.83
15211;15175952.0;Xinguara;PA;Estadual;Urbana;91;510.31;484.86;493.72;494.44;585.71;513.81
15212;35002586.0;São Paulo;SP;Estadual;Urbana;118;524.69;496.06;469.55;512.59;566.1;513.8
15213;33035644.0;Valença;RJ;Estadual;Urbana;33;525.95;506.02;470.31;496.36;570.3;513.79
15214;23075430.0;Fortaleza;CE;Estadual;Urbana;313;518.41;489.86;484.04;485.02;591.57;513.78
15215;52044602.0;Cocalzinho de Goiás;GO;Estadual;Urbana;60;502.75;486.05;467.06;492.37;620.67;513.78
15216;35024855.0;Borborema;SP;Estadual;Urbana;30;514.01;474.33;485.43;503.8;591.33;513.78
15217;42090628.0;Porto União;SC;Estadual;Urbana;21;530.34;519.9;486.64;490.09;541.9;513.78
15218;60002313.0;Macapá;AP;Privada;Rural;3;480.23;488.63;502.43;410.9;686.67;513.77
15219;35903528.0;Itápolis;SP;Estadual;Urbana;5;532.08;527.44;472.68;540.58;496.0;513.76
15220;41132475.0;Curitiba;PR;Estadual;Urbana;27;541.72;495.21;453.58;501.19;577.04;513.75
15221;52065715.0;Davinópolis;GO;Estadual;Urbana;15;502.87;496.14;485.23;511.18;573.33;513.75
15222;21296804.0;Jenipapo dos Vieiras;MA;Estadual;Rural;8;513.92;476.8;463.39;457.15;657.5;513.75
15223;42024501.0;Ibirama;SC;Estadual;Urbana;13;511.57;488.94;504.95;487.84;575.38;513.74
15224;35018211.0;Campinas;SP;Estadual;Urbana;33;528.25;506.39;476.99;532.22;524.85;513.74
15225;43174116.0;Cachoeirinha;RS;Estadual;Urbana;27;524.2;478.97;471.29;492.73;601.48;513.73
15226;35012245.0;São Vicente;SP;Estadual;Urbana;36;540.76;499.14;479.84;502.8;546.11;513.73
15227;35032839.0;Presidente Bernardes;SP;Estadual;Urbana;36;533.17;503.54;479.18;501.63;551.11;513.73
15228;29093546.0;Feira de Santana;BA;Estadual;Urbana;122;522.16;492.21;481.11;480.2;592.95;513.73
15229;60002250.0;Tartarugalzinho;AP;Estadual;Rural;1;533.8;486.6;481.4;506.8;560.0;513.72
15230;51036681.0;Cuiabá;MT;Estadual;Urbana;195;516.0;495.59;472.32;489.69;594.97;513.72
15231;26066181.0;Toritama;PE;Estadual;Urbana;116;517.96;485.22;480.99;482.3;602.07;513.71
15232;12030953.0;Xapuri;AC;Federal;Urbana;43;524.63;496.41;496.71;464.74;586.05;513.71
15233;33068011.0;Rio de Janeiro;RJ;Estadual;Urbana;60;527.76;513.83;472.92;482.35;571.67;513.7
15234;41361512.0;São José dos Pinhais;PR;Estadual;Urbana;26;541.05;495.43;497.71;510.43;523.85;513.69
15235;52022471.0;Damolândia;GO;Estadual;Urbana;17;508.13;471.86;475.55;515.21;597.65;513.68
15236;35006452.0;Guarulhos;SP;Estadual;Urbana;10;549.01;499.56;507.07;518.71;494.0;513.67
15237;60021031.0;São Sebastião da Grama;SP;Estadual;Rural;2;565.95;497.8;463.15;501.45;540.0;513.67
15238;33033978.0;Volta Redonda;RJ;Estadual;Urbana;14;507.95;499.06;479.59;517.48;564.29;513.67
15239;43039146.0;Capão do Leão;RS;Estadual;Urbana;42;532.47;507.91;486.15;508.9;532.86;513.66
15240;22029028.0;Teresina;PI;Estadual;Urbana;151;511.07;476.4;472.13;475.85;632.85;513.66
15241;60002894.0;Santa Rita;MA;Municipal;Rural;1;548.6;460.9;498.2;580.6;480.0;513.66
15242;51010224.0;Campo Novo do Parecis;MT;Estadual;Urbana;60;517.61;494.92;476.13;497.64;582.0;513.66
15243;35029609.0;Andradina;SP;Estadual;Urbana;57;531.1;499.14;483.38;493.98;560.7;513.66
15244;31035637.0;São Gonçalo do Pará;MG;Estadual;Urbana;30;527.32;487.17;473.54;492.92;587.33;513.66
15245;42081106.0;Botuverá;SC;Estadual;Urbana;6;524.9;499.03;484.08;530.3;530.0;513.66
15246;35024016.0;Ribeirão Preto;SP;Estadual;Urbana;23;532.47;506.88;471.46;496.63;560.87;513.66
15247;11032260.0;Pimenta Bueno;RO;Estadual;Urbana;98;519.9;487.22;492.74;496.57;571.84;513.65
15248;42022258.0;São João do Itaperiú;SC;Estadual;Urbana;11;534.58;527.91;467.37;460.18;578.18;513.65
15249;35923400.0;Mauá;SP;Estadual;Urbana;50;529.28;499.26;485.84;513.48;540.4;513.65
15250;35007055.0;Suzano;SP;Estadual;Urbana;18;544.99;503.89;480.67;516.5;522.22;513.65
15251;35915750.0;São Bernardo do Campo;SP;Estadual;Urbana;5;543.68;515.96;435.9;516.68;556.0;513.64
15252;41060911.0;Castro;PR;Estadual;Urbana;82;545.72;519.25;485.35;502.49;515.37;513.64
15253;22015752.0;Parnaíba;PI;Estadual;Urbana;51;509.02;480.66;469.53;477.63;631.37;513.64
15254;42044537.0;Campos Novos;SC;Estadual;Urbana;23;537.85;498.87;479.2;480.11;572.17;513.64
15255;27016331.0;Arapiraca;AL;Estadual;Urbana;69;514.8;485.42;484.07;475.24;608.7;513.64
15256;35035865.0;Caraguatatuba;SP;Estadual;Urbana;28;512.8;494.01;488.96;520.23;552.14;513.63
15257;42013771.0;Nova Veneza;SC;Estadual;Urbana;11;516.32;487.05;479.35;481.78;603.64;513.63
15258;31266094.0;Sarzedo;MG;Estadual;Urbana;35;522.31;516.39;467.29;495.33;566.86;513.63
15259;41042336.0;Uraí;PR;Estadual;Urbana;10;503.45;466.59;448.97;483.11;666.0;513.62
15260;60021387.0;São Paulo;SP;Estadual;Urbana;1;573.5;538.3;504.8;491.5;460.0;513.62
15261;32005954.0;Boa Esperança;ES;Estadual;Urbana;10;511.73;489.81;482.0;528.58;556.0;513.62
15262;31080411.0;Grão Mogol;MG;Estadual;Urbana;29;504.1;492.14;474.52;494.55;602.76;513.61
15263;42076447.0;Araranguá;SC;Estadual;Urbana;38;527.51;514.92;500.34;464.74;560.53;513.61
15264;41055900.0;Reserva;PR;Estadual;Rural;22;535.55;486.58;493.07;489.15;563.64;513.6
15265;32078587.0;Iúna;ES;Estadual;Urbana;79;514.66;493.31;473.65;502.85;583.54;513.6
15266;31193852.0;Desterro de Entre Rios;MG;Estadual;Urbana;30;516.92;498.27;487.68;501.13;564.0;513.6
15267;60010609.0;Caratinga;MG;Estadual;Urbana;7;523.09;500.3;471.9;492.71;580.0;513.6
15268;35004065.0;Santa Gertrudes;SP;Estadual;Urbana;41;534.31;519.82;469.13;502.26;542.44;513.59
15269;31123897.0;Bandeira do Sul;MG;Estadual;Urbana;25;524.36;487.01;472.91;504.45;579.2;513.59
15270;42093899.0;Laguna;SC;Estadual;Urbana;56;517.7;489.12;475.94;499.13;586.07;513.59
15271;23252642.0;Morrinhos;CE;Estadual;Rural;87;511.85;469.5;465.57;507.86;613.1;513.58
15272;31074918.0;Caputira;MG;Estadual;Urbana;29;508.59;479.49;461.54;473.44;644.83;513.58
15273;31330841.0;Itaúna;MG;Estadual;Urbana;27;525.8;494.61;479.61;497.46;570.37;513.57
15274;35923837.0;Mauá;SP;Estadual;Urbana;37;532.8;508.54;488.31;499.29;538.92;513.57
15275;51027968.0;Tangará da Serra;MT;Estadual;Urbana;35;524.84;477.67;455.08;498.24;612.0;513.57
15276;31140376.0;Baldim;MG;Estadual;Urbana;11;550.44;527.76;487.86;461.81;540.0;513.57
15277;43060420.0;Estrela;RS;Estadual;Urbana;6;524.1;513.27;503.58;516.9;510.0;513.57
15278;41031911.0;Tamarana;PR;Estadual;Urbana;30;524.23;513.4;495.63;495.81;538.67;513.55
15279;41058348.0;Jaguariaíva;PR;Estadual;Urbana;11;533.97;503.2;488.36;504.05;538.18;513.55
15280;35034551.0;Tupã;SP;Estadual;Urbana;5;532.96;468.42;481.02;525.3;560.0;513.54
15281;60003467.0;Brejo de Areia;MA;Estadual;Rural;2;525.4;504.05;496.2;522.05;520.0;513.54
15282;35004510.0;São Paulo;SP;Estadual;Urbana;21;536.6;495.15;464.38;517.3;554.29;513.54
15283;29199387.0;Salvador;BA;Estadual;Urbana;109;520.06;492.04;489.29;496.41;569.91;513.54
15284;31191469.0;Santana do Paraíso;MG;Estadual;Urbana;17;530.12;484.45;476.54;508.32;568.24;513.53
15285;31024147.0;Gouveia;MG;Estadual;Urbana;87;513.65;487.07;470.63;490.1;606.21;513.53
15286;31043435.0;Governador Valadares;MG;Estadual;Urbana;42;527.41;488.74;483.99;477.99;589.52;513.53
15287;42039452.0;Mafra;SC;Estadual;Urbana;37;532.39;511.41;496.47;491.14;536.22;513.52
15288;43035116.0;Candelária;RS;Estadual;Urbana;18;539.07;511.12;480.95;494.26;542.22;513.52
15289;23068841.0;Fortaleza;CE;Estadual;Urbana;44;516.97;490.88;481.34;484.28;594.09;513.51
15290;33040150.0;Petrópolis;RJ;Estadual;Urbana;89;527.31;490.37;481.58;485.57;582.7;513.5
15291;43184928.0;Turuçu;RS;Estadual;Urbana;17;522.41;490.31;494.11;499.49;561.18;513.5
