POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
108;Ibatiba;ES;Federal;66;561.18;640.39;573.27;623.39;705.45;620.74
109;Currais Novos;RN;Federal;104;580.03;634.13;561.76;590.63;737.12;620.73
110;Manhuaçu;MG;Privada;86;573.22;627.01;569.84;617.91;714.65;620.53
111;Venda Nova do Imigrante;ES;Privada;21;580.02;630.44;561.77;613.2;717.14;620.51
112;Teresópolis;RJ;Privada;212;585.91;633.43;567.82;624.46;689.34;620.19
113;Vitória da Conquista;BA;Federal;101;576.57;642.73;556.78;589.78;734.85;620.14
114;Macaé;RJ;Federal;114;589.8;643.74;573.56;624.7;667.37;619.83
115;Uberaba;MG;Federal;79;589.93;640.71;571.79;631.01;664.56;619.6
116;Carmo do Paranaíba;MG;Privada;8;588.67;637.81;588.02;630.92;650.0;619.09
117;Uberaba;MG;Privada;532;575.03;629.71;580.0;617.24;691.49;618.7
118;São José do Rio Pardo;SP;Privada;107;581.76;628.42;571.97;601.5;709.35;618.6
119;Barreiras;BA;Federal;61;574.22;642.07;568.86;589.51;716.72;618.28
120;Cornélio Procópio;PR;Federal;30;583.63;638.82;575.81;644.61;648.0;618.18
121;Camaçari;BA;Federal;40;579.55;645.56;555.91;582.17;727.0;618.04
122;Coronel Fabriciano;MG;Privada;123;554.95;620.87;555.9;579.67;778.21;617.92
123;Brazópolis;MG;Privada;12;539.6;631.98;581.13;665.0;671.67;617.88
124;Seropédica;RJ;Federal;114;595.02;640.03;555.04;575.09;723.33;617.7
125;Ipiranga;PR;Privada;5;587.68;638.74;570.06;584.02;708.0;617.7
126;Indiara;GO;Privada;4;571.95;624.52;553.22;608.05;730.0;617.55
127;Pouso Alegre;MG;Federal;33;600.84;639.87;552.98;607.35;686.06;617.42
128;Itanhandu;MG;Privada;34;587.13;629.99;590.88;630.73;648.24;617.39
129;Maria da Fé;MG;Privada;16;569.98;618.33;565.23;644.47;688.75;617.35
130;Linhares;ES;Federal;111;575.9;633.18;580.18;628.89;664.68;616.57
131;Dois Irmãos;RS;Privada;20;559.04;620.12;559.71;554.86;789.0;616.55
132;Viçosa;MG;Privada;294;559.9;624.75;571.84;611.46;714.56;616.5
133;Passos;MG;Privada;161;576.03;625.75;572.15;606.29;701.74;616.39
134;Tocantins;MG;Privada;8;536.24;611.45;590.16;650.88;692.5;616.24
135;Pojuca;BA;Privada;83;574.12;641.32;550.92;587.64;726.99;616.2
136;Simão Dias;SE;Privada;47;556.83;624.83;554.0;556.5;785.11;615.45
137;Jaraguá do Sul;SC;Federal;54;586.0;637.38;586.9;612.05;654.44;615.36
138;Canindé;CE;Federal;1;605.9;651.1;570.0;627.6;620.0;614.92
139;Mairinque;SP;Privada;11;586.18;624.13;587.72;656.22;620.0;614.85
140;Portão;RS;Privada;22;589.74;637.89;555.59;615.5;675.45;614.84
141;Santa Bárbara;MG;Privada;30;561.6;633.98;552.73;605.63;719.33;614.65
142;Amparo;SP;Privada;150;577.43;623.15;568.4;605.02;699.2;614.64
143;Niterói;RJ;Privada;2248;574.28;630.61;563.11;601.43;702.6;614.41
144;Florestal;MG;Federal;31;583.16;639.2;560.98;627.73;660.0;614.21
145;Ouro Branco;MG;Privada;55;579.86;624.81;558.1;585.62;722.55;614.19
146;Mineiros;GO;Privada;86;562.99;625.28;548.55;573.42;759.77;614.0
147;Nova Iguaçu;RJ;Federal;83;574.67;628.59;561.59;621.22;683.37;613.89
148;Pindamonhangaba;SP;Privada;161;580.28;630.0;569.81;593.0;696.27;613.88
149;Ervália;MG;Privada;6;586.3;643.83;558.53;627.22;653.33;613.84
150;Capelinha;MG;Privada;16;587.42;641.68;579.21;605.94;653.75;613.6
151;Limoeiro do Norte;CE;Privada;180;545.78;614.62;566.28;604.96;735.81;613.49
152;Garibaldi;RS;Privada;17;600.09;648.85;554.13;586.06;676.47;613.12
153;Arraial do Cabo;RJ;Federal;25;564.45;628.62;550.95;616.76;704.8;613.12
154;São José dos Campos;SP;Privada;2054;577.36;625.07;572.06;619.21;671.3;613.0
155;Caicó;RN;Federal;103;565.01;625.09;552.14;606.82;715.92;613.0
156;Campo Belo;MG;Privada;72;583.26;630.36;568.53;630.04;652.78;612.99
157;Santa Rosa;RS;Federal;57;566.13;634.15;560.42;600.95;700.68;612.47
158;Montes Claros;MG;Federal;53;575.52;630.03;557.86;559.88;735.85;611.83
159;Pomerode;SC;Privada;26;597.52;638.38;569.14;596.8;656.92;611.76
160;Poço Fundo;MG;Privada;9;567.01;636.83;563.74;561.76;728.89;611.65
161;Paraisópolis;MG;Privada;60;577.83;623.72;562.38;604.63;689.67;611.65
162;Cássia;MG;Privada;17;562.04;603.51;592.14;615.41;684.71;611.56
163;Itamarandiba;MG;Privada;18;582.16;626.51;562.77;593.98;692.22;611.53
164;Papagaios;MG;Privada;14;566.74;626.35;595.81;618.96;648.57;611.29
165;Moji Mirim;SP;Privada;64;574.69;629.17;566.89;592.21;693.44;611.28
166;Santo Amaro;BA;Federal;22;577.76;642.8;550.63;552.4;732.73;611.27
167;Francisco Sá;MG;Privada;11;559.89;609.96;561.29;572.26;752.73;611.23
168;João Monlevade;MG;Privada;128;570.48;626.58;566.69;611.69;680.37;611.16
169;Joinville;SC;Federal;65;582.45;640.57;572.78;629.74;630.15;611.14
170;Osório;RS;Privada;18;591.68;651.41;560.66;588.24;663.33;611.07
171;Leopoldina;MG;Privada;62;562.58;614.11;549.13;615.46;712.26;610.71
172;Amargosa;BA;Privada;34;582.17;638.72;562.78;554.51;715.29;610.69
173;Brasília;DF;Federal;467;572.9;628.25;570.03;616.7;665.01;610.58
174;Muriaé;MG;Federal;52;570.45;628.21;575.36;601.82;676.92;610.55
175;Guapimirim;RJ;Privada;16;563.89;630.37;576.27;629.54;652.5;610.52
176;Itaocara;RJ;Privada;39;561.83;621.49;552.05;605.73;711.28;610.47
177;João Pinheiro;MG;Privada;65;567.32;629.58;569.72;598.15;686.77;610.31
178;Conselheiro Lafaiete;MG;Privada;128;572.23;620.95;565.57;599.87;692.66;610.25
179;Vespasiano;MG;Privada;40;557.6;623.21;569.54;602.76;695.0;609.62
180;Lajeado;RS;Privada;183;574.05;623.17;563.69;619.8;666.99;609.54
181;Porto Alegre;RS;Federal;264;578.64;628.89;563.03;613.21;663.64;609.48
182;Camaquã;RS;Federal;68;572.46;626.79;554.23;579.51;712.94;609.19
183;Piumhi;MG;Privada;63;575.82;627.25;572.43;628.38;641.59;609.09
184;Três Corações;MG;Privada;78;569.34;622.45;572.04;616.45;664.87;609.03
185;Oliveira;MG;Privada;41;567.82;626.22;546.05;590.21;714.63;608.99
186;Foz do Iguaçu;PR;Federal;55;590.82;636.06;581.18;616.39;619.93;608.87
187;São Bento do Sapucaí;SP;Privada;6;563.1;631.92;579.9;634.45;633.33;608.54
188;Alfenas;MG;Privada;152;574.64;620.48;560.34;607.48;679.34;608.46
189;Pacaembu;SP;Privada;12;573.76;620.83;562.88;554.72;730.0;608.44
190;Itaperuna;RJ;Federal;105;566.97;618.16;548.67;595.63;712.19;608.32
191;Farroupilha;RS;Federal;26;593.12;637.92;557.29;581.97;670.77;608.21
192;Governador Valadares;MG;Privada;393;560.14;619.44;553.62;599.16;705.95;607.66
193;Ribeirão Preto;SP;Privada;1984;576.44;623.51;570.09;596.44;671.29;607.56
194;Guaratinguetá;SP;Privada;185;584.05;625.4;564.5;595.05;668.22;607.45
195;Irati;PR;Federal;23;582.27;641.6;561.26;598.03;652.17;607.07
196;São Gonçalo do Amarante;RN;Federal;78;567.76;633.07;551.11;595.55;687.69;607.03
197;Curvelo;MG;Privada;57;563.15;622.82;572.58;608.19;667.37;606.82
198;Congonhas;MG;Privada;44;566.4;625.21;560.56;607.54;674.09;606.76
199;Osório;RS;Federal;60;592.19;634.23;536.72;605.59;665.0;606.75
200;Manhumirim;MG;Privada;34;580.29;629.39;549.34;587.54;686.47;606.61
201;Juazeiro do Norte;CE;Federal;22;562.49;643.86;564.12;608.84;653.64;606.59
202;Seabra;BA;Federal;36;582.42;633.42;532.89;559.46;723.89;606.42
203;Criciúma;SC;Federal;42;577.11;623.52;571.47;617.8;640.95;606.17
204;Chapecó;SC;Federal;35;577.65;630.71;562.61;592.36;667.43;606.15
205;Limoeiro;PE;Privada;183;560.06;612.98;564.29;597.32;695.96;606.12
206;Lavras;MG;Privada;306;564.78;619.03;561.12;604.7;678.76;605.68
207;São Gonçalo do Sapucaí;MG;Privada;49;561.14;618.93;566.88;602.96;678.37;605.66
208;Três Passos;RS;Privada;28;583.61;635.12;551.31;594.74;662.86;605.53
209;Dourados;MS;Privada;369;567.22;619.74;561.9;585.4;693.22;605.5
210;Santana de Parnaíba;SP;Privada;208;579.0;627.03;559.39;603.04;659.04;605.5
211;Itu;SP;Privada;292;575.04;629.25;557.97;600.43;664.66;605.47
212;Pinheiral;RJ;Federal;95;580.13;637.03;551.43;604.06;654.11;605.35
213;Formiga;MG;Privada;80;564.91;624.84;570.69;600.13;666.0;605.32
214;Dracena;SP;Privada;85;576.52;626.19;560.17;576.15;687.29;605.27
215;Taquaritinga;SP;Privada;57;571.92;610.25;562.88;617.42;663.86;605.27
216;Bragança Paulista;SP;Federal;61;564.66;622.33;582.57;641.87;614.43;605.17
217;Goiânia;GO;Privada;5268;570.29;620.28;561.88;580.66;692.69;605.16
218;Mombaça;CE;Municipal;1;603.9;605.3;450.9;505.3;860.0;605.08
219;Araras;SP;Privada;239;580.67;620.95;556.41;593.12;674.18;605.07
220;São Miguel Arcanjo;SP;Privada;9;590.4;624.41;572.39;586.59;651.11;604.98
221;Jales;SP;Privada;87;561.79;620.81;566.18;584.4;691.49;604.93
222;Barroso;MG;Privada;16;549.0;597.2;564.04;550.41;763.75;604.88
223;São Roque de Minas;MG;Privada;7;548.7;639.99;569.21;660.79;605.71;604.88
224;Pombal;PB;Privada;31;557.94;624.44;547.36;567.97;726.45;604.83
225;Goiânia;GO;Federal;210;581.73;632.36;547.35;575.32;687.33;604.82
226;Não-Me-Toque;RS;Privada;8;584.98;641.17;564.83;555.58;677.5;604.81
227;Ribeirão Bonito;SP;Privada;22;561.98;616.73;563.76;612.3;669.09;604.77
228;Itaperuna;RJ;Privada;142;576.56;630.72;568.75;580.45;666.9;604.68
229;Londrina;PR;Privada;1106;574.28;629.25;570.2;606.55;642.87;604.63
230;Paranaguá;PR;Federal;40;573.85;635.82;560.85;614.61;637.5;604.53
231;São João da Boa Vista;SP;Federal;62;571.38;624.73;556.31;628.5;641.61;604.51
232;Salto;SP;Federal;124;571.14;626.91;568.37;612.39;643.71;604.5
233;Valença;RJ;Privada;50;570.3;623.89;562.74;606.62;658.4;604.39
234;Santo Antônio de Jesus;BA;Privada;168;555.45;622.11;575.04;579.22;689.4;604.24
235;Pará de Minas;MG;Privada;65;554.58;613.98;572.91;622.3;656.31;604.02
236;Betim;MG;Privada;229;568.9;621.77;557.94;580.17;691.27;604.01
237;Armação dos Búzios;RJ;Privada;11;572.75;619.39;524.22;561.5;741.82;603.93
238;Jacutinga;MG;Privada;30;575.07;617.45;566.16;614.05;646.67;603.88
239;Franca;SP;Privada;612;563.11;614.0;555.54;589.63;696.77;603.81
240;Caeté;MG;Privada;24;564.03;626.25;581.05;592.97;654.17;603.69
241;Barbacena;MG;Privada;299;565.42;616.87;554.52;587.17;694.31;603.66
242;Três Rios;RJ;Privada;254;568.53;621.44;553.89;579.4;694.86;603.63
243;Muzambinho;MG;Privada;24;575.22;631.32;546.48;571.94;691.67;603.33
244;São José do Rio Preto;SP;Privada;1121;569.32;617.62;565.16;593.69;670.54;603.26
245;Passos;MG;Federal;18;570.8;628.2;545.29;609.73;662.22;603.25
246;Itajubá;MG;Privada;290;563.5;618.26;563.07;613.9;657.31;603.21
247;São João da Boa Vista;SP;Privada;284;569.76;621.83;560.33;593.68;670.35;603.19
248;Florianópolis;SC;Federal;228;585.18;632.14;565.45;617.62;615.26;603.13
249;Cabo Frio;RJ;Federal;140;577.42;628.47;551.07;577.62;680.29;602.97
250;Caratinga;MG;Privada;82;557.23;611.38;563.08;589.28;692.93;602.78
251;Gaspar;SC;Federal;29;590.04;633.76;556.01;573.4;660.69;602.78
252;Alegrete;RS;Privada;38;572.44;622.02;565.92;577.33;675.79;602.7
253;Santos Dumont;MG;Privada;22;573.85;625.21;557.65;586.65;669.09;602.49
254;Bastos;SP;Privada;15;574.75;614.6;560.4;595.03;666.67;602.29
255;Ponte Nova;MG;Privada;106;558.43;614.07;550.5;573.69;713.02;601.94
256;Itapira;SP;Privada;118;583.54;620.02;557.72;585.12;662.71;601.82
257;Guarapari;ES;Privada;135;566.33;615.54;553.33;599.78;673.48;601.69
258;Florianópolis;SC;Privada;1753;576.54;624.33;563.75;594.79;648.25;601.53
259;Feira de Santana;BA;Privada;828;572.27;625.54;560.69;589.62;659.38;601.5
260;Indaiatuba;SP;Privada;412;575.96;624.72;563.73;594.54;648.16;601.42
261;Vacaria;RS;Privada;47;578.53;627.42;550.42;599.69;651.06;601.42
262;Itumbiara;GO;Federal;22;555.83;623.25;566.15;619.57;641.82;601.32
263;Coaraci;BA;Privada;26;582.07;619.63;570.1;588.22;646.15;601.23
264;Bento Gonçalves;RS;Federal;107;575.54;620.26;543.54;613.99;652.34;601.14
265;Imperatriz;MA;Federal;146;561.62;618.32;562.07;591.48;672.19;601.14
266;Bady Bassitt;SP;Privada;21;570.31;627.1;568.17;602.95;637.14;601.13
267;Patrocínio;MG;Privada;107;566.59;611.41;549.71;590.48;687.48;601.13
268;Santa Bárbara;BA;Privada;6;536.73;634.67;574.0;603.53;656.67;601.12
269;Ourinhos;SP;Privada;179;576.96;624.11;561.53;599.63;643.02;601.05
270;Lambari;MG;Privada;14;598.85;627.65;577.54;542.28;658.57;600.98
271;Bom Jardim;RJ;Privada;31;565.47;623.72;555.3;591.67;668.39;600.91
272;Porecatu;PR;Privada;25;563.3;627.39;566.72;587.91;659.2;600.9
273;Atibaia;SP;Privada;330;572.46;623.36;557.97;595.34;655.15;600.86
274;Barão de Cocais;MG;Privada;33;552.46;612.16;565.58;596.78;676.97;600.79
275;Itapecerica;MG;Privada;11;570.45;608.11;549.09;641.56;634.55;600.75
276;Mogi Guaçu;SP;Privada;198;569.54;623.89;566.34;590.61;653.23;600.72
277;Campina Grande do Sul;PR;Privada;12;575.28;628.69;534.09;528.64;736.67;600.68
278;Barra do Piraí;RJ;Privada;136;563.98;618.23;552.77;565.07;702.79;600.57
279;Porto Belo;SC;Privada;25;574.85;632.64;567.44;581.65;645.6;600.44
280;Carmo do Rio Claro;MG;Privada;23;557.47;614.21;560.97;554.82;713.91;600.28
281;Curitiba;PR;Privada;5708;572.63;622.61;564.9;598.96;642.01;600.22
282;Campinas;SP;Privada;2361;573.74;621.7;560.36;593.13;651.74;600.13
283;Cachoeiro de Itapemirim;ES;Privada;398;555.55;611.91;555.34;593.28;684.42;600.1
284;Carlos Barbosa;RS;Privada;20;561.12;625.5;571.7;614.42;627.0;599.95
285;Ipirá;BA;Privada;25;562.36;636.79;546.1;584.6;669.04;599.78
286;Santa Teresa;ES;Privada;11;589.56;629.57;609.31;582.9;587.27;599.72
287;Espírito Santo do Pinhal;SP;Privada;42;564.61;613.14;563.03;604.58;652.86;599.64
288;Ouro Fino;MG;Privada;45;572.94;626.18;552.68;609.88;636.44;599.63
289;Conceição de Macabu;RJ;Privada;18;573.12;629.08;555.51;580.19;660.0;599.58
290;Blumenau;SC;Privada;503;571.45;622.06;563.61;600.23;639.54;599.38
291;Adamantina;SP;Privada;58;567.59;620.98;563.64;586.16;657.93;599.26
292;Lagoa da Prata;MG;Privada;33;554.59;607.6;558.54;595.86;678.79;599.08
293;Campina Grande;PB;Federal;276;567.21;629.96;545.16;570.3;682.77;599.08
294;Nova Granada;SP;Privada;34;556.5;611.78;557.27;594.35;675.29;599.04
295;Gandu;BA;Privada;43;555.17;615.69;543.59;566.71;713.95;599.02
296;Montes Claros;MG;Privada;965;565.53;622.08;555.52;577.99;673.76;598.98
297;Canoas;RS;Federal;48;589.76;638.4;550.45;576.14;640.0;598.95
298;Ouro Preto;MG;Privada;81;563.3;616.06;549.64;591.68;673.33;598.8
299;Boa Esperança;MG;Privada;67;571.12;612.27;567.52;582.65;660.3;598.77
300;Santa Cruz do Rio Pardo;SP;Privada;81;570.59;630.05;552.43;600.42;639.51;598.6
301;Teofilândia;BA;Privada;55;561.32;613.97;553.25;588.93;674.91;598.48
302;Rio Claro;SP;Privada;473;571.4;616.81;563.61;602.95;637.25;598.41
303;Palmas;TO;Privada;472;565.51;612.88;563.1;579.47;670.61;598.31
304;Varre-Sai;RJ;Privada;11;563.95;639.21;571.56;573.03;643.64;598.28
305;Paranavaí;PR;Federal;20;577.52;629.87;546.46;566.83;670.0;598.14
306;Santa Rita do Sapucaí;MG;Privada;124;560.97;610.87;549.51;634.15;635.0;598.1
307;Sacramento;MG;Privada;11;561.78;616.33;565.85;615.46;630.91;598.07
308;Simões Filho;BA;Federal;52;565.56;628.85;531.0;560.21;704.62;598.05
309;Vitória da Conquista;BA;Privada;552;563.46;616.59;545.18;576.92;687.98;598.03
310;Piedade;SP;Privada;48;568.26;621.5;565.65;586.67;647.5;597.92
311;Videira;SC;Federal;85;563.49;622.6;549.42;604.41;649.41;597.87
312;Sabinópolis;MG;Privada;26;558.87;621.46;577.13;595.94;635.38;597.75
313;Pontalina;GO;Privada;25;564.0;610.18;575.5;588.8;649.6;597.62
314;São Carlos;SP;Privada;680;572.58;616.12;558.61;580.79;659.74;597.57
315;Vassouras;RJ;Privada;68;564.71;615.59;548.14;587.67;671.47;597.52
316;Porto Seguro;BA;Federal;38;566.52;631.75;558.27;541.65;688.95;597.43
317;Crateús;CE;Privada;70;551.88;599.34;538.27;571.92;725.43;597.37
318;Cabreúva;SP;Privada;13;588.14;632.4;554.48;581.03;630.77;597.36
319;Fortaleza;CE;Privada;8541;554.53;610.54;551.42;579.37;690.58;597.29
320;Eusébio;CE;Privada;21;565.72;612.19;541.35;561.39;705.71;597.27
321;Piraju;SP;Privada;33;583.33;611.14;553.7;577.93;660.0;597.22
322;Caxambu;MG;Privada;50;564.87;611.87;554.55;600.64;654.0;597.19
323;Sorocaba;SP;Privada;1210;574.16;621.05;558.71;585.14;646.52;597.12
324;Cândido Mota;SP;Privada;17;578.77;628.59;561.15;587.05;629.41;597.0
325;Cambuí;MG;Privada;19;569.76;616.47;545.28;549.59;703.16;596.85
326;Conceição do Coité;BA;Privada;39;574.94;631.27;559.44;576.21;642.05;596.78
327;Pirapora;MG;Federal;25;562.34;624.71;562.31;571.82;662.4;596.72
