POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
52;Contagem;MG;Federal;81;597.5;629.34;615.57;686.4;685.43;642.85
53;Três de Maio;RS;Privada;48;578.97;622.11;609.77;658.15;742.92;642.38
54;Uberlândia;MG;Privada;1069;578.67;613.73;600.91;656.0;762.28;642.32
55;Varginha;MG;Privada;282;579.11;615.03;600.47;668.86;744.82;641.66
56;Aroeiras;PB;Privada;4;579.02;619.08;586.4;655.72;765.0;641.04
57;Muriaé;MG;Federal;64;572.78;618.17;597.74;668.45;747.81;640.99
58;Pouso Alegre;MG;Privada;311;581.47;614.55;603.0;668.44;736.59;640.81
59;Sabinópolis;MG;Privada;18;564.83;612.58;592.71;681.04;748.89;640.01
60;São Benedito;CE;Municipal;2;549.0;571.5;613.65;665.9;800.0;640.01
61;Divinópolis;MG;Privada;293;577.96;619.65;600.67;686.06;715.43;639.95
62;Araxá;MG;Federal;68;580.44;618.92;612.7;686.31;698.24;639.32
63;Bariri;SP;Privada;45;585.19;631.68;618.58;687.64;673.33;639.28
64;Pouso Alegre;MG;Federal;82;597.78;624.53;593.03;665.45;712.68;638.7
65;Pato Branco;PR;Federal;34;593.93;617.09;598.31;681.88;701.18;638.48
66;Governador Valadares;MG;Privada;340;578.4;611.54;592.61;662.73;746.41;638.34
67;Santo Antônio de Pádua;RJ;Federal;47;577.72;628.29;586.12;629.57;767.23;637.79
68;Salvador;BA;Federal;454;581.78;620.35;605.09;655.51;724.76;637.5
69;Malhador;SE;Privada;21;556.68;598.74;587.91;615.17;827.62;637.22
70;São Sebastião do Paraíso;MG;Privada;61;570.71;604.84;582.21;660.01;767.87;637.13
71;Abaeté;MG;Privada;36;581.77;615.25;596.18;666.1;725.56;636.97
72;Nova Prata;RS;Privada;12;582.98;605.99;578.7;699.06;716.67;636.68
73;Cássia;MG;Privada;24;565.89;611.23;615.04;657.65;733.33;636.63
74;Pará de Minas;MG;Privada;69;574.45;603.53;600.22;679.96;720.58;635.75
75;Nova Friburgo;RJ;Privada;452;580.84;612.18;592.99;652.8;738.98;635.56
76;Pombal;PB;Privada;39;555.81;611.56;596.32;641.1;772.82;635.52
77;Juiz de Fora;MG;Privada;1391;576.96;616.06;599.18;656.71;728.4;635.46
78;Matozinhos;MG;Privada;16;575.84;601.83;576.44;640.64;781.25;635.2
79;Curitiba;PR;Federal;545;591.68;620.73;614.08;688.73;660.15;635.07
80;Amargosa;BA;Privada;39;579.41;610.18;577.12;670.35;737.44;634.9
81;Rio de Janeiro;RJ;Federal;2244;586.49;617.76;593.5;663.46;712.84;634.81
82;Fronteira dos Vales;MG;Municipal;1;619.0;664.4;530.6;579.3;780.0;634.66
83;Lavras;MG;Privada;280;573.69;607.79;598.92;668.56;724.36;634.66
84;Barbacena;MG;Federal;179;585.16;622.3;618.05;685.58;660.34;634.29
85;Patos de Minas;MG;Privada;249;575.12;609.66;598.66;643.18;743.61;634.05
86;João Monlevade;MG;Privada;89;567.33;609.54;593.87;655.0;743.37;633.82
87;Conselheiro Lafaiete;MG;Federal;80;571.77;600.66;583.52;645.91;767.0;633.77
88;Sacramento;MG;Privada;15;573.36;608.03;597.59;637.73;752.0;633.74
89;São João del Rei;MG;Privada;198;569.48;608.75;595.36;654.93;739.29;633.56
90;Diamantina;MG;Privada;47;574.82;614.25;598.5;650.55;728.94;633.41
91;São Lourenço;MG;Privada;116;577.89;609.5;590.76;651.61;734.48;632.85
92;São Gonçalo do Sapucaí;MG;Privada;58;560.81;602.75;592.71;651.5;756.21;632.79
93;Limoeiro do Norte;CE;Privada;170;553.68;590.67;590.27;634.56;793.53;632.54
94;Vitória da Conquista;BA;Federal;105;577.78;618.15;588.98;651.55;724.57;632.21
95;Junqueirópolis;SP;Privada;17;578.09;600.79;581.52;697.42;702.35;632.04
96;Papagaios;MG;Privada;14;557.86;602.95;583.86;610.77;804.29;631.95
97;Uberaba;MG;Privada;516;571.11;609.81;597.13;651.83;727.87;631.55
98;Pedro Leopoldo;MG;Privada;105;575.64;609.91;595.48;643.65;732.38;631.41
99;Garibaldi;RS;Privada;21;585.01;605.87;588.04;629.2;748.57;631.34
100;Brazópolis;MG;Privada;11;547.49;598.17;579.95;685.05;745.45;631.22
101;Umuarama;PR;Federal;11;571.33;607.78;634.78;683.07;658.18;631.03
102;Monte Sião;MG;Privada;26;577.01;616.79;608.62;654.75;696.92;630.82
103;Lagoa da Prata;MG;Privada;42;565.29;612.65;587.17;655.16;733.33;630.72
104;Lagoa Santa;MG;Privada;105;577.58;623.3;601.64;650.52;700.19;630.65
105;Rio Grande;RS;Federal;117;571.05;590.29;589.49;655.26;744.96;630.21
106;São Gonçalo;RJ;Federal;81;579.3;600.15;627.07;657.7;685.43;629.93
107;Niterói;RJ;Privada;2211;573.19;605.95;587.9;650.92;731.64;629.92
108;Jaraguá do Sul;SC;Federal;38;586.32;614.67;642.52;644.45;660.53;629.7
109;Santa Luzia;MG;Federal;73;591.04;616.54;576.62;665.3;696.71;629.24
110;Campo Grande;MS;Federal;214;581.58;611.05;602.77;657.98;692.71;629.22
111;Lajeado;RS;Privada;163;581.01;611.45;590.94;656.96;704.54;628.98
112;Santa Teresa;ES;Privada;11;579.88;622.77;613.31;646.87;681.82;628.93
113;Macaé;RJ;Federal;117;586.32;619.41;607.75;670.52;658.97;628.59
114;Passos;MG;Privada;166;566.04;600.3;584.86;641.48;748.19;628.17
115;São Paulo;SP;Federal;178;585.4;614.34;601.8;693.93;645.06;628.1
116;Joinville;SC;Federal;72;589.17;617.46;593.17;676.44;664.17;628.08
117;Colatina;ES;Federal;221;559.53;605.73;601.36;647.7;725.52;627.97
118;Cubatão;SP;Federal;106;580.65;605.04;584.12;685.03;683.96;627.76
119;Duque de Caxias;RJ;Federal;207;574.57;606.86;603.24;638.54;715.27;627.69
120;Curvelo;MG;Federal;64;570.9;604.03;607.94;638.62;716.56;627.61
121;Montes Claros;MG;Federal;50;575.04;615.91;605.43;648.47;692.8;627.53
122;Oliveira;MG;Privada;75;561.93;598.92;587.07;644.4;744.8;627.42
123;Dores de Campos;MG;Privada;7;586.43;589.61;550.69;604.63;805.71;627.41
124;Venâncio Aires;RS;Privada;40;574.86;603.76;575.64;643.02;738.0;627.06
125;Natal;RN;Federal;572;582.02;608.89;585.95;646.65;711.54;627.01
126;Barra Mansa;RJ;Privada;164;567.02;603.49;582.96;640.7;740.49;626.93
127;Londrina;PR;Federal;35;592.76;614.01;605.11;643.19;677.71;626.56
128;Boa Esperança;MG;Privada;50;563.37;613.81;595.13;667.25;692.4;626.39
129;Nilópolis;RJ;Federal;132;578.6;605.05;615.86;652.44;679.85;626.36
130;Estrela;RS;Privada;62;576.99;613.92;599.1;670.79;670.97;626.35
131;Betim;MG;Federal;155;583.09;607.16;615.51;667.79;657.42;626.19
132;Monte Santo de Minas;MG;Privada;22;569.0;604.95;570.04;613.05;773.64;626.14
133;Mossoró;RN;Federal;143;583.09;611.15;581.99;654.54;699.58;626.07
134;Teutônia;RS;Privada;17;566.55;602.2;590.55;674.36;696.47;626.03
135;Dourados;MS;Privada;354;566.71;591.02;587.52;639.44;745.42;626.02
136;Juiz de Fora;MG;Federal;369;579.14;614.04;593.72;655.6;687.26;625.95
137;Itamogi;MG;Privada;7;574.06;597.07;555.43;640.23;762.86;625.93
138;Recife;PE;Federal;550;577.55;607.1;590.68;660.88;693.05;625.85
139;Barreiras;BA;Privada;159;555.35;592.18;581.85;610.3;789.56;625.85
140;Pompéu;MG;Privada;9;538.76;611.47;565.21;695.48;717.78;625.74
141;Patrocínio;MG;Federal;62;578.15;608.52;583.69;627.28;730.97;625.72
142;Monte Carmelo;MG;Privada;36;569.85;597.81;596.78;634.99;728.33;625.55
143;Itabirito;MG;Privada;27;562.39;599.85;593.44;632.74;739.26;625.54
144;Coronel Fabriciano;MG;Privada;98;548.74;583.41;565.02;625.06;805.1;625.47
145;Rolim de Moura;RO;Privada;25;570.82;617.04;600.75;649.69;688.0;625.26
146;Poços de Caldas;MG;Privada;301;576.16;607.51;588.28;647.6;705.38;624.99
147;Volta Redonda;RJ;Federal;84;579.18;608.83;584.62;697.35;654.76;624.95
148;Mairinque;SP;Privada;15;591.26;606.95;595.36;678.63;650.67;624.57
149;Santa Cruz do Sul;RS;Privada;217;579.44;608.55;591.46;649.94;693.36;624.55
150;Formiga;MG;Privada;100;560.45;601.4;588.38;656.72;715.8;624.55
151;Quixeramobim;CE;Privada;44;564.95;602.86;581.27;630.37;743.18;624.52
152;São João Nepomuceno;MG;Privada;74;562.88;605.26;580.4;651.49;722.43;624.49
153;Nepomuceno;MG;Federal;56;570.47;612.9;577.77;644.13;716.43;624.34
154;Maria da Fé;MG;Privada;28;573.53;608.6;594.56;663.25;681.43;624.27
155;Nova Iguaçu;RJ;Federal;114;574.02;603.68;584.76;673.55;684.74;624.15
156;Leopoldina;MG;Federal;67;572.27;603.31;591.1;693.2;660.6;624.09
157;Bom Despacho;MG;Privada;60;565.64;613.29;595.64;641.02;704.33;623.99
158;Itaocara;RJ;Privada;23;556.43;601.49;597.52;604.33;760.0;623.95
159;Guarapari;ES;Privada;112;564.28;594.64;584.61;649.83;725.54;623.78
160;Itumbiara;GO;Federal;43;564.45;606.97;599.19;623.52;723.72;623.57
161;Amparo;SP;Privada;139;566.56;602.64;594.4;663.2;690.94;623.55
162;MOGI MIRIM;SP;Privada;79;580.76;613.89;597.9;655.11;669.62;623.46
163;Russas;CE;Privada;78;551.55;599.08;574.57;635.57;754.62;623.08
164;Ouro;SC;Privada;8;571.08;616.9;582.28;578.67;765.0;622.78
165;Rio Pomba;MG;Privada;15;559.57;608.58;589.78;651.0;704.0;622.59
166;Guapimirim;RJ;Privada;15;581.91;604.81;603.83;676.45;645.33;622.47
167;São Manuel;SP;Privada;46;575.05;606.52;600.82;642.05;687.39;622.37
168;Ibirama;SC;Privada;9;578.46;618.0;598.32;653.93;662.22;622.19
169;Florestal;MG;Federal;104;570.5;607.28;580.1;665.01;687.88;622.15
170;Limoeiro;PE;Privada;190;559.57;598.3;588.29;642.16;721.89;622.04
171;Caxias do Sul;RS;Federal;97;583.9;605.63;610.33;637.2;672.78;621.97
172;Conceição das Alagoas;MG;Privada;11;564.51;592.75;564.14;656.55;730.91;621.77
173;Areado;MG;Privada;21;564.36;587.38;592.5;621.72;742.86;621.76
174;Juazeiro do Norte;CE;Privada;461;557.29;594.55;587.59;628.97;740.13;621.71
175;Conselheiro Lafaiete;MG;Privada;110;569.83;597.94;591.85;628.97;719.27;621.57
176;Lagoa Vermelha;RS;Privada;18;570.05;614.47;578.67;657.49;686.67;621.47
177;São José dos Campos;SP;Privada;2064;575.06;604.89;593.08;652.27;681.82;621.42
178;Dracena;SP;Privada;88;566.26;594.71;596.74;666.79;680.91;621.08
179;Nova Venécia;ES;Federal;127;565.49;606.02;590.03;653.69;689.45;620.94
180;Coromandel;MG;Privada;19;553.95;588.99;587.75;649.34;723.16;620.64
181;Paraisópolis;MG;Privada;51;567.46;600.27;596.27;661.57;676.08;620.33
182;Ouro Preto;MG;Privada;41;553.58;586.27;580.36;640.68;740.0;620.18
183;Caruaru;PE;Federal;87;575.35;601.2;586.12;657.52;680.69;620.18
184;Ouro Branco;MG;Federal;87;583.41;601.49;598.73;632.56;683.68;619.97
185;Quatá;SP;Privada;19;574.32;604.11;589.89;645.54;685.26;619.83
186;São José do Rio Pardo;SP;Privada;102;572.74;609.98;592.61;648.44;673.73;619.5
187;Manhumirim;MG;Privada;24;577.0;608.86;600.8;644.12;666.67;619.49
188;Conceição do Mato Dentro;MG;Privada;6;551.35;626.25;588.07;670.73;660.0;619.28
189;Santa Rosa;RS;Federal;54;557.31;602.47;580.91;636.89;718.15;619.15
190;Barreiras;BA;Federal;89;570.12;600.47;586.03;617.85;721.12;619.12
191;Guaxupé;MG;Privada;64;570.05;603.11;603.37;651.54;667.19;619.05
192;Manhuaçu;MG;Privada;111;561.6;600.32;595.05;629.98;707.39;618.87
193;Canoas;RS;Federal;65;582.38;611.68;589.7;656.3;653.23;618.66
194;Campo Belo;MG;Privada;67;554.78;604.31;587.26;647.4;699.4;618.63
195;Itaguaí;RJ;Federal;1;591.7;614.7;563.3;742.1;580.0;618.36
196;Caratinga;MG;Privada;90;566.1;591.45;591.92;639.92;701.78;618.23
197;Porto Seguro;BA;Federal;38;569.84;603.26;606.78;597.74;712.63;618.05
198;Machado;MG;Privada;70;559.87;589.92;585.22;630.3;724.86;618.03
199;Carmo do Rio Claro;MG;Privada;30;562.3;601.72;582.2;628.75;714.67;617.93
200;Teófilo Otoni;MG;Privada;188;565.98;603.62;578.12;627.54;713.94;617.84
201;Leopoldina;MG;Privada;58;563.16;599.79;592.41;632.52;700.69;617.71
202;Porto Ferreira;SP;Privada;82;567.44;596.82;589.1;647.88;687.32;617.71
203;Florianópolis;SC;Privada;1496;575.98;604.32;599.48;646.4;662.37;617.71
204;Monte Mor;SP;Privada;20;576.9;622.38;591.8;648.08;649.0;617.63
205;Itabirito;MG;Federal;50;567.56;587.88;594.02;645.03;693.2;617.54
206;Cerro Largo;RS;Privada;19;558.31;607.9;580.11;648.63;692.63;617.52
207;Espírito Santo do Pinhal;SP;Privada;41;568.49;605.99;595.29;619.97;696.59;617.26
208;Estância Velha;RS;Municipal;1;563.6;565.1;544.2;792.4;620.0;617.06
209;São Carlos;SP;Privada;633;568.1;596.98;592.19;634.86;692.99;617.03
210;Muriaé;MG;Privada;144;561.92;596.71;589.11;630.11;706.81;616.93
211;Seropédica;RJ;Federal;127;574.6;604.89;603.27;611.04;690.24;616.81
212;Araçuaí;MG;Federal;63;558.77;590.41;583.94;647.27;703.17;616.71
213;Fortaleza;CE;Federal;475;574.95;601.31;578.12;643.3;685.22;616.58
214;Tangará da Serra;MT;Privada;66;554.65;582.92;570.76;629.02;745.15;616.5
215;São Roque de Minas;MG;Privada;4;559.52;595.7;618.42;623.62;685.0;616.46
216;Correntina;BA;Privada;9;571.87;622.96;621.14;669.78;595.56;616.26
217;Luzerna;SC;Federal;32;577.33;607.0;591.01;666.27;639.38;616.2
218;Carangola;MG;Privada;74;559.53;585.35;585.65;615.65;734.59;616.16
219;Cambuí;MG;Privada;23;565.3;590.74;591.76;621.5;711.3;616.12
220;Bento Gonçalves;RS;Federal;120;576.29;612.21;584.79;650.41;656.5;616.04
221;Três Corações;MG;Privada;95;568.48;604.53;584.76;650.08;671.58;615.89
222;Laranjeiras do Sul;PR;Privada;24;569.29;610.57;604.83;623.88;670.83;615.88
223;Vera Cruz;RS;Privada;25;577.14;596.96;580.14;613.77;710.4;615.68
224;Congonhas;MG;Federal;94;563.9;596.5;581.3;639.14;697.45;615.66
225;Roca Sales;RS;Privada;31;557.21;608.25;578.02;639.96;694.84;615.65
226;Santa Bárbara;MG;Privada;20;564.25;598.08;565.04;621.12;728.0;615.3
227;Santa Adélia;SP;Privada;23;564.63;588.97;587.35;643.33;692.17;615.29
228;Montes Claros;MG;Privada;917;562.11;598.94;579.82;631.23;704.08;615.24
229;Ponte Nova;MG;Federal;71;559.02;591.56;574.98;615.61;734.93;615.22
230;Feira de Santana;BA;Privada;844;571.28;599.7;585.64;625.79;693.44;615.17
231;Carazinho;RS;Privada;71;569.8;604.47;590.45;659.3;648.73;614.55
232;Sabará;MG;Federal;55;575.31;615.31;583.91;633.44;664.36;614.47
233;Ibatiba;ES;Federal;97;556.61;607.92;593.73;623.53;690.52;614.46
234;Goiânia;GO;Privada;4922;562.33;591.0;586.12;622.95;708.46;614.17
235;Barueri;SP;Privada;267;579.09;601.96;588.38;654.05;647.27;614.15
236;Piumhi;MG;Privada;68;555.33;603.39;581.36;650.21;680.29;614.12
237;Arraial do Cabo;RJ;Federal;40;564.2;594.33;564.24;659.12;688.5;614.08
238;Betim;MG;Privada;185;563.56;595.49;579.65;619.21;711.68;613.92
239;Araxá;MG;Privada;96;562.95;586.92;575.16;620.49;723.96;613.9
240;Crateús;CE;Privada;57;534.54;579.89;558.12;589.39;807.02;613.79
241;Alegrete;RS;Privada;19;556.08;578.54;584.21;588.58;761.05;613.69
242;Igarapava;SP;Privada;44;566.49;594.21;578.79;611.57;717.27;613.67
243;Chapecó;SC;Federal;41;585.09;608.11;586.46;629.21;659.02;613.58
244;Teresópolis;RJ;Privada;213;572.29;603.67;586.05;638.8;667.04;613.57
245;Ouro Branco;MG;Privada;47;573.12;598.99;581.94;610.27;703.4;613.55
246;Bento Gonçalves;RS;Privada;111;568.57;599.52;577.63;636.21;685.77;613.54
247;Fraiburgo;SC;Privada;15;568.41;587.87;576.39;625.54;709.33;613.51
248;São Gonçalo do Amarante;RN;Federal;94;562.06;591.61;572.05;639.99;701.7;613.48
249;Santa Cruz das Palmeiras;SP;Privada;50;568.11;593.12;596.54;644.45;665.2;613.48
250;Passos;MG;Federal;51;573.97;595.96;573.09;586.73;737.25;613.4
251;Canela;RS;Privada;52;579.67;608.13;582.64;639.8;656.54;613.36
252;Blumenau;SC;Privada;476;574.88;600.78;597.67;649.33;642.94;613.12
253;Itapipoca;CE;Federal;2;593.4;525.15;604.4;661.95;680.0;612.98
254;Itanhandu;MG;Privada;26;574.37;604.38;595.27;653.93;636.92;612.97
255;Francisco Sá;MG;Privada;16;552.41;593.29;571.42;548.89;798.75;612.95
256;Arcos;MG;Privada;56;563.02;596.66;570.19;652.98;681.79;612.93
257;Brusque;SC;Privada;112;566.84;604.66;596.56;637.68;658.75;612.9
258;Vassouras;RJ;Privada;53;572.81;592.07;580.85;624.26;693.96;612.79
259;Porteirinha;MG;Privada;6;587.52;623.57;572.5;616.78;663.33;612.74
260;São Miguel do Oeste;SC;Privada;28;575.7;598.63;559.96;629.19;700.0;612.69
261;Resende;RJ;Privada;316;569.72;596.85;583.97;629.92;682.66;612.62
262;Atibaia;SP;Privada;285;570.71;598.51;584.23;633.35;676.21;612.6
263;Passa Quatro;MG;Privada;19;571.62;605.43;598.59;616.72;670.53;612.58
264;Alpinópolis;MG;Privada;35;528.53;578.23;592.95;636.8;726.29;612.56
265;Porto Alegre;RS;Federal;274;573.16;594.96;576.69;635.67;682.04;612.5
266;Caçador;SC;Privada;53;575.52;594.81;600.39;620.4;671.32;612.49
267;Alfenas;MG;Privada;166;557.97;591.0;580.87;619.59;712.89;612.46
268;Ponte Nova;MG;Privada;80;552.13;588.79;584.72;613.42;722.75;612.36
269;Fortaleza;CE;Privada;7006;554.45;587.55;573.99;626.4;719.22;612.32
270;Eunápolis;BA;Privada;111;554.82;583.26;575.67;623.49;723.78;612.2
271;Carlos Barbosa;RS;Privada;19;577.35;607.11;569.09;670.6;636.84;612.2
272;Barra do Piraí;RJ;Privada;155;568.4;592.15;573.94;611.58;714.58;612.13
273;Sabará;MG;Privada;54;555.81;580.24;566.91;609.22;747.41;611.92
274;Jaguariúna;SP;Privada;49;576.39;595.33;587.77;627.29;672.65;611.89
275;Acopiara;CE;Privada;11;561.06;593.97;571.73;639.88;692.73;611.87
276;Bambuí;MG;Privada;13;547.48;610.32;584.2;624.65;692.31;611.79
277;São Bento do Sapucaí;SP;Privada;17;557.7;613.42;568.35;638.65;678.82;611.39
278;Bastos;SP;Privada;22;556.7;599.55;598.96;669.59;631.82;611.32
279;Ibitinga;SP;Privada;43;563.9;591.04;591.38;627.8;682.33;611.29
280;Santos Dumont;MG;Federal;16;558.12;586.69;553.76;640.18;717.5;611.25
281;Florianópolis;SC;Federal;299;573.9;604.12;592.4;649.44;635.92;611.16
282;Venda Nova do Imigrante;ES;Privada;12;565.18;591.17;585.02;607.48;706.67;611.1
283;Barbacena;MG;Privada;292;562.62;594.46;576.98;636.1;685.21;611.07
284;Portão;RS;Privada;21;582.76;615.58;585.79;619.66;651.43;611.04
285;São Gotardo;MG;Privada;31;567.83;589.55;582.91;650.64;663.87;610.96
286;Itapecerica;MG;Privada;15;569.71;583.44;580.01;618.93;702.67;610.95
287;Caxias do Sul;RS;Privada;603;571.29;594.82;582.32;631.9;674.23;610.91
288;Teixeira de Freitas;BA;Federal;74;555.13;589.16;561.65;616.13;732.43;610.9
289;Teofilândia;BA;Privada;36;562.4;594.68;574.71;614.98;707.22;610.8
290;Nova Era;MG;Privada;19;564.74;590.05;580.6;630.26;687.37;610.6
291;Itaperuna;RJ;Federal;101;566.97;599.85;583.8;619.59;682.77;610.6
292;Palmas;TO;Privada;519;561.75;593.27;584.51;616.65;696.38;610.51
293;São Bento do Sul;SC;Privada;68;564.0;587.06;594.78;637.52;668.53;610.38
294;Surubim;PE;Privada;87;548.79;585.3;563.7;600.7;753.33;610.36
295;Linhares;ES;Federal;116;559.13;593.13;596.79;628.12;674.48;610.33
296;Mogi Guaçu;SP;Privada;192;571.43;600.34;591.98;629.54;658.33;610.32
297;Venda Nova do Imigrante;ES;Federal;129;564.15;605.67;578.99;616.15;686.2;610.23
298;Ribeirão Preto;SP;Privada;1926;568.91;594.39;591.84;628.77;667.08;610.2
299;Itajobi;SP;Privada;24;578.56;595.11;580.3;634.37;662.5;610.17
300;Serrinha;BA;Privada;57;549.52;584.08;562.78;598.86;755.44;610.14
301;Caetanópolis;MG;Privada;17;547.22;583.01;574.72;623.32;722.35;610.12
302;Lauro de Freitas;BA;Privada;618;557.8;593.92;578.22;605.76;714.34;610.01
303;Redenção;CE;Privada;10;504.42;574.91;581.06;646.42;742.0;609.76
304;Oeiras;PI;Privada;37;546.73;605.41;579.29;594.06;723.24;609.75
305;São José do Rio Preto;SP;Privada;1151;569.39;595.9;592.16;621.85;669.38;609.74
306;Araras;SP;Privada;157;569.02;589.55;583.62;631.75;674.65;609.72
307;Três Passos;RS;Privada;33;574.58;606.52;593.09;625.77;648.48;609.69
308;Itajubá;MG;Privada;300;558.86;593.85;580.01;634.68;681.0;609.68
309;Nova Russas;CE;Privada;24;554.57;586.35;576.24;599.33;731.67;609.63
310;Sobral;CE;Privada;547;550.23;585.59;576.54;618.22;717.51;609.62
311;Currais Novos;RN;Federal;145;559.44;589.57;583.85;610.13;705.1;609.62
312;Franca;SP;Privada;613;560.6;585.8;574.13;617.48;709.66;609.53
313;Mariana;MG;Privada;54;562.54;593.24;576.02;601.1;714.44;609.47
314;Cachoeiro de Itapemirim;ES;Privada;349;554.48;586.61;578.54;624.34;703.21;609.43
315;Marau;RS;Privada;35;574.69;591.15;584.37;605.84;690.86;609.38
316;Teresina;PI;Privada;3404;554.56;584.06;570.8;612.68;724.69;609.36
317;Guaçuí;ES;Privada;12;573.92;584.76;601.28;629.91;656.67;609.3
318;Três Marias;MG;Privada;22;556.42;603.95;583.62;607.88;694.55;609.28
319;Cabo Frio;RJ;Federal;116;569.86;591.18;565.07;601.34;718.62;609.21
320;Alta Floresta;MT;Privada;34;564.32;594.57;576.41;615.31;695.29;609.18
321;Ceres;GO;Privada;76;554.94;584.46;576.37;612.83;717.11;609.14
322;Pirassununga;SP;Privada;178;572.54;593.9;583.7;633.71;661.8;609.13
323;Santa Rosa;RS;Privada;188;566.46;590.91;578.95;621.69;687.45;609.09
324;Borda da Mata;MG;Privada;17;551.75;597.64;599.96;636.25;658.82;608.89
325;Gandu;BA;Privada;38;572.08;591.18;574.79;583.19;723.16;608.88
326;Itaperuna;RJ;Privada;143;554.82;594.04;585.77;619.2;689.93;608.75
327;Toledo;PR;Privada;176;559.22;588.38;586.53;625.98;682.95;608.61
