POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
2124;Piumhi;MG;Estadual;181;512.48;522.18;510.68;536.49;571.82;530.73
2125;Dom Pedro;MA;Municipal;2;509.85;509.75;528.65;495.4;610.0;530.73
2126;Gramado;RS;Estadual;98;525.93;529.38;513.84;526.01;558.37;530.71
2127;Santa Rosa;RS;Estadual;373;513.68;532.72;513.35;523.15;570.62;530.7
2128;Crucilândia;MG;Estadual;24;519.48;534.05;523.15;525.64;550.83;530.63
2129;Catanduva;SP;Estadual;497;521.18;528.28;509.0;534.61;559.76;530.57
2130;São Vicente de Minas;MG;Estadual;62;509.04;533.75;515.38;519.48;575.16;530.56
2131;Maragogipe;BA;Privada;12;510.57;506.07;506.14;496.62;633.33;530.54
2132;Uberlândia;MG;Estadual;3579;514.68;524.44;506.51;525.77;581.19;530.52
2133;Piraúba;MG;Estadual;64;502.0;521.58;533.65;536.6;558.75;530.52
2134;Vila Maria;RS;Estadual;26;504.55;523.83;496.08;525.04;603.08;530.52
2135;Conceição do Araguaia;PA;Privada;88;498.42;524.98;503.42;520.01;605.68;530.5
2136;Turmalina;MG;Estadual;136;517.85;533.79;519.97;530.56;550.29;530.49
2137;Matutina;MG;Estadual;30;516.13;538.22;505.41;554.54;538.0;530.46
2138;Monte Castelo;SP;Estadual;16;505.28;528.29;518.13;509.17;591.25;530.42
2139;Tocantins;MG;Estadual;74;514.56;525.38;523.86;531.2;557.03;530.41
2140;Relvado;RS;Estadual;11;519.52;530.14;524.36;503.45;574.55;530.4
2141;Vista Alegre do Prata;RS;Estadual;9;505.12;524.52;482.84;483.61;655.56;530.33
2142;Paraíso do Sul;RS;Estadual;47;504.87;527.52;507.23;514.07;597.87;530.31
2143;São José do Cedro;SC;Estadual;37;511.66;538.15;524.18;530.78;546.49;530.25
2144;Santa Bárbara do Monte Verde;MG;Estadual;24;515.91;530.88;517.04;519.93;567.5;530.25
2145;Diogo de Vasconcelos;MG;Estadual;17;503.41;516.71;493.45;528.25;609.41;530.25
2146;Pará de Minas;MG;Municipal;1;548.9;590.7;536.7;434.9;540.0;530.24
2147;Lorena;SP;Estadual;284;523.21;524.92;514.83;526.8;561.13;530.18
2148;Paineiras;MG;Estadual;39;498.69;514.28;500.84;535.01;602.05;530.17
2149;Jóia;RS;Estadual;35;504.24;535.29;526.6;503.4;581.14;530.14
2150;Barão de Cotegipe;RS;Estadual;48;512.55;519.24;504.85;526.41;587.5;530.11
2151;São João dos Patos;MA;Federal;72;511.87;520.86;508.0;521.22;588.33;530.06
2152;Santa Rita de Minas;MG;Estadual;39;505.01;526.71;517.68;509.6;591.28;530.06
2153;Seritinga;MG;Estadual;11;535.55;515.95;504.6;554.23;540.0;530.06
2154;Toropi;RS;Estadual;21;504.37;536.06;506.18;527.38;576.19;530.03
2155;Piracaia;SP;Estadual;138;510.29;522.54;500.12;533.15;583.91;530.0
2156;Rolante;RS;Estadual;89;511.86;532.21;519.14;520.07;566.74;530.0
2157;Teutônia;RS;Estadual;150;512.13;531.17;508.02;528.67;570.0;530.0
2158;Dom Cavati;MG;Estadual;40;506.15;512.11;524.83;535.54;571.0;529.93
2159;Biquinhas;MG;Estadual;19;505.3;541.79;524.28;516.16;562.11;529.93
2160;Maria da Fé;MG;Estadual;69;509.8;512.59;512.04;540.37;574.49;529.86
2161;Palmeira;PR;Estadual;149;523.49;543.01;513.81;529.83;539.06;529.84
2162;Palmital;SP;Estadual;111;511.62;518.98;502.86;536.76;578.92;529.83
2163;Colinas;RS;Estadual;11;509.24;514.81;526.1;527.57;570.91;529.73
2164;Salto Veloso;SC;Estadual;10;486.86;534.81;523.35;535.53;568.0;529.71
2165;Manhumirim;MG;Municipal;68;511.96;527.51;511.2;525.12;572.65;529.69
2166;Santa Maria;RS;Estadual;1157;521.17;524.01;513.61;517.35;572.0;529.63
2167;Ruy Barbosa;BA;Privada;31;501.43;524.51;518.06;506.11;598.06;529.63
2168;Bento Gonçalves;RS;Estadual;216;518.26;525.53;511.91;533.01;559.44;529.63
2169;Urussanga;SC;Estadual;57;511.4;527.78;518.7;519.35;570.88;529.62
2170;Espumoso;RS;Estadual;87;511.51;526.07;506.72;517.04;586.67;529.6
2171;Itati;RS;Estadual;7;508.77;546.24;488.77;481.23;622.86;529.57
2172;Eugenópolis;MG;Estadual;44;517.0;525.12;504.23;526.05;575.0;529.48
2173;Aspásia;SP;Estadual;11;505.13;529.97;503.05;536.53;572.73;529.48
2174;Turiúba;SP;Estadual;14;512.06;519.96;505.12;527.36;582.86;529.47
2175;MOGI MIRIM;SP;Estadual;514;522.05;528.78;510.0;539.08;547.32;529.45
2176;Itamonte;MG;Municipal;2;507.45;521.75;508.4;479.25;630.0;529.37
2177;Lagoa da Prata;MG;Estadual;196;512.25;519.74;505.23;530.85;578.67;529.35
2178;Américo de Campos;SP;Municipal;16;517.21;525.33;517.63;506.45;580.0;529.33
2179;Centenário;RS;Estadual;22;505.45;533.98;520.96;520.57;565.45;529.28
2180;Ipê;RS;Estadual;33;509.49;533.85;507.01;534.17;561.82;529.27
2181;Vazante;MG;Estadual;110;504.58;512.92;506.68;515.82;606.36;529.27
2182;Adustina;BA;Municipal;34;512.64;514.08;491.6;504.99;622.94;529.25
2183;Planalto;RS;Estadual;51;513.77;529.72;502.37;519.36;580.78;529.2
2184;Mirador;PR;Municipal;1;495.3;585.2;548.6;416.8;600.0;529.18
2185;Guarani d'Oeste;SP;Estadual;8;503.31;546.6;521.19;514.61;560.0;529.14
2186;Piracema;MG;Estadual;47;515.54;520.2;511.74;528.32;569.79;529.12
2187;Natal;RN;Municipal;1;587.3;586.7;554.5;496.7;420.0;529.04
2188;Jundiaí;SP;Estadual;1989;523.12;530.28;508.52;530.59;552.65;529.03
2189;Olho d'Água das Cunhãs;MA;Privada;11;530.3;535.89;513.06;513.06;552.73;529.01
2190;Rio Casca;MG;Estadual;60;514.92;535.22;501.99;524.08;568.67;528.98
2191;Santa Rita de Ibitipoca;MG;Estadual;18;506.97;536.32;527.79;551.37;522.22;528.93
2192;Santo Estêvão;BA;Privada;24;512.49;533.6;496.75;508.31;593.33;528.9
2193;Potirendaba;SP;Estadual;57;526.71;528.69;518.19;531.84;538.95;528.88
2194;Carmo da Mata;MG;Estadual;67;514.96;533.89;514.99;516.35;563.88;528.81
2195;Dores de Guanhães;MG;Estadual;19;494.46;499.88;541.67;526.97;581.05;528.81
2196;Treze Tílias;SC;Municipal;1;557.6;531.2;530.8;544.4;480.0;528.8
2197;Brodowski;SP;Privada;21;522.12;531.5;527.25;519.28;543.81;528.79
2198;Inhuma;PI;Privada;10;485.81;502.18;506.65;559.04;590.0;528.74
2199;Pacujá;CE;Estadual;183;504.06;533.75;504.97;543.07;557.81;528.73
2200;Agudo;RS;Estadual;66;510.14;530.21;507.63;528.7;566.97;528.73
2201;Afonso Cláudio;ES;Estadual;161;504.52;522.68;508.26;529.26;578.76;528.7
2202;Nova Hartz;RS;Estadual;67;517.82;530.27;500.65;526.79;567.76;528.66
2203;Cícero Dantas;BA;Municipal;2;470.95;456.85;508.45;487.0;720.0;528.65
2204;Barra;BA;Privada;22;514.86;551.2;515.25;514.61;547.27;528.64
2205;Pedras Altas;RS;Estadual;4;519.1;520.75;539.55;543.67;520.0;528.62
2206;Miradouro;MG;Estadual;51;492.32;514.72;512.51;503.36;620.0;528.58
2207;São Gonçalo do Amarante;RN;Privada;31;516.26;519.94;526.65;521.95;558.06;528.57
2208;Ipuiúna;MG;Estadual;38;504.12;508.57;512.23;543.75;574.21;528.57
2209;Ibarama;RS;Estadual;25;479.04;498.29;513.62;523.9;628.0;528.57
2210;Delmiro Gouveia;AL;Privada;46;498.6;514.18;515.89;515.28;598.7;528.53
2211;Ortigueira;PR;Privada;7;511.76;536.29;489.34;510.89;594.29;528.51
2212;Bom Jardim;RJ;Estadual;120;514.12;525.17;507.87;520.15;575.17;528.5
2213;Ouro;SC;Estadual;4;495.88;538.72;496.88;575.9;535.0;528.48
2214;São José do Vale do Rio Preto;RJ;Privada;8;506.26;504.62;526.49;519.76;585.0;528.43
2215;Itaberaba;BA;Municipal;2;514.1;563.35;493.9;490.75;580.0;528.42
2216;Propriá;SE;Privada;141;504.28;517.63;510.06;504.08;605.82;528.37
2217;Astorga;PR;Federal;1;440.1;429.3;578.0;634.3;560.0;528.34
2218;Monte Santo;BA;Privada;26;496.92;538.23;512.25;502.7;591.54;528.33
2219;Alto Paraíso de Goiás;GO;Privada;3;503.0;557.9;531.23;549.47;500.0;528.32
2220;Valinhos;SP;Estadual;502;525.29;530.32;509.31;530.56;546.02;528.3
2221;Caxias do Sul;RS;Estadual;1634;520.2;524.03;506.99;519.42;570.76;528.28
2222;Caculé;BA;Privada;28;485.39;535.73;497.08;540.23;582.86;528.26
2223;Pato Branco;PR;Municipal;7;507.23;536.46;518.1;545.0;534.29;528.21
2224;Bauru;SP;Estadual;1523;522.51;532.02;513.25;526.64;546.49;528.18
2225;Aiuruoca;MG;Estadual;34;513.76;541.95;499.95;529.73;555.29;528.14
2226;Silveirânia;MG;Estadual;39;508.49;540.2;510.05;520.91;561.03;528.13
2227;Itaguara;MG;Estadual;105;507.15;524.48;512.65;525.14;571.24;528.13
2228;Rio das Flores;RJ;Estadual;27;516.28;528.15;497.54;518.61;580.0;528.12
2229;Orlândia;SP;Estadual;229;518.8;526.91;514.4;522.87;557.38;528.07
2230;Cachoeira de Minas;MG;Estadual;73;513.59;523.2;510.85;542.28;550.41;528.07
2231;Ponte Preta;RS;Estadual;6;518.18;535.7;544.15;555.65;486.67;528.07
2232;Tiradentes do Sul;RS;Estadual;27;499.81;515.43;518.84;514.44;591.85;528.07
2233;Paulo Lopes;SC;Estadual;18;505.34;531.23;498.34;497.45;607.78;528.03
2234;Campestre da Serra;RS;Estadual;21;494.94;506.97;495.4;516.95;625.71;528.0
2235;Davinópolis;MA;Municipal;4;515.17;521.28;533.83;469.75;600.0;528.0
2236;Dores de Campos;MG;Estadual;67;510.18;528.71;508.34;504.38;588.36;527.99
2237;Bandeira do Sul;MG;Estadual;29;507.22;529.11;503.23;533.51;566.9;527.99
2238;Irapuru;SP;Estadual;33;504.08;528.74;523.81;525.51;557.58;527.94
2239;Ilópolis;RS;Estadual;27;496.53;512.82;532.48;514.72;582.96;527.9
2240;Morro Reuter;RS;Estadual;25;532.15;555.3;499.92;496.85;555.2;527.88
2241;Ibirapuitã;RS;Estadual;19;512.22;521.58;496.74;512.9;595.79;527.85
2242;Tremembé;SP;Municipal;10;525.41;515.33;481.34;531.13;586.0;527.84
2243;Araras;SP;Estadual;670;520.04;528.48;512.23;526.16;552.15;527.81
2244;Indianópolis;MG;Municipal;2;430.9;529.05;489.25;559.8;630.0;527.8
2245;Lindolfo Collor;RS;Estadual;29;500.12;530.88;508.26;533.48;566.21;527.79
2246;Seara;SC;Estadual;62;497.68;529.16;515.0;526.95;570.0;527.76
2247;Ilha Solteira;SP;Estadual;128;522.39;535.54;518.73;521.16;540.94;527.75
2248;Casa Grande;MG;Estadual;21;495.35;538.42;524.25;513.05;567.62;527.74
2249;Schroeder;SC;Estadual;78;518.83;535.09;511.77;528.42;544.62;527.74
2250;União dos Palmares;AL;Privada;71;498.96;501.21;501.21;523.45;613.8;527.73
2251;Águas de Lindóia;SP;Estadual;83;521.24;529.25;510.23;515.22;562.65;527.72
2252;São José do Rio Preto;SP;Estadual;1634;519.82;528.41;508.26;531.24;550.84;527.71
2253;Quissamã;RJ;Privada;16;511.07;509.38;523.11;517.48;577.5;527.71
2254;Bariri;SP;Estadual;158;518.05;529.93;503.31;519.15;567.97;527.68
2255;São João;PR;Estadual;78;508.95;530.37;506.85;522.74;569.49;527.68
2256;Comodoro;MT;Privada;5;532.74;501.52;527.86;504.14;572.0;527.65
2257;São Leopoldo;RS;Estadual;697;520.29;522.27;508.26;527.95;559.4;527.64
2258;Itapecerica;MG;Estadual;121;510.13;518.71;514.73;541.22;553.39;527.63
2259;Itamonte;MG;Estadual;55;510.51;535.49;521.37;539.05;531.64;527.61
2260;Ouricuri;PE;Privada;18;494.88;512.9;500.75;509.49;620.0;527.6
2261;Corupá;SC;Estadual;25;513.73;530.6;521.22;522.7;549.6;527.57
2262;Campos do Jordão;SP;Municipal;1;481.8;521.9;490.7;583.4;560.0;527.56
2263;Roca Sales;RS;Estadual;14;512.88;527.84;484.36;543.91;568.57;527.51
2264;Restinga Seca;RS;Estadual;54;516.11;530.14;513.32;527.89;550.0;527.49
2265;Goianésia;GO;Estadual;507;506.54;517.55;511.71;517.26;584.3;527.47
2266;Simonésia;MG;Privada;6;500.35;555.58;509.38;508.57;563.33;527.44
2267;São Sebastião do Oeste;MG;Estadual;26;509.75;521.25;516.61;533.35;556.15;527.42
2268;São Lourenço da Mata;PE;Federal;71;509.16;520.81;517.15;522.73;567.04;527.38
2269;Codó;MA;Federal;138;511.23;525.23;513.88;501.62;584.78;527.35
2270;Cristina;MG;Estadual;49;508.21;532.87;527.79;539.51;528.16;527.31
2271;Alcinópolis;MS;Estadual;14;510.84;533.91;517.5;500.01;574.29;527.31
2272;Mortugaba;BA;Estadual;35;489.5;506.78;506.4;517.94;615.43;527.21
2273;Siderópolis;SC;Estadual;12;536.22;551.91;490.27;509.11;548.33;527.17
2274;Boa Viagem;CE;Privada;8;490.25;507.84;487.95;542.3;607.5;527.17
2275;Feliz;RS;Municipal;1;452.2;485.2;584.1;534.2;580.0;527.14
2276;Francisco Beltrão;PR;Estadual;632;509.88;532.32;512.76;528.65;552.03;527.13
2277;Selbach;RS;Estadual;14;493.95;496.99;500.74;528.21;615.71;527.12
2278;Monte Alegre do Sul;SP;Estadual;66;524.4;538.78;497.8;515.25;559.39;527.12
2279;Ribeirópolis;SE;Estadual;110;493.94;508.41;520.59;508.47;604.0;527.08
2280;Bom Jesus do Amparo;MG;Estadual;28;508.09;523.82;514.06;537.44;551.43;526.97
2281;Conselheiro Pena;MG;Privada;11;528.07;525.73;493.59;514.68;572.73;526.96
2282;Macedônia;SP;Estadual;13;527.46;540.23;503.66;500.3;563.08;526.95
2283;Paranapuã;SP;Estadual;18;511.48;516.47;522.99;523.82;560.0;526.95
2284;São Miguel do Anta;MG;Estadual;45;482.95;513.86;507.65;525.49;604.44;526.88
2285;Piranga;MG;Estadual;121;505.39;532.21;512.75;528.52;555.54;526.88
2286;Santo Antônio do Sudoeste;PR;Estadual;103;506.43;525.84;509.83;514.84;577.28;526.85
2287;Bebedouro;SP;Estadual;297;518.69;526.02;516.37;526.46;546.67;526.84
2288;José Raydan;MG;Estadual;17;500.32;510.86;476.18;522.05;624.71;526.82
2289;Arapuá;MG;Estadual;22;492.72;521.6;520.03;538.8;560.91;526.81
2290;São Carlos;SC;Privada;1;534.1;572.7;526.6;500.6;500.0;526.8
2291;Cabo Frio;RJ;Municipal;184;519.26;522.66;504.33;510.19;577.5;526.79
2292;Itatiaiuçu;MG;Estadual;81;508.18;527.46;514.24;536.82;547.16;526.77
2293;Igarapé-Açu;PA;Privada;50;499.13;511.77;522.66;497.41;602.8;526.75
2294;Mococa;SP;Estadual;349;516.85;522.02;511.82;514.47;568.6;526.75
2295;Frei Lagonegro;MG;Estadual;16;495.76;532.99;510.38;520.58;573.75;526.69
2296;Vacaria;RS;Estadual;237;518.32;528.04;510.34;511.06;565.65;526.68
2297;Venda Nova do Imigrante;ES;Estadual;165;506.23;526.14;513.5;518.99;568.48;526.67
2298;Amambai;MS;Privada;3;497.37;510.4;546.5;525.77;553.33;526.67
2299;Saquarema;RJ;Estadual;440;514.02;524.22;503.22;524.8;567.09;526.67
2300;Curitiba;PR;Estadual;9010;520.5;528.35;509.06;524.04;551.25;526.64
2301;Rio dos Índios;RS;Estadual;15;495.87;550.55;510.4;512.35;564.0;526.63
2302;Iconha;ES;Estadual;70;504.39;521.72;510.6;522.08;574.29;526.62
2303;Passa-Vinte;MG;Estadual;15;491.98;501.29;522.63;550.43;566.67;526.6
2304;Tabapuã;SP;Estadual;47;520.89;536.39;500.95;536.07;538.72;526.6
2305;São José de Mipibu;RN;Privada;10;506.21;520.6;523.26;506.79;576.0;526.57
2306;Uruará;PA;Privada;38;487.97;514.94;506.59;515.72;607.37;526.52
2307;Capela Nova;MG;Estadual;21;514.7;531.5;508.51;511.76;565.71;526.44
2308;Pinheirinho do Vale;RS;Estadual;21;499.44;530.88;493.71;514.84;593.33;526.44
2309;Teresópolis;RJ;Estadual;762;518.43;526.31;503.34;518.64;565.28;526.4
2310;Tomazina;PR;Privada;15;525.94;516.0;520.95;503.72;565.33;526.39
2311;Itarana;ES;Estadual;79;488.24;516.49;512.38;533.06;581.77;526.39
2312;Erval Grande;RS;Estadual;18;496.95;523.61;527.04;525.36;558.89;526.37
2313;Imbé;RS;Estadual;119;520.14;524.72;511.64;525.49;549.75;526.35
2314;Barra dos Coqueiros;SE;Privada;19;490.87;500.85;510.22;494.95;634.74;526.33
2315;Itatiba do Sul;RS;Estadual;18;515.71;547.55;502.74;492.13;573.33;526.29
2316;Cássia;MG;Estadual;86;501.7;525.59;506.22;526.96;570.93;526.28
2317;Portelândia;GO;Estadual;16;513.47;526.79;494.93;559.93;536.25;526.27
2318;Monte Carmelo;MG;Estadual;303;504.58;523.04;509.57;524.15;569.83;526.24
2319;Fartura;SP;Estadual;125;517.31;530.94;505.06;528.88;548.96;526.23
2320;Toledo;PR;Estadual;477;519.45;534.91;511.59;522.92;542.1;526.19
2321;Lagoa Santa;MG;Estadual;329;515.94;521.07;507.95;524.94;560.85;526.15
2322;São José do Hortêncio;RS;Estadual;13;496.78;537.15;535.21;507.75;553.85;526.15
2323;Capitólio;MG;Estadual;54;510.9;524.39;503.81;580.53;511.11;526.15
2324;Irará;BA;Privada;30;502.54;516.15;499.56;504.43;608.0;526.13
2325;São José do Mantimento;MG;Estadual;17;508.98;521.64;502.96;540.55;556.47;526.12
2326;Boqueirão do Leão;RS;Estadual;35;509.07;527.67;497.13;511.9;584.57;526.07
2327;Camacho;MG;Estadual;28;509.61;523.74;512.05;527.06;557.86;526.06
2328;Lagoa Bonita do Sul;RS;Estadual;11;514.7;522.83;495.94;522.29;574.55;526.06
2329;Farroupilha;RS;Estadual;283;514.47;525.1;501.35;533.29;555.9;526.02
2330;Tapera;RS;Estadual;53;499.32;514.91;507.42;521.61;586.79;526.01
2331;Penha;SC;Municipal;2;551.6;552.1;525.0;481.3;520.0;526.0
2332;Icaraíma;PR;Estadual;40;506.14;501.03;494.07;506.57;622.0;525.96
2333;Guarantã do Norte;MT;Privada;9;498.36;529.67;541.89;530.99;528.89;525.96
2334;Angatuba;SP;Estadual;119;519.2;527.6;497.06;523.06;562.69;525.92
2335;Jales;SP;Estadual;267;510.33;521.81;503.34;529.03;565.02;525.9
2336;General Salgado;SP;Estadual;95;503.4;516.33;503.86;534.49;571.37;525.89
2337;Passo Fundo;RS;Estadual;747;515.77;522.75;506.88;516.09;567.93;525.88
2338;Arco-Íris;SP;Estadual;4;537.97;526.1;536.52;538.65;490.0;525.85
2339;Vargem Grande;MA;Municipal;26;515.74;524.85;491.88;484.25;612.31;525.81
2340;Pedra do Anta;MG;Estadual;22;511.41;529.24;519.16;515.57;553.64;525.8
2341;Venâncio Aires;RS;Estadual;243;512.36;524.67;506.63;522.93;562.39;525.8
2342;Araruama;RJ;Municipal;2;492.0;510.85;500.55;495.3;630.0;525.74
2343;Anta Gorda;RS;Estadual;16;507.73;507.99;499.98;535.45;577.5;525.73
2344;Santos;SP;Municipal;1;528.8;450.0;562.3;507.5;580.0;525.72
2345;São Roque do Canaã;ES;Estadual;96;481.15;510.37;512.56;513.28;610.83;525.64
2346;Niterói;RJ;Estadual;2292;513.61;520.8;502.33;520.12;571.11;525.6
2347;São Carlos;SP;Estadual;1233;515.77;522.23;504.48;530.95;554.57;525.6
2348;Pindamonhangaba;SP;Estadual;841;516.73;521.65;503.08;520.0;566.52;525.6
2349;Iramaia;BA;Estadual;11;493.96;505.16;512.11;525.81;590.91;525.59
2350;Matupá;MT;Privada;17;502.74;512.51;519.11;517.07;576.47;525.58
2351;Ajuricaba;RS;Estadual;38;493.49;516.33;519.08;507.97;591.05;525.58
2352;Marmelópolis;MG;Estadual;30;494.97;516.5;504.04;528.34;584.0;525.57
2353;Campos Altos;MG;Estadual;62;504.18;512.73;504.54;533.62;572.58;525.53
2354;São Sepé;RS;Estadual;119;507.71;517.58;522.74;529.04;550.59;525.53
2355;Porto Vitória;PR;Estadual;17;521.06;533.75;513.52;512.11;547.06;525.5
2356;Quedas do Iguaçu;PR;Municipal;2;510.4;523.4;497.5;576.1;520.0;525.48
2357;Conceição do Pará;MG;Estadual;16;514.0;520.07;529.24;519.11;545.0;525.48
2358;Sapiranga;RS;Estadual;364;514.85;517.22;496.64;526.88;571.81;525.48
2359;Lavras;MG;Estadual;566;507.74;516.59;509.51;515.58;577.67;525.42
2360;Itapira;SP;Estadual;251;521.53;527.88;513.57;518.61;545.5;525.42
2361;Joaquim Távora;PR;Estadual;50;518.56;520.83;516.44;530.3;540.8;525.39
2362;Esperança do Sul;RS;Estadual;14;516.34;524.46;525.39;526.17;534.29;525.33
2363;Sul Brasil;SC;Estadual;11;514.45;541.44;513.55;506.25;550.91;525.32
2364;Carmo do Cajuru;MG;Estadual;146;507.19;515.6;512.77;530.65;560.27;525.3
2365;Santa Bárbara d'Oeste;SP;Estadual;725;522.03;526.99;509.02;524.94;543.45;525.28
2366;Campo Bom;RS;Estadual;260;519.75;517.89;497.07;529.21;562.31;525.25
2367;Catas Altas;MG;Estadual;36;512.38;523.47;516.01;535.43;538.89;525.24
2368;Wenceslau Braz;MG;Estadual;18;500.67;531.77;503.43;543.44;546.67;525.2
2369;Alegrete;RS;Federal;49;504.0;531.2;528.22;532.71;529.8;525.18
2370;Osório;RS;Estadual;342;519.53;527.54;501.75;518.5;558.54;525.17
2371;Mongaguá;SP;Estadual;290;523.96;521.81;502.26;524.41;553.38;525.16
2372;Perdigão;MG;Estadual;40;507.73;525.36;506.0;546.04;540.5;525.13
2373;Santa Rita de Jacutinga;MG;Estadual;20;493.12;505.8;489.44;509.21;628.0;525.11
2374;Fernandópolis;SP;Estadual;346;515.99;524.54;505.76;520.03;559.08;525.08
2375;Junqueirópolis;SP;Estadual;68;521.38;526.92;505.62;539.67;531.76;525.07
2376;Paula Cândido;MG;Estadual;69;497.34;514.46;504.97;518.16;590.43;525.07
2377;Passa Sete;RS;Estadual;32;492.82;504.9;491.9;491.78;643.75;525.03
2378;Saudades;SC;Estadual;28;495.31;526.17;515.9;533.46;554.29;525.02
2379;Brazópolis;MG;Estadual;42;496.78;513.71;511.77;566.1;536.67;525.01
2380;Capetinga;MG;Estadual;27;509.79;527.83;488.67;520.16;578.52;524.99
2381;Elói Mendes;MG;Estadual;145;508.13;517.18;502.18;525.28;572.14;524.98
2382;Carbonita;MG;Estadual;84;492.25;516.72;496.14;504.02;615.71;524.97
2383;Martins Soares;MG;Estadual;33;529.63;554.36;511.51;509.21;520.0;524.94
2384;Monte Negro;RO;Municipal;2;541.95;570.1;537.85;484.8;490.0;524.94
2385;Santo Expedito do Sul;RS;Estadual;12;483.57;507.85;514.52;520.41;598.33;524.93
2386;Taquaraçu de Minas;MG;Estadual;22;510.25;547.64;523.59;515.0;528.18;524.93
2387;Vila Lângaro;RS;Estadual;22;492.37;517.13;507.22;526.94;580.91;524.91
2388;Belo Horizonte;MG;Estadual;12468;515.73;523.27;508.75;520.41;556.35;524.9
2389;Ampére;PR;Estadual;131;507.37;525.85;512.99;527.65;550.53;524.88
2390;Bálsamo;SP;Estadual;37;520.25;519.32;512.5;513.21;558.92;524.84
2391;Ituverava;SP;Estadual;182;506.05;517.45;502.73;508.19;589.78;524.84
2392;Sete de Setembro;RS;Estadual;13;504.78;541.95;528.66;481.08;567.69;524.83
2393;Astolfo Dutra;MG;Estadual;55;505.38;528.97;510.83;522.52;556.36;524.81
2394;Faxinal;PR;Municipal;1;556.1;618.3;558.7;470.7;420.0;524.76
2395;Verê;PR;Estadual;57;508.08;536.09;524.13;527.07;528.42;524.76
2396;Cachoeirinha;RS;Estadual;613;520.9;523.37;500.97;527.62;550.86;524.75
2397;Mogi Guaçu;SP;Estadual;342;520.0;523.1;507.7;527.41;545.56;524.75
2398;Novo Aripuanã;AM;Municipal;1;490.0;536.9;379.9;556.9;660.0;524.74
2399;Abaíra;BA;Estadual;28;504.59;510.59;505.96;518.24;584.29;524.73
2400;Nova Araçá;RS;Estadual;16;518.92;548.6;516.24;521.13;518.75;524.73
2401;Parintins;AM;Federal;68;509.94;527.61;506.34;511.78;567.94;524.72
2402;Pindorama;SP;Estadual;39;509.01;532.61;512.5;520.26;549.23;524.72
2403;Itaúna;MG;Municipal;6;517.87;521.52;509.58;527.93;546.67;524.71
2404;Santa Gertrudes;SP;Estadual;146;516.86;528.17;509.55;516.5;552.33;524.68
2405;Porto Ferreira;SP;Estadual;128;525.47;526.23;506.14;532.41;532.97;524.64
2406;São Mamede;PB;Estadual;42;504.76;520.95;518.77;518.21;560.48;524.63
2407;Diamantino;MT;Municipal;1;504.2;421.8;496.7;520.3;680.0;524.6
2408;Marilândia;ES;Privada;5;480.1;512.8;505.72;560.36;564.0;524.6
2409;Lucianópolis;SP;Estadual;13;519.65;511.13;512.62;523.78;555.38;524.51
2410;Montenegro;RS;Estadual;197;520.11;523.8;508.15;523.98;546.5;524.5
2411;Varre-Sai;RJ;Estadual;36;510.71;524.69;509.45;503.72;573.89;524.49
2412;Guareí;SP;Estadual;48;525.73;537.5;493.1;521.09;545.0;524.48
2413;Quatiguá;PR;Estadual;39;522.57;538.07;510.03;510.13;541.54;524.47
2414;Rio Espera;MG;Estadual;24;511.87;515.04;520.92;525.28;549.17;524.46
2415;Itabira;MG;Estadual;567;507.99;516.41;507.68;526.05;564.16;524.46
2416;Cássia dos Coqueiros;SP;Estadual;24;511.29;519.19;491.97;533.03;566.67;524.43
2417;Toledo;MG;Estadual;27;500.41;520.51;509.07;521.03;571.11;524.42
2418;Jaguaripe;BA;Municipal;5;467.56;483.16;492.94;478.42;700.0;524.42
2419;Paranatinga;MT;Municipal;1;491.8;525.9;442.0;502.4;660.0;524.42
2420;São João do Triunfo;PR;Estadual;38;504.41;542.01;514.17;522.49;538.95;524.41
2421;Nova Canaã Paulista;SP;Estadual;4;503.82;541.72;496.95;519.5;560.0;524.4
2422;Moita Bonita;SE;Estadual;71;492.01;516.28;509.25;504.84;599.44;524.36
2423;Tucunduva;RS;Estadual;42;494.4;533.76;504.28;513.02;576.19;524.33
2424;Acauã;PI;Estadual;24;490.51;532.28;503.35;528.82;566.67;524.32
2425;Marques de Souza;RS;Estadual;13;491.9;533.14;512.72;542.32;541.54;524.32
2426;Santo Antônio do Grama;MG;Estadual;23;509.03;525.17;486.64;517.89;582.61;524.27
2427;Araraquara;SP;Estadual;890;520.54;524.03;506.45;521.13;549.06;524.24
2428;Serranópolis do Iguaçu;PR;Estadual;29;509.93;529.7;496.92;535.6;548.97;524.22
2429;Anta Gorda;RS;Privada;26;490.25;503.58;506.53;501.48;619.23;524.22
2430;Carmópolis de Minas;MG;Estadual;133;500.44;518.92;517.84;511.72;571.88;524.16
2431;Anápolis;GO;Estadual;2407;510.17;516.83;510.66;516.1;566.91;524.13
2432;Terra Boa;PR;Estadual;94;496.2;520.27;523.3;511.66;569.15;524.12
2433;Joanésia;MG;Estadual;35;510.45;527.92;505.23;521.93;554.86;524.08
2434;Bom Repouso;MG;Estadual;27;511.97;525.38;512.33;519.55;551.11;524.07
2435;Três Cachoeiras;RS;Estadual;65;514.02;519.49;491.46;534.44;560.92;524.07
