POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
5048;NOSSA SENHORA DA GLORIA;SE;Estadual;Urbana;228;495.58;526.51;468.72;457.7;442.28;478.16
5049;MISSAL;PR;Estadual;Rural;13;484.69;539.88;476.13;450.02;440.0;478.14
5050;RINCAO;SP;Estadual;Urbana;28;491.6;516.02;465.88;456.41;460.71;478.12
5051;UNIAO DE MINAS;MG;Estadual;Urbana;13;459.17;523.48;468.06;466.02;473.85;478.12
5052;MARIAPOLIS;SP;Estadual;Urbana;12;502.65;543.19;464.48;460.23;420.0;478.11
5053;CLAUDIA;MT;Estadual;Urbana;62;481.05;522.35;471.74;465.39;450.0;478.11
5054;PARAGOMINAS;PA;Estadual;Urbana;511;487.51;531.41;463.55;434.24;473.82;478.11
5055;RIACHAO DO JACUIPE;BA;Estadual;Urbana;102;490.61;528.98;461.56;438.19;471.18;478.1
5056;OEIRAS DO PARA;PA;Municipal;Urbana;1;474.6;570.3;502.9;382.6;460.0;478.08
5057;SANTO ANTONIO DA ALEGRIA;SP;Municipal;Urbana;1;513.7;504.0;464.1;508.6;400.0;478.08
5058;FAGUNDES;PB;Estadual;Urbana;39;491.14;524.83;457.23;425.34;491.79;478.07
5059;ELDORADO DO SUL;RS;Privada;Urbana;3;528.0;599.1;399.57;470.33;393.33;478.07
5060;BURITIS;RO;Municipal;Urbana;3;501.97;539.9;427.8;473.97;446.67;478.06
5061;PIRACANJUBA;GO;Municipal;Rural;12;483.33;517.5;481.13;458.28;450.0;478.05
5062;CARNAUBA DOS DANTAS;RN;Estadual;Urbana;35;480.87;520.93;464.2;449.95;474.29;478.05
5063;CALDAZINHA;GO;Estadual;Urbana;18;506.48;539.54;474.87;453.81;415.56;478.05
5064;VIRGEM DA LAPA;MG;Estadual;Rural;9;503.93;500.13;482.94;425.4;477.78;478.04
5065;ALVARES FLORENCE;SP;Estadual;Urbana;20;496.3;512.53;447.34;449.92;484.0;478.02
5066;PIMENTA BUENO;RO;Estadual;Urbana;234;493.69;533.67;473.84;445.81;443.08;478.02
5067;GUAIRACA;PR;Estadual;Urbana;24;469.21;520.94;481.66;451.56;466.67;478.01
5068;CENTRAL DE MINAS;MG;Estadual;Urbana;31;486.33;521.43;457.36;464.17;460.65;477.99
5069;UNAI;MG;Estadual;Urbana;475;491.19;525.39;465.19;446.3;461.85;477.99
5070;NOVO HORIZONTE;BA;Estadual;Urbana;43;493.71;524.07;464.47;443.39;464.19;477.97
5071;SAO FRANCISCO DO GUAPORE;RO;Estadual;Urbana;117;493.43;534.72;476.23;441.04;444.44;477.97
5072;SAO JOSE DOS QUATRO MARCOS;MT;Estadual;Urbana;120;488.41;519.52;466.41;432.2;483.33;477.97
5073;CAMPINA GRANDE;PB;Estadual;Rural;62;495.01;529.97;446.25;426.32;492.26;477.96
5074;FORTUNA DE MINAS;MG;Estadual;Urbana;18;512.01;531.72;472.16;416.13;457.78;477.96
5075;BRAUNA;SP;Estadual;Urbana;31;491.09;522.3;473.32;452.75;450.32;477.96
5076;TRAJANO DE MORAES;RJ;Estadual;Urbana;48;486.9;527.18;452.69;444.05;478.96;477.95
5077;IGUATU;CE;Estadual;Rural;53;494.58;523.14;472.12;453.08;446.79;477.94
5078;CRISTALINA;GO;Estadual;Rural;10;475.43;546.7;459.42;456.1;452.0;477.93
5079;PORTO DOS GAUCHOS;MT;Estadual;Rural;12;500.45;547.88;466.88;442.76;431.67;477.93
5080;HULHA NEGRA;RS;Estadual;Rural;25;483.7;525.62;475.67;448.5;456.0;477.9
5081;PARANAIGUARA;GO;Estadual;Urbana;46;498.84;529.25;466.29;441.14;453.91;477.89
5082;ITABERA;SP;Estadual;Urbana;96;491.91;518.44;464.99;453.91;460.21;477.89
5083;NATAL;RN;Estadual;Urbana;3763;495.77;528.51;460.7;442.96;461.49;477.89
5084;GUARACI;SP;Estadual;Urbana;40;500.0;502.59;460.74;466.58;459.5;477.88
5085;FLORESTA;PE;Estadual;Urbana;183;485.21;513.48;462.28;458.28;470.05;477.86
5086;VARGINHA;MG;Municipal;Urbana;14;495.13;546.9;470.63;429.44;447.14;477.85
5087;CONCEICAO DO JACUIPE;BA;Estadual;Urbana;127;497.19;528.08;468.26;437.39;458.27;477.84
5088;SANTA HELENA DE GOIAS;GO;Estadual;Urbana;146;488.97;531.7;470.59;454.81;443.15;477.84
5089;ITABERAI;GO;Estadual;Urbana;224;494.6;520.12;469.63;446.4;458.39;477.83
5090;JAGUAQUARA;BA;Estadual;Urbana;156;489.6;528.46;466.1;442.06;462.95;477.83
5091;PATOS;PB;Estadual;Urbana;521;492.38;519.83;456.99;438.17;481.73;477.82
5092;TENORIO;PB;Estadual;Urbana;18;485.13;521.71;460.94;450.22;471.11;477.82
5093;SOLIDAO;PE;Estadual;Urbana;32;499.92;514.81;457.82;457.74;458.75;477.81
5094;CANANEIA;SP;Estadual;Urbana;73;486.8;524.91;459.76;473.68;443.84;477.8
5095;ROMELANDIA;SC;Estadual;Urbana;33;491.85;528.56;476.54;426.6;465.45;477.8
5096;FORQUILHINHA;SC;Estadual;Rural;8;496.84;530.83;478.14;403.05;480.0;477.77
5097;BATAYPORA;MS;Estadual;Urbana;71;494.38;532.56;468.22;454.26;439.44;477.77
5098;NOVA SANTA HELENA;MT;Estadual;Urbana;19;495.72;534.04;472.94;448.18;437.89;477.76
5099;BELMONTE;BA;Municipal;Urbana;22;484.58;526.25;472.33;440.98;464.55;477.74
5100;MUQUI;ES;Estadual;Urbana;118;486.39;525.61;473.52;446.06;457.08;477.73
5101;VALENTE;BA;Estadual;Urbana;99;491.6;520.43;469.75;444.46;462.32;477.71
5102;ITAOBIM;MG;Privada;Rural;30;476.76;531.73;472.22;454.39;453.33;477.69
5103;BOM JESUS;RS;Estadual;Urbana;49;501.99;528.92;456.96;447.87;452.65;477.68
5104;DOURADINA;PR;Estadual;Urbana;34;489.59;516.96;458.88;451.21;471.76;477.68
5105;CANDOI;PR;Estadual;Urbana;94;485.18;533.26;472.56;432.9;464.47;477.67
5106;MATERLANDIA;MG;Estadual;Urbana;31;490.62;534.25;465.6;446.89;450.97;477.66
5107;PIRIPIRI;PI;Estadual;Urbana;494;491.03;524.34;471.55;440.48;460.85;477.65
5108;CARAUBAS;PB;Estadual;Urbana;11;473.21;535.01;448.75;431.23;500.0;477.64
5109;GRANITO;PE;Estadual;Urbana;70;482.43;531.75;464.89;456.52;452.57;477.63
5110;ACARI;RN;Estadual;Urbana;68;484.48;511.04;456.31;438.32;497.94;477.62
5111;PESCADOR;MG;Estadual;Urbana;34;496.66;529.23;462.65;426.63;472.94;477.62
5112;CIRIACO;RS;Estadual;Urbana;29;488.77;527.76;458.48;468.89;444.14;477.61
5113;PLANALTO;BA;Estadual;Urbana;112;488.25;523.88;473.46;441.48;460.89;477.59
5114;RIO BRANCO DO SUL;PR;Estadual;Urbana;153;491.7;526.56;459.48;444.62;465.62;477.59
5115;COITE DO NOIA;AL;Estadual;Urbana;79;489.82;523.85;463.76;443.57;466.84;477.57
5116;CHOPINZINHO;PR;Estadual;Rural;22;489.11;536.5;470.17;465.7;426.36;477.57
5117;BRASILIA;DF;Privada;Urbana;48051;487.7;522.0;468.96;452.8;456.33;477.56
5118;LAJE DO MURIAE;RJ;Estadual;Urbana;33;488.74;524.0;464.41;478.52;432.12;477.56
5119;GUIRATINGA;MT;Estadual;Urbana;79;484.4;516.68;473.62;434.63;478.48;477.56
5120;PATOS;PB;Municipal;Urbana;30;495.54;513.51;454.64;438.04;486.0;477.55
5121;IBIPITANGA;BA;Estadual;Urbana;34;481.7;523.38;463.44;455.71;463.53;477.55
5122;NOVO CRUZEIRO;MG;Estadual;Urbana;115;491.38;534.37;462.64;453.01;446.26;477.53
5123;PEDRINHAS PAULISTA;SP;Estadual;Urbana;26;485.77;506.06;474.47;452.85;468.46;477.52
5124;DOURADOS;MS;Estadual;Rural;74;494.38;525.79;468.86;445.95;452.43;477.48
5125;TAQUARA;RS;Municipal;Urbana;24;501.74;529.85;453.45;435.62;466.67;477.47
5126;GUARACIABA;MG;Estadual;Urbana;49;495.58;524.62;468.54;435.59;462.86;477.44
5127;SAO LOURENCO DA MATA;PE;Estadual;Urbana;454;495.22;521.03;470.66;436.65;463.57;477.43
5128;ENCRUZILHADA;BA;Estadual;Urbana;22;488.01;526.0;465.52;432.09;475.45;477.41
5129;MORADA NOVA;CE;Estadual;Urbana;655;480.05;518.61;464.16;457.5;466.72;477.41
5130;HERCULANDIA;SP;Estadual;Urbana;25;488.05;518.68;446.9;450.18;483.2;477.4
5131;CAMPOS DO JORDAO;SP;Municipal;Urbana;1;500.8;612.2;529.9;604.1;140.0;477.4
5132;SANTO ANTONIO DO ITAMBE;MG;Estadual;Urbana;14;495.98;530.83;466.66;469.21;424.29;477.39
5133;CAMPO NOVO DO PARECIS;MT;Privada;Urbana;18;472.39;526.81;479.99;444.63;463.06;477.38
5134;MANAIRA;PB;Estadual;Urbana;29;474.58;525.0;472.29;453.64;461.38;477.38
5135;SANTA RITA DO TRIVELATO;MT;Estadual;Urbana;12;492.92;544.63;482.39;431.91;435.0;477.37
5136;SANTA LUZIA D OESTE;RO;Estadual;Urbana;62;495.59;537.77;464.55;446.33;442.58;477.36
5137;INOCENCIA;MS;Estadual;Urbana;26;484.53;532.76;482.43;443.98;443.08;477.36
5138;SANTA MARIA DO SUACUI;MG;Estadual;Urbana;88;495.21;526.92;457.36;446.09;461.14;477.34
5139;BRACO DO NORTE;SC;Estadual;Urbana;160;479.93;528.27;461.58;451.64;465.25;477.33
5140;COROADOS;SP;Estadual;Urbana;16;491.53;510.84;472.47;419.29;492.5;477.33
5141;ANICUNS;GO;Estadual;Urbana;141;492.81;527.96;470.25;449.55;445.89;477.29
5142;SAO JOSE DA VARGINHA;MG;Estadual;Urbana;18;490.5;510.83;470.42;471.36;443.33;477.29
5143;PIRATININGA;SP;Estadual;Urbana;35;503.9;532.16;464.11;436.5;449.71;477.27
5144;WENCESLAU BRAZ;PR;Estadual;Urbana;96;489.89;529.29;458.76;442.89;465.49;477.26
5145;VARZEA DA PALMA;MG;Estadual;Urbana;221;491.5;529.46;463.37;450.85;451.13;477.26
5146;CAREIRO;AM;Municipal;Rural;4;451.95;525.17;418.65;500.55;490.0;477.26
5147;NOVA ESPERANCA DO SUL;RS;Estadual;Urbana;43;500.01;523.65;477.81;435.99;448.84;477.26
5148;IVAI;PR;Estadual;Urbana;57;499.18;542.77;465.66;448.1;430.53;477.25
5149;ARAPIRACA;AL;Estadual;Urbana;951;486.15;524.29;462.6;438.97;474.26;477.25
5150;SERRINHA;BA;Estadual;Urbana;204;493.18;530.29;465.4;439.3;458.04;477.24
5151;CAMAMU;BA;Privada;Urbana;5;456.94;567.78;452.78;448.54;460.0;477.21
5152;ITAQUAQUECETUBA;SP;Estadual;Urbana;1518;498.98;530.41;459.68;444.04;452.93;477.21
5153;DIAMANTE D OESTE;PR;Estadual;Urbana;23;491.86;535.65;480.75;454.29;423.48;477.2
5154;TAGUATINGA;TO;Estadual;Urbana;59;494.96;523.44;461.37;450.86;455.25;477.18
5155;SERRA BRANCA;PB;Estadual;Urbana;92;489.86;523.99;462.32;432.02;477.61;477.16
5156;BOA VISTA;PB;Estadual;Urbana;52;483.52;523.06;459.96;428.1;491.15;477.16
5157;BORBOREMA;PB;Estadual;Urbana;6;471.93;516.67;464.38;456.12;476.67;477.15
5158;JACINTO;MG;Estadual;Urbana;27;498.48;534.37;455.27;418.21;479.26;477.12
5159;CAPITAO DE CAMPOS;PI;Estadual;Urbana;82;488.12;528.41;481.62;448.36;439.02;477.11
5160;ARROIO DO PADRE;RS;Estadual;Urbana;34;496.3;513.24;469.31;432.58;474.12;477.11
5161;CAIAPONIA;GO;Estadual;Urbana;106;495.51;521.28;471.23;442.05;455.47;477.11
5162;SAO MATEUS DO SUL;PR;Estadual;Rural;35;499.94;539.95;463.24;444.68;437.71;477.1
5163;PORTO SEGURO;BA;Estadual;Urbana;490;492.95;534.05;462.61;439.15;456.69;477.09
5164;FLORANIA;RN;Estadual;Urbana;41;496.31;525.2;450.37;434.97;478.54;477.08
5165;DEODAPOLIS;MS;Estadual;Urbana;76;486.17;523.78;477.2;451.97;446.32;477.08
5166;SAO JOAO D ALIANCA;GO;Estadual;Urbana;46;499.51;529.25;473.11;445.7;437.83;477.08
5167;PIRACAIA;SP;Estadual;Rural;19;502.16;543.18;457.04;417.71;465.26;477.07
5168;LIMA DUARTE;MG;Estadual;Rural;6;514.4;518.38;446.12;439.75;466.67;477.06
5169;BARCARENA;PA;Municipal;Rural;1;544.1;558.9;458.5;423.7;400.0;477.04
5170;CARNEIRINHO;MG;Estadual;Urbana;48;492.82;530.16;465.31;467.34;429.58;477.04
5171;AGUIA BRANCA;ES;Estadual;Urbana;75;480.69;526.65;455.71;466.58;455.47;477.02
5172;RIBEIRAO DOS INDIOS;SP;Estadual;Urbana;10;505.31;523.77;453.28;410.68;492.0;477.01
5173;CACHOEIRINHA;PE;Estadual;Urbana;83;484.16;525.65;458.32;435.01;481.93;477.01
5174;PRIMEIRO DE MAIO;PR;Estadual;Urbana;45;472.86;520.15;475.94;442.26;473.78;477.0
5175;QUISSAMA;RJ;Estadual;Urbana;58;497.83;527.18;471.3;433.13;455.52;476.99
5176;EREBANGO;RS;Estadual;Urbana;12;507.91;514.38;443.42;442.53;476.67;476.98
5177;PINHEIRO;MA;Municipal;Rural;1;495.2;487.1;411.3;391.3;600.0;476.98
5178;MESQUITA;MG;Estadual;Urbana;23;501.29;519.09;475.43;455.97;433.04;476.96
5179;SEROPEDICA;RJ;Estadual;Rural;400;491.7;520.39;459.06;441.01;472.6;476.95
5180;JUAZEIRINHO;PB;Estadual;Urbana;75;494.97;526.01;464.38;435.13;464.27;476.95
5181;NAVIRAI;MS;Estadual;Urbana;288;490.72;534.17;460.95;450.26;448.55;476.93
5182;PINHAL;RS;Estadual;Urbana;16;472.89;509.63;485.78;441.33;475.0;476.93
5183;MARI;PB;Estadual;Urbana;64;480.18;522.62;457.55;443.29;480.94;476.92
5184;JUARA;MT;Estadual;Rural;3;508.07;531.1;493.4;385.33;466.67;476.91
5185;PONTE BRANCA;MT;Estadual;Urbana;11;503.45;508.76;444.51;444.12;483.64;476.9
5186;LAGO DO JUNCO;MA;Privada;Rural;24;485.28;534.9;481.51;431.09;451.67;476.89
5187;EUCLIDES DA CUNHA PAULISTA;SP;Estadual;Rural;15;482.74;507.95;467.28;450.42;476.0;476.88
5188;BURITIZEIRO;MG;Estadual;Urbana;95;490.53;522.73;460.97;440.02;470.11;476.87
5189;DIAMANTE DO NORTE;PR;Estadual;Rural;30;475.55;524.58;489.97;470.91;423.33;476.87
5190;PARAISO;SP;Estadual;Urbana;20;494.57;509.66;462.13;423.96;494.0;476.86
5191;CUSTODIA;PE;Estadual;Urbana;140;493.02;517.89;475.13;442.91;455.29;476.85
5192;PANTANO GRANDE;RS;Estadual;Urbana;63;494.02;527.26;456.6;433.6;472.7;476.84
5193;CHAVANTES;SP;Estadual;Urbana;52;490.84;522.01;461.61;427.3;482.31;476.81
5194;CAMACAN;BA;Estadual;Urbana;99;488.62;522.13;457.94;439.53;475.76;476.8
5195;ALTO PIQUIRI;PR;Estadual;Urbana;67;483.59;519.92;468.99;435.01;476.42;476.79
5196;SAO DOMINGOS;BA;Estadual;Urbana;50;504.23;531.92;460.59;448.32;438.8;476.77
5197;ACAJUTIBA;BA;Estadual;Urbana;66;501.18;524.24;473.84;430.96;453.64;476.77
5198;OEIRAS;PI;Municipal;Urbana;3;502.13;512.93;453.53;428.5;486.67;476.75
5199;SAO NICOLAU;RS;Estadual;Urbana;23;484.24;531.47;462.01;456.29;449.57;476.71
5200;ARAPORA;MG;Estadual;Urbana;36;498.12;519.43;460.25;468.46;437.22;476.7
5201;NOVA IBIA;BA;Estadual;Urbana;17;498.6;518.05;454.96;422.48;489.41;476.7
5202;CORONEL BICACO;RS;Estadual;Urbana;23;490.0;523.27;448.42;427.04;494.78;476.7
5203;MANAUS;AM;Estadual;Urbana;13119;486.63;523.84;455.97;434.72;482.04;476.64
5204;JESUPOLIS;GO;Estadual;Urbana;4;509.15;524.85;452.28;426.9;470.0;476.63
5205;SIDEROPOLIS;SC;Estadual;Urbana;27;490.07;531.49;467.66;423.56;470.37;476.63
5206;URAI;PR;Estadual;Urbana;72;485.0;521.21;459.05;432.83;485.0;476.62
5207;CALUMBI;PE;Estadual;Urbana;51;487.29;519.51;455.96;459.57;460.78;476.62
5208;SERRA DO NAVIO;AP;Estadual;Urbana;19;478.62;524.0;440.86;458.51;481.05;476.61
5209;CACOAL;RO;Estadual;Urbana;660;486.24;527.93;471.04;452.94;444.85;476.6
5210;ITABERABA;BA;Estadual;Urbana;226;497.51;530.55;462.64;445.79;446.46;476.59
5211;BARRA BONITA;SC;Estadual;Urbana;17;462.79;520.62;461.81;466.95;470.59;476.55
5212;DIVINOPOLIS DO TOCANTINS;TO;Municipal;Urbana;3;492.37;537.5;481.93;424.2;446.67;476.53
5213;FIRMINO ALVES;BA;Estadual;Urbana;25;500.5;530.65;445.44;422.72;483.2;476.5
5214;JATEI;MS;Estadual;Urbana;20;490.31;519.94;453.33;466.94;452.0;476.5
5215;LUIS DOMINGUES;MA;Estadual;Urbana;32;483.01;520.78;479.49;432.98;466.25;476.5
5216;CUBATI;PB;Estadual;Urbana;37;490.56;529.81;462.68;438.62;460.54;476.44
5217;MANOEL VITORINO;BA;Municipal;Urbana;1;540.1;551.1;450.9;360.1;480.0;476.44
5218;LEBON REGIS;SC;Estadual;Urbana;40;491.49;541.58;464.23;446.39;438.5;476.44
5219;SAO GERALDO DA PIEDADE;MG;Estadual;Urbana;41;488.89;524.78;465.84;429.0;473.66;476.43
5220;ITAPETINGA;BA;Estadual;Urbana;269;481.59;530.98;463.2;438.0;468.33;476.42
5221;ABATIA;PR;Estadual;Urbana;42;483.21;532.05;445.05;439.9;481.9;476.42
5222;VITORIA BRASIL;SP;Estadual;Urbana;10;463.76;516.18;468.97;481.14;452.0;476.41
5223;IGARACY;PB;Estadual;Urbana;38;468.29;506.92;444.86;441.45;520.53;476.41
5224;SAO FRANCISCO DO SUL;SC;Estadual;Urbana;248;488.53;528.65;460.04;440.93;463.87;476.4
5225;SAO MIGUEL;RN;Estadual;Urbana;128;481.29;515.32;457.29;446.08;481.88;476.37
5226;CORREGO NOVO;MG;Estadual;Urbana;16;501.85;510.08;454.64;460.14;455.0;476.34
5227;ESPIGAO D OESTE;RO;Estadual;Urbana;261;494.21;520.76;475.31;446.31;445.08;476.33
5228;CAMACARI;BA;Estadual;Urbana;1059;495.49;531.36;461.03;437.16;456.51;476.31
5229;MARACANA;PA;Municipal;Rural;3;487.43;521.93;464.57;427.6;480.0;476.31
5230;ALTA FLORESTA D OESTE;RO;Estadual;Urbana;190;481.55;528.29;475.34;448.33;447.95;476.29
5231;FERNANDES PINHEIRO;PR;Estadual;Urbana;17;488.32;525.33;446.52;445.66;475.29;476.23
5232;IBIRACATU;MG;Estadual;Urbana;31;487.85;519.55;481.56;425.1;467.1;476.23
5233;GAVIAO PEIXOTO;SP;Municipal;Urbana;1;431.7;619.4;375.8;394.2;560.0;476.22
5234;QUIRINOPOLIS;GO;Estadual;Urbana;200;490.83;522.98;472.23;441.88;453.1;476.2
5235;SAO ROMAO;MG;Estadual;Urbana;42;490.9;520.98;458.62;425.95;484.52;476.19
5236;SANTO ANTONIO DAS MISSOES;RS;Estadual;Urbana;29;508.71;535.57;476.16;430.19;430.34;476.19
5237;SANTO ANGELO;RS;Estadual;Rural;11;499.55;523.75;448.32;447.43;461.82;476.17
5238;TABOLEIRO GRANDE;RN;Estadual;Urbana;14;479.32;527.21;454.41;435.46;484.29;476.14
5239;SAO SALVADOR DO TOCANTINS;TO;Estadual;Urbana;8;490.89;528.26;465.54;433.44;462.5;476.12
5240;CANDIDO MOTA;SP;Municipal;Urbana;7;484.79;547.66;464.21;458.23;425.71;476.12
5241;CANDIOTA;RS;Estadual;Urbana;73;496.45;525.07;453.81;429.39;475.89;476.12
5242;BOA VISTA;RR;Estadual;Urbana;2301;484.42;522.76;462.89;435.3;475.16;476.11
5243;JUCATI;PE;Estadual;Urbana;74;493.49;528.65;454.68;435.03;468.65;476.1
5244;VILA VALERIO;ES;Estadual;Urbana;115;488.0;512.94;475.24;461.21;443.13;476.1
5245;SANTA MARIA DO PARA;PA;Estadual;Urbana;129;486.77;524.87;462.21;433.1;473.49;476.09
5246;OURO PRETO DO OESTE;RO;Estadual;Urbana;309;492.73;534.95;475.9;448.45;428.28;476.06
5247;FREI INOCENCIO;MG;Estadual;Urbana;51;487.85;521.57;457.19;463.13;450.59;476.06
5248;DOM JOAQUIM;MG;Estadual;Urbana;29;486.33;523.81;463.3;439.24;467.59;476.05
5249;JUPI;PE;Estadual;Urbana;112;491.46;528.86;465.23;446.27;448.39;476.04
5250;SAO JOAO DO OESTE;SC;Estadual;Rural;12;484.94;529.26;460.89;450.12;455.0;476.04
5251;PANCAS;ES;Estadual;Urbana;153;488.62;519.34;459.87;449.06;463.27;476.03
5252;NOVA GUARITA;MT;Estadual;Urbana;41;482.04;526.58;470.94;447.32;453.17;476.01
5253;ITU;SP;Municipal;Urbana;51;486.42;535.56;466.39;451.24;440.39;476.0
5254;CANDIDO MOTA;SP;Estadual;Urbana;87;498.28;529.04;457.36;448.91;446.44;476.0
5255;SAO PEDRO DA UNIAO;MG;Estadual;Urbana;23;500.07;537.28;479.18;448.61;414.78;475.99
5256;ROSARIO DO SUL;RS;Estadual;Urbana;209;492.64;517.7;464.1;433.0;472.44;475.98
5257;BAIXIO;CE;Estadual;Urbana;36;486.9;519.57;463.74;439.94;469.44;475.92
5258;SAO JOSE DO SUL;RS;Estadual;Rural;6;527.12;539.45;490.57;399.15;423.33;475.92
5259;MARQUINHO;PR;Estadual;Urbana;25;504.78;538.55;445.51;441.92;448.8;475.91
5260;ICEM;SP;Estadual;Urbana;28;492.09;527.14;474.37;428.81;457.14;475.91
5261;EMILIANOPOLIS;SP;Estadual;Urbana;14;490.5;520.65;480.14;419.64;468.57;475.9
5262;MONTALVANIA;MG;Estadual;Urbana;71;480.63;513.49;459.41;465.07;460.85;475.89
5263;MANGUEIRINHA;PR;Estadual;Rural;16;483.43;523.94;484.66;431.16;456.25;475.89
5264;SANTO AMARO DAS BROTAS;SE;Estadual;Urbana;27;499.82;530.6;446.68;443.82;458.52;475.89
5265;CAMAPUA;MS;Estadual;Urbana;82;488.84;542.24;466.06;465.49;416.78;475.88
5266;SENADOR SALGADO FILHO;RS;Estadual;Urbana;22;484.05;513.59;471.46;448.42;461.82;475.87
5267;SIMONESIA;MG;Estadual;Urbana;76;479.71;521.92;473.32;463.07;441.32;475.87
5268;BELFORD ROXO;RJ;Estadual;Urbana;1941;492.23;522.93;458.76;441.17;464.07;475.83
5269;TIJUCAS DO SUL;PR;Estadual;Urbana;57;484.48;518.81;469.53;454.75;451.58;475.83
5270;BARRO;CE;Estadual;Urbana;205;485.08;518.44;463.7;439.41;472.49;475.82
5271;PASSOS MAIA;SC;Estadual;Urbana;26;484.71;524.4;455.41;438.35;476.15;475.81
5272;COCALINHO;MT;Estadual;Urbana;11;467.54;507.52;458.05;436.87;509.09;475.81
5273;JACARE DOS HOMENS;AL;Estadual;Urbana;20;481.69;522.83;461.95;426.61;486.0;475.81
5274;TAQUARANA;AL;Estadual;Urbana;119;488.07;520.14;462.92;436.59;471.26;475.8
5275;SAO VICENTE FERRER;PE;Estadual;Urbana;119;499.14;531.13;467.67;430.25;450.76;475.79
5276;CEZARINA;GO;Estadual;Urbana;30;494.92;519.05;471.05;433.22;460.67;475.78
5277;ITAPORA;MS;Estadual;Urbana;84;491.33;533.0;464.35;443.68;446.43;475.76
5278;SAO CARLOS;SP;Federal;Urbana;1;516.1;580.7;558.0;384.0;340.0;475.76
5279;APARECIDA DE GOIANIA;GO;Estadual;Urbana;2416;493.86;526.58;466.82;443.37;448.2;475.76
5280;CACHOEIRA DE PAJEU;MG;Estadual;Urbana;56;486.03;528.06;465.23;451.54;447.86;475.74
5281;RIACHO DAS ALMAS;PE;Estadual;Urbana;82;485.81;525.26;458.9;443.37;465.37;475.74
5282;ANTONINA DO NORTE;CE;Estadual;Urbana;63;499.39;515.89;467.67;450.04;445.71;475.74
5283;IRETAMA;PR;Estadual;Urbana;61;478.6;521.82;472.55;441.4;464.26;475.73
5284;CAMPOS DOS GOYTACAZES;RJ;Estadual;Rural;258;490.45;521.05;462.74;442.89;461.4;475.7
5285;CAARAPO;MS;Estadual;Urbana;160;490.37;535.16;466.69;445.24;440.88;475.67
5286;GUAREI;SP;Estadual;Urbana;67;498.43;540.56;461.42;432.09;445.67;475.63
5287;SERRA AZUL;SP;Estadual;Urbana;43;497.86;524.46;458.04;438.26;459.53;475.63
5288;LUIZIANIA;SP;Estadual;Urbana;13;510.48;516.4;444.29;425.37;481.54;475.62
5289;JUQUIA;SP;Estadual;Urbana;105;495.1;523.5;466.94;440.58;452.0;475.62
5290;NEPOMUCENO;MG;Estadual;Urbana;119;490.91;521.06;469.7;457.51;438.82;475.6
5291;AREIOPOLIS;SP;Estadual;Urbana;44;509.72;526.03;456.9;447.52;437.73;475.58
5292;CERRO GRANDE DO SUL;RS;Estadual;Urbana;59;482.62;511.38;468.35;447.38;468.14;475.57
5293;SANTA MARIANA;PR;Estadual;Rural;18;477.56;511.47;472.23;475.48;441.11;475.57
5294;BARREIRAS;BA;Estadual;Urbana;726;489.46;524.06;461.24;440.03;463.09;475.57
5295;BENEDITINOS;PI;Estadual;Rural;5;489.58;529.36;468.02;450.74;440.0;475.54
5296;RIO BOM;PR;Estadual;Urbana;20;478.34;534.0;469.72;441.6;454.0;475.54
5297;AREAL;RJ;Estadual;Urbana;40;488.82;521.54;461.2;436.59;469.5;475.53
5298;MIRABELA;MG;Estadual;Urbana;53;497.03;520.32;445.94;452.32;461.89;475.5
5299;NOVO SAO JOAQUIM;MT;Estadual;Urbana;16;469.56;527.23;457.37;455.79;467.5;475.49
5300;BRUMADINHO;MG;Municipal;Urbana;6;467.27;520.42;469.22;457.17;463.33;475.48
5301;SERRINHA;BA;Municipal;Rural;1;517.3;556.4;444.6;419.1;440.0;475.48
5302;ITAPERUNA;RJ;Estadual;Rural;20;489.19;518.88;439.38;440.84;489.0;475.46
5303;NOVA MARILANDIA;MT;Estadual;Urbana;28;486.99;526.22;462.04;474.2;427.86;475.46
5304;PEDRO OSORIO;RS;Estadual;Urbana;45;494.49;525.38;461.03;455.95;440.47;475.46
5305;RIBEIRAO DO LARGO;BA;Municipal;Urbana;1;489.5;564.4;509.8;413.6;400.0;475.46
5306;CASTANHAL;PA;Municipal;Rural;1;510.6;550.6;411.4;404.7;500.0;475.46
5307;MARAU;BA;Estadual;Urbana;13;476.68;529.34;463.25;443.37;464.62;475.45
5308;IPIACU;MG;Estadual;Urbana;33;502.73;493.73;485.81;443.39;451.52;475.44
5309;MIRANDA DO NORTE;MA;Estadual;Urbana;44;486.38;522.03;459.03;433.86;475.91;475.44
5310;SAGRES;SP;Estadual;Urbana;3;496.53;523.83;418.57;438.27;500.0;475.44
5311;CAIANA;MG;Estadual;Urbana;11;504.78;527.32;451.52;444.43;449.09;475.43
5312;HIDROLANDIA;CE;Estadual;Urbana;205;489.27;508.45;467.13;443.02;469.17;475.41
5313;BEBERIBE;CE;Estadual;Urbana;562;484.9;512.97;465.93;446.04;467.15;475.4
5314;CAICARA;PB;Estadual;Urbana;43;496.01;530.37;466.16;440.75;443.72;475.4
5315;CATUTI;MG;Estadual;Urbana;13;481.78;514.89;472.08;446.72;461.54;475.4
