POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
1188;Quixadá;CE;Privada;34;532.28;557.36;524.67;593.16;682.94;578.08
1189;Benevides;PA;Privada;34;517.84;541.87;521.91;570.32;738.24;578.04
1190;Araripina;PE;Privada;34;505.24;518.36;488.08;609.71;768.82;578.04
1191;Lago da Pedra;MA;Privada;47;513.06;527.07;485.67;545.26;819.15;578.04
1192;Caçador;SC;Federal;34;544.54;571.69;539.29;572.81;661.76;578.02
1193;Iporã;PR;Privada;15;527.18;556.37;526.59;591.91;688.0;578.01
1194;Benedito Novo;SC;Estadual;5;544.9;553.38;541.6;613.9;636.0;577.96
1195;Avaré;SP;Federal;56;545.24;563.44;523.61;614.44;642.5;577.85
1196;Jaguarão;RS;Federal;14;568.67;584.24;515.71;594.87;625.71;577.84
1197;Urupês;SP;Privada;16;528.17;529.99;527.81;595.02;707.5;577.7
1198;Tanabi;SP;Privada;32;532.59;546.82;535.37;583.16;690.0;577.59
1199;Buritis;MG;Privada;10;548.79;559.15;511.86;593.98;674.0;577.56
1200;Juazeiro do Piauí;PI;Estadual;2;511.65;555.5;528.65;551.35;740.0;577.43
1201;Limeira;SP;Estadual;539;542.93;563.95;526.2;600.19;653.73;577.4
1202;Blumenau;SC;Municipal;29;542.7;566.41;549.55;589.3;638.62;577.32
1203;Brotas;SP;Privada;25;539.06;545.7;539.62;596.52;665.6;577.3
1204;Montenegro;RS;Privada;76;531.19;551.56;520.67;586.31;696.32;577.21
1205;Acaraú;CE;Privada;15;525.31;530.15;498.67;550.55;781.33;577.2
1206;Biquinhas;MG;Estadual;4;539.05;554.92;545.33;611.38;635.0;577.14
1207;Parelhas;RN;Privada;10;515.53;546.68;513.83;583.53;726.0;577.11
1208;Taboão da Serra;SP;Privada;263;531.41;547.09;510.96;582.0;713.84;577.06
1209;Parauapebas;PA;Privada;150;524.88;546.71;518.71;563.27;731.73;577.06
1210;Redenção;CE;Privada;3;534.1;550.9;496.63;549.9;753.33;576.97
1211;Peruíbe;SP;Privada;68;542.66;554.17;538.56;591.97;657.06;576.88
1212;Quedas do Iguaçu;PR;Federal;27;546.5;576.76;549.33;607.26;604.44;576.86
1213;União da Vitória;PR;Privada;36;539.19;562.76;530.45;595.66;656.11;576.83
1214;Luís Eduardo Magalhães;BA;Privada;137;519.01;540.56;523.58;569.79;731.09;576.81
1215;Goioerê;PR;Federal;29;553.9;560.16;506.13;578.13;685.52;576.77
1216;São Francisco do Sul;SC;Municipal;1;545.7;472.9;542.4;662.8;660.0;576.76
1217;Bagé;RS;Federal;41;543.05;567.15;532.14;586.23;655.12;576.74
1218;Campo Limpo Paulista;SP;Privada;70;542.98;554.87;529.83;586.97;668.57;576.64
1219;São Geraldo do Baixio;MG;Estadual;4;546.65;558.53;488.1;594.62;695.0;576.58
1220;Timbaúba;PE;Privada;30;533.21;538.86;502.6;606.73;701.33;576.55
1221;Sabará;MG;Privada;13;547.56;521.55;524.1;569.44;720.0;576.53
1222;Coaraci;BA;Privada;36;524.25;542.67;528.14;557.94;729.44;576.49
1223;Balneário Piçarras;SC;Privada;28;541.29;570.51;513.01;618.41;638.57;576.36
1224;Vitória de Santo Antão;PE;Privada;193;524.89;542.19;510.24;563.59;740.73;576.33
1225;União da Serra;RS;Estadual;4;531.83;560.17;539.8;594.45;655.0;576.25
1226;São João de Meriti;RJ;Privada;329;531.17;550.79;510.45;575.78;713.01;576.24
1227;Maracaju;MS;Privada;43;518.69;529.37;518.45;563.37;751.16;576.21
1228;Capanema;PR;Federal;35;527.82;564.31;520.16;584.67;684.0;576.19
1229;Engenheiro Coelho;SP;Privada;42;550.92;538.51;533.83;592.68;664.76;576.14
1230;Ji-Paraná;RO;Privada;42;530.5;568.19;514.19;584.71;682.86;576.09
1231;Jacobina;BA;Privada;80;532.75;548.85;496.67;553.23;748.75;576.05
1232;Santana do Acaraú;CE;Privada;16;549.34;532.48;499.68;567.53;731.25;576.05
1233;Paracatu;MG;Federal;102;543.88;564.17;520.53;577.9;673.73;576.04
1234;Cubati;PB;Estadual;6;548.02;554.9;495.1;525.07;756.67;575.95
1235;Porecatu;PR;Privada;16;540.88;554.97;547.69;584.67;651.25;575.89
1236;Delfim Moreira;MG;Estadual;8;532.8;541.91;510.92;598.78;695.0;575.88
1237;Tupã;SP;Federal;45;539.08;576.54;513.57;583.68;666.22;575.82
1238;Cordeiro;RJ;Privada;24;532.45;549.8;523.93;556.68;715.83;575.74
1239;Rio Bonito;RJ;Privada;54;532.66;549.57;510.83;585.23;700.0;575.66
1240;Viradouro;SP;Privada;28;530.0;539.05;532.93;620.95;655.0;575.59
1241;Santa Cruz do Capibaribe;PE;Privada;89;520.76;536.54;518.11;572.2;730.11;575.54
1242;Treze de Maio;SC;Estadual;9;517.27;570.36;530.24;537.4;722.22;575.5
1243;Alumínio;SP;Privada;30;540.01;556.73;538.08;602.62;640.0;575.49
1244;São Lourenço da Mata;PE;Municipal;1;530.7;511.4;493.9;721.4;620.0;575.48
1245;Alvorada;RS;Privada;32;537.02;545.56;519.16;589.9;685.62;575.45
1246;Castro;PR;Privada;66;541.7;564.61;554.32;602.62;613.94;575.44
1247;Fartura do Piauí;PI;Estadual;1;541.5;567.6;489.8;598.2;680.0;575.42
1248;Cornélio Procópio;PR;Privada;64;539.79;544.44;534.58;596.93;661.25;575.4
1249;Rio Bom;PR;Estadual;1;541.9;572.1;556.1;546.9;660.0;575.4
1250;Guarabira;PB;Privada;194;513.73;533.15;511.03;565.5;753.61;575.4
1251;Itaperuna;RJ;Federal;112;537.03;552.9;518.88;575.17;692.68;575.33
1252;Piçarra;PA;Municipal;1;549.3;645.6;502.4;539.0;640.0;575.26
1253;Ourilândia do Norte;PA;Privada;9;511.71;510.2;474.66;572.81;806.67;575.21
1254;Casa Branca;SP;Privada;30;528.21;545.86;519.01;574.94;708.0;575.2
1255;Teresina;PI;Federal;317;531.88;546.6;507.92;582.43;706.94;575.15
1256;Araquari;SC;Privada;46;530.3;558.06;523.35;587.0;676.96;575.13
1257;Alegre;ES;Federal;130;521.57;546.63;530.71;571.04;705.69;575.13
1258;Cariacica;ES;Privada;185;529.21;548.77;518.05;584.6;694.59;575.04
1259;Palmital;SP;Privada;18;522.28;541.78;478.58;580.18;752.22;575.01
1260;Ampére;PR;Privada;14;508.13;534.13;500.14;591.17;741.43;575.0
1261;Boituva;SP;Federal;32;542.93;555.37;522.67;582.33;671.25;574.91
1262;Coroaci;MG;Estadual;7;526.47;501.67;488.17;583.39;774.29;574.8
1263;Nova Bréscia;RS;Estadual;8;524.94;559.94;537.59;614.06;637.5;574.8
1264;Piripiri;PI;Federal;49;511.86;522.08;493.52;561.01;785.31;574.76
1265;Pirajuí;SP;Privada;19;533.41;538.24;518.81;596.77;686.32;574.71
1266;Boa Viagem;CE;Privada;1;480.3;571.0;504.9;537.2;780.0;574.68
1267;Promissão;SP;Privada;35;519.5;527.75;526.4;577.93;721.71;574.66
1268;Regente Feijó;SP;Privada;40;543.6;566.31;511.29;598.08;654.0;574.66
1269;Ruy Barbosa;BA;Privada;17;535.7;575.42;530.93;568.69;662.35;574.62
1270;Ermo;SC;Estadual;8;532.25;560.16;479.76;568.05;732.5;574.54
1271;Campina das Missões;RS;Estadual;5;510.54;543.18;506.4;596.58;716.0;574.54
1272;Sapé;PB;Privada;38;508.71;524.56;506.16;548.37;784.74;574.51
1273;Ilha Solteira;SP;Federal;35;525.06;554.67;524.2;585.58;682.86;574.47
1274;Presidente Bernardes;MG;Estadual;9;532.48;554.53;512.58;581.67;691.11;574.47
1275;Caxias;MA;Privada;41;513.26;545.6;521.69;542.96;748.78;574.46
1276;Senhora de Oliveira;MG;Estadual;6;530.12;495.78;476.88;639.32;730.0;574.42
1277;Getúlio Vargas;RS;Privada;7;527.2;540.89;511.39;543.97;748.57;574.4
1278;Canaã dos Carajás;PA;Privada;92;529.1;546.1;523.21;556.51;716.74;574.33
1279;Barreiros;PE;Privada;11;533.34;538.99;495.44;558.38;745.45;574.32
1280;Jacareí;SP;Privada;308;538.97;554.87;528.14;589.95;659.48;574.28
1281;Quissamã;RJ;Federal;42;544.72;573.8;518.49;568.07;666.19;574.26
1282;Santana do Ipanema;AL;Federal;77;528.86;550.29;520.98;561.73;709.09;574.19
1283;Porto Nacional;TO;Privada;48;522.99;546.66;519.87;566.15;715.0;574.14
1284;Riversul;SP;Estadual;1;537.2;539.4;523.1;590.5;680.0;574.04
1285;Porto Alegre;RS;Municipal;7;540.19;599.86;510.77;556.41;662.86;574.02
1286;Aparecida d'Oeste;SP;Estadual;3;530.27;551.67;516.97;537.77;733.33;574.0
1287;Nova Londrina;PR;Privada;7;533.96;537.57;553.83;596.03;648.57;573.99
1288;Paranaguá;PR;Federal;65;551.04;561.12;545.09;581.54;631.08;573.97
1289;São Vicente do Sul;RS;Federal;84;530.24;557.02;522.83;584.93;674.76;573.96
1290;Andradina;SP;Privada;72;538.91;540.94;523.45;590.61;675.83;573.95
1291;Canaã;MG;Estadual;6;544.0;590.55;556.33;585.43;593.33;573.93
1292;Picos;PI;Federal;96;513.18;543.64;487.4;587.12;737.92;573.85
1293;Macapá;AP;Privada;490;531.23;550.16;513.23;553.2;721.35;573.83
1294;Ibiam;SC;Estadual;1;501.3;603.5;550.7;573.3;640.0;573.76
1295;Senhor do Bonfim;BA;Privada;114;527.73;540.41;513.43;561.9;724.91;573.68
1296;Salinas;MG;Federal;162;522.45;546.93;515.45;579.7;703.83;573.67
1297;Maracaí;SP;Privada;10;502.25;501.53;541.5;600.58;722.0;573.57
1298;Jaguaripe;BA;Estadual;2;520.3;574.55;457.15;585.8;730.0;573.56
1299;Videira;SC;Federal;74;533.63;566.53;521.7;584.8;661.08;573.55
1300;Rio Grande;RS;Privada;230;536.13;550.61;502.48;568.77;709.39;573.48
1301;Tailândia;PA;Privada;27;518.46;519.39;512.67;564.18;752.59;573.46
1302;Sertãozinho;SP;Privada;171;529.58;544.78;531.0;582.32;679.53;573.44
1303;Miracema;RJ;Privada;13;515.95;562.73;504.42;570.17;713.85;573.42
1304;Extrema;MG;Municipal;1;560.8;622.4;588.4;454.6;640.0;573.24
1305;Aparecida de Goiânia;GO;Privada;477;525.64;547.39;513.82;567.91;711.4;573.23
1306;Itaquaquecetuba;SP;Federal;30;536.7;562.83;505.05;576.12;685.33;573.21
1307;Santa Clara do Sul;RS;Estadual;8;539.88;552.67;525.42;582.8;665.0;573.16
1308;Uruaçu;GO;Federal;51;540.54;552.35;498.95;585.37;688.24;573.09
1309;Santana de Parnaíba;SP;Estadual;84;544.52;568.73;515.98;598.23;637.62;573.01
1310;Presidente Alves;SP;Estadual;1;640.6;450.4;450.3;503.6;820.0;572.98
1311;Novo Oriente de Minas;MG;Privada;6;515.08;526.7;512.22;570.47;740.0;572.89
1312;Ceará-Mirim;RN;Federal;130;538.33;549.42;514.18;587.3;675.08;572.86
1313;Natividade;RJ;Privada;7;554.41;499.37;519.71;593.5;697.14;572.83
1314;Rio Real;BA;Privada;35;522.59;530.69;504.76;545.98;760.0;572.8
1315;Bacabal;MA;Federal;75;535.79;548.29;502.73;560.57;716.53;572.78
1316;Areia;PB;Privada;30;523.19;540.7;505.59;528.02;766.0;572.7
1317;Chapadão do Sul;MS;Privada;27;541.23;544.06;534.8;572.26;671.11;572.69
1318;Naviraí;MS;Privada;44;528.2;547.82;514.18;566.38;706.82;572.68
1319;Barbosa Ferraz;PR;Privada;6;508.62;555.0;524.53;561.83;713.33;572.66
1320;Nova Russas;CE;Privada;13;500.48;557.16;530.67;568.74;706.15;572.64
1321;Embu-Guaçu;SP;Privada;70;545.41;551.07;522.46;587.5;656.57;572.6
1322;Frederico Westphalen;RS;Federal;58;524.47;556.86;529.47;580.64;671.38;572.56
1323;Pariquera-Açu;SP;Privada;9;559.37;561.68;515.56;554.88;671.11;572.52
1324;Boituva;SP;Privada;87;538.53;544.8;509.52;597.05;672.64;572.51
1325;Várzea Paulista;SP;Privada;9;539.82;559.1;519.01;589.08;655.56;572.51
1326;Monte Azul;MG;Privada;18;511.38;517.0;526.63;561.81;745.56;572.47
1327;Porto Seguro;BA;Privada;116;530.03;538.0;523.2;567.02;703.79;572.41
1328;Charqueadas;RS;Privada;2;552.55;560.5;498.15;549.3;700.0;572.1
1329;Imbé de Minas;MG;Estadual;5;539.5;511.32;527.22;602.28;680.0;572.06
1330;Leandro Ferreira;MG;Estadual;1;430.9;470.6;538.7;579.9;840.0;572.02
1331;Bom Jesus da Lapa;BA;Privada;32;511.94;550.57;515.25;589.74;692.5;572.0
1332;Itapecerica da Serra;SP;Privada;108;533.26;547.74;513.87;581.56;683.52;571.99
1333;Colinas;MA;Privada;9;505.97;534.97;528.73;548.02;742.22;571.98
1334;Corumbá;MS;Federal;66;542.56;556.34;521.81;576.73;662.42;571.97
1335;Guaratinguetá;SP;Estadual;186;542.57;560.93;520.8;599.39;636.13;571.96
1336;Mirandópolis;SP;Privada;35;523.77;540.59;510.84;586.8;697.71;571.94
1337;Volta Redonda;RJ;Municipal;33;526.5;567.51;520.62;575.32;669.7;571.93
1338;São Luís;MA;Federal;546;526.23;549.51;509.27;572.13;702.53;571.93
1339;Nova Ramada;RS;Estadual;5;513.08;538.36;515.3;560.86;732.0;571.92
1340;Zé Doca;MA;Federal;36;522.73;555.93;509.95;551.39;719.44;571.89
1341;Itapiranga;SC;Privada;11;509.17;539.06;515.52;573.64;721.82;571.84
1342;Guarabira;PB;Federal;59;519.72;538.13;500.78;569.39;730.51;571.71
1343;Japaratuba;SE;Privada;12;527.29;525.69;499.56;537.33;768.33;571.64
1344;Santa Maria da Vitória;BA;Privada;22;533.57;555.75;531.57;575.96;660.91;571.55
1345;Doutor Ricardo;RS;Estadual;1;528.5;614.9;564.8;589.4;560.0;571.52
1346;Canelinha;SC;Municipal;2;543.45;567.55;503.3;583.2;660.0;571.5
1347;Irati;PR;Federal;89;535.74;560.44;517.05;577.0;667.19;571.48
1348;Itapevi;SP;Privada;37;540.28;567.22;537.98;576.54;635.14;571.43
1349;Mairiporã;SP;Privada;54;546.18;549.25;533.05;586.44;641.48;571.28
1350;Catalão;GO;Federal;39;531.86;556.34;517.3;581.56;669.23;571.26
1351;Ivatuba;PR;Privada;33;513.9;542.64;499.57;549.3;750.3;571.14
1352;Santaluz;BA;Privada;10;530.14;563.76;496.58;562.92;702.0;571.08
1353;Hortolândia;SP;Privada;181;529.14;536.61;517.22;573.3;699.01;571.05
1354;Patos;PB;Privada;152;519.72;542.57;516.54;572.26;703.95;571.01
1355;Guaíra;PR;Privada;10;541.29;557.13;496.28;528.36;732.0;571.01
1356;Cumbe;SE;Estadual;1;476.7;521.2;457.7;559.4;840.0;571.0
1357;Altinópolis;SP;Privada;11;514.21;546.69;514.53;603.12;676.36;570.98
1358;Carpina;PE;Privada;56;512.49;532.22;500.76;569.65;739.64;570.95
1359;Pirapó;RS;Estadual;5;526.92;547.3;469.46;566.96;744.0;570.93
1360;São Marcos;RS;Privada;6;547.08;549.43;497.52;549.83;710.0;570.77
1361;Bonito;MS;Privada;5;532.02;575.96;535.44;566.32;644.0;570.75
1362;Itaberaba;BA;Federal;29;528.89;536.01;516.05;555.38;717.24;570.72
1363;Brodowski;SP;Privada;9;511.03;535.44;546.08;529.57;731.11;570.65
1364;Boa Vista;RR;Privada;190;530.19;548.82;518.33;556.39;699.47;570.64
1365;João Câmara;RN;Federal;75;523.48;538.68;504.45;590.51;696.0;570.62
1366;Mamanguape;PB;Privada;51;523.15;540.61;523.15;564.07;701.96;570.59
1367;Ipirá;BA;Privada;17;516.01;555.62;513.89;554.49;712.94;570.59
1368;Ilhéus;BA;Federal;137;537.73;559.72;512.07;567.7;675.18;570.48
1369;Salinópolis;PA;Privada;13;506.88;514.25;527.65;587.83;715.38;570.4
1370;Cocal do Sul;SC;Privada;19;537.34;554.27;534.44;606.99;618.95;570.4
1371;Barra Bonita;SP;Privada;43;527.29;541.64;516.22;588.5;678.14;570.36
1372;Sertão;RS;Federal;70;522.98;544.55;533.21;587.8;663.14;570.34
1373;Paulo Afonso;BA;Privada;130;514.78;526.91;509.18;562.86;738.0;570.34
1374;Maceió;AL;Privada;2128;520.74;539.62;508.73;570.57;711.93;570.32
1375;Lagoinha;SP;Estadual;8;540.84;590.17;519.22;613.74;587.5;570.29
1376;Pedralva;MG;Privada;5;522.08;537.64;515.18;552.46;724.0;570.27
1377;Propriá;SE;Privada;53;520.71;539.5;491.42;560.23;738.49;570.07
1378;Amparo;SP;Estadual;156;534.25;557.2;521.28;595.47;642.05;570.05
1379;Santa Cruz;RN;Privada;40;514.94;522.77;515.96;566.06;730.5;570.04
1380;Parapuã;SP;Estadual;1;540.6;597.5;465.2;686.7;560.0;570.0
1381;Guarujá;SP;Privada;147;536.19;547.83;516.8;586.0;663.13;569.99
1382;Terra Boa;PR;Privada;9;537.98;554.86;499.46;590.52;666.67;569.9
1383;Presidente Epitácio;SP;Federal;34;545.46;542.89;510.08;597.92;652.94;569.86
1384;Cândido Godói;RS;Estadual;17;500.46;542.14;498.35;578.82;729.41;569.84
1385;Entre Rios;BA;Privada;5;544.22;536.58;495.42;556.74;716.0;569.79
1386;Rio do Sul;SC;Federal;53;528.34;554.25;537.54;577.11;650.94;569.64
1387;Cianorte;PR;Privada;103;528.8;542.25;512.87;569.88;694.37;569.63
1388;Palmares;PE;Privada;57;524.14;558.47;509.51;539.83;716.14;569.62
1389;Aurora;SC;Estadual;15;485.16;564.28;548.19;599.64;650.67;569.59
1390;Arroio do Sal;RS;Estadual;16;526.81;541.45;501.73;613.86;663.75;569.52
1391;Ananindeua;PA;Privada;749;518.75;543.56;508.1;550.05;727.16;569.52
1392;Ceres;GO;Federal;83;523.08;545.41;510.83;567.73;700.48;569.51
1393;Aroeiras;PB;Privada;8;516.41;545.2;453.84;574.46;757.5;569.48
1394;Crisólita;MG;Estadual;2;539.75;557.1;502.85;557.6;690.0;569.46
1395;Votuporanga;SP;Federal;64;531.27;532.77;506.69;604.44;671.88;569.41
1396;Sant'Ana do Livramento;RS;Privada;62;543.63;555.11;503.4;558.96;685.81;569.38
1397;Piratininga;SP;Privada;9;537.46;565.68;532.47;575.77;635.56;569.38
1398;São Gonçalo;RJ;Privada;842;524.96;544.77;507.26;562.15;707.7;569.37
1399;Acaiaca;MG;Estadual;4;553.17;566.83;509.5;511.67;705.0;569.24
1400;Caucaia;CE;Privada;52;532.27;548.6;505.05;562.79;696.92;569.13
1401;Santa Bárbara do Leste;MG;Estadual;5;501.04;536.52;510.9;605.1;692.0;569.11
1402;Morrinhos;GO;Federal;27;532.03;557.53;510.89;572.41;672.59;569.09
1403;Lucas do Rio Verde;MT;Federal;32;544.45;567.51;546.48;574.47;612.5;569.08
1404;Jardinópolis;SP;Privada;50;533.53;554.95;522.43;574.06;660.0;568.99
1405;Capanema;PR;Privada;13;511.04;543.26;505.65;577.08;707.69;568.94
1406;São Pedro da Aldeia;RJ;Privada;90;531.87;540.66;525.44;565.34;681.33;568.93
1407;Angical do Piauí;PI;Federal;52;511.78;532.7;492.27;556.24;751.54;568.91
1408;Jaciara;MT;Privada;26;513.41;530.59;515.62;570.28;714.62;568.9
1409;Romelândia;SC;Estadual;2;520.75;525.45;472.75;624.55;700.0;568.7
1410;Juazeiro;BA;Privada;137;518.94;533.16;509.19;554.83;727.15;568.65
1411;Bom Jesus do Itabapoana;RJ;Federal;96;524.71;536.48;521.69;571.55;688.54;568.59
1412;Matipó;MG;Estadual;22;520.05;529.33;490.32;565.44;737.27;568.48
1413;Barracão;PR;Federal;42;536.04;557.34;512.41;563.36;672.86;568.4
1414;Guariba;SP;Privada;27;534.27;528.27;516.85;593.54;668.89;568.37
1415;Campo Formoso;BA;Privada;26;510.17;532.54;514.09;560.3;724.62;568.34
1416;Palmeiras de Goiás;GO;Privada;30;516.76;515.05;506.01;572.39;731.33;568.31
1417;Murici;AL;Federal;36;525.48;541.57;514.39;587.07;672.78;568.26
1418;Ijuí;RS;Estadual;202;529.72;553.2;516.08;576.28;665.84;568.23
1419;Palmas;PR;Federal;43;527.5;549.64;510.23;552.91;700.47;568.15
1420;São Francisco do Sul;SC;Federal;42;537.42;565.73;521.71;584.95;630.95;568.15
1421;Diadema;SP;Privada;245;530.71;541.12;513.65;576.56;678.29;568.06
1422;Igaraçu do Tietê;SP;Privada;7;533.6;571.13;511.97;537.51;685.71;567.99
1423;Valparaíso;SP;Privada;8;541.85;547.54;525.78;589.75;635.0;567.98
1424;Itaguaí;RJ;Privada;79;531.91;541.45;514.31;552.41;699.75;567.97
1425;Nossa Senhora do Socorro;SE;Privada;88;501.98;525.88;499.67;544.83;767.5;567.97
1426;Olímpia;SP;Privada;31;539.39;542.24;528.2;562.92;667.1;567.97
1427;Rio Negro;PR;Privada;99;524.08;564.47;526.23;594.21;630.51;567.9
1428;São Caitano;PE;Privada;13;510.79;553.08;494.85;563.61;716.92;567.85
1429;Baraúna;RN;Privada;8;492.18;493.55;481.84;558.51;812.5;567.72
1430;Itaú de Minas;MG;Privada;24;531.39;542.99;502.07;586.34;675.83;567.72
1431;Pau dos Ferros;RN;Privada;30;507.63;526.92;503.31;540.43;760.0;567.66
1432;Guararema;SP;Privada;7;530.17;552.4;535.9;599.69;620.0;567.63
1433;Bambuí;MG;Federal;65;530.16;547.6;513.12;563.83;683.08;567.56
1434;Boa Viagem;CE;Federal;14;525.52;533.54;496.79;573.32;708.57;567.55
1435;Bom Jesus do Amparo;MG;Estadual;6;523.67;552.43;483.87;557.77;720.0;567.55
1436;Presidente Venceslau;SP;Privada;45;527.18;527.53;514.36;556.95;711.56;567.52
1437;Urussanga;SC;Privada;7;535.11;551.74;519.43;611.13;620.0;567.48
1438;Rubiácea;SP;Estadual;1;543.7;538.8;504.0;470.4;780.0;567.38
1439;Cantagalo;RJ;Privada;14;529.12;530.62;502.61;560.08;714.29;567.34
1440;Pirapora;MG;Privada;18;529.45;545.99;516.21;572.82;672.22;567.34
1441;Registro;SP;Federal;58;534.7;545.29;508.87;591.44;655.86;567.23
1442;Ponta Porã;MS;Privada;56;518.56;521.85;522.12;569.24;704.29;567.21
1443;Venâncio Aires;RS;Federal;54;540.35;557.93;504.77;585.23;647.78;567.21
1444;Ribeirão das Neves;MG;Privada;9;532.31;542.32;509.8;562.66;688.89;567.2
1445;Dois Vizinhos;PR;Privada;61;526.44;542.0;526.29;588.23;652.46;567.09
1446;Cássia;MG;Estadual;29;504.56;520.89;499.64;570.07;740.0;567.03
1447;Guabiruba;SC;Estadual;7;540.46;567.79;537.63;651.97;537.14;567.0
1448;Açailândia;MA;Privada;32;500.73;533.45;487.22;567.31;746.25;566.99
1449;Marituba;PA;Privada;17;544.29;547.63;518.35;524.4;700.0;566.93
1450;São Cristóvão;SE;Privada;44;519.21;534.09;479.8;530.44;770.91;566.89
1451;Campina Verde;MG;Privada;10;513.57;569.42;537.54;565.84;648.0;566.87
1452;Colombo;PR;Federal;47;546.88;565.74;526.07;573.54;622.13;566.87
1453;Viçosa;AL;Privada;19;514.92;529.79;475.45;551.79;762.11;566.81
1454;Eldorado do Sul;RS;Privada;6;536.15;562.37;544.13;578.05;613.33;566.81
1455;Sairé;PE;Privada;28;529.85;553.83;505.54;567.54;677.14;566.78
1456;Cruz;CE;Privada;13;524.84;507.0;497.98;573.17;730.77;566.75
1457;Florestal;MG;Estadual;75;530.19;543.21;515.75;580.57;664.0;566.74
1458;Nova Monte Verde;MT;Estadual;13;519.42;532.61;501.19;600.39;680.0;566.72
1459;Barra Bonita;SP;Municipal;1;547.2;562.4;528.1;535.3;660.0;566.6
1460;Uruguaiana;RS;Federal;36;549.94;563.05;499.33;582.64;637.78;566.55
1461;Valparaíso de Goiás;GO;Federal;36;546.94;565.51;506.05;550.88;663.33;566.54
1462;João Monlevade;MG;Estadual;153;529.32;551.51;513.13;564.75;673.73;566.49
1463;Motuca;SP;Estadual;1;520.6;579.6;522.1;610.0;600.0;566.46
1464;Planalto da Serra;MT;Estadual;5;528.9;541.3;516.28;536.72;708.0;566.24
1465;Araguaína;TO;Federal;55;538.19;564.83;518.64;562.99;646.18;566.17
1466;São José de Ribamar;MA;Federal;52;525.6;546.88;503.44;560.84;693.85;566.12
1467;Barra do Garças;MT;Federal;73;526.96;548.37;507.75;559.63;687.67;566.08
1468;Lajes;RN;Federal;47;525.74;538.67;509.46;586.12;670.21;566.04
1469;Januária;MG;Federal;116;528.25;534.22;512.12;549.05;706.38;566.0
1470;Arapoti;PR;Privada;29;538.18;556.45;526.09;594.61;614.48;565.96
1471;Afogados da Ingazeira;PE;Federal;42;527.77;568.72;522.5;579.8;630.48;565.85
1472;Cacoal;RO;Federal;97;512.38;538.64;508.91;565.78;703.51;565.84
1473;Conceição do Jacuípe;BA;Privada;40;521.13;532.25;496.6;556.87;722.0;565.77
1474;Jandaia do Sul;PR;Privada;20;511.8;538.64;513.82;551.34;713.0;565.72
1475;Visconde do Rio Branco;MG;Municipal;79;517.76;526.09;517.32;573.49;693.67;565.67
1476;Maratá;RS;Estadual;3;488.9;511.27;536.63;557.97;733.33;565.62
1477;São Gabriel;RS;Privada;10;537.89;572.96;493.7;575.44;648.0;565.6
1478;Conceição do Araguaia;PA;Privada;38;514.19;540.57;496.42;554.41;721.58;565.43
1479;Carapicuíba;SP;Privada;122;534.68;549.85;506.06;572.37;663.93;565.38
1480;Itamogi;MG;Privada;4;493.0;506.45;507.15;574.88;745.0;565.3
1481;Tabaí;RS;Estadual;19;531.33;553.87;513.56;562.26;665.26;565.26
1482;Pinhalzinho;SP;Municipal;1;577.7;482.9;465.5;640.2;660.0;565.26
1483;Jandira;SP;Privada;63;537.19;554.13;506.57;574.35;653.97;565.24
1484;Ituporanga;SC;Privada;7;532.59;518.13;520.67;586.09;668.57;565.21
1485;Tatuí;SP;Privada;104;535.83;544.08;520.95;583.54;641.54;565.19
1486;Coronel Vivida;PR;Federal;36;525.79;557.03;514.95;584.81;643.33;565.18
1487;Santana da Ponte Pensa;SP;Estadual;3;536.57;534.47;529.73;551.7;673.33;565.16
1488;Serra Talhada;PE;Federal;28;521.64;521.96;500.45;575.88;705.71;565.13
1489;Mundo Novo;BA;Privada;15;532.39;534.57;496.67;568.56;693.33;565.1
1490;Itaituba;PA;Municipal;9;500.32;515.22;493.9;511.18;804.44;565.01
1491;Águas de Santa Bárbara;SP;Estadual;2;577.65;516.25;531.05;619.95;580.0;564.98
1492;Abreulândia;TO;Estadual;2;475.3;518.9;486.7;593.85;750.0;564.95
1493;São Joaquim;SC;Privada;16;526.36;575.0;517.15;589.67;616.25;564.88
1494;Igarapé;MG;Privada;18;531.26;566.66;532.17;533.04;661.11;564.85
1495;Sorocaba;SP;Federal;29;549.37;562.92;514.51;573.2;624.14;564.83
1496;Manaus;AM;Federal;444;527.07;543.66;514.02;562.52;676.8;564.82
1497;Sena Madureira;AC;Federal;29;517.3;548.52;503.84;541.88;712.41;564.79
1498;Santa Maria de Jetibá;ES;Federal;47;522.62;547.01;510.64;564.49;679.15;564.78
1499;Jarinu;SP;Privada;11;517.08;537.39;526.27;577.71;665.45;564.78
1500;Votorantim;SP;Privada;83;527.23;545.13;512.33;582.95;656.14;564.76
1501;Humaitá;RS;Estadual;14;511.13;538.46;521.35;532.69;720.0;564.73
1502;Piracicaba;SP;Municipal;47;548.41;558.38;529.04;564.85;622.98;564.73
1503;Hortolândia;SP;Federal;48;529.71;554.39;517.21;580.4;641.67;564.68
1504;São Félix do Coribe;BA;Privada;2;524.45;512.3;531.9;604.45;650.0;564.62
1505;Euclides da Cunha;BA;Privada;21;523.5;520.06;480.55;548.9;749.52;564.51
