POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
41;Sete Lagoas;MG;Privada;363;602.54;653.82;598.58;675.86;790.47;664.26
42;Belo Horizonte;MG;Privada;5222;611.86;660.54;604.2;692.03;752.54;664.23
43;Valinhos;SP;Privada;409;614.73;658.82;614.38;697.41;735.65;664.2
44;Divinópolis;MG;Privada;263;604.35;656.31;598.8;691.77;764.41;663.13
45;Itaúna;MG;Privada;146;612.57;655.34;616.27;695.44;735.75;663.08
46;Farroupilha;RS;Federal;18;628.69;660.57;605.15;718.64;698.89;662.39
47;Cerro Largo;RS;Privada;17;621.36;656.2;576.78;686.07;769.41;661.97
48;Astorga;PR;Privada;8;597.98;659.9;590.9;657.36;800.0;661.23
49;Pouso Alegre;MG;Privada;269;604.04;648.27;600.54;673.29;777.32;660.69
50;Arroio do Meio;RS;Privada;15;582.81;627.24;579.33;680.89;832.0;660.45
51;Vitória;ES;Privada;1244;601.39;652.54;592.83;675.39;777.93;660.02
52;Ponte Nova;MG;Federal;80;602.28;647.88;582.76;676.92;788.5;659.67
53;Monte Carmelo;MG;Privada;27;602.03;664.81;604.3;668.25;758.52;659.58
54;Itabira;MG;Privada;156;597.73;651.42;584.75;675.88;785.51;659.06
55;Itapiranga;SC;Privada;17;604.52;650.82;590.01;696.72;752.94;659.0
56;Limoeiro do Norte;CE;Privada;135;582.8;633.95;587.93;663.51;823.7;658.38
57;Viçosa;MG;Privada;216;584.02;644.8;594.82;678.93;788.89;658.29
58;Vitória da Conquista;BA;Federal;83;612.36;654.36;592.98;669.41;761.45;658.11
59;Araxá;MG;Federal;81;604.62;648.93;611.11;690.97;734.07;657.94
60;São Sebastião do Paraíso;MG;Privada;65;604.11;640.76;602.25;682.92;758.77;657.76
61;Contagem;MG;Federal;74;617.39;653.18;612.32;693.79;711.62;657.66
62;Pacajus;CE;Privada;37;579.95;635.04;599.48;661.31;811.35;657.43
63;Governador Valadares;MG;Privada;324;600.3;651.32;589.75;671.71;773.95;657.41
64;Santa Luzia;MG;Federal;64;610.1;648.61;558.57;690.62;778.44;657.27
65;Lagoa da Prata;MG;Privada;57;592.85;639.9;584.27;659.5;809.47;657.2
66;Diamantina;MG;Privada;64;597.82;649.88;588.78;657.53;790.31;656.86
67;Campo Belo;MG;Privada;75;597.04;647.24;603.02;664.96;772.0;656.85
68;Campo Mourão;PR;Federal;27;606.61;645.42;586.68;683.04;760.74;656.5
69;João Monlevade;MG;Privada;102;586.44;649.78;585.33;669.18;790.98;656.34
70;Pontalina;GO;Privada;6;602.28;651.08;602.85;656.67;766.67;655.91
71;Rio de Janeiro;RJ;Federal;2068;610.75;655.43;587.82;679.77;745.62;655.88
72;Guaxupé;MG;Privada;92;600.98;643.38;609.21;687.48;736.74;655.56
73;Tocantins;MG;Privada;7;599.3;653.54;582.9;669.71;771.43;655.38
74;Uberlândia;MG;Privada;1022;595.51;645.23;592.22;656.11;787.57;655.33
75;Uberaba;MG;Privada;487;599.55;646.42;589.73;663.49;777.25;655.29
76;Niterói;RJ;Federal;161;606.99;653.62;583.38;680.74;751.55;655.26
77;Pará de Minas;MG;Privada;57;584.01;639.53;594.08;691.58;764.56;654.75
78;Montes Claros;MG;Federal;53;606.5;644.51;593.41;686.69;741.13;654.45
79;São José de Mipibu;RN;Municipal;1;603.0;649.5;585.9;692.1;740.0;654.1
80;Patos de Minas;MG;Privada;234;596.74;640.48;590.46;662.79;779.57;654.01
81;Formiga;MG;Federal;47;586.51;624.74;583.37;647.53;826.38;653.71
82;Santa Maria;RS;Federal;186;604.77;654.27;597.46;688.65;721.18;653.27
83;Santa Bárbara;MG;Privada;20;593.24;647.94;601.64;660.51;762.0;653.06
84;Canarana;MT;Privada;9;607.47;656.02;592.72;675.02;733.33;652.91
85;Curitiba;PR;Federal;415;616.54;663.05;604.08;698.14;682.17;652.8
86;Coronel Fabriciano;MG;Privada;84;575.33;629.99;553.21;656.38;848.33;652.65
87;Salvador;BA;Federal;376;616.25;656.11;592.12;678.73;720.0;652.64
88;Pedro Leopoldo;MG;Privada;78;601.92;653.15;589.89;679.1;735.13;651.84
89;Patrocínio;MG;Federal;72;599.81;638.95;582.23;652.62;785.0;651.72
90;Monte Sião;MG;Municipal;1;594.3;634.0;586.0;644.1;800.0;651.68
91;Curvelo;MG;Federal;43;602.23;641.48;616.66;702.49;695.35;651.64
92;Pacaembu;SP;Privada;6;598.4;622.48;566.25;654.25;816.67;651.61
93;Nova Friburgo;RJ;Privada;468;602.34;646.76;579.19;660.98;767.61;651.38
94;Varginha;MG;Privada;245;592.23;642.75;584.18;664.53;772.98;651.33
95;Barra Mansa;RJ;Privada;158;589.75;643.16;584.3;662.03;776.71;651.19
96;Conselheiro Lafaiete;MG;Federal;67;589.26;632.18;569.2;664.41;799.1;650.83
97;Suzano;SP;Federal;63;616.18;663.42;622.49;679.25;672.06;650.68
98;Osório;RS;Federal;48;612.6;651.27;578.48;640.17;770.83;650.67
99;Juiz de Fora;MG;Privada;1336;595.05;644.43;589.71;663.17;760.7;650.61
100;Guapimirim;RJ;Privada;17;588.78;637.27;596.7;644.8;783.53;650.22
101;Quatá;SP;Privada;9;620.48;644.9;588.14;646.18;751.11;650.16
102;Araçuaí;MG;Municipal;1;638.7;715.2;618.0;718.2;560.0;650.02
103;Guanhães;MG;Privada;33;584.38;639.69;593.21;670.11;761.82;649.84
104;Teófilo Otoni;MG;Privada;116;594.81;650.93;580.55;669.23;753.28;649.76
105;Bom Despacho;MG;Privada;41;601.83;650.6;604.27;667.94;722.93;649.51
106;Barão de Cocais;MG;Privada;34;594.01;648.1;592.27;676.26;736.47;649.42
107;Morrinhos;GO;Privada;6;560.22;623.37;604.03;634.88;823.33;649.17
108;Serafina Corrêa;RS;Privada;5;602.4;656.28;593.28;605.28;788.0;649.05
109;Foz do Iguaçu;PR;Federal;57;607.11;649.69;589.81;668.34;728.77;648.75
110;Matozinhos;MG;Privada;11;590.83;648.16;587.27;690.09;727.27;648.73
111;Cubatão;SP;Federal;114;608.75;652.16;590.3;690.81;700.18;648.44
112;Mossoró;RN;Federal;133;604.43;634.19;574.52;673.53;754.89;648.31
113;Valente;BA;Privada;13;611.7;656.69;570.22;654.82;746.15;647.92
114;Cássia;MG;Privada;19;598.25;631.07;612.31;627.26;770.53;647.88
115;Raul Soares;MG;Privada;26;569.13;643.68;566.26;655.03;800.77;646.97
116;Campo Grande;MS;Federal;231;607.34;644.66;589.63;665.5;727.45;646.92
117;São Gotardo;MG;Privada;21;608.17;656.79;600.64;665.37;701.9;646.57
118;Recife;PE;Federal;496;607.81;649.45;583.09;679.62;711.01;646.2
119;Junqueirópolis;SP;Privada;13;600.12;640.87;589.65;705.96;693.85;646.09
120;Barueri;SP;Privada;249;610.09;649.79;593.56;670.67;706.02;646.02
121;Lavras;MG;Privada;278;592.63;641.62;584.56;662.29;747.99;645.82
122;Poços de Caldas;MG;Privada;248;600.55;642.32;586.67;660.71;738.06;645.66
123;São Lourenço;MG;Privada;114;597.57;643.44;562.72;673.31;751.23;645.65
124;Ribeirão Bonito;SP;Privada;20;592.74;632.66;591.49;646.93;764.0;645.56
125;Barreiras;BA;Privada;144;585.84;637.42;578.27;623.67;802.5;645.54
126;Palmital;SP;Privada;13;607.25;646.58;572.68;668.72;732.31;645.51
127;Presidente Prudente;SP;Municipal;1;588.2;664.4;564.9;688.5;720.0;645.2
128;Ubajara;CE;Privada;8;604.43;643.22;610.0;672.52;695.0;645.04
129;São Pedro;SP;Privada;29;608.06;653.3;581.6;655.3;726.9;645.03
130;Mineiros;GO;Privada;60;583.92;619.39;576.63;656.44;787.67;644.81
131;Formiga;MG;Privada;105;590.92;637.11;580.92;674.9;738.86;644.54
132;Santa Rita do Passa Quatro;SP;Privada;46;597.14;638.95;611.09;664.75;710.43;644.47
133;Roca Sales;RS;Privada;23;608.82;659.2;595.05;647.94;710.43;644.29
134;Niterói;RJ;Privada;1960;595.56;641.75;576.48;659.98;747.58;644.27
135;Esperança;PB;Federal;23;591.62;645.67;578.57;656.4;748.7;644.19
136;Rio Grande;RS;Federal;126;591.41;634.84;579.65;657.1;757.62;644.12
137;São João del Rei;MG;Privada;201;587.47;642.56;574.66;659.24;754.63;643.71
138;Lagoa Santa;MG;Privada;100;591.71;645.86;569.2;657.04;752.4;643.24
139;Três de Maio;RS;Privada;38;610.53;654.96;593.51;664.34;692.63;643.19
140;Petrópolis;RJ;Federal;12;606.99;646.86;593.34;683.23;683.33;642.75
141;Piumhi;MG;Privada;74;576.79;646.53;585.86;672.88;731.35;642.68
142;Nova Iguaçu;RJ;Federal;109;608.02;652.8;578.36;679.64;694.31;642.63
143;Itaocara;RJ;Privada;27;584.02;637.57;568.35;657.21;765.93;642.61
144;Joinville;SC;Federal;81;610.98;641.04;576.39;690.42;690.86;641.94
145;Colatina;ES;Federal;206;589.21;640.87;575.07;666.36;737.28;641.76
146;Itabirito;MG;Privada;19;585.62;644.63;576.32;639.87;762.11;641.71
147;Pitangui;MG;Privada;29;587.01;621.29;579.61;688.17;732.41;641.7
148;Itaqui;RS;Privada;5;617.62;666.04;598.28;682.5;644.0;641.69
149;Mogi Mirim;SP;Privada;62;597.84;652.17;614.44;659.81;683.55;641.56
150;Monte Santo de Minas;MG;Privada;13;581.96;630.43;586.88;639.05;769.23;641.51
151;Palmas;TO;Privada;479;594.09;641.97;584.49;649.43;737.24;641.44
152;Volta Redonda;RJ;Federal;88;611.81;647.41;575.12;696.87;675.45;641.33
153;Prado;BA;Privada;8;577.7;637.7;577.67;618.5;795.0;641.32
154;Ibirama;SC;Privada;16;630.79;658.99;598.67;647.79;670.0;641.25
155;Cerqueira César;SP;Privada;16;604.01;658.29;580.75;692.08;670.0;641.03
156;Ouro Branco;MG;Federal;81;596.02;644.35;572.3;662.97;728.89;640.91
157;Pouso Alegre;MG;Federal;87;601.65;640.44;565.91;641.78;754.71;640.9
158;Brusque;SC;Privada;118;596.69;645.28;588.43;677.14;696.78;640.86
159;Lajeado;RS;Privada;122;606.1;647.61;581.36;671.46;697.54;640.81
160;Muriaé;MG;Privada;143;583.34;631.04;585.95;647.82;755.1;640.65
161;Abaeté;MG;Privada;20;601.2;632.58;587.34;647.96;733.0;640.42
162;Juiz de Fora;MG;Federal;340;602.04;651.58;593.05;663.94;690.65;640.25
163;Alfenas;MG;Privada;133;590.47;636.4;575.97;647.94;749.92;640.14
164;Alegrete;RS;Privada;32;596.17;633.69;578.69;635.92;753.12;639.52
165;Cambuí;MG;Privada;24;603.51;648.45;587.52;652.58;705.0;639.41
166;Florestal;MG;Federal;62;601.21;643.26;595.39;674.03;682.9;639.36
167;Jacareí;SP;Federal;25;601.76;649.39;557.1;658.1;730.4;639.35
168;Portão;RS;Privada;21;609.43;656.13;591.67;642.71;696.19;639.23
169;Betim;MG;Privada;195;595.96;637.49;574.34;652.34;735.69;639.16
170;Fraiburgo;SC;Privada;23;590.03;634.35;568.23;653.37;749.57;639.11
171;Curvelo;MG;Privada;56;583.79;636.34;580.37;641.91;752.14;638.91
172;Carangola;MG;Privada;62;592.5;642.76;563.66;652.6;742.9;638.89
173;Amparo;SP;Privada;117;593.34;639.34;588.67;663.46;709.4;638.84
174;Feliz;RS;Federal;34;595.37;644.34;579.73;656.44;716.47;638.47
175;Linhares;ES;Federal;116;594.74;641.02;593.93;658.4;704.14;638.45
176;Brumadinho;MG;Privada;34;583.8;630.12;581.02;662.05;734.71;638.34
177;Manhumirim;MG;Privada;16;608.24;647.63;596.44;678.09;661.25;638.33
178;Itu;SP;Privada;222;604.86;643.2;586.94;665.44;690.9;638.27
179;Ervália;MG;Privada;14;570.64;626.91;568.09;618.23;807.14;638.2
180;Teutônia;RS;Privada;29;599.51;639.5;566.76;665.36;718.62;637.95
181;Nepomuceno;MG;Federal;50;591.52;631.89;568.97;662.11;734.4;637.78
182;São José dos Campos;SP;Privada;1876;598.8;643.17;587.55;661.77;697.3;637.72
183;Tupaciguara;MG;Privada;7;577.66;617.91;558.03;640.46;794.29;637.67
184;Muzambinho;MG;Privada;20;599.28;641.25;594.02;678.02;675.0;637.51
185;Teresópolis;RJ;Privada;185;594.27;646.22;582.58;648.43;715.68;637.44
186;Jales;SP;Privada;86;589.39;631.25;587.32;643.43;735.35;637.35
187;Itabirito;MG;Federal;55;593.1;638.91;572.94;672.98;708.73;637.33
188;Estrela;RS;Privada;38;592.14;642.96;611.42;687.02;652.63;637.23
189;Juazeiro do Norte;CE;Privada;450;578.76;629.8;581.3;637.38;758.76;637.2
190;Camaçari;BA;Federal;76;608.61;650.04;564.99;648.55;713.68;637.17
191;Caeté;MG;Privada;28;593.43;647.73;570.62;656.94;717.14;637.17
192;Resende;RJ;Privada;295;596.24;644.37;571.44;651.17;722.51;637.15
193;Paraisópolis;MG;Privada;57;600.84;631.63;587.33;675.12;689.12;636.81
194;Pomerode;SC;Privada;30;596.77;645.76;613.07;658.55;668.67;636.56
195;Itaguaí;RJ;Federal;48;591.43;644.14;569.2;684.86;692.5;636.43
196;Dracena;SP;Privada;75;594.99;638.02;592.58;663.97;692.53;636.42
197;Valença;RJ;Federal;12;611.5;645.28;589.43;630.6;705.0;636.36
198;Carmo do Paranaíba;MG;Privada;18;599.73;621.18;575.74;659.11;725.56;636.26
199;Vera Cruz;RS;Privada;15;609.68;652.59;574.73;662.66;681.33;636.2
200;Passos;MG;Federal;61;589.82;632.19;549.0;615.2;794.75;636.19
201;Bragança Paulista;SP;Federal;58;597.77;638.54;588.04;687.12;669.31;636.16
202;Poços de Caldas;MG;Federal;47;602.9;640.08;597.17;657.41;682.98;636.11
203;Jaguaruana;CE;Privada;9;620.79;656.62;583.94;647.88;671.11;636.07
204;Papagaios;MG;Privada;15;578.63;627.65;578.35;607.69;786.67;635.8
205;Janaúba;MG;Federal;28;587.36;619.61;559.75;663.66;748.57;635.79
206;Minaçu;GO;Privada;35;583.87;621.76;573.01;649.08;750.86;635.71
207;Peçanha;MG;Privada;5;590.78;630.84;555.26;629.62;772.0;635.7
208;Duque de Caxias;RJ;Federal;207;600.06;640.96;576.83;645.8;714.78;635.69
209;Pompéu;MG;Privada;9;585.51;626.57;535.69;654.92;775.56;635.65
210;Passos;MG;Privada;116;584.61;635.6;567.35;651.53;738.97;635.61
211;Itanhandu;MG;Privada;24;604.93;647.09;586.46;639.95;699.17;635.52
212;Pombal;PB;Privada;27;578.06;631.55;579.04;628.0;760.74;635.48
213;Itumbiara;GO;Federal;45;591.33;629.57;579.15;652.6;724.0;635.33
214;Congonhas;MG;Federal;96;594.34;640.86;586.84;660.77;693.75;635.31
215;Londrina;PR;Federal;48;606.96;649.27;583.9;657.5;678.75;635.28
216;Montes Claros;MG;Privada;937;587.35;635.67;569.39;644.6;739.19;635.24
217;Bastos;SP;Privada;29;585.69;638.89;603.63;686.36;659.31;634.77
218;Altônia;PR;Privada;8;599.79;659.09;589.48;637.56;687.5;634.68
219;São Carlos;SP;Privada;565;594.46;637.09;583.08;648.93;709.63;634.64
220;Realeza;PR;Privada;8;602.64;647.15;593.7;666.48;662.5;634.49
221;Goiânia;GO;Privada;4534;586.61;632.24;577.6;641.09;734.39;634.39
222;Betim;MG;Federal;141;594.08;634.52;586.11;659.08;697.02;634.16
223;Cantagalo;RJ;Privada;10;603.73;661.77;572.93;694.38;638.0;634.16
224;Santa Cruz do Sul;RS;Privada;127;597.71;641.49;567.79;658.88;704.88;634.15
225;Salinas;MG;Privada;24;570.03;622.19;562.8;665.13;747.5;633.53
226;Manhuaçu;MG;Privada;92;580.18;626.98;579.91;666.98;713.48;633.5
227;Ouro Branco;MG;Privada;53;595.78;644.1;562.12;648.24;716.98;633.44
228;Salto;SP;Privada;103;602.82;639.29;577.25;662.73;684.47;633.31
229;Sabinópolis;MG;Privada;24;570.86;620.04;586.1;649.38;738.33;632.94
230;São José do Rio Preto;SP;Privada;978;592.04;636.43;584.93;646.01;705.21;632.93
231;Porto Ferreira;SP;Privada;57;591.77;635.65;590.48;626.31;720.35;632.91
232;Ouro Preto;MG;Privada;49;581.39;631.01;556.09;639.42;753.88;632.36
233;Barra do Piraí;RJ;Privada;116;590.76;639.97;571.9;638.03;720.52;632.23
234;Veranópolis;RS;Privada;40;584.32;603.6;579.97;608.0;785.0;632.18
235;Parnamirim;RN;Federal;137;601.37;632.35;578.34;657.07;691.68;632.16
236;Mucuri;BA;Privada;65;575.29;627.69;568.4;649.14;739.69;632.04
237;Vassouras;RJ;Privada;42;572.94;628.06;548.89;632.23;777.62;631.95
238;Milhã;CE;Privada;10;591.54;642.13;563.88;666.1;696.0;631.93
239;Mogi Guaçu;SP;Privada;157;599.19;640.81;581.73;649.87;687.39;631.8
240;Sidrolândia;MS;Privada;10;601.45;640.46;596.86;599.57;720.0;631.67
241;São João Nepomuceno;MG;Privada;56;579.23;630.01;580.87;637.51;730.71;631.67
242;Amargosa;BA;Privada;21;579.3;648.26;572.93;648.22;709.52;631.65
243;Areado;MG;Privada;11;571.32;634.44;557.02;629.18;765.45;631.48
244;Taquaritinga;SP;Privada;69;592.13;628.21;584.88;643.53;708.41;631.43
245;Natal;RN;Federal;576;601.53;636.6;565.61;647.28;705.94;631.39
246;Sacramento;MG;Privada;13;589.3;639.76;601.58;678.02;647.69;631.27
247;Venda Nova do Imigrante;ES;Privada;22;591.89;650.23;592.43;633.34;688.18;631.21
248;Nilópolis;RJ;Federal;125;602.94;639.04;592.05;652.04;669.76;631.17
249;Inhumas;GO;Privada;89;577.22;625.69;575.71;627.96;749.21;631.16
250;Cosmópolis;SP;Privada;20;599.12;633.84;582.97;644.56;695.0;631.1
251;Novo Horizonte;SP;Privada;66;581.02;612.67;560.86;631.94;768.18;630.94
252;Cachoeiro de Itapemirim;ES;Privada;265;583.16;623.71;565.8;653.37;727.7;630.75
253;Conselheiro Lafaiete;MG;Privada;110;579.93;634.27;564.07;635.09;739.82;630.63
254;Canoas;RS;Federal;67;614.14;646.81;574.54;675.84;641.79;630.63
255;Jacutinga;MG;Privada;40;585.81;637.2;588.83;668.57;672.0;630.48
256;São Gonçalo;RJ;Federal;81;603.05;633.05;582.34;649.48;684.44;630.47
257;Passa Quatro;MG;Privada;27;584.49;648.71;589.99;641.71;686.67;630.31
258;São Paulo;SP;Federal;8;618.1;616.83;617.36;676.4;622.5;630.24
259;Turvo;SC;Privada;2;586.8;652.0;604.45;647.45;660.0;630.14
260;Auriflama;SP;Privada;16;593.3;627.81;587.71;638.85;702.5;630.03
261;Jaraguá do Sul;SC;Federal;60;606.97;649.03;592.27;635.6;666.0;629.97
262;Bariri;SP;Privada;29;590.37;634.98;583.27;666.4;673.79;629.76
263;Tabatinga;SP;Privada;10;580.15;646.97;572.19;681.23;668.0;629.71
264;Dourados;MS;Privada;341;580.58;623.73;575.82;628.57;739.59;629.66
265;Macaé;RJ;Federal;144;602.67;641.71;588.16;658.98;655.83;629.47
266;Marialva;PR;Privada;4;604.38;643.1;569.02;680.7;650.0;629.44
267;Santa Fé do Sul;SP;Privada;49;584.48;630.57;594.5;616.47;720.82;629.37
268;Marau;RS;Privada;30;589.93;633.17;572.29;633.09;718.0;629.3
269;Atibaia;SP;Privada;234;591.24;635.14;579.57;648.48;690.85;629.06
270;Três Passos;RS;Privada;12;586.62;627.48;563.54;625.93;741.67;629.05
271;Itaperuna;RJ;Privada;153;585.88;629.92;572.08;635.21;722.09;629.04
272;Arapiraca;AL;Federal;138;599.29;629.83;556.63;649.37;709.86;629.0
273;Carmo da Cachoeira;MG;Privada;1;629.3;661.1;580.1;674.3;600.0;628.96
274;Ourinhos;SP;Privada;157;594.77;641.71;592.22;658.26;657.45;628.88
275;Cândido Mota;SP;Privada;9;591.61;611.78;566.89;622.24;751.11;628.73
276;Seropédica;RJ;Federal;108;605.77;642.92;575.71;608.24;710.93;628.71
277;Fortaleza;CE;Privada;6570;580.58;628.64;563.02;640.89;730.14;628.65
278;Contagem;MG;Privada;690;585.98;634.61;574.71;649.14;698.46;628.58
279;Campo Grande;MS;Privada;1378;587.45;632.92;575.06;636.11;710.54;628.42
280;Ilha Solteira;SP;Privada;36;596.03;641.61;594.11;668.92;641.11;628.36
281;Ribeirão Preto;SP;Privada;1894;591.03;633.65;582.06;644.58;689.79;628.22
282;Itapira;SP;Privada;69;599.46;636.41;578.69;634.9;691.59;628.21
283;Patrocínio;MG;Privada;125;575.7;610.65;553.13;617.92;783.52;628.18
284;Andradas;MG;Privada;63;599.36;634.09;576.01;640.32;691.11;628.18
285;Indaiatuba;SP;Privada;407;596.1;641.25;578.17;640.56;684.42;628.1
286;Cascavel;PR;Federal;30;591.28;642.4;589.86;655.05;658.67;627.45
287;Volta Redonda;RJ;Privada;523;582.09;628.37;562.19;638.77;725.74;627.43
288;Barbacena;MG;Federal;205;596.14;644.54;579.02;669.54;646.93;627.24
289;Concórdia;SC;Privada;52;590.81;628.17;551.49;646.1;718.46;627.01
290;Francisco Sá;MG;Privada;12;581.8;642.61;552.57;611.23;746.67;626.98
291;Viana;ES;Federal;59;594.06;642.87;555.2;649.76;692.54;626.89
292;Barbacena;MG;Privada;233;584.88;628.53;558.54;639.52;722.75;626.84
293;Fartura;SP;Privada;15;603.69;644.74;612.93;686.17;586.67;626.84
294;Santa Rosa;RS;Privada;55;577.35;627.51;578.12;619.82;731.27;626.81
295;Adamantina;SP;Privada;61;588.64;646.03;584.78;648.93;665.25;626.73
296;Santos Dumont;MG;Privada;19;575.57;648.11;558.87;643.34;707.37;626.65
297;Mafra;SC;Privada;75;597.9;642.02;593.16;637.64;662.4;626.62
298;Congonhas;MG;Privada;46;579.86;622.84;557.55;629.64;743.04;626.59
299;Ceres;GO;Privada;73;580.87;628.88;564.08;641.76;717.26;626.57
300;Florianópolis;SC;Federal;303;602.29;641.04;577.87;660.22;651.42;626.57
301;Marechal Cândido Rondon;PR;Privada;137;591.83;636.7;567.84;632.17;704.09;626.52
302;São João da Boa Vista;SP;Federal;64;594.72;637.4;542.75;658.02;699.38;626.45
303;Ibatiba;ES;Federal;144;577.54;638.31;590.78;648.16;676.67;626.29
304;Quixeré;CE;Privada;19;548.02;593.45;563.69;617.33;808.42;626.18
305;Bom Jardim;RJ;Privada;39;585.5;632.54;572.72;650.36;688.72;625.97
306;Caratinga;MG;Privada;90;585.4;627.83;573.28;626.23;716.89;625.93
307;Itaparica;BA;Privada;19;572.64;622.13;550.76;589.11;794.74;625.87
308;Toledo;PR;Privada;259;587.79;636.0;574.11;642.15;689.11;625.83
309;Blumenau;SC;Privada;399;594.85;640.96;581.42;654.12;657.39;625.75
310;Caxambu;MG;Privada;62;592.48;637.12;577.83;657.25;663.55;625.65
311;Simão Dias;SE;Privada;42;572.26;604.58;566.25;630.27;754.76;625.62
312;Boa Esperança;MG;Privada;57;582.51;636.22;578.12;639.14;691.93;625.58
313;Guaíra;PR;Privada;16;586.15;625.4;553.07;635.65;727.5;625.55
314;Venda Nova do Imigrante;ES;Federal;146;579.8;630.96;569.7;631.7;715.48;625.53
315;Piúma;ES;Federal;62;586.4;641.1;581.08;630.41;688.06;625.41
316;Arcos;MG;Privada;47;590.47;633.31;552.02;663.47;687.66;625.39
317;Joinville;SC;Privada;971;594.79;634.49;578.99;638.83;679.36;625.29
318;Sarandi;RS;Privada;6;603.4;662.07;557.15;619.87;683.33;625.16
319;Três Corações;MG;Privada;100;592.15;643.89;555.38;663.11;670.8;625.06
320;Surubim;PE;Privada;95;573.68;624.36;560.26;616.53;750.32;625.03
321;Vinhedo;SP;Privada;230;591.2;627.2;569.8;638.69;697.04;624.79
322;Crateús;CE;Privada;59;557.23;612.22;533.72;609.87;810.85;624.78
323;Santo Antônio de Pádua;RJ;Federal;64;594.55;648.48;562.36;640.29;677.81;624.7
324;Querência;MT;Privada;10;617.89;642.44;578.63;622.15;662.0;624.62
325;Capelinha;MG;Privada;14;576.37;623.21;582.53;648.15;692.86;624.62
326;Três Rios;RJ;Privada;209;586.08;633.66;572.45;626.37;703.92;624.5
327;Poço Fundo;MG;Privada;23;565.42;639.48;600.29;650.37;666.96;624.5
328;Carazinho;RS;Privada;35;596.27;649.75;568.73;645.61;661.71;624.41
