POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
79;Viana;ES;Federal;63;581.21;603.89;565.74;672.85;869.52;658.64
80;Santa Cruz do Sul;RS;Privada;153;586.52;599.9;574.27;683.83;848.63;658.63
81;Itanhandu;MG;Privada;39;583.65;610.54;581.35;692.75;824.62;658.58
82;Bicas;MG;Privada;11;572.04;598.85;566.55;654.6;900.0;658.41
83;Nova Lima;MG;Privada;232;593.66;606.35;582.32;696.48;810.95;657.95
84;Mucuri;BA;Privada;59;564.26;600.43;579.55;674.83;870.17;657.85
85;Eldorado;MS;Privada;6;584.37;598.6;582.63;699.43;823.33;657.67
86;Santa Cruz das Palmeiras;SP;Privada;33;580.85;592.97;575.47;692.21;846.06;657.51
87;Lajeado;RS;Privada;132;585.67;607.75;579.59;704.39;810.0;657.48
88;São Luiz Gonzaga;RS;Privada;15;596.87;620.91;585.55;683.55;798.67;657.11
89;Barbacena;MG;Federal;106;594.38;615.98;596.9;727.96;750.0;657.05
90;Pará de Minas;MG;Privada;104;565.17;586.47;575.56;695.45;862.12;656.95
91;Portão;RS;Privada;17;604.78;616.21;570.19;707.96;783.53;656.54
92;Congonhas;MG;Privada;48;567.09;582.34;557.36;696.07;878.75;656.32
93;Alfredo Chaves;ES;Municipal;1;528.6;572.7;571.9;667.5;940.0;656.14
94;Paranapanema;SP;Privada;22;570.5;616.72;584.0;671.9;837.27;656.08
95;Brejo do Cruz;PB;Privada;14;559.52;583.83;582.26;683.79;870.0;655.88
96;Caeté;MG;Privada;19;581.55;608.65;565.81;681.41;841.05;655.69
97;Santa Bárbara;BA;Privada;5;584.84;612.14;553.2;635.86;892.0;655.61
98;Venda Nova do Imigrante;ES;Privada;14;547.85;616.54;582.86;691.51;838.57;655.47
99;Monte Carmelo;MG;Privada;24;584.73;614.78;565.72;657.87;853.33;655.29
100;Sete Lagoas;MG;Privada;347;572.49;599.52;582.45;683.21;838.27;655.19
101;Paracuru;CE;Privada;4;579.98;602.72;579.98;653.02;860.0;655.14
102;Ubá;MG;Privada;190;569.87;593.69;584.14;681.57;846.32;655.12
103;Serafina Corrêa;RS;Privada;6;584.25;604.37;564.23;639.0;883.33;655.04
104;São Sebastião do Paraíso;MG;Privada;66;576.34;592.31;571.76;675.85;858.48;654.95
105;Três de Maio;RS;Privada;43;586.57;603.56;567.53;676.41;840.47;654.91
106;Cunha;SP;Privada;14;578.56;602.26;603.0;705.21;784.29;654.66
107;Boqueirão;PB;Privada;2;571.45;590.3;549.1;651.35;910.0;654.44
108;Suzano;SP;Federal;59;581.57;602.8;577.85;683.44;824.75;654.08
109;Vera Cruz;RS;Privada;23;588.59;604.77;565.93;674.03;836.52;653.97
110;Barroso;MG;Privada;7;560.36;587.99;571.31;692.17;857.14;653.79
111;Muriaé;MG;Federal;78;577.3;600.0;571.0;665.31;853.59;653.44
112;Manhuaçu;MG;Privada;88;562.66;583.22;576.03;693.68;850.23;653.16
113;Caratinga;MG;Privada;70;568.69;585.75;557.57;676.97;876.0;653.0
114;Coronel Fabriciano;MG;Privada;73;569.72;602.86;557.42;690.5;844.11;652.92
115;Novo Hamburgo;RS;Federal;40;594.49;616.84;576.14;706.82;768.0;652.46
116;Serra;ES;Federal;75;588.47;604.51;574.3;719.33;775.47;652.42
117;São Sebastião da Grama;SP;Privada;1;602.4;647.7;604.9;727.0;680.0;652.4
118;Laranjeiras do Sul;PR;Privada;21;577.91;598.4;592.76;667.99;824.76;652.37
119;Caxias do Sul;RS;Federal;88;598.11;613.45;590.81;682.3;776.14;652.16
120;Teresópolis;RJ;Privada;194;585.8;600.56;573.7;675.07;824.74;651.97
121;São Gonçalo do Sapucaí;MG;Privada;29;576.03;593.83;574.23;698.51;817.24;651.97
122;Jaguaraçu;MG;Estadual;3;590.23;603.37;576.17;710.0;780.0;651.95
123;Ouro Branco;MG;Federal;79;582.56;605.0;568.36;679.18;824.56;651.93
124;Campo Mourão;PR;Federal;35;601.53;600.56;576.05;712.21;769.14;651.9
125;Ponte Nova;MG;Federal;54;584.07;609.88;562.93;683.71;817.78;651.67
126;Carmo do Paranaíba;MG;Privada;22;573.65;591.4;595.14;696.95;800.0;651.43
127;Inhumas;GO;Privada;71;568.17;593.69;588.81;678.15;828.17;651.4
128;Ribeirão Bonito;SP;Privada;12;595.84;610.22;604.8;682.74;761.67;651.05
129;Fartura;SP;Privada;13;591.49;619.74;573.83;699.11;770.77;650.99
130;Tabatinga;SP;Privada;8;585.01;590.74;571.29;690.41;817.5;650.99
131;João Monlevade;MG;Privada;98;574.17;596.59;569.46;670.61;844.08;650.98
132;Erebango;RS;Estadual;1;592.5;687.7;566.4;627.3;780.0;650.78
133;Bom Sucesso;MG;Privada;5;566.52;576.76;585.5;664.5;860.0;650.66
134;Amparo;SP;Privada;109;582.93;607.15;586.71;689.28;785.5;650.31
135;Estrela;RS;Privada;23;582.74;593.42;577.47;714.87;782.61;650.22
136;Uberaba;MG;Privada;442;576.6;597.12;571.34;670.91;834.98;650.19
137;São Ludgero;SC;Privada;7;592.96;605.81;576.7;681.17;794.29;650.19
138;Mossoró;RN;Federal;160;589.28;605.84;565.46;677.36;811.62;649.91
139;Bom Jardim;RJ;Privada;16;579.86;597.56;576.17;647.48;847.5;649.71
140;Varginha;MG;Privada;272;574.31;600.95;571.86;679.57;821.32;649.6
141;Conceição do Mato Dentro;MG;Privada;29;569.42;599.74;576.66;682.12;820.0;649.59
142;Tutóia;MA;Privada;9;570.21;595.0;574.11;633.01;875.56;649.58
143;Carmópolis;SE;Privada;1;628.2;644.8;553.4;601.4;820.0;649.56
144;Marau;RS;Privada;32;578.49;576.21;581.65;661.52;849.38;649.45
145;Santana do Garambéu;MG;Estadual;3;561.47;583.57;573.8;647.6;880.0;649.29
146;Junqueirópolis;SP;Privada;12;567.43;590.46;576.16;659.03;853.33;649.28
147;Birigui;SP;Federal;55;580.63;604.5;572.63;666.32;822.18;649.25
148;Campo Maior;PI;Privada;41;585.28;587.87;564.3;661.98;845.85;649.06
149;Itabira;MG;Privada;143;570.4;594.76;565.21;682.79;832.17;649.06
150;Mutum;MG;Privada;5;608.0;610.06;575.48;663.5;788.0;649.01
151;Cariacica;ES;Federal;177;584.66;603.34;572.76;672.24;811.98;649.0
152;Mineiros;GO;Privada;56;566.42;593.63;572.62;667.76;844.29;648.94
153;Nova Friburgo;RJ;Privada;357;577.48;592.15;569.92;666.54;837.93;648.8
154;Presidente Bernardes;SP;Privada;12;562.32;576.14;580.95;675.62;848.33;648.67
155;São Benedito;CE;Privada;6;565.4;585.13;553.45;649.2;890.0;648.64
156;Itaocara;RJ;Privada;43;561.91;586.44;562.84;664.59;867.44;648.64
157;Formiga;MG;Privada;46;571.3;586.11;574.61;664.66;845.65;648.47
158;Betim;MG;Federal;115;581.32;591.19;572.02;682.99;813.91;648.29
159;Itajubá;MG;Privada;269;571.27;590.94;569.09;680.89;829.22;648.28
160;Lavras;MG;Privada;224;576.9;591.31;569.36;653.91;849.82;648.26
161;Campos Gerais;MG;Privada;25;566.52;586.12;587.46;685.43;814.4;647.99
162;Ipu;CE;Privada;34;569.58;588.19;551.94;656.54;872.35;647.72
163;Brasília de Minas;MG;Privada;14;562.19;601.89;559.83;659.21;854.29;647.48
164;São João da Boa Vista;SP;Federal;47;584.09;587.08;543.05;662.69;859.57;647.3
165;Valinhos;SP;Privada;409;581.15;604.05;601.95;696.3;752.96;647.28
166;Palotina;PR;Privada;38;572.86;591.38;578.42;657.59;835.26;647.11
167;Varginha;MG;Federal;69;583.52;600.3;571.08;671.21;809.28;647.08
168;Medianeira;PR;Privada;38;568.65;595.7;569.08;678.4;823.16;647.0
169;Três Corações;MG;Privada;66;584.86;587.65;560.63;664.16;837.58;646.97
170;Pinhalzinho;SC;Privada;15;571.23;564.33;564.7;665.17;869.33;646.95
171;Assis Chateaubriand;PR;Privada;9;568.2;566.89;554.07;653.98;891.11;646.85
172;Raul Soares;MG;Privada;15;548.87;564.71;549.6;678.09;892.0;646.65
173;Aracruz;ES;Federal;92;584.76;600.54;581.79;672.16;792.83;646.41
174;Pouso Alegre;MG;Privada;276;569.59;594.4;581.18;669.07;817.1;646.27
175;Juiz de Fora;MG;Privada;1046;574.01;595.72;573.81;672.88;814.59;646.2
176;Itaporanga;SP;Privada;8;553.99;605.25;579.22;686.84;805.0;646.06
177;Santa Luzia;MG;Federal;49;579.23;603.68;557.28;680.49;808.98;645.93
178;Porto União;SC;Privada;55;573.06;600.97;574.92;669.54;810.18;645.73
179;Craíbas;AL;Privada;12;549.12;600.83;523.42;682.53;871.67;645.51
180;São José do Rio Pardo;SP;Privada;63;577.46;590.51;561.93;677.68;819.68;645.45
181;Joinville;SC;Federal;72;598.77;610.41;586.39;724.79;705.83;645.24
182;Patos de Minas;MG;Privada;169;572.33;584.27;565.56;668.17;835.03;645.07
183;Unaí;MG;Privada;97;575.76;593.48;573.88;648.82;833.2;645.03
184;São Miguel do Iguaçu;PR;Privada;20;558.62;588.14;564.43;678.62;835.0;644.96
185;São José dos Campos;SP;Privada;1649;580.36;599.53;579.87;682.0;782.97;644.95
186;Patos de Minas;MG;Federal;83;578.44;600.15;557.67;647.07;841.2;644.91
187;Fraiburgo;SC;Privada;38;582.85;599.99;546.92;652.63;842.11;644.9
188;Guaranésia;MG;Privada;7;558.73;577.36;599.13;706.26;782.86;644.87
189;Governador Valadares;MG;Privada;275;572.78;587.15;565.18;659.15;839.85;644.82
190;Nova Araçá;RS;Privada;7;544.14;593.07;581.21;613.63;891.43;644.7
191;Gandu;BA;Privada;28;586.57;599.0;561.84;651.73;823.57;644.54
192;Ouro Branco;MG;Privada;27;568.85;589.76;558.05;655.48;848.89;644.21
193;Itabaiana;SE;Privada;176;577.52;596.01;557.58;644.57;845.34;644.2
194;Resende;RJ;Privada;267;572.97;592.44;564.87;670.84;819.78;644.18
195;Peçanha;MG;Privada;6;566.42;586.38;542.03;628.98;896.67;644.1
196;Icó;CE;Privada;1;592.6;597.5;537.9;652.3;840.0;644.06
197;Miguel Calmon;BA;Privada;10;575.83;596.96;561.8;665.66;820.0;644.05
198;Realeza;PR;Privada;10;585.04;594.29;585.59;701.02;754.0;643.99
199;Caetanópolis;MG;Privada;4;579.28;582.0;609.47;688.5;760.0;643.85
200;Lagoa Santa;MG;Privada;115;575.97;600.76;565.58;663.66;813.22;643.84
201;Nova Venécia;ES;Federal;92;572.93;599.7;563.8;684.62;797.17;643.65
202;Oliveira;MG;Privada;58;575.55;593.54;557.41;648.5;842.76;643.55
203;Sombrio;SC;Privada;11;581.41;573.43;578.62;643.71;840.0;643.43
204;Congonhas;MG;Federal;79;558.53;574.91;558.65;667.75;857.22;643.41
205;Goiânia;GO;Privada;4104;572.93;589.74;575.17;657.34;820.97;643.23
206;Crato;CE;Privada;146;566.44;584.8;573.09;653.41;838.36;643.22
207;Uberlândia;MG;Privada;1054;573.24;591.37;566.57;652.89;831.29;643.07
208;Dores de Campos;MG;Privada;6;536.28;594.7;556.55;667.65;860.0;643.04
209;Santo Antônio de Jesus;BA;Privada;158;565.75;595.97;579.21;653.96;819.87;642.95
210;Guaçuí;ES;Privada;18;575.34;587.65;568.41;673.21;810.0;642.92
211;Bom Despacho;MG;Privada;48;572.02;586.69;560.51;670.65;824.58;642.89
212;Itapiranga;SC;Privada;8;546.9;569.95;576.65;655.31;865.0;642.76
213;Muriaé;MG;Privada;99;566.66;586.93;558.75;660.64;840.81;642.76
214;Santa Bárbara;MG;Privada;9;589.97;595.58;537.79;656.47;833.33;642.63
215;Sabará;MG;Federal;91;586.26;602.35;572.61;674.95;776.92;642.62
216;Guarapari;ES;Federal;111;577.91;596.19;561.0;681.03;796.58;642.54
217;Conceição das Alagoas;MG;Privada;3;562.13;560.37;564.37;725.4;800.0;642.45
218;São Fidélis;RJ;Privada;25;575.44;597.04;564.14;663.52;811.2;642.27
219;Faxinal do Soturno;RS;Estadual;16;560.84;573.21;541.87;688.79;846.25;642.19
220;Brumado;BA;Privada;61;575.87;602.34;557.83;656.09;818.69;642.16
221;Erechim;RS;Federal;13;606.2;603.12;610.64;654.9;735.38;642.05
222;Teixeira de Freitas;BA;Privada;115;567.96;576.35;561.45;648.49;856.0;642.05
223;Descalvado;SP;Privada;44;569.33;581.07;565.31;668.39;825.91;642.0
224;Carlos Chagas;MG;Privada;3;585.93;583.1;556.8;677.03;806.67;641.91
225;Paty do Alferes;RJ;Privada;9;574.63;578.76;539.28;687.88;828.89;641.89
226;Piripiri;PI;Privada;42;559.56;580.05;550.9;638.14;880.48;641.82
227;Poço Fundo;MG;Privada;16;551.84;579.32;576.8;670.68;830.0;641.73
228;São Miguel do Guamá;PA;Privada;15;573.97;586.83;585.69;620.45;841.33;641.66
229;Teresina;PI;Privada;2652;570.3;583.37;563.88;648.96;841.34;641.57
230;Lagarto;SE;Privada;44;578.5;597.09;569.25;628.2;834.55;641.52
231;Vacaria;RS;Federal;23;597.65;595.2;571.23;690.84;752.17;641.42
232;Ituverava;SP;Privada;94;552.05;567.19;564.09;661.95;860.85;641.22
233;São João Nepomuceno;MG;Privada;46;558.66;581.32;562.61;663.84;839.57;641.2
234;Volta Redonda;RJ;Federal;69;579.09;602.73;569.31;690.51;764.35;641.2
235;Montes Claros;MG;Federal;82;575.78;580.9;566.43;665.1;817.56;641.15
236;São Lourenço;MG;Privada;83;576.97;586.63;567.84;667.86;806.27;641.11
237;Matipó;MG;Privada;5;526.7;581.02;578.52;679.16;840.0;641.08
238;Recife;PE;Federal;464;582.86;601.24;569.33;680.67;770.56;640.93
239;Araxá;MG;Privada;72;571.31;593.61;551.23;663.42;825.0;640.91
240;Bastos;SP;Privada;7;591.76;585.17;591.73;680.89;754.29;640.77
241;Niterói;RJ;Privada;1669;573.24;590.47;560.84;661.96;817.06;640.72
242;São João;PR;Municipal;1;560.9;578.4;490.7;733.2;840.0;640.64
243;Cachoeiro de Itapemirim;ES;Privada;246;564.9;586.27;569.09;665.9;816.1;640.45
244;Curitiba;PR;Federal;196;583.38;601.5;586.98;695.8;734.18;640.37
245;São Bento do Sul;SC;Privada;79;569.82;589.36;576.67;691.99;772.91;640.15
246;São João da Boa Vista;SP;Privada;237;570.03;588.02;579.67;667.82;794.77;640.06
247;Curvelo;MG;Privada;52;558.11;578.5;556.3;642.35;865.0;640.05
248;Osório;RS;Federal;66;588.86;606.53;567.1;670.02;767.58;640.02
249;Guaraçaí;SP;Privada;7;619.3;628.41;587.93;648.61;714.29;639.71
250;Governador Valadares;MG;Federal;88;567.2;578.59;552.32;687.66;812.73;639.7
251;Conselheiro Lafaiete;MG;Federal;59;559.53;588.21;556.76;644.78;848.81;639.62
252;Canoas;RS;Federal;57;601.6;608.53;559.21;684.06;744.56;639.59
253;Casa Branca;SP;Privada;13;573.31;594.54;589.26;671.61;769.23;639.59
254;Ibatiba;ES;Federal;91;564.63;585.34;567.31;647.91;832.53;639.54
255;Caxias do Sul;RS;Privada;464;580.95;591.83;570.81;659.51;794.53;639.52
256;Juiz de Fora;MG;Federal;232;583.87;606.84;569.38;663.47;773.71;639.45
257;Teutônia;RS;Privada;30;569.45;592.04;566.08;682.76;786.67;639.4
258;São Gonçalo;RJ;Federal;95;584.56;595.7;566.53;665.4;784.63;639.36
259;Caruaru;PE;Federal;87;580.93;600.7;574.61;672.7;767.82;639.35
260;Minaçu;GO;Privada;27;558.51;591.51;553.71;654.3;838.52;639.31
261;Taiobeiras;MG;Privada;27;559.59;577.38;565.02;667.76;826.67;639.28
262;São Gotardo;MG;Privada;23;573.53;596.15;555.71;653.4;817.39;639.24
263;São Pedro;SP;Privada;14;579.31;594.71;584.16;629.38;808.57;639.22
264;Florianópolis;SC;Privada;1516;582.89;600.1;577.06;674.9;760.74;639.14
265;Piumhi;MG;Privada;51;556.12;581.66;562.21;651.85;842.75;638.92
266;Porto Alegre;RS;Federal;162;587.44;603.54;584.07;692.85;726.67;638.91
267;Poços de Caldas;MG;Privada;239;572.58;590.3;569.97;664.47;797.07;638.88
268;Santa Rita do Sapucaí;MG;Privada;77;556.87;564.76;544.51;667.58;860.52;638.85
269;Aparecida do Taboado;MS;Privada;16;571.17;592.91;576.08;666.32;787.5;638.8
270;Campina Grande;PB;Privada;946;567.6;591.75;556.91;644.44;832.98;638.74
271;Montes Claros;MG;Privada;689;565.08;583.62;560.83;648.05;836.02;638.72
272;Rolândia;PR;Privada;48;563.02;588.08;577.11;670.98;794.17;638.67
273;Redenção;CE;Privada;10;582.41;591.28;527.56;640.01;852.0;638.65
274;Bataguassu;MS;Privada;4;562.0;572.7;549.62;628.72;880.0;638.61
275;Volta Redonda;RJ;Privada;507;569.05;590.63;564.29;659.67;808.92;638.51
276;Barreiras;BA;Privada;223;561.57;580.74;562.33;636.95;850.94;638.51
277;Aquidauana;MS;Privada;11;544.25;565.13;570.35;667.21;845.45;638.48
278;Ivinhema;MS;Privada;5;563.58;575.16;556.46;701.02;796.0;638.44
279;Santa Maria;RS;Privada;442;575.85;594.29;568.35;661.2;792.13;638.36
280;Braço do Norte;SC;Privada;32;566.24;587.79;587.42;669.61;780.62;638.34
281;Indaial;SC;Privada;23;570.7;583.4;563.29;679.27;794.78;638.29
282;Florianópolis;SC;Federal;250;587.35;596.75;572.67;689.57;744.96;638.26
283;Barra do Piraí;RJ;Privada;101;568.29;585.52;557.44;647.81;832.08;638.23
284;Brusque;SC;Privada;111;571.38;590.76;570.42;674.09;783.42;638.02
285;Pinhais;PR;Federal;44;582.88;602.31;559.12;657.14;787.73;637.84
286;Córrego Novo;MG;Estadual;1;567.5;571.9;581.8;607.8;860.0;637.8
287;Contagem;MG;Federal;66;580.88;592.12;558.66;669.76;786.97;637.68
288;Itu;SP;Privada;231;573.26;587.33;569.55;680.52;777.49;637.63
289;Farroupilha;RS;Federal;49;592.58;607.72;563.97;676.09;747.76;637.62
290;Serra Negra;SP;Privada;27;601.6;610.58;595.78;666.61;713.33;637.58
291;São Carlos;SP;Federal;47;579.94;583.3;546.63;676.45;801.28;637.52
292;Caetité;BA;Privada;38;557.13;588.29;544.19;650.69;846.84;637.43
293;Barão de Cocais;MG;Privada;47;564.14;591.37;556.02;656.84;818.72;637.42
294;Ouro Preto;MG;Privada;33;569.18;581.45;561.81;661.06;813.33;637.37
295;Pacajus;CE;Privada;52;548.16;576.76;539.52;663.15;859.23;637.37
296;Imbituba;SC;Privada;41;576.44;587.7;578.8;655.31;787.8;637.21
297;Quixadá;CE;Privada;41;576.2;578.04;565.5;634.14;832.2;637.21
298;Gravataí;RS;Federal;35;599.7;620.93;559.57;662.62;742.29;637.02
299;Torres;RS;Privada;28;589.51;609.99;568.55;652.81;763.57;636.89
300;Palmas;TO;Privada;467;572.8;586.42;562.27;650.11;812.68;636.86
301;Videira;SC;Privada;58;571.05;594.84;565.93;680.39;772.07;636.85
302;Lauro de Freitas;BA;Privada;561;572.32;592.61;558.22;646.89;813.16;636.64
303;Milhã;CE;Privada;7;556.09;585.4;543.46;678.1;820.0;636.61
304;Dom Feliciano;RS;Estadual;4;569.85;568.3;543.9;635.98;865.0;636.6
305;Adamantina;SP;Privada;47;574.13;597.62;558.71;668.63;782.98;636.42
306;Toledo;PR;Privada;203;572.7;580.57;574.1;664.43;790.05;636.37
307;Salinópolis;PA;Privada;17;574.6;599.5;565.01;644.8;797.65;636.31
308;Rio Grande;RS;Federal;110;585.57;584.96;565.42;673.79;771.64;636.28
309;Araxá;MG;Federal;84;538.92;562.95;541.11;647.33;890.95;636.25
310;Jequié;BA;Privada;129;563.6;587.63;558.0;640.7;830.39;636.06
311;Itaituba;PA;Privada;97;554.48;578.54;539.83;619.39;887.01;635.85
312;Ibirité;MG;Federal;86;580.02;591.49;566.38;658.51;782.79;635.84
313;São Roque;SP;Federal;76;572.96;592.85;568.09;621.19;823.68;635.75
314;São Carlos;SP;Privada;574;569.91;585.35;570.7;655.67;796.97;635.72
315;Guanambi;BA;Privada;60;556.52;581.31;553.4;654.09;832.67;635.6
316;Boa Esperança;MG;Privada;54;558.81;579.43;550.79;652.04;836.67;635.55
317;São João del Rei;MG;Privada;154;566.86;582.97;557.56;657.93;812.34;635.53
318;Barra Mansa;RJ;Privada;246;564.59;582.67;550.96;644.06;835.12;635.48
319;Salvador;BA;Federal;651;586.01;605.3;567.45;662.24;755.82;635.36
320;Porto Alegre;RS;Privada;2760;582.03;592.03;560.71;661.42;779.1;635.06
321;Tangará da Serra;MT;Privada;105;555.21;571.08;548.99;648.37;851.05;634.94
322;Passo Fundo;RS;Privada;262;575.84;587.43;557.63;638.56;815.11;634.91
323;Ijuí;RS;Privada;76;567.62;576.5;559.33;652.78;817.63;634.77
324;Vassouras;RJ;Privada;35;570.73;580.31;557.67;623.31;841.71;634.75
325;Parnamirim;RN;Federal;141;578.11;590.57;571.34;664.76;768.94;634.74
326;Paraisópolis;MG;Privada;49;555.03;564.89;544.85;660.07;848.16;634.6
327;Blumenau;SC;Privada;404;577.57;588.46;574.56;670.11;762.23;634.59
