POSICAO;CO_ESCOLA;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;LOCALIZACAO;ALUNOS;LC;CH;CN;MT;RD;MEDIA
17822;27035646.0;Maceió;AL;Estadual;Urbana;113;496.91;472.92;464.97;485.51;630.27;510.11
17823;21093350.0;Imperatriz;MA;Estadual;Urbana;99;499.84;470.56;454.16;479.66;646.26;510.1
17824;16001923.0;Macapá;AP;Estadual;Urbana;35;501.43;488.13;468.61;471.73;620.57;510.1
17825;43095615.0;Boa Vista das Missões;RS;Estadual;Urbana;11;522.55;473.01;447.07;458.74;649.09;510.09
17826;52051099.0;Planaltina;GO;Estadual;Urbana;34;505.51;487.27;478.62;479.65;599.41;510.09
17827;31218189.0;Salinas;MG;Estadual;Urbana;13;524.6;477.94;494.28;490.56;563.08;510.09
17828;53002601.0;Brasília;DF;Estadual;Urbana;133;515.06;486.83;466.23;475.95;606.32;510.08
17829;35004947.0;São Paulo;SP;Estadual;Urbana;36;523.08;499.64;457.76;483.75;586.11;510.07
17830;23070242.0;Fortaleza;CE;Estadual;Urbana;56;509.74;490.58;471.67;481.92;596.43;510.07
17831;33030901.0;Piraí;RJ;Estadual;Urbana;11;515.53;482.24;447.14;498.12;607.27;510.06
17832;60012266.0;Mariana;MG;Municipal;Urbana;2;503.5;498.2;422.9;455.7;670.0;510.06
17833;11015616.0;Ji-Paraná;RO;Estadual;Urbana;8;495.64;459.6;444.31;470.75;680.0;510.06
17834;51043378.0;Várzea Grande;MT;Estadual;Urbana;70;504.34;479.42;464.94;466.15;635.43;510.06
17835;35011204.0;São Sebastião;SP;Estadual;Urbana;24;521.87;483.28;474.75;478.73;591.67;510.06
17836;31044776.0;Cantagalo;MG;Estadual;Urbana;10;485.6;459.93;464.44;460.31;680.0;510.06
17837;33046247.0;Belford Roxo;RJ;Estadual;Urbana;57;507.69;477.44;458.47;487.01;619.65;510.05
17838;31137928.0;São Sebastião do Paraíso;MG;Estadual;Urbana;14;513.57;473.63;468.86;492.66;601.43;510.03
17839;35925986.0;Guarulhos;SP;Estadual;Urbana;23;518.13;489.33;453.56;486.49;602.61;510.02
17840;52019926.0;Uruana;GO;Estadual;Urbana;45;501.75;481.28;471.11;491.98;604.0;510.02
17841;31001741.0;Belo Horizonte;MG;Estadual;Urbana;10;515.31;494.61;454.19;474.0;612.0;510.02
17842;15520560.0;Ananindeua;PA;Estadual;Urbana;112;494.14;476.46;466.42;478.94;634.11;510.01
17843;31346381.0;Santa Margarida;MG;Estadual;Urbana;39;498.27;472.85;456.56;494.14;628.21;510.01
17844;33005478.0;Cambuci;RJ;Estadual;Rural;17;495.85;447.52;441.59;448.63;716.47;510.01
17845;33103968.0;São Gonçalo;RJ;Estadual;Urbana;8;518.3;467.29;451.09;458.38;655.0;510.01
17846;50003100.0;Camapuã;MS;Estadual;Urbana;14;525.34;505.46;479.36;481.33;558.57;510.01
17847;33029717.0;Barra Mansa;RJ;Estadual;Urbana;24;497.03;482.81;467.95;488.1;614.17;510.01
17848;23236582.0;Fortaleza;CE;Estadual;Urbana;36;517.61;502.61;483.82;465.96;580.0;510.0
17849;33026432.0;Araruama;RJ;Estadual;Urbana;157;511.29;488.99;461.12;483.63;604.97;510.0
17850;51014050.0;Nobres;MT;Estadual;Urbana;46;496.94;472.91;451.27;452.29;676.52;509.99
17851;60017811.0;Presidente Prudente;SP;Estadual;Urbana;5;529.42;485.58;450.66;484.3;600.0;509.99
17852;35009088.0;São Bernardo do Campo;SP;Estadual;Urbana;23;511.0;488.09;463.44;490.04;597.39;509.99
17853;23132000.0;Russas;CE;Estadual;Urbana;162;501.8;482.74;461.28;508.84;595.31;509.99
17854;23140518.0;Icó;CE;Estadual;Urbana;126;500.75;468.17;459.99;484.63;636.35;509.98
17855;60015383.0;Rio de Janeiro;RJ;Privada;Urbana;2;469.2;504.15;506.15;480.35;590.0;509.97
17856;35009842.0;Carapicuíba;SP;Estadual;Urbana;56;521.77;505.73;472.19;484.42;565.71;509.97
17857;51088223.0;Cáceres;MT;Estadual;Urbana;83;501.49;468.33;461.04;485.48;633.49;509.97
17858;35032585.0;Pirapozinho;SP;Estadual;Urbana;15;510.47;487.69;462.06;481.63;608.0;509.97
17859;60022299.0;Umuarama;PR;Estadual;Urbana;3;519.97;480.7;505.17;477.33;566.67;509.97
17860;35104218.0;São Paulo;SP;Privada;Urbana;6;544.3;523.0;471.93;490.57;520.0;509.96
17861;35041385.0;Jandira;SP;Estadual;Urbana;28;523.31;489.83;452.2;485.18;599.29;509.96
17862;50021540.0;Paranhos;MS;Estadual;Urbana;26;503.81;486.54;478.22;506.55;574.62;509.95
17863;41140567.0;Paranaguá;PR;Estadual;Urbana;28;515.09;500.64;487.63;477.09;569.29;509.95
17864;24058190.0;Natal;RN;Estadual;Urbana;83;505.87;485.92;468.54;485.09;604.34;509.95
17865;15107035.0;Medicilândia;PA;Estadual;Urbana;83;496.12;476.44;449.77;471.7;655.66;509.94
17866;21335419.0;Santa Inês;MA;Estadual;Urbana;83;495.41;472.1;455.49;479.2;647.47;509.93
17867;41031911.0;Tamarana;PR;Estadual;Urbana;34;530.07;499.87;479.25;488.05;552.35;509.92
17868;60018817.0;São Paulo;SP;Privada;Urbana;5;514.5;461.64;472.54;528.92;572.0;509.92
17869;43062687.0;Linha Nova;RS;Estadual;Urbana;9;491.36;466.9;481.44;523.21;586.67;509.92
17870;51205807.0;Nova Olímpia;MT;Estadual;Urbana;13;508.5;510.31;457.68;460.82;612.31;509.92
17871;22061010.0;São Francisco do Piauí;PI;Estadual;Urbana;34;487.72;477.21;443.82;516.73;624.12;509.92
17872;51023318.0;Nova Xavantina;MT;Estadual;Urbana;25;507.55;482.04;463.76;491.47;604.8;509.92
17873;52049434.0;Padre Bernardo;GO;Estadual;Urbana;68;496.71;474.0;455.27;479.23;644.41;509.92
17874;41141482.0;Agudos do Sul;PR;Estadual;Urbana;31;513.96;489.67;483.59;492.05;570.32;509.92
17875;23055693.0;Mulungu;CE;Estadual;Urbana;81;498.58;477.76;464.02;480.87;628.4;509.92
17876;41005767.0;Icaraíma;PR;Estadual;Urbana;38;493.05;462.98;451.33;485.32;656.84;509.91
17877;35043886.0;Itapevi;SP;Estadual;Urbana;19;517.02;505.59;485.73;489.58;551.58;509.9
17878;35908769.0;São Bernardo do Campo;SP;Estadual;Urbana;9;488.39;489.61;478.64;492.83;600.0;509.9
17879;35034496.0;Iacri;SP;Estadual;Urbana;13;527.96;494.35;453.08;501.73;572.31;509.89
17880;35001673.0;São Paulo;SP;Estadual;Urbana;35;517.9;489.84;467.07;496.36;578.29;509.89
17881;31082333.0;Rio Pardo de Minas;MG;Estadual;Rural;23;498.76;483.4;452.98;492.59;621.74;509.89
17882;35922766.0;Cerquilho;SP;Estadual;Urbana;27;515.91;484.75;473.92;482.23;592.59;509.88
17883;17004217.0;Tocantinópolis;TO;Estadual;Urbana;46;485.77;468.84;445.05;477.58;672.17;509.88
17884;32065043.0;Viana;ES;Estadual;Urbana;12;493.31;483.42;491.71;515.93;565.0;509.88
17885;60003316.0;Santo Antônio dos Lopes;MA;Estadual;Rural;2;441.7;468.15;511.55;447.95;680.0;509.87
17886;31043265.0;Governador Valadares;MG;Estadual;Urbana;20;516.76;503.5;451.3;468.79;609.0;509.87
17887;31159069.0;Ibiá;MG;Estadual;Urbana;38;498.48;462.49;455.08;498.01;635.26;509.87
17888;52052524.0;Jataí;GO;Estadual;Urbana;42;490.89;471.93;462.35;487.96;636.19;509.87
17889;35046292.0;São Paulo;SP;Estadual;Urbana;37;521.28;504.06;455.93;465.34;602.7;509.86
17890;41132483.0;Curitiba;PR;Estadual;Urbana;37;499.1;472.89;457.2;491.44;628.65;509.86
17891;35037011.0;São Paulo;SP;Estadual;Urbana;37;520.58;492.86;473.77;492.91;569.19;509.86
17892;35925470.0;Carapicuíba;SP;Estadual;Urbana;13;498.39;473.85;463.18;480.03;633.85;509.86
17893;24345300.0;São Gonçalo do Amarante;RN;Estadual;Urbana;12;514.49;494.04;471.17;482.92;586.67;509.86
17894;29254426.0;Urandi;BA;Estadual;Urbana;108;484.42;470.62;458.2;479.73;656.3;509.85
17895;31008869.0;Contagem;MG;Estadual;Urbana;15;522.15;500.85;464.32;504.62;557.33;509.85
17896;43168817.0;Vila Maria;RS;Estadual;Urbana;12;506.81;496.22;466.49;486.41;593.33;509.85
17897;35002773.0;São Paulo;SP;Estadual;Urbana;48;514.7;492.65;467.2;489.21;585.42;509.84
17898;16002326.0;Macapá;AP;Estadual;Urbana;70;497.45;468.47;470.82;466.16;646.29;509.84
17899;60026482.0;São José do Herval;RS;Estadual;Urbana;8;515.5;481.39;463.28;459.02;630.0;509.84
17900;35412983.0;Mauá;SP;Estadual;Urbana;29;522.59;499.4;465.5;476.2;585.52;509.84
17901;41072146.0;Cascavel;PR;Estadual;Urbana;10;522.86;504.06;459.53;486.76;576.0;509.84
17902;35005859.0;Guarulhos;SP;Estadual;Urbana;68;518.19;489.2;465.65;492.9;583.24;509.84
17903;60018150.0;São Paulo;SP;Estadual;Urbana;7;519.46;488.09;454.4;481.49;605.71;509.83
17904;31009971.0;Ribeirão das Neves;MG;Estadual;Urbana;57;512.95;495.39;453.14;466.98;620.7;509.83
17905;51066971.0;Colniza;MT;Estadual;Rural;8;478.31;483.01;461.62;468.7;657.5;509.83
17906;35007286.0;Itaquaquecetuba;SP;Estadual;Urbana;48;521.05;497.93;468.29;468.94;592.92;509.83
17907;52011763.0;Uruaçu;GO;Estadual;Urbana;33;500.5;457.16;451.83;508.7;630.91;509.82
17908;60005748.0;Macau;RN;Privada;Urbana;7;533.26;515.46;443.71;422.37;634.29;509.82
17909;53010000.0;Brasília;DF;Estadual;Urbana;82;514.79;493.6;465.31;480.29;595.12;509.82
17910;15165930.0;Belém;PA;Estadual;Urbana;88;495.29;478.95;463.91;492.65;618.18;509.8
17911;43019030.0;Bagé;RS;Estadual;Urbana;26;516.38;502.9;492.69;502.41;534.62;509.8
17912;41101367.0;Campina do Simão;PR;Estadual;Urbana;21;504.99;492.22;463.73;491.84;596.19;509.79
17913;50012150.0;Três Lagoas;MS;Estadual;Urbana;23;521.68;487.89;476.73;487.83;574.78;509.78
17914;31200611.0;Monte Carmelo;MG;Estadual;Urbana;47;508.07;486.61;473.54;489.2;591.49;509.78
17915;21281050.0;Açailândia;MA;Privada;Urbana;10;498.86;467.99;455.46;494.59;632.0;509.78
17916;35030508.0;Piacatu;SP;Estadual;Urbana;21;511.56;486.81;459.44;503.48;587.62;509.78
17917;27039960.0;Pilar;AL;Estadual;Urbana;40;491.59;469.74;454.92;492.1;640.5;509.77
17918;43068022.0;Giruá;RS;Estadual;Urbana;38;517.3;493.34;467.22;480.99;590.0;509.77
17919;43152198.0;Tapes;RS;Estadual;Urbana;44;521.01;488.57;467.7;484.29;587.27;509.77
17920;50005774.0;Campo Grande;MS;Estadual;Urbana;20;490.1;506.28;477.05;498.36;577.0;509.76
17921;14000997.0;Boa Vista;RR;Estadual;Urbana;20;502.82;470.4;481.98;474.58;619.0;509.76
17922;35046760.0;Santos;SP;Estadual;Urbana;19;519.14;497.47;458.24;490.64;583.16;509.73
17923;25041525.0;Juazeirinho;PB;Estadual;Urbana;81;492.82;474.99;453.42;486.67;640.74;509.73
17924;26003821.0;Exu;PE;Estadual;Urbana;44;487.08;466.3;461.69;479.93;653.64;509.73
17925;33059373.0;Nova Iguaçu;RJ;Estadual;Urbana;21;492.84;464.77;470.41;470.09;650.48;509.72
17926;31103098.0;Itabira;MG;Estadual;Urbana;47;519.91;488.67;470.69;485.88;583.4;509.71
17927;60023857.0;Cascavel;PR;Estadual;Urbana;6;525.83;440.67;479.47;475.93;626.67;509.71
17928;29209439.0;Macaúbas;BA;Estadual;Urbana;15;484.4;491.9;421.98;483.62;666.67;509.71
17929;24060070.0;Natal;RN;Estadual;Urbana;13;507.76;466.93;475.51;496.81;601.54;509.71
17930;35010844.0;Osasco;SP;Estadual;Urbana;57;506.83;481.63;477.11;485.44;597.54;509.71
17931;33050570.0;Duque de Caxias;RJ;Estadual;Urbana;41;506.4;467.2;464.82;489.6;620.49;509.7
17932;31033855.0;Itaúna;MG;Estadual;Urbana;4;512.28;498.18;445.5;487.58;605.0;509.7
17933;21095990.0;Governador Edison Lobão;MA;Estadual;Rural;14;504.91;484.8;438.5;487.36;632.86;509.68
17934;35029762.0;Araçatuba;SP;Estadual;Urbana;40;516.48;480.16;469.19;500.04;582.5;509.67
17935;26036215.0;Petrolina;PE;Estadual;Rural;19;500.02;473.74;458.39;504.62;611.58;509.67
17936;51110024.0;Nova Bandeirantes;MT;Estadual;Rural;21;492.92;475.33;470.38;448.78;660.95;509.67
17937;35033923.0;Ourinhos;SP;Estadual;Urbana;22;514.25;488.39;471.17;498.18;576.36;509.67
17938;33043515.0;Cachoeiras de Macacu;RJ;Estadual;Urbana;12;518.91;492.93;469.08;445.77;621.67;509.67
17939;41074130.0;Iguatu;PR;Estadual;Urbana;14;519.5;476.41;446.78;479.96;625.71;509.67
17940;35007985.0;Ribeirão Pires;SP;Estadual;Urbana;32;527.16;509.49;459.38;479.12;573.12;509.66
17941;35028685.0;São José do Rio Preto;SP;Estadual;Urbana;17;525.64;501.31;470.28;487.56;563.53;509.66
17942;42001412.0;Florianópolis;SC;Estadual;Urbana;31;520.86;483.93;462.27;485.09;596.13;509.66
17943;35028319.0;Três Fronteiras;SP;Estadual;Urbana;13;504.83;473.69;466.52;503.22;600.0;509.65
17944;35581124.0;Limeira;SP;Estadual;Urbana;14;532.16;512.35;474.47;506.42;522.86;509.65
17945;51015099.0;Cláudia;MT;Estadual;Urbana;34;518.83;496.88;469.13;484.01;579.41;509.65
17946;21017123.0;São Luís;MA;Estadual;Urbana;132;484.07;459.72;455.43;476.3;672.73;509.65
17947;60014558.0;Rio de Janeiro;RJ;Estadual;Urbana;4;496.78;457.85;474.78;508.78;610.0;509.64
17948;42152682.0;Itajaí;SC;Estadual;Urbana;38;515.79;486.73;487.32;472.59;585.79;509.64
17949;33016070.0;Carapebus;RJ;Estadual;Urbana;24;490.99;462.75;459.99;498.57;635.83;509.63
17950;17033624.0;Combinado;TO;Estadual;Urbana;27;489.83;453.38;471.25;481.83;651.85;509.63
17951;17025206.0;Porto Nacional;TO;Estadual;Urbana;21;495.28;471.23;469.89;483.13;628.57;509.62
17952;41130790.0;Curitiba;PR;Estadual;Urbana;11;530.56;531.06;485.07;466.85;534.55;509.62
17953;31115495.0;Passos;MG;Estadual;Urbana;29;512.13;485.27;472.46;485.1;593.1;509.61
17954;60006587.0;Ibimirim;PE;Estadual;Rural;2;477.65;481.3;419.85;509.25;660.0;509.61
17955;35912585.0;Taboão da Serra;SP;Estadual;Urbana;21;535.69;491.64;458.63;485.88;576.19;509.61
17956;60029032.0;Águas Lindas de Goiás;GO;Privada;Urbana;7;500.36;488.4;446.73;483.99;628.57;509.61
17957;60021775.0;Teodoro Sampaio;SP;Estadual;Rural;1;542.3;362.3;504.1;559.3;580.0;509.6
17958;31075493.0;Matipó;MG;Estadual;Urbana;42;498.97;473.84;450.45;488.08;636.67;509.6
17959;41017170.0;Luiziana;PR;Estadual;Urbana;25;504.75;479.4;463.79;492.8;607.2;509.59
17960;35005459.0;São Paulo;SP;Estadual;Urbana;14;508.51;492.12;454.29;500.17;592.86;509.59
17961;35496546.0;Franca;SP;Estadual;Urbana;6;511.08;442.72;445.72;521.75;626.67;509.59
17962;41111427.0;Prudentópolis;PR;Estadual;Rural;16;498.08;491.21;473.68;503.73;581.25;509.59
17963;41147014.0;Curitiba;PR;Privada;Urbana;8;515.26;523.01;487.69;516.94;505.0;509.58
17964;60026724.0;São Luiz Gonzaga;RS;Estadual;Urbana;2;492.35;509.45;525.2;430.85;590.0;509.57
17965;42077443.0;Jacinto Machado;SC;Estadual;Urbana;17;496.9;487.91;455.01;470.37;637.65;509.57
17966;35030181.0;Glicério;SP;Estadual;Urbana;10;519.45;508.61;480.02;501.7;538.0;509.56
17967;31007919.0;Betim;MG;Estadual;Urbana;44;516.75;501.84;470.91;477.84;580.45;509.56
17968;35012750.0;Guaratinguetá;SP;Estadual;Urbana;9;517.43;499.39;446.34;542.38;542.22;509.55
17969;60027778.0;Tapurah;MT;Privada;Urbana;4;473.52;421.08;500.92;497.22;655.0;509.55
17970;28013298.0;Neópolis;SE;Estadual;Urbana;11;465.89;447.04;478.73;476.03;680.0;509.54
17971;33173168.0;Rio de Janeiro;RJ;Privada;Urbana;15;511.99;505.11;478.43;478.85;573.33;509.54
17972;35044623.0;Monte Alto;SP;Estadual;Urbana;5;529.48;516.18;443.04;459.0;600.0;509.54
17973;35436239.0;São José do Rio Preto;SP;Estadual;Urbana;47;527.43;503.7;469.25;490.26;557.02;509.53
17974;25089820.0;Sapé;PB;Estadual;Urbana;187;493.17;468.35;459.1;466.61;660.43;509.53
17975;16009290.0;Santana;AP;Estadual;Urbana;82;483.98;463.45;456.17;493.08;650.98;509.53
17976;35014230.0;Tremembé;SP;Estadual;Urbana;24;525.72;499.73;477.25;497.47;547.5;509.53
17977;15572226.0;Igarapé-Miri;PA;Estadual;Urbana;111;482.83;464.05;448.24;476.27;676.22;509.52
17978;31024422.0;Minas Novas;MG;Estadual;Urbana;12;498.38;488.44;465.41;473.69;621.67;509.52
17979;17004209.0;Tocantinópolis;TO;Estadual;Urbana;87;493.79;469.73;458.67;488.16;637.24;509.52
17980;25081403.0;Itabaiana;PB;Estadual;Urbana;74;483.91;451.27;458.71;466.93;686.76;509.52
17981;26177927.0;Petrolina;PE;Estadual;Rural;61;493.68;473.08;453.45;507.03;620.33;509.51
17982;60011530.0;Corinto;MG;Estadual;Urbana;4;498.32;438.75;488.62;516.85;605.0;509.51
17983;35020849.0;Piracicaba;SP;Estadual;Urbana;24;524.9;504.58;468.79;474.26;575.0;509.51
17984;31000990.0;Belo Horizonte;MG;Estadual;Urbana;45;517.86;491.77;472.63;463.47;601.78;509.5
17985;51030624.0;Lambari D'Oeste;MT;Estadual;Urbana;28;483.15;464.52;471.11;467.29;661.43;509.5
17986;31063452.0;Ubaí;MG;Estadual;Urbana;41;507.27;487.37;469.71;477.78;605.37;509.5
17987;22107019.0;Curral Novo do Piauí;PI;Estadual;Urbana;33;484.61;440.34;456.08;488.28;678.18;509.5
17988;35904430.0;Itaquaquecetuba;SP;Estadual;Urbana;11;505.04;496.21;481.5;495.61;569.09;509.49
17989;15034488.0;Marituba;PA;Estadual;Urbana;148;496.93;481.5;468.53;476.64;623.78;509.48
17990;21168458.0;Mirador;MA;Privada;Urbana;20;470.88;447.44;443.14;497.87;688.0;509.47
17991;35923624.0;São Paulo;SP;Estadual;Urbana;43;520.17;495.7;465.94;474.35;591.16;509.47
17992;35039330.0;Santa Bárbara d'Oeste;SP;Estadual;Urbana;37;514.97;506.72;470.81;489.99;564.86;509.47
17993;33138753.0;Itaboraí;RJ;Estadual;Urbana;14;530.94;511.38;465.26;489.72;550.0;509.46
17994;26103745.0;Rio Formoso;PE;Estadual;Urbana;75;496.03;488.67;456.1;500.07;606.4;509.46
17995;29455200.0;Salvador;BA;Privada;Urbana;12;491.92;469.92;473.5;490.29;621.67;509.46
17996;26155559.0;Lagoa Grande;PE;Estadual;Rural;82;492.55;463.03;451.89;489.27;650.49;509.45
17997;25091018.0;Bayeux;PB;Estadual;Urbana;14;511.26;473.59;464.3;439.55;658.57;509.45
17998;35910995.0;São Paulo;SP;Estadual;Urbana;27;528.05;503.82;455.89;475.05;584.44;509.45
17999;43093892.0;Osório;RS;Estadual;Urbana;20;516.28;485.86;465.1;470.0;610.0;509.45
18000;23166100.0;Juazeiro do Norte;CE;Estadual;Urbana;121;502.11;481.48;467.03;485.17;611.4;509.44
18001;42045525.0;Vargem;SC;Estadual;Urbana;9;479.31;473.42;428.52;488.14;677.78;509.44
18002;35905331.0;Sorocaba;SP;Estadual;Urbana;20;530.31;502.73;460.63;493.56;560.0;509.44
18003;33013772.0;São Francisco de Itabapoana;RJ;Estadual;Urbana;61;503.9;484.61;459.77;480.85;618.03;509.43
18004;15040364.0;Belém;PA;Estadual;Urbana;364;498.48;473.53;459.83;475.07;640.22;509.43
18005;13027131.0;Manaus;AM;Estadual;Urbana;143;510.78;490.84;470.96;473.04;601.54;509.43
18006;35006543.0;Santa Isabel;SP;Estadual;Urbana;19;518.96;490.18;467.33;492.78;577.89;509.43
18007;22081348.0;Picos;PI;Estadual;Urbana;122;494.02;470.12;453.23;479.91;649.84;509.42
18008;21053847.0;Viana;MA;Estadual;Urbana;107;484.37;462.67;453.43;474.32;672.34;509.42
18009;15034054.0;Ananindeua;PA;Estadual;Urbana;55;503.41;483.65;464.14;475.91;620.0;509.42
18010;14320568.0;Boa Vista;RR;Estadual;Urbana;6;497.05;497.25;491.5;501.3;560.0;509.42
18011;29069580.0;Capim Grosso;BA;Estadual;Urbana;131;504.45;477.46;460.58;485.86;618.78;509.42
18012;31231720.0;Ribeirão das Neves;MG;Estadual;Urbana;19;521.77;497.12;460.98;468.24;598.95;509.41
18013;29360820.0;Ruy Barbosa;BA;Privada;Rural;28;488.8;481.6;481.85;477.62;617.14;509.4
18014;60024593.0;Lages;SC;Estadual;Urbana;5;521.82;464.14;449.52;451.5;660.0;509.4
18015;35003128.0;São Paulo;SP;Estadual;Urbana;45;520.51;496.43;466.11;492.35;571.56;509.39
18016;50011936.0;Ribas do Rio Pardo;MS;Estadual;Urbana;55;517.05;489.74;464.77;488.84;586.55;509.39
18017;52006638.0;Campos Verdes;GO;Estadual;Urbana;26;493.66;471.47;443.46;501.37;636.92;509.38
18018;60007868.0;Girau do Ponciano;AL;Privada;Urbana;2;443.45;448.05;432.55;472.85;750.0;509.38
18019;52030610.0;Aparecida de Goiânia;GO;Estadual;Urbana;123;506.27;484.1;466.3;489.4;600.81;509.38
18020;31041688.0;Periquito;MG;Estadual;Urbana;18;513.59;507.76;482.77;480.53;562.22;509.37
18021;31147672.0;Ouro Verde de Minas;MG;Estadual;Urbana;31;483.79;465.85;457.31;474.08;665.81;509.37
18022;35018818.0;Campinas;SP;Estadual;Urbana;11;540.17;491.5;443.85;478.58;592.73;509.37
18023;22029028.0;Teresina;PI;Estadual;Urbana;157;500.75;461.45;456.72;488.08;639.87;509.37
18024;35015106.0;Itapetininga;SP;Estadual;Urbana;35;523.26;498.26;468.38;484.36;572.57;509.37
18025;15588378.0;Castanhal;PA;Estadual;Urbana;19;511.4;497.48;468.44;463.22;606.32;509.37
18026;43105246.0;Porto Alegre;RS;Municipal;Urbana;9;534.19;534.0;485.34;446.59;546.67;509.36
18027;22132740.0;Curralinhos;PI;Estadual;Urbana;14;486.15;453.99;445.24;448.56;712.86;509.36
18028;35025768.0;Dois Córregos;SP;Estadual;Urbana;16;526.42;493.72;474.23;463.68;588.75;509.36
18029;33052816.0;Magé;RJ;Estadual;Urbana;111;517.49;485.05;470.92;490.99;582.34;509.36
18030;35019033.0;Vargem Grande do Sul;SP;Estadual;Urbana;10;501.1;487.32;475.46;486.92;596.0;509.36
18031;41068980.0;Toledo;PR;Estadual;Urbana;6;509.32;462.4;531.78;476.6;566.67;509.35
18032;31081949.0;Pirapora;MG;Estadual;Urbana;25;508.9;478.58;460.85;478.38;620.0;509.34
18033;29261953.0;Piripá;BA;Estadual;Urbana;77;486.29;458.76;461.15;496.05;644.42;509.33
18034;60025252.0;São João Batista;SC;Estadual;Urbana;2;501.4;562.35;459.85;473.0;550.0;509.32
18035;35010947.0;Osasco;SP;Estadual;Urbana;17;525.38;512.5;466.12;459.05;583.53;509.32
18036;29393949.0;Itaberaba;BA;Estadual;Urbana;157;504.52;478.07;459.31;468.64;636.05;509.32
18037;53007921.0;Brasília;DF;Estadual;Urbana;110;509.99;485.97;459.11;484.99;606.55;509.32
18038;35900709.0;Morro Agudo;SP;Estadual;Urbana;16;516.18;486.28;465.36;473.78;605.0;509.32
18039;35011502.0;Guarujá;SP;Estadual;Urbana;41;520.33;480.94;472.28;515.49;557.56;509.32
18040;35049232.0;Jacareí;SP;Estadual;Urbana;10;530.28;486.78;472.56;490.98;566.0;509.32
18041;35924167.0;Francisco Morato;SP;Estadual;Urbana;31;531.34;497.86;468.4;471.51;577.42;509.31
18042;21122342.0;Grajaú;MA;Estadual;Urbana;35;491.16;466.87;468.47;473.17;646.86;509.31
18043;35904016.0;Limeira;SP;Estadual;Urbana;31;515.2;504.33;476.1;481.26;569.68;509.31
18044;35017176.0;Americana;SP;Estadual;Urbana;16;510.01;484.34;471.01;491.13;590.0;509.3
18045;50010972.0;Paraíso das Águas;MS;Estadual;Urbana;19;509.42;482.4;490.23;481.23;583.16;509.29
18046;41074955.0;Santa Lúcia;PR;Estadual;Urbana;7;544.76;512.24;470.83;458.61;560.0;509.29
18047;31070157.0;São João Nepomuceno;MG;Estadual;Urbana;38;508.52;486.9;474.39;482.93;593.68;509.29
18048;35015453.0;Itaberá;SP;Estadual;Urbana;23;512.37;500.82;466.97;487.14;579.13;509.29
18049;29175950.0;Camaçari;BA;Estadual;Urbana;221;504.32;483.09;466.24;470.11;622.62;509.28
18050;35924313.0;Vargem Grande Paulista;SP;Estadual;Urbana;21;533.19;496.81;441.9;470.64;603.81;509.27
18051;41377591.0;Curitiba;PR;Estadual;Urbana;44;511.35;485.7;467.0;477.76;604.55;509.27
18052;33090840.0;São Gonçalo;RJ;Estadual;Rural;29;511.6;486.99;468.19;465.1;614.48;509.27
18053;35043795.0;Mogi das Cruzes;SP;Estadual;Rural;11;513.87;475.21;471.29;513.26;572.73;509.27
18054;33043655.0;Cachoeiras de Macacu;RJ;Estadual;Urbana;9;525.93;484.23;484.01;465.46;586.67;509.26
18055;50012118.0;Três Lagoas;MS;Estadual;Urbana;62;504.48;486.31;474.92;478.67;601.94;509.26
18056;41062191.0;Ponta Grossa;PR;Estadual;Urbana;23;518.11;482.8;484.84;490.1;570.43;509.26
18057;35029877.0;Araçatuba;SP;Estadual;Urbana;6;493.85;460.47;427.9;484.03;680.0;509.25
18058;25094033.0;João Pessoa;PB;Estadual;Urbana;24;510.57;483.91;449.73;467.82;634.17;509.24
18059;26006138.0;Ouricuri;PE;Estadual;Urbana;50;496.96;473.87;461.54;501.03;612.8;509.24
18060;60001964.0;Xinguara;PA;Privada;Urbana;1;524.3;554.7;492.3;534.9;440.0;509.24
18061;21287449.0;Bacabal;MA;Estadual;Urbana;101;490.14;473.8;471.53;472.9;637.82;509.24
18062;35040496.0;Mogi das Cruzes;SP;Estadual;Urbana;8;536.19;491.18;502.88;473.41;542.5;509.23
18063;26084791.0;Lagoa dos Gatos;PE;Estadual;Urbana;74;496.75;477.71;451.31;472.47;647.84;509.22
18064;26117290.0;Paulista;PE;Estadual;Urbana;86;514.75;480.33;459.01;477.84;614.19;509.22
18065;35005113.0;São Paulo;SP;Estadual;Urbana;36;505.61;486.45;476.3;511.0;566.67;509.21
18066;43070400.0;Guaíba;RS;Estadual;Urbana;22;512.81;478.43;481.07;495.53;578.18;509.21
18067;60014125.0;Duque de Caxias;RJ;Estadual;Urbana;2;531.4;498.3;465.65;540.7;510.0;509.21
18068;35023383.0;Ituverava;SP;Estadual;Urbana;61;513.04;495.65;465.4;477.56;594.43;509.21
18069;52013650.0;Monte Alegre de Goiás;GO;Estadual;Rural;12;471.58;422.82;419.59;485.34;746.67;509.2
18070;43167586.0;Viamão;RS;Estadual;Urbana;20;508.13;481.72;471.68;483.48;601.0;509.2
18071;24009334.0;Açu;RN;Estadual;Urbana;59;492.84;474.87;458.55;448.87;670.85;509.2
18072;27036022.0;Maceió;AL;Estadual;Urbana;272;496.73;474.24;458.63;475.89;640.51;509.2
18073;41532074.0;Apucarana;PR;Estadual;Urbana;10;538.69;489.23;463.27;456.82;598.0;509.2
