POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
37;Governador Valadares;MG;Federal;56;602.87;619.47;589.79;700.92;819.29;666.47
38;Itaúna;MG;Privada;95;598.35;616.46;574.25;713.77;828.84;666.33
39;Tanabi;SP;Privada;9;593.6;625.84;600.92;714.39;793.33;665.62
40;Nova Friburgo;RJ;Federal;18;597.95;629.06;585.31;692.06;823.33;665.54
41;Abaeté;MG;Privada;5;590.18;587.72;586.06;707.52;856.0;665.5
42;Morretes;PR;Privada;1;700.3;675.8;598.5;632.4;720.0;665.4
43;Angra dos Reis;RJ;Federal;18;605.23;642.1;575.11;784.16;718.89;665.1
44;Livramento de Nossa Senhora;BA;Privada;6;603.83;604.2;578.0;664.88;873.33;664.85
45;Caconde;SP;Privada;6;595.93;652.57;601.02;706.88;766.67;664.61
46;Pato Branco;PR;Federal;23;598.35;625.58;592.92;740.4;765.22;664.49
47;Pomerode;SC;Privada;8;599.24;612.4;600.72;738.66;770.0;664.2
48;Raul Soares;MG;Privada;21;577.76;607.17;587.65;663.56;883.81;663.99
49;Caetité;BA;Privada;33;588.9;593.07;571.74;697.57;868.48;663.95
50;Diamantina;MG;Privada;17;594.31;606.61;582.66;685.51;850.59;663.93
51;Timóteo;MG;Privada;92;580.43;611.91;578.7;688.54;858.7;663.66
52;Ervália;MG;Privada;7;591.07;606.9;562.59;674.64;882.86;663.61
53;Guanhães;MG;Privada;14;597.84;600.71;576.76;719.95;821.43;663.34
54;Governador Valadares;MG;Privada;187;592.64;603.12;571.88;692.59;854.12;662.87
55;Venâncio Aires;RS;Privada;29;580.23;604.71;563.02;693.63;866.9;661.7
56;Corinto;MG;Privada;6;616.25;614.1;585.75;735.23;753.33;660.93
57;Guarapari;ES;Federal;93;592.29;606.04;586.31;702.87;814.19;660.34
58;Lagoa Santa;MG;Privada;37;591.01;608.42;589.15;690.19;821.62;660.08
59;Valinhos;SP;Privada;306;600.11;615.19;596.52;713.29;774.38;659.9
60;Quedas do Iguaçu;PR;Privada;3;579.73;621.87;588.13;727.5;780.0;659.45
61;Sete Lagoas;MG;Privada;314;589.18;612.72;584.86;684.56;825.16;659.3
62;Alpinópolis;MG;Privada;18;571.76;597.91;582.98;707.67;835.56;659.17
63;Santa Maria;RS;Federal;197;597.86;612.96;582.76;691.74;809.24;658.91
64;Belo Horizonte;MG;Privada;3633;593.99;613.86;583.85;699.93;802.51;658.83
65;Miguel Pereira;RJ;Privada;17;591.42;606.22;566.87;706.99;821.18;658.54
66;Aracruz;ES;Federal;207;588.81;608.62;588.86;694.51;810.82;658.32
67;São João Nepomuceno;MG;Privada;40;584.62;609.52;562.91;711.41;821.5;657.99
68;Varre-Sai;RJ;Privada;1;623.9;616.6;568.6;680.0;800.0;657.82
69;Valença do Piauí;PI;Privada;1;591.1;568.6;578.2;668.3;880.0;657.24
70;Divinópolis;MG;Privada;191;588.91;608.76;580.95;699.28;807.43;657.07
71;Cariacica;ES;Federal;255;598.16;616.01;580.33;699.92;790.04;656.89
72;Serra;ES;Federal;49;599.01;604.72;572.88;724.22;783.27;656.82
73;Formiga;MG;Federal;57;586.5;596.82;569.77;679.58;849.47;656.43
74;Nova Lima;MG;Privada;146;590.79;613.21;581.61;696.18;800.27;656.41
75;Vitória;ES;Privada;857;585.92;602.3;578.17;683.07;832.56;656.4
76;Boa Esperança;MG;Privada;16;578.34;589.12;586.35;710.32;817.5;656.33
77;Ipameri;GO;Privada;6;597.28;609.8;582.9;693.43;796.67;656.02
78;Guaçuí;ES;Privada;8;589.31;609.2;589.59;711.5;780.0;655.92
79;Colorado;PR;Privada;2;594.3;612.35;606.15;695.95;770.0;655.75
80;João Monlevade;MG;Privada;68;581.26;597.88;575.52;687.1;835.59;655.47
81;Curvelo;MG;Federal;67;583.26;605.05;593.52;708.01;786.27;655.22
82;Montes Claros;MG;Federal;44;596.04;613.92;596.88;702.84;766.36;655.21
83;Itapetininga;SP;Federal;2;613.4;624.45;582.65;694.5;760.0;655.0
84;Brazópolis;MG;Privada;5;575.48;629.7;527.34;745.2;796.0;654.74
85;Florestal;MG;Federal;63;595.37;609.16;584.2;713.51;768.25;654.1
86;Niterói;RJ;Federal;141;596.58;618.16;576.85;677.4;799.72;653.74
87;São José dos Quatro Marcos;MT;Privada;1;614.7;597.8;559.5;696.0;800.0;653.6
88;Nova Era;MG;Privada;16;593.36;586.22;578.77;677.55;830.0;653.18
89;Coronel Fabriciano;MG;Privada;54;570.67;584.15;553.05;675.18;881.85;652.98
90;Pouso Alegre;MG;Privada;231;590.48;597.89;579.89;684.87;811.0;652.82
91;Varginha;MG;Privada;156;582.85;599.8;571.61;680.33;829.49;652.82
92;Viçosa;MG;Privada;150;580.17;592.52;575.06;678.19;837.6;652.71
93;Petrópolis;RJ;Federal;20;599.76;604.97;584.09;713.73;761.0;652.71
94;Itumbiara;GO;Federal;36;585.1;599.54;578.19;652.69;847.78;652.66
95;Congonhas;MG;Federal;94;585.91;589.32;580.81;696.86;810.0;652.58
96;Ponte Nova;MG;Federal;62;588.35;595.34;580.56;664.94;831.61;652.16
97;Nova Prata;RS;Privada;12;583.17;599.29;574.54;658.7;845.0;652.14
98;Arroio do Meio;RS;Privada;15;582.43;588.42;581.39;686.83;821.33;652.08
99;Uberaba;MG;Privada;337;583.93;601.62;575.45;669.95;827.83;651.76
100;Ouro Branco;MG;Federal;88;589.71;608.94;578.6;692.14;789.09;651.7
101;São Mateus;ES;Federal;74;585.43;595.39;580.43;700.54;795.41;651.44
102;Brodowski;SP;Privada;6;579.52;613.13;598.27;674.4;790.0;651.06
103;Santa Rosa;RS;Federal;47;588.38;611.7;558.26;674.51;821.28;650.83
104;Juiz de Fora;MG;Privada;920;582.85;603.02;574.34;668.42;823.76;650.48
105;Limoeiro do Norte;CE;Privada;107;573.24;585.64;563.46;639.96;889.35;650.33
106;Uberlândia;MG;Privada;716;580.44;593.84;569.01;660.84;845.92;650.01
107;Conceição do Mato Dentro;MG;Privada;6;590.85;581.32;566.98;710.87;800.0;650.0
108;Santa Cruz do Sul;RS;Privada;121;591.2;601.19;575.66;689.92;791.4;649.88
109;Conselheiro Lafaiete;MG;Federal;59;580.4;593.7;570.04;660.01;844.41;649.71
110;Curvelo;MG;Privada;39;571.54;585.6;566.32;683.14;841.54;649.63
111;Lagoa da Prata;MG;Privada;34;575.86;591.42;564.37;667.6;848.24;649.5
112;Suzano;SP;Federal;56;607.92;621.97;586.49;697.95;729.64;648.79
113;São João del Rei;MG;Privada;149;583.41;604.49;568.06;684.52;802.95;648.69
114;Contagem;MG;Federal;69;591.85;600.69;580.63;681.03;788.99;648.64
115;Teutônia;RS;Privada;10;584.99;602.77;587.59;698.86;768.0;648.44
116;Caratinga;MG;Privada;35;585.32;603.13;563.11;676.75;812.0;648.06
117;Luz;MG;Privada;18;585.69;595.72;586.13;677.01;795.56;648.02
118;Itatim;BA;Privada;1;591.3;627.6;559.1;659.7;800.0;647.54
119;Bom Despacho;MG;Privada;31;593.95;603.32;589.71;694.19;756.13;647.46
120;Pará de Minas;MG;Privada;35;575.31;601.94;574.93;679.63;802.29;646.82
121;Cajuru;SP;Privada;4;604.58;627.3;622.7;678.15;700.0;646.55
122;Boa Viagem;CE;Privada;1;595.0;601.5;500.1;596.0;940.0;646.52
123;Barbacena;MG;Federal;192;589.02;605.35;581.67;704.48;751.88;646.48
124;Junqueirópolis;SP;Privada;4;574.1;612.83;546.38;647.2;850.0;646.1
125;São Leopoldo;RS;Privada;108;596.13;610.61;575.82;704.75;743.15;646.09
126;Cachoeiras de Macacu;RJ;Privada;8;565.16;588.55;554.98;663.98;857.5;646.03
127;Espírito Santo do Pinhal;SP;Privada;21;591.05;600.99;582.3;694.38;760.95;645.94
128;Recife;PE;Federal;479;592.32;605.51;576.41;696.55;757.7;645.7
129;Poços de Caldas;MG;Privada;190;589.52;603.41;578.09;680.79;776.32;645.62
130;Nova Friburgo;RJ;Privada;277;585.85;593.39;562.29;660.06;825.34;645.38
131;Ouro Preto;MG;Privada;13;571.3;594.68;569.53;684.32;806.15;645.2
132;Vera Cruz;RS;Privada;13;587.99;614.31;561.65;694.05;767.69;645.14
133;Sabinópolis;MG;Privada;11;568.51;588.29;579.76;689.48;796.36;644.48
134;Oliveira;MG;Privada;30;582.02;618.57;575.06;677.01;769.33;644.4
135;Três de Maio;RS;Privada;32;585.86;598.37;565.35;668.49;803.75;644.36
136;Porto Franco;MA;Privada;2;579.75;638.6;586.25;666.15;750.0;644.15
137;Francisco Sá;MG;Privada;8;567.06;566.15;548.78;647.05;890.0;643.81
138;Pompéia;SP;Privada;24;586.66;591.02;569.6;652.61;816.67;643.31
139;Bariri;SP;Privada;38;585.07;605.22;573.36;677.07;775.79;643.3
140;Palmas;TO;Privada;300;587.54;591.27;574.46;659.84;801.93;643.01
141;Betim;MG;Federal;117;586.68;594.66;579.13;675.93;778.63;643.01
142;Sarandi;RS;Privada;4;596.5;568.1;585.33;699.98;765.0;642.98
143;Formiga;MG;Privada;71;572.71;590.18;561.05;672.44;817.75;642.82
144;Jaguaruana;CE;Privada;11;582.26;583.2;566.86;645.13;836.36;642.76
145;Araxá;MG;Federal;104;585.71;591.24;572.82;670.47;793.08;642.66
146;Realeza;PR;Privada;5;604.1;606.46;592.38;697.88;712.0;642.56
147;Campo Belo;MG;Privada;43;571.12;579.6;562.05;671.11;828.84;642.54
148;Lajeado;RS;Privada;57;597.09;602.94;566.25;697.9;747.72;642.38
149;Santa Luzia;MG;Federal;71;583.88;596.0;565.41;671.06;795.49;642.37
150;Novo Horizonte;SP;Privada;18;576.54;564.13;545.4;651.04;874.44;642.31
151;Itanhandu;MG;Privada;10;579.29;589.59;584.85;677.68;780.0;642.28
152;Vacaria;RS;Privada;23;606.38;613.25;576.38;682.44;732.17;642.12
153;Alta Floresta;MT;Privada;23;581.98;613.25;561.06;671.93;780.0;641.64
154;Veranópolis;RS;Privada;44;578.97;579.68;558.96;642.93;847.27;641.56
155;Betim;MG;Privada;142;583.52;590.16;567.09;658.74;808.03;641.51
156;Barueri;SP;Privada;191;591.87;604.08;576.6;682.28;752.04;641.37
157;Surubim;PE;Privada;54;574.7;587.69;549.67;650.21;843.33;641.12
158;Cubatão;SP;Federal;94;589.54;603.15;557.24;695.59;759.79;641.06
159;Rio de Janeiro;RJ;Federal;1984;591.94;602.83;567.53;668.1;774.81;641.04
160;Santa Mariana;PR;Privada;1;654.9;633.7;564.2;671.0;680.0;640.76
161;Auriflama;SP;Privada;8;578.99;590.01;570.85;673.86;790.0;640.74
162;Goiânia;GO;Privada;2932;579.52;589.29;569.59;656.74;807.49;640.53
163;São Lourenço;MG;Privada;84;578.93;596.64;562.88;676.67;786.9;640.4
164;Teófilo Otoni;MG;Federal;26;579.11;590.32;547.47;665.78;819.23;640.38
165;Santa Rosa;RS;Privada;94;583.68;600.66;565.89;663.93;787.66;640.37
166;Niterói;RJ;Privada;1316;582.19;593.14;558.13;658.1;809.71;640.25
167;Paranapanema;SP;Privada;12;572.77;585.46;531.73;684.48;826.67;640.22
168;Porto Belo;SC;Privada;2;615.15;605.05;608.0;662.55;710.0;640.15
169;Caxambu;MG;Privada;38;577.71;604.12;560.92;681.58;776.32;640.13
170;Pacajus;CE;Privada;36;564.29;585.16;548.53;658.65;843.33;639.99
171;Tocantins;MG;Privada;9;582.94;592.88;587.94;672.97;762.22;639.79
172;Curitiba;PR;Federal;385;595.1;612.91;584.87;696.34;709.35;639.71
173;Ouro Branco;MG;Privada;18;567.96;576.52;566.92;651.96;834.44;639.56
174;Goianinha;RN;Privada;4;529.33;595.88;551.3;675.3;845.0;639.36
175;Oeiras;PI;Privada;24;570.8;581.09;544.86;665.64;834.17;639.31
176;Conceição do Coité;BA;Privada;17;592.29;616.06;592.68;651.78;743.53;639.27
177;Brumadinho;MG;Privada;26;587.83;612.03;567.94;659.07;769.23;639.22
178;Pedro Leopoldo;MG;Privada;60;583.18;581.92;562.02;660.64;808.0;639.15
179;Campos Gerais;MG;Privada;14;550.85;572.76;562.0;659.08;850.0;638.94
180;Itabira;MG;Privada;75;568.51;582.79;558.39;660.93;823.73;638.87
181;Lavras;MG;Privada;226;577.46;584.43;564.03;661.45;806.37;638.75
182;Maravilha;SC;Privada;3;600.13;583.87;613.43;715.47;680.0;638.58
183;Milhã;CE;Privada;8;581.29;580.71;570.94;676.24;782.5;638.34
184;Tupi Paulista;SP;Privada;18;569.14;590.45;572.21;682.19;776.67;638.13
185;Feliz;RS;Federal;28;568.49;593.16;563.2;686.46;777.86;637.83
186;Santo Augusto;RS;Privada;9;580.14;608.77;580.32;608.13;811.11;637.7
187;Alfenas;MG;Privada;62;578.44;586.48;568.95;657.1;797.42;637.68
188;Caucaia;CE;Municipal;1;612.7;594.5;569.6;711.3;700.0;637.62
189;Patos de Minas;MG;Privada;149;580.8;589.78;571.37;644.37;801.74;637.61
190;Bicas;MG;Privada;3;586.03;611.93;550.97;685.47;753.33;637.55
191;Itabirito;MG;Privada;6;568.02;558.22;548.15;652.68;860.0;637.41
192;Barra Mansa;RJ;Privada;113;566.26;577.04;548.08;668.12;826.73;637.24
193;Contagem;MG;Privada;399;582.71;594.12;566.74;663.83;777.69;637.02
194;Juazeiro do Norte;CE;Privada;315;576.69;585.65;567.06;655.24;799.3;636.79
195;Pombal;PB;Privada;14;568.15;565.31;542.56;624.84;882.86;636.74
196;Ipaussu;SP;Privada;19;588.34;588.07;569.27;672.62;763.16;636.29
197;Resende;RJ;Privada;183;584.44;596.21;561.15;657.83;781.2;636.17
198;Carmo de Minas;MG;Federal;12;588.24;592.59;568.69;704.45;726.67;636.13
199;Lauro de Freitas;BA;Privada;343;581.73;596.8;564.81;647.71;788.1;635.83
200;Atibaia;SP;Privada;188;585.38;591.24;568.17;677.56;756.06;635.68
201;Mossoró;RN;Federal;158;589.26;588.69;563.79;660.6;775.57;635.58
202;Aquidauana;MS;Privada;4;572.52;561.65;537.3;680.53;825.0;635.4
203;Leopoldina;MG;Federal;45;583.18;595.58;569.49;685.29;743.11;635.33
204;São José dos Campos;SP;Privada;1451;584.44;594.71;568.95;672.09;756.2;635.28
205;Guaxupé;MG;Privada;25;587.82;602.31;574.6;648.38;763.2;635.26
206;Torres;RS;Privada;5;596.76;599.32;573.9;697.9;708.0;635.18
207;Gramado;RS;Privada;7;596.54;610.01;575.06;653.81;740.0;635.09
208;Farroupilha;RS;Federal;25;597.1;607.4;562.54;673.8;734.4;635.05
209;Três Corações;MG;Federal;42;565.86;560.96;532.79;670.52;843.81;634.79
210;Montes Claros;MG;Privada;597;576.15;589.98;557.14;642.52;808.07;634.77
211;Linhares;ES;Federal;193;582.68;592.11;566.83;668.1;763.83;634.71
212;Teófilo Otoni;MG;Privada;100;584.38;596.11;556.82;658.6;777.6;634.7
213;Rondon do Pará;PA;Privada;6;564.68;606.78;534.35;610.55;856.67;634.61
214;Palotina;PR;Privada;14;594.61;607.76;569.07;693.66;707.14;634.45
215;Caraguatatuba;SP;Federal;30;595.32;608.38;569.37;675.28;723.33;634.34
216;Guaíra;PR;Privada;6;595.85;588.67;553.05;636.9;796.67;634.23
217;Sobral;CE;Privada;207;571.95;581.18;554.2;652.69;811.11;634.23
218;Santa Cruz das Palmeiras;SP;Municipal;1;550.0;589.3;586.9;624.5;820.0;634.14
219;Orlândia;SP;Privada;32;573.48;584.97;558.3;656.02;796.25;633.8
220;Volta Redonda;RJ;Federal;87;584.39;591.05;557.48;700.6;735.17;633.74
221;Roca Sales;RS;Privada;6;608.88;600.02;563.58;642.57;753.33;633.68
222;Campo Maior;PI;Privada;31;570.21;585.75;548.91;638.02;825.16;633.61
223;Crateús;CE;Privada;33;561.55;575.38;534.76;639.65;856.36;633.54
224;Piraju;SP;Privada;11;592.21;599.87;564.79;672.75;736.36;633.2
225;São Pedro;SP;Privada;10;584.91;600.33;568.78;645.28;766.0;633.06
226;Nepomuceno;MG;Federal;49;573.98;595.3;545.62;642.16;807.76;632.96
227;Lagoa Vermelha;RS;Privada;19;569.21;573.61;546.51;686.81;788.42;632.91
228;Salvador;BA;Federal;511;589.09;601.88;566.7;666.55;739.33;632.71
229;Itabaiana;SE;Privada;166;569.07;584.85;555.29;633.29;820.24;632.55
230;Monte Carmelo;MG;Privada;8;567.36;593.14;560.19;661.44;780.0;632.42
231;São João da Boa Vista;SP;Privada;167;582.02;588.84;565.74;662.34;763.11;632.41
232;Santo Antônio do Monte;MG;Privada;4;585.72;613.28;536.78;661.12;765.0;632.38
233;Manhuaçu;MG;Privada;56;572.17;585.68;565.94;674.22;763.57;632.31
234;Santa Bárbara;MG;Privada;4;565.43;585.25;535.45;620.3;855.0;632.28
235;Fortaleza;CE;Privada;4511;573.6;584.34;558.0;653.6;791.2;632.15
236;Cunha;SP;Privada;4;582.5;615.62;527.78;714.78;720.0;632.14
237;Monte Sião;MG;Privada;21;576.79;562.92;547.45;652.94;820.0;632.02
238;Coronel Pilar;RS;Estadual;1;555.0;590.1;549.8;645.0;820.0;631.98
239;Teresópolis;RJ;Privada;161;581.28;592.33;556.16;659.03;770.68;631.9
240;Pouso Alegre;MG;Federal;79;589.84;595.42;550.12;653.26;770.13;631.76
241;Russas;CE;Privada;36;571.69;589.4;556.71;643.5;797.22;631.7
242;Arapiraca;AL;Federal;143;584.48;593.61;551.29;662.21;766.57;631.63
243;Macaé;RJ;Federal;150;588.71;595.63;564.94;668.8;740.0;631.61
244;São José do Rio Pardo;SP;Privada;57;578.29;592.23;565.0;656.74;764.91;631.44
245;Indaial;SC;Privada;14;587.46;600.28;560.46;685.45;722.86;631.3
246;Vassouras;RJ;Privada;18;566.01;568.27;576.32;658.06;787.78;631.29
247;Brusque;SC;Privada;49;578.31;598.13;571.67;667.71;740.0;631.17
248;São Paulo;SP;Federal;260;592.06;594.34;572.77;681.27;714.92;631.07
249;Itaporanga;PB;Privada;32;560.51;576.42;526.82;642.2;848.75;630.94
250;São Marcos;RS;Privada;3;585.4;620.13;543.83;625.23;780.0;630.92
251;São Carlos;SP;Privada;380;577.4;586.44;562.07;647.51;780.11;630.7
252;Passos;MG;Privada;63;574.22;574.2;553.55;635.33;815.87;630.63
253;Rio Casca;MG;Privada;7;567.11;594.59;548.13;657.09;785.71;630.53
254;Portão;RS;Privada;21;593.91;623.04;557.43;657.87;720.0;630.45
255;Bragança Paulista;SP;Federal;58;585.55;585.4;553.37;686.59;740.0;630.18
256;Assis Chateaubriand;PR;Privada;2;589.8;609.2;624.6;716.85;610.0;630.09
257;Duque de Caxias;RJ;Federal;185;588.5;596.95;569.27;650.44;745.19;630.07
258;São Caetano do Sul;SP;Privada;269;582.29;587.64;564.13;677.92;737.55;629.91
259;Patos de Minas;MG;Federal;55;579.75;585.85;548.74;649.71;785.09;629.83
260;Ipirá;BA;Privada;12;581.43;601.78;554.85;658.91;751.67;629.73
261;Limoeiro;PE;Privada;146;568.62;581.34;558.41;647.92;790.27;629.31
262;Palmeira das Missões;RS;Privada;3;584.9;577.77;551.23;705.8;726.67;629.27
263;Araxá;MG;Privada;71;581.95;581.62;554.36;629.52;798.59;629.21
264;Colina;SP;Privada;1;603.1;630.0;577.9;674.9;660.0;629.18
265;Teresina;PI;Privada;2399;571.43;576.31;551.43;638.39;808.15;629.14
266;Vinhedo;SP;Privada;149;580.47;585.18;564.14;648.68;766.98;629.09
267;Adamantina;SP;Privada;12;589.28;599.71;586.95;651.16;718.33;629.08
268;Bastos;SP;Privada;3;566.67;566.4;556.53;681.9;773.33;628.97
269;Colatina;ES;Federal;245;571.39;584.11;567.02;661.25;760.82;628.92
270;Campo Grande;MS;Federal;259;582.35;588.46;564.02;659.85;748.96;628.73
271;Barroso;MG;Privada;9;567.5;565.63;559.54;681.77;768.89;628.67
272;Estrela;RS;Privada;19;582.04;608.36;559.29;664.34;728.42;628.49
273;Maria da Fé;MG;Privada;22;575.38;578.7;552.44;676.37;759.09;628.4
274;Granja;CE;Privada;8;571.46;577.12;562.96;615.48;815.0;628.4
275;Minaçu;GO;Privada;15;560.46;563.01;537.76;645.49;834.67;628.28
276;Volta Redonda;RJ;Privada;264;572.92;576.7;556.29;655.15;779.32;628.08
277;Passos;MG;Federal;78;573.87;567.7;545.4;636.43;816.41;627.96
278;Campos do Jordão;SP;Federal;15;596.39;601.7;550.27;667.37;724.0;627.95
279;Guarapari;ES;Privada;63;577.94;586.14;551.28;642.57;780.63;627.71
280;Criciúma;SC;Federal;79;574.73;586.03;559.13;670.57;747.59;627.61
281;Viana;ES;Federal;51;573.47;592.06;543.35;639.59;789.02;627.5
282;Fartura;SP;Privada;14;590.82;624.34;586.18;674.63;661.43;627.48
283;Recife;PE;Privada;2656;577.78;587.59;553.8;655.42;761.93;627.3
284;Cantagalo;RJ;Privada;5;582.34;539.64;561.54;596.86;856.0;627.28
285;Guarulhos;SP;Federal;65;586.88;589.41;574.13;664.16;720.31;626.98
286;Muzambinho;MG;Privada;18;574.44;582.93;560.09;647.38;770.0;626.97
287;Jaru;RO;Federal;1;571.2;573.1;558.2;572.2;860.0;626.94
288;Cerro Largo;RS;Privada;25;565.92;593.06;554.62;655.51;764.8;626.78
289;Ivoti;RS;Privada;17;588.54;600.61;550.71;666.82;727.06;626.75
290;Campina Grande;PB;Privada;856;569.12;579.32;552.22;634.77;797.43;626.57
291;Vitória da Conquista;BA;Federal;120;576.56;593.63;554.55;653.02;755.0;626.55
292;Petrolina;PE;Privada;406;576.11;579.36;556.53;649.3;771.28;626.52
293;São José do Rio Preto;SP;Privada;753;578.61;585.58;562.82;652.76;752.8;626.51
294;Arraial do Cabo;RJ;Federal;44;586.92;588.93;551.64;667.66;736.36;626.3
295;Dracena;SP;Privada;56;578.36;585.75;576.83;668.91;721.07;626.18
296;Chapecó;SC;Privada;149;575.75;584.24;558.84;664.05;747.79;626.13
297;Canarana;MT;Privada;6;596.4;572.47;579.82;661.78;720.0;626.09
298;Salto;SP;Privada;78;583.93;585.3;568.45;662.4;730.26;626.07
299;Ituverava;SP;Privada;35;585.42;583.04;557.05;635.63;769.14;626.06
300;Itaocara;RJ;Privada;26;569.08;580.02;564.48;628.66;787.69;625.99
301;Utinga;BA;Privada;3;601.1;613.8;585.23;582.6;746.67;625.88
302;Campo Mourão;PR;Federal;27;588.59;589.74;559.7;671.95;719.26;625.85
303;Espera Feliz;MG;Privada;8;563.04;570.71;529.96;643.01;822.5;625.84
304;Caxias do Sul;RS;Privada;217;581.98;591.13;553.83;651.32;750.32;625.72
305;Dourados;MS;Privada;284;573.59;571.9;555.49;637.42;790.07;625.69
306;São Gonçalo;RJ;Federal;82;582.49;574.07;573.45;649.53;748.78;625.66
307;São Mateus;ES;Privada;53;570.91;583.15;566.4;652.3;755.47;625.65
308;Amargosa;BA;Privada;23;578.16;590.43;567.59;666.2;725.22;625.52
309;Camaçari;BA;Federal;88;590.13;599.23;555.41;643.87;738.41;625.41
310;Natal;RN;Federal;583;583.52;584.0;552.09;642.81;764.49;625.38
311;Rio Grande;RS;Federal;102;580.37;577.7;544.26;644.12;780.39;625.37
312;Holambra;SP;Privada;18;580.22;583.84;577.45;674.11;711.11;625.35
313;Jaraguá do Sul;SC;Privada;173;576.9;576.44;554.92;665.41;753.06;625.35
314;Florianópolis;SC;Privada;1061;581.11;592.78;568.16;665.62;718.64;625.26
315;Ribeirão Preto;SP;Privada;1394;576.93;584.7;565.2;651.22;747.98;625.2
316;Juruti;PA;Privada;12;571.68;578.44;550.09;650.23;775.0;625.09
317;Cataguases;MG;Privada;72;571.04;575.01;562.34;641.76;774.72;624.98
318;Pirassununga;SP;Privada;63;581.45;590.05;572.14;647.38;732.38;624.68
319;Paraisópolis;MG;Privada;19;567.98;584.35;545.71;660.71;764.21;624.59
320;Itaguaí;RJ;Federal;58;579.82;589.72;554.27;680.67;718.28;624.55
321;Juiz de Fora;MG;Federal;236;580.59;591.15;558.07;649.64;743.22;624.53
322;Vila Velha;ES;Privada;670;572.42;583.24;553.1;643.79;769.97;624.5
323;São Carlos;SP;Federal;22;574.69;590.85;563.93;659.49;732.73;624.34
324;Mineiros;GO;Privada;35;566.01;564.59;537.76;620.01;833.14;624.3
325;Santo Antônio de Jesus;BA;Privada;69;576.52;577.91;571.31;661.52;733.04;624.06
326;Igarapava;SP;Privada;14;576.83;555.46;544.93;642.67;800.0;623.98
327;Manhumirim;MG;Privada;7;600.29;583.74;556.0;679.84;700.0;623.97
328;Jaguariúna;SP;Privada;26;578.32;582.78;582.06;661.75;714.62;623.9
