POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
31;Espera Feliz;MG;Privada;11;580.83;611.96;593.94;674.75;770.91;646.48
32;Campo Mourão;PR;Federal;25;603.42;642.43;579.82;678.64;728.0;646.46
33;Divinópolis;MG;Privada;298;595.13;626.1;598.29;675.35;731.21;645.22
34;Itabira;MG;Privada;127;597.43;625.89;587.0;638.18;772.01;644.1
35;São João del Rei;MG;Privada;183;583.17;621.03;581.39;640.35;794.21;644.03
36;Itapuranga;GO;Privada;11;591.11;630.42;590.07;667.53;740.0;643.83
37;Peçanha;MG;Privada;9;592.28;619.91;574.54;647.49;784.44;643.73
38;Bom Despacho;MG;Privada;47;597.39;633.27;596.07;683.75;707.66;643.63
39;Montes Claros;MG;Federal;50;593.53;631.23;597.45;655.93;737.2;643.07
40;Cubatão;SP;Federal;93;611.75;634.43;592.11;665.79;707.92;642.4
41;Itaúna;MG;Privada;147;598.06;626.12;606.11;670.88;708.57;641.95
42;Belo Horizonte;MG;Privada;6029;599.11;629.95;597.65;664.01;718.51;641.85
43;Duque de Caxias;RJ;Federal;253;599.88;631.84;598.47;651.21;726.48;641.58
44;Recife;PE;Federal;553;602.79;628.57;592.34;658.45;724.85;641.4
45;Vitória;ES;Privada;1499;598.1;630.38;600.68;655.39;722.02;641.31
46;Vespasiano;MG;Privada;32;588.76;633.42;613.74;664.57;705.62;641.22
47;Pombal;PB;Privada;45;569.78;623.53;588.52;670.46;753.78;641.21
48;Salvador;BA;Federal;410;594.76;634.08;600.88;653.06;722.43;641.04
49;Dores de Campos;MG;Privada;8;614.06;616.28;550.26;597.12;827.5;641.04
50;Rio de Janeiro;RJ;Federal;2150;603.26;635.29;589.33;650.37;724.5;640.55
51;Realeza;PR;Privada;8;600.08;643.02;588.07;663.9;707.5;640.52
52;Feliz;RS;Federal;17;602.02;635.78;559.04;651.59;752.94;640.27
53;Diamantina;MG;Privada;65;595.39;628.35;578.71;611.3;787.08;640.17
54;Barbacena;MG;Federal;304;601.0;626.5;599.23;690.95;683.03;640.14
55;Nova Prata;RS;Privada;20;609.56;617.95;579.42;621.69;771.0;639.92
56;Uberlândia;MG;Privada;1133;591.41;627.44;589.58;641.37;741.32;638.22
57;Itapecerica;MG;Privada;12;576.76;612.11;586.25;680.61;735.0;638.14
58;São Paulo;SP;Federal;205;609.5;631.38;600.72;683.13;664.29;637.81
59;Itapiranga;SC;Privada;17;570.82;609.41;592.34;674.63;740.0;637.44
60;Florestal;MG;Federal;88;598.14;620.65;598.88;681.31;687.95;637.39
61;Cerro Largo;RS;Privada;26;602.07;622.34;587.31;641.93;732.31;637.19
62;Farroupilha;RS;Federal;25;610.91;644.52;586.92;652.39;689.6;636.87
63;Guarapari;ES;Federal;63;586.38;628.94;598.9;658.95;710.48;636.73
64;Varginha;MG;Privada;282;592.51;620.59;588.17;636.22;743.94;636.29
65;Nova Lima;MG;Privada;194;604.76;626.43;591.04;649.07;708.97;636.05
66;Lagoa Santa;MG;Privada;82;593.49;626.63;592.92;660.12;705.37;635.7
67;Muriaé;MG;Federal;66;579.73;617.76;585.92;656.8;738.18;635.68
68;Nilópolis;RJ;Federal;115;588.6;620.45;615.06;662.08;689.91;635.22
69;Assis Chateaubriand;PR;Privada;19;597.23;627.99;573.34;630.38;746.32;635.05
70;São Roque de Minas;MG;Privada;7;618.03;635.96;600.29;622.1;697.14;634.7
71;Pouso Alegre;MG;Privada;308;591.31;615.57;589.34;641.14;735.96;634.66
72;Junqueirópolis;SP;Privada;18;592.14;623.09;569.26;667.16;721.11;634.55
73;Mossoró;RN;Federal;140;601.76;626.38;581.08;641.0;722.14;634.47
74;Araxá;MG;Federal;69;594.15;618.37;580.17;666.22;713.04;634.39
75;Bragança Paulista;SP;Federal;32;588.54;622.72;603.12;705.8;650.0;634.04
76;Caeté;MG;Privada;25;605.05;629.37;593.62;634.18;705.6;633.56
77;Fortaleza;CE;Federal;383;599.57;625.22;583.03;647.55;712.11;633.5
78;Matozinhos;MG;Privada;18;573.12;618.59;597.35;660.35;713.33;632.55
79;Jaraguá do Sul;SC;Federal;59;595.92;621.48;611.5;630.38;702.71;632.4
80;Monte Sião;MG;Privada;31;603.55;617.64;602.08;649.06;688.39;632.14
81;Natal;RN;Federal;440;598.64;621.86;578.35;635.85;725.36;632.01
82;Juiz de Fora;MG;Privada;1457;590.1;622.7;581.43;629.74;735.39;631.87
83;Sacramento;MG;Privada;16;588.86;618.24;578.42;683.56;690.0;631.82
84;Pirangi;SP;Privada;42;589.98;615.41;586.71;636.32;730.48;631.78
85;Miracema;RJ;Privada;6;584.05;609.78;592.5;564.82;806.67;631.56
86;Pouso Alegre;MG;Federal;53;604.64;618.5;561.9;605.96;766.42;631.48
87;Nova Andradina;MS;Municipal;1;587.1;570.4;554.4;664.6;780.0;631.3
88;São José do Rio Pardo;SP;Privada;76;584.71;626.48;598.09;655.36;691.84;631.3
89;Estrela;RS;Privada;58;600.94;621.66;586.24;648.28;698.97;631.22
90;Governador Valadares;MG;Federal;58;582.39;618.6;587.55;654.98;712.41;631.19
91;Formiga;MG;Federal;1;549.4;609.5;615.1;661.2;720.0;631.04
92;Congonhas;MG;Federal;97;596.58;608.32;583.32;650.39;716.08;630.94
93;São Manuel;SP;Privada;50;594.11;614.03;585.9;645.07;715.2;630.86
94;Dois Irmãos;RS;Privada;9;590.42;598.69;566.59;644.99;751.11;630.36
95;Santa Maria;RS;Federal;225;596.19;623.55;589.89;650.49;691.38;630.3
96;Barroso;MG;Privada;9;563.3;619.42;578.14;586.87;800.0;629.55
97;Campo Grande;MS;Federal;282;598.98;618.98;582.81;645.54;700.78;629.42
98;Camaçari;BA;Federal;50;600.37;635.97;576.66;632.21;701.2;629.28
99;Santa Teresa;ES;Privada;10;601.79;622.16;600.71;625.28;696.0;629.19
100;São Mateus;ES;Federal;49;588.44;620.22;593.82;665.12;677.96;629.11
101;Portão;RS;Privada;34;599.7;638.58;580.53;624.18;700.74;628.75
102;Nova Friburgo;RJ;Privada;442;593.68;619.01;577.44;632.84;720.6;628.71
103;Viçosa;MG;Privada;289;568.19;612.76;581.2;638.1;742.21;628.49
104;Ouro Branco;MG;Federal;95;595.31;622.46;586.09;649.41;689.05;628.46
105;Itanhandu;MG;Privada;26;597.48;623.52;598.28;651.65;670.77;628.34
106;Limoeiro;PE;Privada;174;578.93;611.13;585.89;633.34;730.34;627.93
107;Pedro Leopoldo;MG;Privada;103;586.83;616.77;583.38;629.04;723.11;627.83
108;Abaeté;MG;Privada;33;596.44;609.02;582.03;623.26;726.06;627.36
109;Formiga;MG;Privada;86;582.83;613.91;597.69;648.5;692.09;627.0
110;Cássia;MG;Privada;13;546.26;599.12;591.57;641.38;753.85;626.43
111;Pomerode;SC;Privada;17;600.11;617.68;604.03;672.25;637.65;626.34
112;Santa Luzia;MG;Federal;54;595.59;622.75;574.21;647.98;690.74;626.25
113;Governador Valadares;MG;Privada;340;583.75;615.19;574.37;627.26;730.5;626.21
114;Macaé;RJ;Federal;138;602.74;627.09;581.12;639.95;680.14;626.21
115;Lagoa da Prata;MG;Privada;33;578.44;620.36;592.26;636.79;703.03;626.18
116;Manhuaçu;MG;Privada;116;575.37;613.09;581.4;640.43;720.17;626.09
117;Monte Aprazível;SP;Privada;28;597.11;607.74;590.12;652.99;681.43;625.88
118;Foz do Iguaçu;PR;Federal;59;594.18;616.61;591.96;645.59;680.0;625.67
119;Niterói;RJ;Privada;2197;582.07;620.07;573.68;625.81;724.74;625.28
120;Conselheiro Lafaiete;MG;Privada;155;587.03;621.93;581.65;624.2;710.32;625.03
121;Guaxupé;MG;Privada;73;584.33;613.81;591.87;645.68;688.77;624.89
122;Barueri;SP;Privada;246;605.42;621.53;585.15;650.78;660.61;624.7
123;Juiz de Fora;MG;Federal;391;590.98;617.45;581.37;637.19;695.29;624.46
124;Fartura;SP;Privada;24;592.34;629.46;591.62;640.42;666.67;624.1
125;Três Passos;RS;Privada;28;601.46;626.13;594.14;618.55;679.29;623.91
126;Patos de Minas;MG;Privada;230;583.68;611.88;580.93;614.66;728.07;623.84
127;Oeiras;PI;Privada;37;580.66;630.41;558.33;603.26;746.49;623.83
128;Lajeado;RS;Privada;172;587.26;614.27;579.92;649.63;687.33;623.68
129;Águas Belas;PE;Privada;1;629.1;641.4;525.1;522.8;800.0;623.68
130;Arraial do Cabo;RJ;Federal;30;582.66;615.89;570.55;637.43;710.67;623.44
131;São José dos Campos;SP;Privada;2172;592.93;613.75;580.29;635.94;693.86;623.35
132;São Gonçalo;RJ;Federal;58;579.52;608.78;597.75;643.31;686.9;623.25
133;Venâncio Aires;RS;Privada;33;575.13;596.87;584.18;633.21;726.06;623.09
134;Seropédica;RJ;Federal;127;597.04;618.43;573.94;573.36;750.55;622.67
135;Crateús;CE;Privada;60;578.44;598.62;548.66;608.76;777.0;622.29
136;Juazeiro do Norte;CE;Federal;51;571.39;610.02;569.5;628.31;731.37;622.12
137;Joinville;SC;Federal;73;599.26;623.75;569.56;656.41;661.37;622.07
138;Campos Gerais;MG;Privada;24;573.02;604.57;575.5;650.43;705.83;621.87
139;São Sebastião do Paraíso;MG;Privada;61;577.94;606.3;573.7;608.55;741.64;621.62
140;Uberaba;MG;Privada;542;583.48;611.43;578.11;630.32;704.21;621.51
141;Guanhães;MG;Privada;32;573.29;618.23;583.7;648.98;683.12;621.47
142;Jaguariaíva;PR;Federal;1;632.2;618.8;573.6;642.7;640.0;621.46
143;Caetité;BA;Privada;34;587.14;615.31;583.16;645.78;675.88;621.45
144;Boa Esperança;MG;Privada;71;575.67;608.66;591.34;632.38;698.94;621.4
145;Pará de Minas;MG;Privada;62;561.48;606.82;591.47;648.87;695.16;620.76
146;Ouro Preto;MG;Privada;53;569.51;619.98;565.46;635.69;710.19;620.17
147;Bom Jardim;RJ;Privada;34;589.96;616.24;571.74;632.99;689.41;620.07
148;Brumadinho;MG;Privada;32;575.25;618.84;578.6;638.12;688.75;619.91
149;São Lourenço;MG;Privada;145;595.83;610.81;579.67;624.42;687.28;619.6
150;Lambari;MG;Privada;9;601.68;625.41;572.94;637.73;660.0;619.55
151;Barra Mansa;RJ;Privada;192;582.92;613.06;568.54;607.55;724.58;619.33
152;Lavras;MG;Privada;304;579.4;612.11;569.48;619.66;715.03;619.14
153;Cambuí;MG;Privada;30;581.0;594.67;579.56;606.32;733.33;618.98
154;Monte Santo de Minas;MG;Privada;15;585.51;604.93;580.79;589.63;733.33;618.84
155;Poços de Caldas;MG;Privada;331;586.8;609.73;574.44;626.13;696.74;618.77
156;Astorga;PR;Privada;10;605.3;610.05;563.24;647.27;668.0;618.77
157;Tocantins;MG;Privada;11;571.28;605.39;592.61;635.21;689.09;618.72
158;Parnamirim;RN;Federal;118;586.82;605.68;577.31;624.76;697.12;618.34
159;Barão de Cocais;MG;Privada;45;581.39;612.76;573.82;629.59;693.78;618.27
160;Francisco Sá;MG;Privada;16;575.69;604.42;538.92;565.86;806.25;618.23
161;Passos;MG;Privada;148;575.67;607.63;579.8;617.09;710.95;618.23
162;Betim;MG;Privada;197;578.82;616.04;573.29;607.66;714.62;618.09
163;Ribeirão Bonito;SP;Privada;24;574.6;600.06;573.66;630.14;709.17;617.52
164;Itabela;BA;Municipal;1;626.5;658.6;489.6;451.4;860.0;617.22
165;Valença;RJ;Privada;41;581.32;617.26;578.9;614.2;694.15;617.17
166;Bambuí;MG;Privada;23;571.47;614.11;604.19;637.37;658.26;617.08
167;Quixeramobim;CE;Privada;57;577.61;603.1;563.89;591.98;747.72;616.86
168;Limoeiro do Norte;CE;Privada;176;559.7;595.73;565.13;589.72;773.75;616.81
169;Vitória da Conquista;BA;Federal;109;579.8;614.77;565.65;603.36;719.45;616.61
170;Nova Venécia;ES;Federal;91;578.38;610.5;579.77;658.07;655.82;616.51
171;Ipameri;GO;Privada;16;602.17;619.08;585.76;604.69;670.0;616.34
172;Rio Grande;RS;Federal;105;577.78;607.61;568.24;638.74;688.57;616.19
173;Venda Nova do Imigrante;ES;Privada;34;579.39;606.6;588.22;622.65;683.53;616.08
174;Santa Vitória;MG;Privada;13;564.15;610.91;569.46;592.77;743.08;616.07
175;Piumhi;MG;Privada;59;562.56;607.97;577.45;650.27;682.03;616.06
176;Poço Fundo;MG;Privada;13;579.82;614.56;557.19;631.52;696.92;616.0
177;Nepomuceno;MG;Federal;40;569.42;600.0;565.34;623.83;721.0;615.92
178;Patrocínio;MG;Privada;145;580.25;599.75;561.11;603.48;734.9;615.9
179;Araxá;MG;Privada;99;577.12;601.85;569.44;602.06;728.89;615.87
180;Paraisópolis;MG;Privada;44;583.53;603.5;586.4;642.67;662.73;615.77
181;Barreiras;BA;Privada;156;577.11;607.38;563.84;600.83;729.62;615.75
182;Conceição do Mato Dentro;MG;Privada;7;596.87;637.09;597.5;572.77;674.29;615.7
183;Ibatiba;ES;Federal;69;563.45;611.37;577.87;632.45;693.33;615.7
184;Itacoatiara;AM;Privada;19;588.12;602.37;566.52;592.84;727.37;615.45
185;Garanhuns;PE;Federal;55;595.49;619.15;581.95;614.46;665.45;615.3
186;Caicó;RN;Federal;105;584.91;601.3;565.43;591.71;731.81;615.03
187;Caratinga;MG;Privada;83;576.85;604.98;566.02;602.75;723.61;614.84
188;Gandu;BA;Privada;33;572.83;603.15;544.84;590.55;762.21;614.72
189;Carangola;MG;Privada;52;572.89;597.42;561.18;600.31;741.54;614.67
190;Santa Rosa;RS;Federal;57;570.27;603.55;570.75;615.08;712.89;614.51
191;Tapiratiba;SP;Privada;7;598.03;587.73;572.66;596.53;717.14;614.42
192;Teófilo Otoni;MG;Privada;183;576.08;617.62;561.52;607.72;708.85;614.36
193;Terra Rica;PR;Privada;11;566.65;623.37;583.86;580.33;716.36;614.11
194;Poços de Caldas;MG;Federal;49;593.31;607.64;580.14;642.03;647.35;614.1
195;João Monlevade;MG;Privada;107;566.92;610.8;572.44;625.07;695.14;614.07
196;Iguatama;MG;Privada;8;569.46;615.8;587.34;654.91;642.5;614.0
197;Juazeiro do Norte;CE;Privada;477;561.65;601.89;571.4;608.1;726.54;613.92
198;São Gotardo;MG;Privada;36;581.15;603.0;564.16;617.33;703.33;613.79
199;Jales;SP;Privada;136;582.06;602.52;573.72;602.42;708.24;613.79
200;Moji Mirim;SP;Privada;275;584.79;606.51;574.49;620.98;682.04;613.76
201;Montanha;ES;Federal;37;570.67;606.59;566.79;589.92;732.97;613.39
202;Guarapari;ES;Privada;113;582.09;605.03;573.46;614.09;692.21;613.37
203;Arcos;MG;Privada;59;567.99;605.81;571.07;630.83;690.85;613.31
204;Londrina;PR;Privada;1182;588.6;613.09;579.48;621.45;661.96;612.92
205;Atibaia;SP;Privada;301;584.93;608.24;569.72;624.21;675.88;612.6
206;Itaperuna;RJ;Privada;123;581.81;610.13;561.92;604.21;704.88;612.59
207;Aracaju;SE;Federal;199;577.68;610.93;572.23;613.99;688.04;612.57
208;São José do Rio Preto;SP;Privada;1098;582.2;605.63;574.06;608.78;692.19;612.57
209;Santa Cruz das Palmeiras;SP;Privada;46;582.27;604.31;577.11;614.73;684.35;612.55
210;Leopoldina;MG;Federal;66;578.17;604.75;565.68;640.11;673.64;612.47
211;Três Rios;RJ;Privada;234;573.74;603.19;566.1;594.01;724.79;612.37
212;Tapejara;RS;Privada;11;595.23;593.77;579.73;629.4;663.64;612.35
213;Muriaé;MG;Privada;125;571.44;604.97;558.26;612.01;714.24;612.19
214;Bento Gonçalves;RS;Federal;115;592.94;614.78;575.46;631.67;645.91;612.15
215;Resende;RJ;Privada;301;578.61;608.6;563.41;604.79;705.1;612.1
216;Ribeirão Preto;SP;Privada;2068;587.34;606.55;572.08;610.15;684.19;612.06
217;Coronel Fabriciano;MG;Privada;126;543.39;597.24;551.2;584.17;783.81;611.96
218;Presidente Dutra;BA;Privada;1;629.4;617.1;587.2;665.9;560.0;611.92
219;Betim;MG;Federal;35;578.89;610.65;580.24;609.11;680.57;611.89
220;Muzambinho;MG;Privada;23;577.58;605.02;570.92;603.73;701.74;611.8
221;Sabinópolis;MG;Privada;24;573.56;602.6;567.94;648.98;665.83;611.78
222;Amparo;SP;Privada;152;579.4;605.4;572.09;616.84;684.61;611.67
223;Nova Iguaçu;RJ;Federal;103;582.29;615.82;568.28;619.17;671.07;611.32
224;Rio Pardo;RS;Privada;16;604.44;619.06;572.16;604.61;653.75;610.8
225;Itapira;SP;Privada;113;595.43;605.59;568.21;608.63;675.93;610.76
226;Raul Soares;MG;Privada;30;561.68;610.83;545.39;615.03;720.67;610.72
227;Sertãozinho;SP;Federal;66;590.37;617.49;565.82;622.61;656.97;610.65
228;Três Corações;MG;Privada;102;584.65;605.35;563.4;624.64;675.1;610.63
229;Curvelo;MG;Privada;70;571.07;596.3;578.67;597.63;708.0;610.34
230;Brusque;SC;Privada;122;586.75;605.01;583.91;617.09;658.85;610.32
231;Campanha;MG;Privada;33;583.45;606.3;576.53;626.11;659.09;610.3
232;Três Marias;MG;Privada;24;576.22;603.17;576.53;580.97;714.17;610.21
233;Porto Ferreira;SP;Privada;82;579.77;600.06;567.2;591.85;711.46;610.07
234;Salto;SP;Federal;76;601.23;623.92;552.73;624.13;648.16;610.04
235;São João Nepomuceno;MG;Privada;68;571.89;602.29;549.75;604.79;721.18;609.98
236;Linhares;ES;Federal;129;578.82;609.63;580.22;628.76;651.94;609.87
237;Cabo Frio;RJ;Federal;131;590.82;612.62;558.57;587.11;700.0;609.82
238;Santa Fé do Sul;SP;Privada;51;581.3;593.49;570.3;596.41;707.06;609.71
239;Barra do Piraí;RJ;Privada;157;581.25;610.3;566.7;578.9;710.32;609.49
240;São Gonçalo do Sapucaí;MG;Privada;43;569.97;605.67;564.32;576.57;729.77;609.26
241;Campo Belo;MG;Privada;81;571.77;602.05;573.36;622.22;676.6;609.2
242;Araras;SP;Privada;207;592.09;604.18;568.43;601.24;679.9;609.17
243;Ouro Branco;MG;Privada;67;578.09;610.64;554.33;591.0;711.34;609.08
244;Currais Novos;RN;Federal;103;579.98;603.0;563.72;584.94;713.2;608.97
245;Goiânia;GO;Privada;5536;579.55;604.29;566.27;592.16;701.91;608.84
246;Lages;SC;Federal;1;647.0;651.3;589.9;635.8;520.0;608.8
247;Miguel Pereira;RJ;Privada;38;581.07;597.17;563.9;614.51;687.11;608.75
248;Itaperuna;RJ;Federal;114;574.35;603.07;561.08;591.14;713.68;608.66
249;Teutônia;RS;Privada;40;583.68;597.31;562.83;627.37;672.0;608.64
250;Dourados;MS;Privada;403;571.65;597.6;562.47;592.85;718.35;608.59
251;Mutum;MG;Privada;12;580.93;597.23;564.94;604.75;695.0;608.57
252;Videira;SC;Federal;80;588.86;608.56;568.37;629.92;647.0;608.54
253;Congonhas;MG;Privada;47;571.96;598.38;556.38;612.03;703.83;608.52
254;Londrina;PR;Federal;38;596.63;600.83;570.63;643.74;630.53;608.47
255;Montes Claros;MG;Privada;1004;574.42;606.51;563.07;604.89;692.62;608.3
256;Irati;PR;Federal;32;586.31;605.83;563.88;632.32;653.12;608.29
257;Patrocínio;MG;Federal;66;574.98;597.28;555.4;606.05;707.58;608.26
258;Pinhalzinho;SC;Privada;11;583.21;598.9;557.76;650.51;650.91;608.26
259;Cabo Frio;RJ;Privada;304;583.13;608.51;554.5;596.39;698.55;608.22
260;Itaocara;RJ;Privada;53;574.59;603.85;553.58;608.59;700.19;608.16
261;Brasília;DF;Federal;492;583.16;606.77;570.97;615.36;664.17;608.09
262;Malhador;SE;Privada;16;563.62;611.92;533.1;571.58;760.0;608.04
263;Adamantina;SP;Privada;57;576.48;619.38;566.36;590.37;687.11;607.94
264;Franca;SP;Privada;581;573.44;592.35;551.07;596.82;725.72;607.88
265;Leopoldina;MG;Privada;75;574.48;603.09;574.94;627.85;658.4;607.75
266;Vacaria;RS;Privada;54;581.95;608.44;561.88;630.51;655.19;607.59
267;Ipirá;BA;Privada;23;567.04;624.07;588.7;568.31;689.57;607.54
268;Porto Seguro;BA;Federal;48;577.13;605.06;584.1;565.73;705.42;607.49
269;Florianópolis;SC;Federal;299;585.46;613.2;575.98;628.38;634.18;607.44
270;Mineiros;GO;Privada;67;575.61;598.35;549.25;579.74;734.03;607.39
271;Rolim de Moura;RO;Privada;18;574.65;613.28;558.67;611.28;677.78;607.13
272;Caconde;SP;Privada;12;577.6;612.8;567.43;590.69;686.67;607.04
273;Pirapozinho;SP;Privada;44;582.01;615.95;571.25;601.4;664.55;607.03
274;São João Evangelista;MG;Federal;140;567.15;610.48;549.98;599.11;708.0;606.94
275;Palmas;TO;Privada;527;579.5;604.55;566.99;589.36;694.27;606.93
276;Florianópolis;SC;Privada;1925;588.23;608.29;572.31;611.7;653.61;606.83
277;Carmo do Paranaíba;MG;Privada;19;568.37;588.61;576.81;618.92;681.05;606.75
278;Cachoeiro de Itapemirim;ES;Privada;365;569.83;599.97;568.04;599.7;696.05;606.72
279;Cantagalo;RJ;Privada;13;553.5;605.25;544.45;551.75;778.46;606.68
280;Janaúba;MG;Privada;83;573.15;609.33;564.81;619.75;665.78;606.56
281;Itabirito;MG;Privada;31;565.86;595.04;560.83;610.55;700.0;606.46
282;São Carlos;SP;Privada;711;584.18;604.17;566.5;598.25;679.21;606.46
283;Alpinópolis;MG;Privada;36;562.47;608.14;559.87;616.64;684.44;606.31
284;São João da Boa Vista;SP;Federal;63;584.37;605.78;551.01;648.02;641.59;606.15
285;Pontalina;GO;Privada;12;561.08;595.0;557.79;575.11;741.67;606.13
286;Ipiranga;PR;Privada;11;591.37;617.23;598.6;621.55;601.82;606.11
287;Santo Antônio de Jesus;BA;Privada;181;571.52;602.5;580.61;588.06;687.85;606.11
288;Cunha;SP;Privada;6;595.32;604.18;526.03;581.43;723.33;606.06
289;Venda Nova do Imigrante;ES;Federal;86;568.65;608.17;567.18;606.65;679.14;605.96
290;Boquim;SE;Privada;30;537.05;575.42;542.27;563.57;810.67;605.8
291;Caxambu;MG;Privada;51;577.85;605.21;557.41;616.12;672.16;605.75
292;Araraquara;SP;Privada;557;583.29;599.74;567.27;596.69;680.97;605.59
293;Osório;RS;Federal;69;579.16;606.68;550.56;612.34;678.26;605.4
294;Teresópolis;RJ;Privada;260;578.54;613.93;559.84;611.94;662.65;605.38
295;Machado;MG;Privada;59;568.97;585.07;563.68;603.69;705.42;605.37
296;Itajobi;SP;Privada;14;590.54;607.52;548.37;636.02;644.29;605.35
297;Ibitinga;SP;Privada;54;584.66;602.77;565.28;607.57;665.93;605.24
298;Passos;MG;Federal;30;557.2;595.46;553.12;600.23;720.0;605.2
299;Coronel Vivida;PR;Municipal;1;574.2;610.3;586.5;575.0;680.0;605.2
300;Colatina;ES;Privada;113;570.91;602.73;558.93;602.83;690.27;605.14
301;Santa Rosa;RS;Privada;141;575.93;594.42;570.13;605.84;679.29;605.12
302;Gaspar;SC;Federal;40;586.92;598.86;573.11;603.2;661.5;604.72
303;Inhumas;GO;Privada;78;567.48;593.23;564.74;601.04;696.67;604.63
304;Contagem;MG;Privada;863;579.03;603.33;567.53;612.9;659.77;604.51
305;Garibaldi;RS;Privada;13;577.9;612.33;545.99;582.96;703.08;604.45
306;Piracaia;SP;Privada;4;572.7;606.62;533.42;598.78;710.0;604.3
307;Paranaguá;PR;Federal;45;573.46;602.36;575.77;635.37;634.22;604.24
308;Piracicaba;SP;Privada;786;585.58;605.89;562.18;602.11;665.27;604.21
309;Avaré;SP;Privada;166;584.48;608.93;574.03;605.6;647.83;604.17
310;Jataí;GO;Federal;54;568.53;615.37;551.89;615.44;669.63;604.17
311;Feira de Santana;BA;Privada;969;578.6;608.05;566.53;590.64;676.64;604.09
312;Botucatu;SP;Privada;443;580.2;602.0;566.89;593.32;677.96;604.07
313;Arapiraca;AL;Federal;117;568.3;606.56;557.28;596.48;691.45;604.01
314;Itabirito;MG;Federal;54;585.96;600.46;561.96;604.91;666.67;603.99
315;Fortaleza;CE;Privada;7664;567.41;597.61;559.73;591.78;703.44;603.99
316;Votuporanga;SP;Privada;202;576.93;594.55;563.69;592.27;692.28;603.94
317;Goiânia;GO;Federal;180;588.92;615.5;557.72;577.95;678.0;603.62
318;Itu;SP;Privada;304;587.53;605.58;564.4;597.75;661.91;603.43
319;Bastos;SP;Privada;29;570.5;584.06;579.94;630.16;652.41;603.41
320;Porto Alegre;RS;Federal;291;586.37;604.89;558.98;606.93;659.66;603.36
321;Aroeiras;PB;Privada;9;577.14;597.28;560.8;523.64;757.78;603.33
322;Pinheiral;RJ;Federal;100;570.1;599.4;557.02;584.69;705.4;603.32
323;Vitória da Conquista;BA;Privada;645;572.16;601.16;550.46;597.58;695.2;603.31
324;Ceres;GO;Privada;78;572.94;595.45;551.27;583.53;713.08;603.25
325;Campinas;SP;Privada;2499;585.17;605.48;564.94;604.75;655.49;603.16
326;Valente;BA;Privada;9;550.26;620.72;571.6;579.44;693.33;603.07
327;Santo Amaro;BA;Federal;47;567.77;606.79;546.64;568.13;725.96;603.06
328;Formosa;GO;Federal;55;584.85;614.25;564.99;570.61;680.36;603.01
