POSICAO;NO_MUNICIPIO_ESC;SG_UF_ESC;DEPENDENCIA;ALUNOS;LC;CH;CN;MT;RD;MEDIA
72;Ubá;MG;Privada;179;566.44;597.51;563.16;678.62;839.55;649.06
73;Santa Cruz do Sul;RS;Privada;173;587.77;601.63;563.35;666.88;822.54;648.43
74;Bataguassu;MS;Privada;5;566.54;597.58;569.12;644.06;864.0;648.26
75;Amambai;MS;Privada;13;595.51;614.96;560.51;667.18;803.08;648.25
76;Sacramento;MG;Privada;14;591.16;598.56;577.26;685.06;787.14;647.84
77;Nova Prata;RS;Privada;13;562.8;575.7;571.18;629.18;900.0;647.77
78;São Gabriel do Oeste;MS;Privada;7;600.87;609.37;595.63;693.0;740.0;647.77
79;Caratinga;MG;Privada;66;578.68;601.35;553.97;658.14;846.06;647.64
80;Lagoa Vermelha;RS;Privada;40;587.44;617.65;555.46;658.48;818.5;647.5
81;Lajeado;RS;Privada;124;580.41;601.59;564.45;674.71;816.13;647.46
82;Cachoeiro de Itapemirim;ES;Federal;78;589.97;605.79;579.79;668.26;793.33;647.43
83;Salinas;MG;Privada;21;563.4;614.32;566.59;646.2;845.71;647.25
84;Diamantina;MG;Privada;26;569.77;586.75;568.22;643.76;867.69;647.24
85;Sete Lagoas;MG;Privada;363;573.26;601.77;561.4;667.64;831.02;647.02
86;Tabatinga;SP;Privada;8;599.31;609.62;540.52;663.6;820.0;646.61
87;Papagaios;MG;Privada;13;565.78;609.36;571.28;630.14;853.85;646.08
88;Alegrete;RS;Privada;35;580.76;593.76;565.49;634.78;854.86;645.93
89;Muriaé;MG;Federal;79;582.02;594.12;564.88;641.12;846.84;645.79
90;Varginha;MG;Federal;61;597.5;612.3;573.63;666.69;778.69;645.76
91;Ouro Branco;MG;Federal;87;586.04;603.94;574.1;674.56;789.89;645.71
92;Monte Sião;MG;Privada;40;568.38;601.9;560.04;660.8;836.5;645.52
93;Nova Lima;MG;Privada;261;586.84;604.61;565.49;671.75;798.47;645.43
94;Paty do Alferes;RJ;Privada;9;567.42;597.53;542.33;681.83;837.78;645.38
95;Arapiraca;AL;Federal;184;584.0;600.43;548.01;687.97;806.41;645.37
96;Recife;PE;Federal;556;592.65;609.4;569.1;680.78;774.32;645.25
97;Itacarambi;MG;Municipal;1;539.8;562.7;547.9;653.5;920.0;644.78
98;Pombal;PB;Privada;20;582.65;613.58;549.54;630.96;847.0;644.74
99;São João Nepomuceno;MG;Privada;54;570.44;600.29;550.42;654.41;847.04;644.52
100;Paraisópolis;MG;Privada;39;586.61;600.21;545.82;662.11;826.67;644.28
101;Bastos;SP;Privada;11;577.75;583.59;604.0;717.02;738.18;644.11
102;Viana;ES;Federal;37;586.49;591.68;540.53;649.48;851.89;644.01
103;Bento Gonçalves;RS;Federal;108;591.06;601.66;558.41;662.2;806.11;643.89
104;Betim;MG;Federal;142;589.6;595.92;570.99;675.61;787.32;643.89
105;Viçosa;MG;Privada;219;571.61;592.94;548.7;658.14;847.85;643.85
106;Simão Dias;SE;Privada;18;560.29;603.75;579.61;639.64;835.56;643.77
107;Aracruz;ES;Federal;87;580.6;601.93;570.39;660.25;805.52;643.74
108;Cariacica;ES;Federal;142;591.07;603.9;569.89;665.06;787.46;643.48
109;Governador Valadares;MG;Privada;298;573.54;594.0;560.03;653.9;832.28;642.75
110;Viçosa do Ceará;CE;Privada;12;573.45;591.28;534.56;643.87;870.0;642.63
111;Tomazina;PR;Privada;1;557.3;589.9;590.7;654.6;820.0;642.5
112;Medianeira;PR;Privada;29;583.84;611.54;551.77;675.78;788.97;642.38
113;Governador Valadares;MG;Federal;86;584.08;591.09;570.02;667.18;799.07;642.29
114;Guarujá;SP;Municipal;1;551.2;565.8;569.0;665.2;860.0;642.24
115;Tapurah;MT;Privada;9;586.08;606.16;568.57;621.21;828.89;642.18
116;Bom Despacho;MG;Privada;47;565.94;597.53;570.26;657.12;820.0;642.17
117;Conselheiro Lafaiete;MG;Federal;59;573.57;594.15;557.1;649.52;835.93;642.05
118;Varginha;MG;Privada;224;572.99;594.02;552.35;649.39;841.16;641.98
119;Rio Tinto;PB;Privada;8;561.34;599.78;551.21;660.05;837.5;641.98
120;São Sebastião do Paraíso;MG;Privada;59;571.72;591.6;553.94;650.39;841.36;641.8
121;Ipaussu;SP;Privada;7;599.76;600.21;556.39;657.41;794.29;641.61
122;Teodoro Sampaio;SP;Privada;6;580.1;607.52;562.73;649.78;806.67;641.36
123;Curitiba;PR;Federal;306;588.39;608.36;575.54;684.03;750.26;641.32
124;Santos Dumont;MG;Privada;28;573.5;610.8;536.58;660.27;824.29;641.08
125;São Miguel do Iguaçu;PR;Privada;26;572.87;599.9;549.63;683.22;799.23;640.97
126;Pouso Alegre;MG;Privada;262;574.13;592.7;563.43;653.63;820.69;640.92
127;Santa Teresa;ES;Privada;13;578.33;584.19;563.28;617.27;861.54;640.92
128;Formiga;MG;Privada;60;563.58;595.7;561.74;650.64;832.67;640.87
129;Patos de Minas;MG;Federal;75;580.7;594.84;565.2;632.09;831.47;640.86
130;Itanhandu;MG;Privada;41;572.93;585.6;546.89;657.85;840.98;640.85
131;Volta Redonda;RJ;Federal;57;595.05;601.08;565.23;691.45;751.23;640.81
132;Pinhalzinho;SC;Privada;17;581.15;595.86;560.89;650.62;815.29;640.76
133;Esperantina;PI;Privada;7;574.24;614.39;574.7;668.91;771.43;640.73
134;Petrópolis;RJ;Federal;27;576.47;599.16;560.61;671.46;795.56;640.65
135;Uberaba;MG;Privada;411;579.09;599.6;558.64;646.21;818.44;640.4
136;Palotina;PR;Privada;29;566.29;601.77;557.63;662.97;813.1;640.35
137;Caetité;BA;Municipal;1;483.8;554.7;537.8;664.7;960.0;640.2
138;Marau;RS;Privada;28;574.16;593.79;553.98;654.53;824.29;640.15
139;Cerro Largo;RS;Privada;34;563.19;579.09;571.9;658.61;827.06;639.97
140;Balneário Piçarras;SC;Municipal;1;618.9;621.5;572.4;645.0;740.0;639.56
141;Niterói;RJ;Privada;1620;578.16;597.58;551.05;654.44;816.36;639.52
142;Florestal;MG;Federal;49;578.16;584.86;567.81;657.59;808.98;639.48
143;Mossoró;RN;Federal;156;587.84;587.43;550.78;665.79;802.56;638.88
144;Marechal Cândido Rondon;PR;Privada;79;570.48;587.81;557.62;662.66;815.19;638.75
145;Juazeiro do Norte;CE;Privada;337;564.54;591.75;553.07;659.06;825.28;638.74
146;Nova Serrana;MG;Privada;35;578.36;588.59;562.01;664.07;800.57;638.72
147;Araxá;MG;Federal;69;556.96;576.39;550.16;632.82;876.52;638.57
148;Paranapanema;SP;Privada;22;559.96;610.0;554.6;672.09;794.55;638.24
149;Ribeirão Bonito;SP;Privada;11;594.62;608.17;581.39;637.5;769.09;638.15
150;Estrela;RS;Privada;35;582.05;601.01;558.85;675.19;772.57;637.93
151;Veranópolis;RS;Privada;53;558.33;575.14;537.2;632.13;886.79;637.92
152;Querência;MT;Privada;2;596.8;592.65;614.2;695.5;690.0;637.83
153;Itumbiara;GO;Federal;30;569.61;593.96;570.06;635.87;818.67;637.63
154;Ivatuba;PR;Estadual;1;598.3;658.5;581.7;609.6;740.0;637.62
155;Martins Soares;MG;Estadual;4;592.28;609.02;576.0;625.12;785.0;637.48
156;Perdões;MG;Privada;19;580.26;586.09;524.4;650.5;845.26;637.3
157;Niterói;RJ;Federal;200;589.15;599.63;545.15;655.6;796.1;637.13
158;Londrina;PR;Federal;37;597.24;611.94;583.18;642.11;749.73;636.84
159;Maria da Fé;MG;Privada;14;561.37;577.94;543.66;668.27;831.43;636.53
160;Nova Venécia;ES;Federal;72;576.07;599.27;564.03;643.43;799.72;636.5
161;Tobias Barreto;SE;Privada;43;547.5;582.34;547.51;659.41;845.58;636.47
162;Passa Quatro;MG;Privada;28;577.56;592.77;553.71;647.55;810.0;636.32
163;Itapiranga;SC;Privada;19;557.86;590.83;552.26;627.99;852.63;636.31
164;Anhembi;SP;Estadual;1;629.7;573.9;449.0;628.6;900.0;636.24
165;Ipatinga;MG;Federal;55;577.28;592.87;546.1;670.83;793.82;636.18
166;Lagoa da Prata;MG;Privada;47;557.36;576.6;548.3;636.21;862.13;636.12
167;Junqueirópolis;SP;Privada;19;563.25;587.11;547.09;644.91;836.84;635.84
168;Morrinhos;GO;Privada;9;554.48;587.43;534.53;638.26;864.44;635.83
169;São Benedito;CE;Privada;6;594.48;598.18;545.92;686.45;753.33;635.67
170;Pacaembu;SP;Privada;6;560.25;578.33;531.53;684.17;823.33;635.52
171;Linhares;ES;Federal;127;568.28;593.86;570.16;656.34;788.35;635.4
172;Itabira;MG;Privada;115;572.92;583.16;553.67;651.5;815.48;635.34
173;Nova Friburgo;RJ;Privada;357;574.44;591.73;543.35;634.57;832.21;635.26
174;Santa Rosa;RS;Privada;110;576.71;590.29;551.47;641.22;816.36;635.21
175;Tomé-Açu;PA;Privada;10;558.67;584.49;556.47;649.55;826.0;635.04
176;Bicas;MG;Privada;6;574.63;563.82;514.92;641.42;880.0;634.96
177;Mucuri;BA;Privada;60;557.59;580.42;540.43;641.2;855.0;634.93
178;Araxá;MG;Privada;69;571.7;596.1;548.78;634.51;823.48;634.91
179;Erechim;RS;Privada;97;575.4;595.43;555.45;644.46;803.51;634.85
180;Porteirinha;MG;Federal;30;562.96;579.47;535.47;665.05;830.67;634.72
181;Resende;RJ;Privada;260;576.68;591.73;550.27;651.03;803.23;634.59
182;Caetité;BA;Privada;39;577.67;581.11;531.38;634.43;848.21;634.56
183;Juiz de Fora;MG;Privada;1139;574.6;592.85;555.83;644.17;804.93;634.48
184;Oeiras;PI;Privada;54;563.9;590.61;553.15;652.76;811.85;634.46
185;Brusque;SC;Privada;130;579.9;594.82;556.4;660.81;780.31;634.45
186;São Fidélis;RJ;Privada;16;584.59;589.12;552.88;654.94;790.0;634.31
187;Amargosa;BA;Privada;30;555.95;597.23;557.56;654.92;805.33;634.2
188;Pará de Minas;MG;Privada;95;551.44;588.76;554.14;661.74;814.53;634.12
189;Pouso Alegre;MG;Federal;62;587.56;597.22;550.66;647.21;787.74;634.08
190;Vera Cruz;RS;Privada;25;584.32;593.34;541.68;643.04;806.4;633.76
191;Vazante;MG;Privada;25;559.74;596.91;552.03;641.62;817.6;633.58
192;Fortaleza;CE;Federal;462;587.25;600.08;553.26;662.96;762.81;633.27
193;Mineiros;GO;Privada;62;557.19;574.79;542.09;661.21;830.65;633.19
194;Campo Grande;MS;Federal;346;582.62;592.99;569.8;662.5;757.86;633.15
195;Sumé;PB;Privada;13;581.94;605.14;525.85;629.68;823.08;633.14
196;Laranjal Paulista;SP;Privada;8;545.05;590.33;559.41;633.36;837.5;633.13
197;Piraju;SP;Privada;19;585.3;603.64;565.11;672.54;738.95;633.11
198;Teresópolis;RJ;Privada;207;575.26;594.04;549.64;647.85;798.45;633.05
199;São José dos Campos;SP;Privada;1687;577.33;594.45;564.94;656.44;771.51;632.93
200;Quaraí;RS;Privada;6;563.27;620.4;550.82;663.47;766.67;632.92
201;Poços de Caldas;MG;Privada;251;576.76;593.78;556.44;649.43;788.13;632.91
202;Itaperuna;RJ;Privada;76;568.33;588.65;556.92;648.68;801.84;632.88
203;Barra do Piraí;RJ;Privada;81;573.62;584.94;542.47;628.62;834.32;632.79
204;Jaguaribe;CE;Privada;16;568.07;570.51;542.74;598.62;883.75;632.74
205;Rio de Janeiro;RJ;Federal;2022;584.91;599.03;557.02;655.78;766.65;632.68
206;Juiz de Fora;MG;Federal;226;582.73;600.15;563.89;657.57;758.23;632.52
207;Curvelo;MG;Privada;53;572.18;584.86;546.03;634.88;824.53;632.5
208;Milhã;CE;Privada;5;585.98;594.28;549.1;660.64;772.0;632.4
209;Porto União;SC;Privada;55;573.88;596.01;565.47;634.32;792.0;632.34
210;Congonhas;MG;Federal;65;571.8;582.54;554.3;646.65;805.85;632.23
211;Caxias do Sul;RS;Federal;91;597.19;596.31;574.44;654.47;738.68;632.22
212;Santa Rita do Passa Quatro;SP;Privada;55;570.6;601.15;563.57;638.46;787.27;632.21
213;Osório;RS;Federal;69;586.11;599.1;550.11;648.32;777.1;632.15
214;Concórdia;SC;Privada;63;570.92;590.47;548.71;670.47;780.0;632.12
215;Assis Chateaubriand;PR;Privada;9;585.1;610.12;547.26;611.36;806.67;632.1
216;Rio do Sul;SC;Privada;152;573.4;589.61;561.2;654.7;781.05;631.99
217;Lavras;MG;Privada;256;564.32;586.54;546.87;643.95;818.05;631.95
218;Sabará;MG;Federal;75;591.97;607.02;558.35;650.87;751.47;631.93
219;Ceres;GO;Privada;55;553.35;572.96;538.74;643.17;851.27;631.9
220;Campo Mourão;PR;Federal;29;594.33;596.22;572.32;700.9;695.17;631.79
221;Novo Horizonte;SP;Privada;46;554.18;566.52;543.68;626.61;867.83;631.76
222;Ponte Nova;MG;Federal;71;589.41;595.33;552.65;639.03;782.25;631.74
223;Amparo;SP;Privada;116;581.31;597.1;570.17;642.27;766.38;631.44
224;Canoas;RS;Federal;58;599.75;601.99;564.01;668.32;722.41;631.3
225;Gramado;RS;Privada;13;587.69;620.55;568.42;634.78;744.62;631.21
226;São Gonçalo do Sapucaí;MG;Privada;30;567.07;581.51;529.87;640.18;837.33;631.19
227;Livramento de Nossa Senhora;BA;Privada;17;571.76;587.65;534.59;604.66;856.47;631.03
228;Muriaé;MG;Privada;108;561.26;572.43;546.41;639.63;835.19;630.98
229;Porto Alegre;RS;Federal;188;589.45;601.78;559.46;667.71;735.96;630.87
230;Manhuaçu;MG;Privada;81;557.5;577.14;555.22;641.44;822.96;630.85
231;Piumhi;MG;Privada;51;555.57;587.77;531.53;646.41;832.55;630.77
232;Uberlândia;MG;Privada;994;569.55;588.26;551.36;630.13;814.06;630.67
233;Capela;AL;Privada;6;557.8;607.23;527.55;599.8;860.0;630.48
234;Sabinópolis;MG;Privada;16;562.88;590.19;534.21;669.56;793.75;630.12
235;Bariri;SP;Privada;46;571.92;586.15;543.68;645.3;803.48;630.1
236;Farroupilha;RS;Federal;32;597.58;584.96;537.42;641.68;788.75;630.08
237;Porto Alegre;RS;Privada;2653;581.48;591.23;554.62;647.21;775.73;630.05
238;Caxambu;MG;Privada;66;552.13;576.8;542.41;656.34;822.42;630.02
239;Nilópolis;RJ;Federal;85;591.29;596.99;558.66;643.98;758.82;629.95
240;Teresina;PI;Privada;2729;561.58;580.69;547.36;635.45;823.61;629.74
241;Lagoa Santa;MG;Privada;103;569.14;586.08;546.69;648.17;798.45;629.71
242;Pontalina;GO;Privada;14;567.83;579.63;559.49;656.61;784.29;629.57
243;Macaé;RJ;Federal;178;593.58;597.74;572.97;640.89;742.47;629.53
244;Salvador;BA;Federal;552;588.62;599.92;556.28;648.1;754.13;629.41
245;Goiatuba;GO;Privada;8;571.12;583.14;567.72;641.33;782.5;629.16
246;Coronel Fabriciano;MG;Privada;95;560.93;581.85;536.24;638.93;827.79;629.15
247;Santo Amaro da Imperatriz;SC;Privada;15;583.11;602.26;574.27;638.03;748.0;629.13
248;Patrocínio;MG;Federal;79;559.76;574.62;559.68;627.64;823.8;629.1
249;Contagem;MG;Federal;66;580.37;587.28;566.18;649.43;761.82;629.01
250;Caçu;GO;Privada;10;566.94;569.49;541.33;637.16;830.0;628.98
251;Goiânia;GO;Privada;3979;568.0;587.03;550.49;632.1;807.06;628.93
252;Patos de Minas;MG;Privada;215;561.82;588.08;546.26;626.52;821.3;628.8
253;Pomerode;SC;Privada;26;594.33;591.07;559.7;651.19;747.69;628.8
254;São Gonçalo;RJ;Federal;70;592.8;587.17;543.93;653.02;766.86;628.75
255;Alto Alegre do Pindaré;MA;Municipal;1;566.6;556.8;479.9;599.9;940.0;628.64
256;Passos;MG;Privada;135;568.66;573.21;540.0;649.38;811.7;628.59
257;Monte Santo de Minas;MG;Privada;11;567.72;564.08;567.35;645.37;798.18;628.54
258;Itabaiana;SE;Privada;214;562.03;587.01;540.98;624.93;826.64;628.32
259;Santa Isabel;SP;Privada;19;574.96;575.22;532.49;638.82;820.0;628.3
260;Capanema;PR;Privada;2;568.4;603.7;524.2;635.05;810.0;628.27
261;Pacajus;CE;Privada;75;552.83;582.67;528.76;634.83;841.87;628.19
262;Santa Bárbara;MG;Privada;18;563.89;574.33;555.76;630.95;815.56;628.1
263;Limoeiro;PE;Privada;142;559.76;585.72;553.43;640.07;801.27;628.05
264;São Lourenço;MG;Privada;124;567.25;580.46;536.35;643.67;812.42;628.03
265;Montes Claros;MG;Privada;709;561.0;582.97;541.55;631.43;822.26;627.84
266;Itajubá;MG;Privada;217;561.61;581.53;546.14;640.34;809.49;627.82
267;São Luiz Gonzaga;RS;Privada;16;581.27;615.08;579.81;635.32;727.5;627.8
268;Florianópolis;SC;Privada;1371;576.37;596.73;561.81;649.68;754.38;627.79
269;Chapecó;SC;Privada;227;570.03;594.69;552.83;652.48;767.93;627.59
270;Montes Claros;MG;Federal;77;582.04;588.66;554.25;644.55;768.05;627.51
271;Estrela d'Oeste;SP;Privada;3;559.83;550.57;606.87;686.9;733.33;627.5
272;Adamantina;SP;Privada;40;567.5;600.63;562.91;645.46;760.5;627.4
273;Leme;SP;Privada;134;568.24;588.39;556.26;636.02;787.76;627.33
274;Nova Granada;SP;Privada;34;553.42;585.53;536.2;637.77;823.53;627.29
275;Quixadá;CE;Privada;44;561.35;574.92;557.83;627.76;814.55;627.28
276;Natal;RN;Federal;560;580.89;587.6;547.72;636.38;783.57;627.23
277;Juruti;PA;Privada;9;542.8;580.21;544.07;611.18;857.78;627.21
278;Pinhais;PR;Federal;41;586.29;587.55;550.76;640.61;770.24;627.09
279;Brumado;BA;Privada;56;567.72;582.81;543.51;640.83;799.29;626.83
280;Saubara;BA;Estadual;1;592.3;574.4;544.0;542.4;880.0;626.62
281;Jardinópolis;SP;Municipal;1;538.5;570.8;614.7;668.0;740.0;626.4
282;Cachoeiro de Itapemirim;ES;Privada;241;558.63;573.72;542.47;632.96;823.15;626.19
283;São Mateus do Sul;PR;Privada;13;580.68;617.67;573.74;668.07;690.77;626.19
284;Itaparica;BA;Privada;9;556.07;578.19;543.22;630.72;822.22;626.08
285;São João del Rei;MG;Privada;185;563.38;578.25;545.91;635.37;807.46;626.07
286;Descalvado;SP;Privada;62;567.52;581.73;544.28;628.07;808.39;626.0
287;Caicó;RN;Privada;120;562.42;580.88;544.92;615.45;825.83;625.9
288;Crateús;CE;Privada;39;543.16;576.76;524.87;620.03;864.62;625.89
289;Ampére;PR;Privada;11;576.6;579.48;549.56;592.61;830.91;625.83
290;Janaúba;MG;Federal;41;548.1;591.74;534.9;648.46;805.85;625.81
291;Itamogi;MG;Privada;3;563.93;600.63;545.83;578.53;840.0;625.79
292;Carazinho;RS;Privada;80;581.7;591.9;558.46;637.37;759.5;625.79
293;Matozinhos;MG;Privada;15;556.22;591.19;545.07;629.45;806.67;625.72
294;Brumado;BA;Federal;59;572.49;579.57;540.63;640.25;795.59;625.71
295;Carmo;RJ;Privada;29;558.31;581.62;525.66;613.31;849.66;625.71
296;Veranópolis;RS;Federal;19;564.3;595.99;535.24;606.62;826.32;625.69
297;São Leopoldo;RS;Privada;206;580.15;595.48;547.7;649.83;755.15;625.66
298;Tietê;SP;Privada;74;568.49;578.55;559.62;641.17;780.0;625.57
299;Uberlândia;MG;Federal;166;576.79;592.28;551.69;615.18;791.93;625.57
300;Colatina;ES;Federal;273;564.21;587.48;555.38;634.37;786.3;625.55
301;Porecatu;PR;Privada;13;578.93;613.78;560.49;611.23;763.08;625.5
302;Nova Mutum;MT;Privada;21;575.88;582.96;561.26;649.8;757.14;625.41
303;Maracaí;SP;Privada;9;560.34;582.33;564.94;654.98;764.44;625.41
304;Bento Gonçalves;RS;Privada;90;570.52;591.58;550.31;640.97;773.56;625.39
305;Assis;SP;Privada;135;576.13;585.83;546.17;638.19;780.15;625.29
306;Barroso;MG;Privada;12;565.71;572.01;519.57;583.64;885.0;625.19
307;Fortaleza;CE;Privada;5102;562.6;584.88;546.37;636.47;795.51;625.17
308;Mogi Guaçu;SP;Privada;140;575.84;590.05;561.93;639.82;758.14;625.16
309;Florianópolis;SC;Federal;274;585.21;592.89;560.46;669.64;717.59;625.16
310;Arcos;MG;Privada;40;556.17;572.53;538.66;649.99;808.0;625.07
311;Roca Sales;RS;Privada;26;572.65;600.92;534.77;629.17;786.92;624.89
312;Vacaria;RS;Privada;45;573.21;603.71;558.97;658.08;730.22;624.84
313;Cravinhos;SP;Privada;11;569.64;568.05;587.03;646.54;752.73;624.79
314;Carangola;MG;Privada;44;565.64;577.7;548.92;611.09;820.45;624.76
315;Pato Branco;PR;Federal;1;579.4;610.4;592.4;641.5;700.0;624.74
316;Guarapari;ES;Privada;63;570.25;585.03;541.44;635.17;791.75;624.73
317;Araricá;RS;Privada;3;544.9;574.5;517.7;713.07;773.33;624.7
318;Ibiapina;CE;Privada;11;563.07;585.96;540.81;626.2;807.27;624.66
319;Joinville;SC;Privada;881;569.46;584.51;552.43;650.81;766.11;624.66
320;Ribeirão Preto;SP;Privada;1708;569.36;587.11;556.66;630.49;779.6;624.64
321;Indaiatuba;SP;Privada;465;568.53;584.57;556.84;639.65;773.55;624.63
322;Ipiaú;BA;Privada;66;561.45;573.23;537.68;614.08;836.67;624.62
323;Miguel Pereira;RJ;Privada;27;558.53;561.96;539.99;639.45;822.22;624.43
324;Itapira;SP;Privada;72;563.82;579.46;559.12;646.07;772.78;624.25
325;Cascavel;PR;Federal;47;582.76;592.84;570.45;649.51;724.26;623.96
326;Primavera do Leste;MT;Privada;65;562.13;580.42;551.15;637.09;788.92;623.94
327;Guaratinguetá;SP;Privada;141;574.18;585.75;551.0;641.44;766.95;623.86
